,Unnamed: 0,品番,日付,日量数,仕入先名/工場名,箱種類,収容数,基準在庫日数,基準在庫枚数,A,B,C,日量数（箱）,日量数（箱）_切り上げ,検収数,入庫数（箱）,出庫数（箱）,在庫数（箱）,不等ピッチ係数日
1441,1412,9011906908,18,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.54,3,1,6,5.76,0.0,0,1,0.0,0.0,3.0,0.08
1442,1413,9011906A065,18,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.53,1,1,6,5.76,0.0,0,2,2.0,1.0,3.0,0.08
1443,1414,9014908A008,18,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,800.0,0.52,1,1,6,5.76,0.0,0,3,2.0,2.0,2.0,0.08
1444,1415,9015905A007,18,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.53,3,1,6,5.76,0.0,0,2,2.0,1.0,6.0,0.08
1445,1416,9015906A021,18,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.52,3,1,6,5.76,0.0,0,4,3.0,2.0,8.0,0.08
1446,1417,9015906A022,18,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.51,3,1,6,5.76,0.0,0,5,3.0,4.0,9.0,0.08
1447,1418,9034118A024,18,494.0,（株）青山製作所,TP-131 ﾊﾝﾖｳ,200.0,0.52,3,1,6,5.76,2.47,3,2,1.0,1.0,5.0,0.08
1448,1419,9093003179,18,878.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,500.0,0.5,1,1,6,5.76,1.756,2,1,0.0,1.0,5.0,0.08
1449,1420,9155180614,18,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.54,3,1,6,5.76,0.0,0,3,1.0,1.0,3.0,0.08
1450,1421,9155180640,18,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.54,3,1,6,5.76,0.0,0,1,1.0,0.0,6.0,0.08
1451,1422,9161140614,18,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.52,3,1,6,5.76,0.0,0,3,2.0,3.0,5.0,0.08
1452,1423,9167180618,18,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.53,3,1,6,5.76,0.0,0,2,1.0,1.0,4.0,0.08
1453,1424,G1163ECB010,18,702.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,80.0,0.54,1,1,6,5.76,8.775,9,7,4.0,4.0,4.0,0.08
1454,1425,G1163ECE010,18,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,100.0,0.53,1,1,6,5.76,0.0,0,14,9.0,8.0,19.0,0.08
1455,1426,35145ECE020,18,494.0,（株）浅賀井製作所,TP-131 ﾊﾝﾖｳ,100.0,0.65,1,1,4,6.88,4.94,5,6,4.0,2.0,7.0,0.13
1456,1427,35174ECB010,18,384.0,（株）浅賀井製作所,TP-332 ﾊﾝﾖｳ,20.0,0.87,1,1,4,6.88,19.2,20,19,10.0,9.0,19.0,0.13
1457,1428,35174ECE010,18,494.0,（株）浅賀井製作所,TP-332 ﾊﾝﾖｳ,40.0,0.87,1,1,4,6.88,12.35,13,13,6.0,5.0,19.0,0.13
1458,1429,35174ECE020,18,494.0,（株）浅賀井製作所,TP-331 ﾊﾝﾖｳ,90.0,0.63,3,1,4,6.88,5.488888888888888,6,6,3.0,2.0,10.0,0.13
1459,1430,35312ECB010,18,384.0,（株）旭工業所,TP-331 ﾊﾝﾖｳ,63.0,0.59,1,1,1,1.9,6.095238095238094,7,7,7.0,3.0,9.0,0.0
1460,1431,01912ECB040,18,878.0,愛産樹脂工業（株）,TP-342 ﾊﾝﾖｳ,50.0,0.25,1,1,1,2.12,17.56,18,18,18.0,8.0,35.0,0.0
1461,1432,019128GA010,18,878.0,石黒ゴム工業（株）,TP-342 ﾊﾝﾖｳ,50.0,1.07,1,1,2,3.64,17.56,18,18,9.0,8.0,39.0,0.29
1462,1433,01912ECB010,18,,石黒ゴム工業（株）,TP-332 ﾊﾝﾖｳ,300.0,0.85,1,1,2,3.64,0.0,0,6,3.0,2.0,13.0,0.29
1463,1434,82821CWA030,18,877.0,石黒ゴム工業（株）,TP-332 ﾊﾝﾖｳ,200.0,0.83,1,1,2,3.64,4.385,5,6,3.0,2.0,11.0,0.29
1464,1435,82821ECB010,18,878.0,石黒ゴム工業（株）,TP-332 ｾﾝﾖｳ,400.0,0.83,1,1,2,3.64,2.195,3,2,1.0,1.0,6.0,0.29
1465,1436,82821ECB020,18,878.0,石黒ゴム工業（株）,TP-131 ﾊﾝﾖｳ,200.0,0.87,1,1,2,3.64,4.39,5,6,3.0,2.0,11.0,0.29
1466,1437,82821ECB040,18,384.0,石黒ゴム工業（株）,TP-342 ｾﾝﾖｳ,100.0,0.83,1,1,2,3.64,3.84,4,4,2.0,2.0,4.0,0.29
1467,1438,82821ECB050,18,877.0,石黒ゴム工業（株）,TP-332 ﾊﾝﾖｳ,100.0,0.83,1,1,2,3.64,8.77,9,10,5.0,4.0,19.0,0.29
1468,1439,82821ECE010,18,493.0,石黒ゴム工業（株）,TP-332 ﾊﾝﾖｳ,50.0,1.07,1,1,2,3.64,9.86,10,10,5.0,4.0,34.0,0.29
1469,1440,82821XAE010,18,878.0,石黒ゴム工業（株）,TP-131 ﾊﾝﾖｳ,100.0,0.87,1,1,2,3.64,8.78,9,10,5.0,4.0,22.0,0.29
1470,1441,82821XAE020,18,384.0,石黒ゴム工業（株）,TP-332 ﾊﾝﾖｳ,400.0,0.81,1,1,2,3.64,0.96,1,1,1.0,0.0,2.0,0.29
1471,1442,36108ECB010,18,384.0,（株）オーハシテクニカ,TP-331-5 ﾊﾝﾖｳ,150.0,0.64,1,1,1,1.97,2.56,3,3,3.0,2.0,5.0,0.0
1472,1443,35501ECB010,18,384.0,大橋鉄工（株）,TP-331 ﾊﾝﾖｳ,100.0,0.6,1,1,1,1.38,3.84,4,4,0.0,2.0,3.0,0.0
1473,1444,9036345A004,18,878.0,岡谷鋼機（株）,ｻﾝﾎﾞｯｸｽ#9T,90.0,0.64,1,1,1,2.29,9.755555555555556,10,10,0.0,5.0,11.0,0.0
1474,1445,35557ECB010,18,384.0,小川工業（株）,TP-131 ﾊﾝﾖｳ,46.0,0.89,1,1,2,4.94,8.347826086956523,9,5,5.0,4.0,11.0,0.05
1475,1446,41310ECB010,18,384.0,（株）オンド,ｻﾝﾎﾞｯｸｽ#24-A,2.0,0.69,2,1,4,4.0,192.0,192,118,75.0,85.0,95.0,0.05
1476,1447,41310ECE010,18,494.0,（株）オンド,ｻﾝﾎﾞｯｸｽ#24-A,2.0,0.7,3,1,4,4.0,247.0,247,151,139.0,109.0,188.0,0.05
1477,1448,35556ECB010,18,384.0,（株）ギフ加藤製作所,TP-131 ﾊﾝﾖｳ,100.0,0.75,1,1,2,3.8,3.84,4,2,2.0,2.0,3.0,0.12
1478,1449,33490ECB010,18,384.0,マレリ（株）,TP-332 ﾊﾝﾖｳ,4.0,0.82,3,1,2,3.92,96.0,96,92,44.0,42.0,48.0,0.23
1479,1450,33490ECE010,18,494.0,マレリ（株）,TP-332 ﾊﾝﾖｳ,4.0,0.81,3,1,2,3.92,123.5,124,126,63.0,57.0,98.0,0.23
1480,1451,9036628A005,18,384.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,60.0,0.62,1,1,1,1.9,6.4,7,7,7.0,3.0,9.0,0.0
1481,1452,9036628A006,18,384.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,80.0,0.62,1,1,1,1.9,4.8,5,5,5.0,2.0,7.0,0.0
1482,1453,9036628A007,18,494.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,72.0,0.57,1,1,1,1.9,6.861111111111112,7,7,7.0,3.0,13.0,0.0
1483,1454,9036628A008,18,494.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,100.0,0.58,1,1,1,1.9,4.94,5,5,5.0,2.0,10.0,0.0
1484,1455,9036630A017,18,878.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,72.0,0.6,1,1,1,1.9,12.194444444444445,13,13,13.0,5.0,19.0,0.0
1485,1456,9036630A018,18,878.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,38.0,0.34,3,1,1,1.9,23.105263157894736,24,24,24.0,10.0,30.0,0.0
1486,1457,9036652A003,18,494.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,60.0,0.57,1,1,1,1.9,8.233333333333333,9,9,9.0,4.0,15.0,0.0
1487,1458,9036652A004,18,494.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,63.0,0.57,1,1,1,1.9,7.841269841269841,8,8,8.0,4.0,13.0,0.0
1488,1459,9036658A001,18,384.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,45.0,0.57,1,1,1,1.9,8.533333333333333,9,8,8.0,4.0,9.0,0.0
1489,1460,9036658A002,18,384.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,36.0,0.59,1,1,1,1.9,10.666666666666666,11,11,11.0,5.0,13.0,0.0
1490,1461,9036659A009,18,878.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,36.0,0.59,1,1,1,1.9,24.38888888888889,25,25,25.0,10.0,36.0,0.0
1491,1462,9036659A010,18,878.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,36.0,0.59,1,1,1,1.9,24.38888888888889,25,25,25.0,10.0,36.0,0.0
1492,1463,35352ECB010,18,384.0,五興商事（株）,TP-331 ﾊﾝﾖｳ,504.0,0.64,1,1,1,1.97,0.7619047619047619,1,1,1.0,0.0,3.0,0.0
1493,1464,G9201ECB030,18,384.0,佐藤工業（株）,ｻﾝﾎﾞｯｸｽ#20B,8.0,0.78,2,1,2,5.82,48.0,48,43,24.0,21.0,51.0,0.05
1494,1465,G9201ECE010,18,493.0,佐藤工業（株）,ｻﾝﾎﾞｯｸｽ#20B,8.0,0.86,2,1,2,5.82,61.625,62,58,32.0,27.0,64.0,0.05
1495,1466,35198ECE010,18,494.0,サトープレス工業（株）,AW-331 ｾﾝﾖｳ,200.0,0.58,1,1,1,1.78,2.47,3,3,3.0,1.0,7.0,0.0
1496,1467,3548255A010,18,494.0,サトープレス工業（株）,AW-131 ｾﾝﾖｳ,300.0,0.57,1,1,1,1.78,1.6466666666666667,2,2,2.0,1.0,5.0,0.0
1497,1468,35595ECB010,18,384.0,サトープレス工業（株）,TP-131 ｾﾝﾖｳ,40.0,0.57,1,1,1,1.78,9.6,10,10,10.0,4.0,12.0,0.0
1498,1469,5040056001E,18,,サトープレス工業（株）,AW-131 ｾﾝﾖｳ,300.0,0.58,3,1,1,1.78,0.0,0,7,7.0,2.0,8.0,0.0
1499,1470,9033904A002,18,878.0,サトープレス工業（株）,AW-131 ｾﾝﾖｳ,,0.61,1,1,1,1.78,0.0,0,1,1.0,0.0,3.0,0.0
1500,1471,9033904A003,18,768.0,サトープレス工業（株）,AW-131 ｾﾝﾖｳ,,0.6,3,1,1,1.78,0.0,0,2,1.0,1.0,3.0,0.0
1501,1472,35145ECB010,18,384.0,三共鋼業（株）,AW-131 ｾﾝﾖｳ,100.0,0.62,3,1,1,1.74,3.84,4,4,4.0,2.0,9.0,0.0
1502,1473,35145ECE010,18,494.0,三共鋼業（株）,AW-131 ｾﾝﾖｳ,100.0,0.65,1,1,1,1.74,4.94,5,5,5.0,2.0,8.0,0.0
1503,1474,35195ECE010,18,988.0,三共鋼業（株）,TP-131 ﾊﾝﾖｳ,400.0,0.62,3,1,1,1.74,2.47,3,3,3.0,1.0,8.0,0.0
1504,1475,35195TFG010,18,988.0,三共鋼業（株）,TP-131 ﾊﾝﾖｳ,400.0,0.62,1,1,1,1.74,2.47,3,3,3.0,1.0,6.0,0.0
1505,1476,35771ECB010,18,384.0,アイシン機工（株）,TP-341 ﾊﾝﾖｳ,4.0,0.78,3,1,6,4.92,96.0,96,46,35.0,42.0,35.0,0.12
1506,1477,35771ECE010,18,494.0,アイシン機工（株）,TP-341 ﾊﾝﾖｳ,6.0,0.78,2,1,6,4.92,82.33333333333333,83,40,31.0,36.0,65.0,0.12
1507,1478,01912ECB060,18,384.0,新光ゴム工業（株）,TP-331 ﾊﾝﾖｳ,400.0,0.78,1,1,1,3.25,0.96,1,1,1.0,1.0,2.0,0.0
1508,1479,2030052002N,18,878.0,（株）杉浦製作所,TP-331 ﾊﾝﾖｳ,300.0,0.5,3,1,2,1.06,2.9266666666666667,3,2,2.0,1.0,6.0,0.12
1509,1480,9034108A006,18,,（株）杉浦製作所,TP-331 ﾊﾝﾖｳ,,0.53,3,1,2,1.06,0.0,0,4,4.0,1.0,7.0,0.12
1510,1481,9034108A010,18,768.0,（株）杉浦製作所,TP-331 ﾊﾝﾖｳ,,0.47,1,1,2,1.06,0.0,0,1,1.0,0.0,1.0,0.12
1511,1482,9034118090,18,878.0,（株）杉浦製作所,TP-331 ﾊﾝﾖｳ,300.0,0.54,3,1,2,1.06,2.9266666666666667,3,3,3.0,2.0,7.0,0.12
1512,1483,3559850A010,18,384.0,アイコー（株）,AW-131 ｾﾝﾖｳ,100.0,0.9,1,1,2,3.92,3.84,4,4,4.0,2.0,1.0,0.32
1513,1484,9034118060,18,494.0,住友商事（株）鉄鋼部輸送機材,TP-331 ﾊﾝﾖｳ,300.0,0.74,1,1,1,3.0,1.6466666666666667,2,2,0.0,1.0,6.0,0.0
1514,1485,G1174ECB010,18,384.0,住友電装（株）,TP-362 ﾊﾝﾖｳ,50.0,0.85,1,1,1,2.28,7.68,8,8,0.0,3.0,8.0,0.0
1515,1485,G1174ECB010,18,384.0,住友電装（株）,TP-362 ﾊﾝﾖｳ,50.0,0.85,1,1,1,2.28,7.68,8,8,0.0,3.0,8.0,0.0
1516,1486,G1174ECE010,18,494.0,住友電装（株）,TP-362 ﾊﾝﾖｳ,50.0,0.87,1,1,1,2.28,9.88,10,10,0.0,5.0,13.0,0.0
1517,1486,G1174ECE010,18,494.0,住友電装（株）,TP-362 ﾊﾝﾖｳ,50.0,0.87,1,1,1,2.28,9.88,10,10,0.0,5.0,13.0,0.0
1518,1487,82824ECE010,18,494.0,住友電装（株）,TP-332 ﾊﾝﾖｳ,45.0,0.36,1,1,1,3.25,10.977777777777776,11,12,22.0,16.0,18.0,0.0
1519,1487,82824ECE010,18,494.0,住友電装（株）,TP-332 ﾊﾝﾖｳ,45.0,0.36,1,1,1,3.25,10.977777777777776,11,12,22.0,16.0,18.0,0.0
1520,1488,G1144ECB010,18,384.0,住友電気工業（株）,TP-331 ﾊﾝﾖｳ,6.0,0.63,2,1,1,2.28,64.0,64,64,0.0,28.0,29.0,0.0
1521,1489,G117362010,18,878.0,多摩川精機販売（株）,TP-331-5 ﾊﾝﾖｳ,18.0,0.85,1,1,1,3.05,48.77777777777778,49,49,49.0,22.0,93.0,0.0
1522,1490,3519510A010,18,384.0,中庸スプリング（株）,AW-131 ｾﾝﾖｳ,600.0,0.63,1,1,2,2.34,0.64,1,1,0.0,1.0,2.0,0.1
1523,1491,35505ECB010,18,384.0,中庸スプリング（株）,AW-131 ｾﾝﾖｳ,24.0,0.81,1,1,2,2.34,16.0,16,16,8.0,8.0,13.0,0.1
1524,1492,9094906A012,18,,中庸スプリング（株）,TP-131 ﾊﾝﾖｳ,500.0,0.59,3,1,2,2.34,0.0,0,5,1.0,3.0,5.0,0.1
1525,1493,34989ECB020,18,877.0,（株）槌屋,TP-131 ﾊﾝﾖｳ,500.0,0.81,1,1,1,2.33,1.754,2,2,0.0,1.0,6.0,0.0
1526,1494,34989ECB030,18,877.0,（株）槌屋,TP-131 ﾊﾝﾖｳ,,0.8,1,1,1,2.33,0.0,0,1,0.0,0.0,4.0,0.0
1527,1495,34989ECC010,18,150.0,（株）槌屋,TP-131 ﾊﾝﾖｳ,500.0,0.78,1,1,1,2.33,0.3,1,1,0.0,0.0,2.0,0.0
1528,1496,34989ECE020,18,223.0,（株）槌屋,TP-131 ﾊﾝﾖｳ,500.0,0.82,1,1,1,2.33,0.446,1,1,0.0,0.0,2.0,0.0
1529,1497,34989ECE030,18,120.0,（株）槌屋,TP-131 ﾊﾝﾖｳ,500.0,0.8,3,1,1,2.33,0.24,1,1,0.0,0.0,1.0,0.0
1530,1498,9050827A011,18,384.0,（株）東郷製作所,TP-331 ﾊﾝﾖｳ,200.0,0.78,1,1,8,11.12,1.92,2,1,1.0,1.0,4.0,0.08
1531,1499,9052409A003,18,384.0,（株）東郷製作所,TP-331 ﾊﾝﾖｳ,500.0,0.78,1,1,8,11.12,0.768,1,1,0.0,1.0,1.0,0.08
1532,1500,2030044001J,18,384.0,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,400.0,0.54,1,1,2,3.52,0.96,1,1,1.0,0.0,2.0,0.03
1533,1501,9030106A018,18,,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,,0.56,3,1,2,3.52,0.0,0,3,1.0,1.0,2.0,0.03
1534,1502,9030111A014,18,,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,,0.56,3,1,2,3.52,0.0,0,4,1.0,2.0,6.0,0.03
1535,1503,9030115A011,18,988.0,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,,0.56,1,1,2,3.52,0.0,0,1,0.0,1.0,3.0,0.03
1536,1504,9030117A010,18,,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,,0.54,3,1,2,3.52,0.0,0,2,1.0,1.0,4.0,0.03
1537,1505,9030119A010,18,988.0,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,,0.58,1,1,2,3.52,0.0,0,1,1.0,0.0,1.0,0.03
1538,1506,9030119A011,18,768.0,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,200.0,0.54,1,1,2,3.52,3.84,4,4,2.0,2.0,4.0,0.03
1539,1507,9031150A014,18,878.0,ＮＯＫ（株）,B-24,84.0,0.54,1,1,2,3.52,10.452380952380953,11,11,5.0,4.0,9.0,0.03
1540,1508,9031150A015,18,878.0,ＮＯＫ（株）,B-24,84.0,0.53,1,1,2,3.52,10.452380952380953,11,11,5.0,4.0,7.0,0.03
1541,1509,G1250ECB010,18,234.0,（株）バルカー,TP-332.5ｾﾝﾖｳ,60.0,0.87,1,1,2,6.2,3.9,4,4,2.0,2.0,4.0,0.24
1542,1510,G1250ECC010,18,150.0,（株）バルカー,TP-332.5ｾﾝﾖｳ,60.0,0.87,1,1,2,6.2,2.5,3,3,1.0,1.0,2.0,0.24
1543,1511,G1250ECE010,18,494.0,（株）バルカー,TP-332.5ｾﾝﾖｳ,60.0,0.88,1,1,2,6.2,8.233333333333333,9,9,4.0,3.0,13.0,0.24
1544,1512,9036324A003,18,384.0,日本精工（株）,T-10 ﾊﾝﾖｳ,22.0,0.73,1,1,8,9.0,17.454545454545453,18,11,8.0,8.0,10.0,0.09
1545,1513,9036324A004,18,878.0,日本精工（株）,T-10 ﾊﾝﾖｳ,30.0,0.73,1,1,8,9.0,29.266666666666666,30,18,12.0,13.0,25.0,0.09
1546,1514,9036324A005,18,494.0,日本精工（株）,T-10 ｾﾝﾖｳ,22.0,0.68,1,1,8,9.0,22.454545454545453,23,14,9.0,9.0,21.0,0.09
1547,1515,9036340A010,18,,日本精工（株）,T-10 ｾﾝﾖｳ,80.0,0.73,3,1,8,9.0,0.0,0,13,9.0,10.0,20.0,0.09
1548,1516,35165ECE010,18,494.0,（株）松尾製作所,TP-131 ﾊﾝﾖｳ,200.0,0.63,1,1,1,1.21,2.47,3,3,3.0,1.0,7.0,0.0
1549,1517,3539450A010,18,,ミズショー（株）,TP-331 ﾊﾝﾖｳ,,0.71,3,1,1,1.88,0.0,0,2,2.0,1.0,4.0,0.0
1550,1518,9025006027,18,878.0,（株）水野鉄工所,TP-131 ﾊﾝﾖｳ,,0.62,3,1,1,1.81,0.0,0,1,1.0,0.0,3.0,0.0
1551,1519,82125ECB010,18,384.0,矢崎総業（株）,TP-332 ﾊﾝﾖｳ,100.0,0.58,1,1,1,1.79,3.84,4,4,4.0,1.0,5.0,0.0
1552,1520,82125ECE010,18,494.0,矢崎総業（株）,TP-332 ﾊﾝﾖｳ,100.0,0.58,1,1,1,1.79,4.94,5,5,5.0,3.0,8.0,0.0
1553,1521,82824ECB010,18,384.0,矢崎総業（株）,TP-331 ﾊﾝﾖｳ,32.0,0.57,1,1,1,1.79,12.0,12,12,12.0,5.0,14.0,0.0
1554,1522,82824ECB020,18,878.0,矢崎総業（株）,TP-331 ｾﾝﾖｳ,40.0,0.58,1,1,1,1.79,21.95,22,22,22.0,11.0,31.0,0.0
1555,1523,G1144ECE010,18,494.0,矢崎総業（株）,TP-331 ﾊﾝﾖｳ,8.0,0.58,2,1,1,1.79,61.75,62,63,63.0,27.0,101.0,0.0
1556,1524,35847ECB010,18,384.0,（株）メタルテック,TP-332 ﾊﾝﾖｳ,80.0,0.51,1,1,1,1.9,4.8,5,6,5.0,3.0,5.0,0.0
1557,1525,35847ECB020,18,384.0,（株）メタルテック,TP-332 ﾊﾝﾖｳ,70.0,0.5,1,1,1,1.9,5.485714285714287,6,6,6.0,2.0,8.0,0.0
1558,1526,35847ECE010,18,494.0,（株）メタルテック,TP-332 ﾊﾝﾖｳ,40.0,0.5,1,1,1,1.9,12.35,13,13,13.0,5.0,21.0,0.0
1559,1527,35847ECE020,18,494.0,（株）メタルテック,TP-332 ﾊﾝﾖｳ,60.0,0.49,1,1,1,1.9,8.233333333333333,9,9,9.0,4.0,16.0,0.0
1560,1528,35882ECB010,18,384.0,（株）メタルテック,TP-332 ﾊﾝﾖｳ,50.0,0.5,1,1,1,1.9,7.68,8,9,8.0,4.0,9.0,0.0
1561,1529,35441ECB010,18,878.0,（株）ニフコ,TP-331 ﾊﾝﾖｳ,48.0,0.67,3,1,1,2.14,18.291666666666668,19,19,0.0,8.0,19.0,0.0
1562,1530,35441TFA010,18,384.0,（株）ニフコ,TP-331 ﾊﾝﾖｳ,100.0,0.67,1,1,1,2.14,3.84,4,4,0.0,2.0,2.0,0.0
1563,1531,35409ECB010,18,384.0,サンコール（株）,AW-131 ｾﾝﾖｳ,200.0,0.66,1,1,1,2.26,1.92,2,3,0.0,1.0,2.0,0.0
1564,1532,35300ECB010,19,877.0,アイシン精機（株）,TP-341 ﾊﾝﾖｳ,12.0,0.91,3,1,4,8.04,73.08333333333333,74,54,40.0,75.0,116.0,0.14
1565,1533,35580ECB011,19,384.0,アイシン精機（株）,TP-342 ｾﾝﾖｳ,6.0,0.9,3,1,4,8.04,64.0,64,48,72.0,61.0,86.0,0.14
1566,1534,1040052001Z,19,493.0,（株）青山製作所,TP-131 ﾊﾝﾖｳ,200.0,0.53,3,1,6,5.76,2.465,3,4,4.0,3.0,5.0,0.08
1567,1535,1040183011P,19,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,500.0,0.54,1,1,6,5.76,0.0,0,2,2.0,2.0,2.0,0.08
1568,1536,3040052001B,19,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,500.0,0.52,3,1,6,5.76,0.0,0,9,9.0,9.0,3.0,0.08
1569,1537,9010508A014,19,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,500.0,0.54,3,1,6,5.76,0.0,0,64,76.0,85.0,43.0,0.08
1570,1538,9010508A042,19,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,300.0,0.53,1,1,6,5.76,0.0,0,6,6.0,7.0,3.0,0.08
1571,1539,9010512A018,19,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,200.0,0.74,3,1,6,5.76,0.0,0,57,49.0,64.0,26.0,0.08
1572,1540,9011906A065,19,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.53,1,1,6,5.76,0.0,0,2,2.0,3.0,2.0,0.08
1573,1541,9014908A008,19,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,800.0,0.52,1,1,6,5.76,0.0,0,1,2.0,3.0,1.0,0.08
1574,1542,9015905A007,19,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.53,3,1,6,5.76,0.0,0,2,2.0,3.0,5.0,0.08
1575,1543,9015906A021,19,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.52,3,1,6,5.76,0.0,0,6,5.0,7.0,6.0,0.08
1576,1544,9015906A022,19,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.51,3,1,6,5.76,0.0,0,9,8.0,9.0,8.0,0.08
1577,1545,9015906A023,19,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.52,3,1,6,5.76,0.0,0,3,2.0,2.0,6.0,0.08
1578,1546,9034114A004,19,384.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,500.0,0.5,1,1,6,5.76,0.768,1,1,1.0,1.0,1.0,0.08
1579,1547,9034118A024,19,493.0,（株）青山製作所,TP-131 ﾊﾝﾖｳ,200.0,0.52,3,1,6,5.76,2.465,3,3,3.0,3.0,5.0,0.08
1580,1548,9093003179,19,877.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,500.0,0.5,1,1,6,5.76,1.754,2,1,2.0,2.0,5.0,0.08
1581,1549,9155180614,19,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.54,3,1,6,5.76,0.0,0,2,3.0,3.0,3.0,0.08
1582,1550,9155180640,19,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.54,3,1,6,5.76,0.0,0,1,1.0,2.0,5.0,0.08
1583,1551,9161140614,19,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.52,3,1,6,5.76,0.0,0,5,4.0,6.0,3.0,0.08
1584,1552,9167180618,19,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.53,3,1,6,5.76,0.0,0,1,2.0,3.0,3.0,0.08
1585,1553,G1163ECB010,19,702.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,80.0,0.54,1,1,6,5.76,8.775,9,8,8.0,9.0,3.0,0.08
1586,1554,G1163ECE010,19,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,100.0,0.53,1,1,6,5.76,0.0,0,18,16.0,21.0,14.0,0.08
1587,1555,35145ECE020,19,493.0,（株）浅賀井製作所,TP-131 ﾊﾝﾖｳ,100.0,0.65,1,1,4,6.88,4.93,5,4,4.0,5.0,6.0,0.13
1588,1556,35174ECB010,19,384.0,（株）浅賀井製作所,TP-332 ﾊﾝﾖｳ,20.0,0.87,1,1,4,6.88,19.2,20,16,16.0,20.0,15.0,0.13
1589,1557,35174ECE010,19,493.0,（株）浅賀井製作所,TP-332 ﾊﾝﾖｳ,40.0,0.87,1,1,4,6.88,12.325,13,11,11.0,14.0,17.0,0.13
1590,1558,35174ECE020,19,493.0,（株）浅賀井製作所,TP-331 ﾊﾝﾖｳ,90.0,0.63,3,1,4,6.88,5.477777777777778,6,5,6.0,6.0,10.0,0.13
1591,1559,35312ECB010,19,384.0,（株）旭工業所,TP-331 ﾊﾝﾖｳ,63.0,0.59,1,1,1,1.9,6.095238095238094,7,6,6.0,6.0,9.0,0.0
1592,1560,01912ECB040,19,877.0,愛産樹脂工業（株）,TP-342 ﾊﾝﾖｳ,50.0,0.25,1,1,1,2.12,17.54,18,18,18.0,18.0,35.0,0.0
1593,1561,019128GA010,19,877.0,石黒ゴム工業（株）,TP-342 ﾊﾝﾖｳ,50.0,1.07,1,1,2,3.64,17.54,18,16,18.0,16.0,41.0,0.29
1594,1562,01912ECB010,19,,石黒ゴム工業（株）,TP-332 ﾊﾝﾖｳ,300.0,0.85,1,1,2,3.64,0.0,0,4,5.0,6.0,12.0,0.29
1595,1563,82821CWA030,19,877.0,石黒ゴム工業（株）,TP-332 ﾊﾝﾖｳ,200.0,0.83,1,1,2,3.64,4.385,5,3,4.0,4.0,11.0,0.29
