,Unnamed: 0,品番,日付,日量数,仕入先名/工場名,箱種類,収容数,基準在庫日数,基準在庫枚数,A,B,C,日量数（箱）,日量数（箱）_切り上げ,検収数,入庫数（箱）,出庫数（箱）,在庫数（箱）,不等ピッチ係数日
158,155,35174ECE020,5,534.0,（株）浅賀井製作所,TP-331 ﾊﾝﾖｳ,90.0,0.63,3,1,4,6.88,5.933333333333334,6,2,3.0,6.0,10.0,0.13
159,156,35312ECB010,5,411.0,（株）旭工業所,TP-331 ﾊﾝﾖｳ,63.0,0.59,1,1,1,1.9,6.523809523809524,7,6,6.0,6.0,10.0,0.0
160,157,01912ECB040,5,945.0,愛産樹脂工業（株）,TP-342 ﾊﾝﾖｳ,50.0,0.25,1,1,1,2.12,18.9,19,16,16.0,18.0,37.0,0.0
161,158,019128GA010,5,945.0,石黒ゴム工業（株）,TP-342 ﾊﾝﾖｳ,50.0,1.07,1,1,2,3.64,18.9,19,14,8.0,19.0,41.0,0.29
162,159,01912ECB010,5,,石黒ゴム工業（株）,TP-332 ﾊﾝﾖｳ,300.0,0.85,1,1,2,3.64,0.0,0,6,3.0,6.0,13.0,0.29
163,160,82821CWA030,5,945.0,石黒ゴム工業（株）,TP-332 ﾊﾝﾖｳ,200.0,0.83,1,1,2,3.64,4.725,5,3,2.0,5.0,11.0,0.29
164,161,82821ECB010,5,945.0,石黒ゴム工業（株）,TP-332 ｾﾝﾖｳ,400.0,0.83,1,1,2,3.64,2.3625,3,1,0.0,2.0,4.0,0.29
165,162,82821ECB020,5,945.0,石黒ゴム工業（株）,TP-131 ﾊﾝﾖｳ,200.0,0.87,1,1,2,3.64,4.725,5,4,2.0,5.0,10.0,0.29
166,163,82821ECB040,5,411.0,石黒ゴム工業（株）,TP-342 ｾﾝﾖｳ,100.0,0.83,1,1,2,3.64,4.11,5,3,2.0,4.0,5.0,0.29
167,164,82821ECB050,5,945.0,石黒ゴム工業（株）,TP-332 ﾊﾝﾖｳ,100.0,0.83,1,1,2,3.64,9.45,10,7,3.0,9.0,19.0,0.29
168,165,82821ECE010,5,534.0,石黒ゴム工業（株）,TP-332 ﾊﾝﾖｳ,50.0,1.07,1,1,2,3.64,10.68,11,8,5.0,11.0,35.0,0.29
169,166,82821XAE010,5,945.0,石黒ゴム工業（株）,TP-131 ﾊﾝﾖｳ,100.0,0.87,1,1,2,3.64,9.45,10,8,4.0,9.0,21.0,0.29
170,167,2030045013L,5,,伊藤金属工業（株）,TP-331 ﾊﾝﾖｳ,,0.53,3,1,1,1.96,0.0,0,1,2.0,1.0,3.0,0.0
171,168,36108ECB010,5,411.0,（株）オーハシテクニカ,TP-331-5 ﾊﾝﾖｳ,150.0,0.64,1,1,1,1.97,2.74,3,2,2.0,3.0,6.0,0.0
172,169,35501ECB010,5,411.0,大橋鉄工（株）,TP-331 ﾊﾝﾖｳ,100.0,0.6,1,1,1,1.38,4.11,5,2,4.0,4.0,5.0,0.0
173,170,9036345A004,5,945.0,岡谷鋼機（株）,ｻﾝﾎﾞｯｸｽ#9T,90.0,0.64,1,1,1,2.29,10.5,11,9,10.0,10.0,16.0,0.0
174,171,35557ECB010,5,411.0,小川工業（株）,TP-131 ﾊﾝﾖｳ,46.0,0.89,1,1,2,4.94,8.934782608695652,9,8,4.0,9.0,7.0,0.05
175,172,41310ECB010,5,411.0,（株）オンド,ｻﾝﾎﾞｯｸｽ#24-A,2.0,0.69,2,1,4,4.0,205.5,206,76,221.0,206.0,67.0,0.05
176,173,41310ECE010,5,534.0,（株）オンド,ｻﾝﾎﾞｯｸｽ#24-A,2.0,0.7,3,1,4,4.0,267.0,267,97,198.0,271.0,130.0,0.05
177,174,1040043104R,5,,（株）ギフ加藤製作所,AW-131 ｾﾝﾖｳ,,0.75,3,1,2,3.8,0.0,0,2,1.0,2.0,3.0,0.12
178,175,35556ECB010,5,411.0,（株）ギフ加藤製作所,TP-131 ﾊﾝﾖｳ,100.0,0.75,1,1,2,3.8,4.11,5,4,2.0,4.0,4.0,0.12
179,176,9025006A007,5,822.0,（株）ギフ加藤製作所,AW-131 ｾﾝﾖｳ,200.0,0.76,1,1,2,3.8,4.11,5,6,3.0,3.0,2.0,0.12
180,177,33490ECB010,5,411.0,マレリ（株）,TP-332 ﾊﾝﾖｳ,4.0,0.82,3,1,2,3.92,102.75,103,92,86.0,103.0,39.0,0.23
181,178,33490ECE010,5,534.0,マレリ（株）,TP-332 ﾊﾝﾖｳ,4.0,0.81,3,1,2,3.92,133.5,134,120,129.0,135.0,90.0,0.23
182,179,9036628A005,5,411.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,60.0,0.62,1,1,1,1.9,6.85,7,6,6.0,7.0,10.0,0.0
183,180,9036628A006,5,411.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,80.0,0.62,1,1,1,1.9,5.1375,6,4,4.0,6.0,9.0,0.0
184,181,9036628A007,5,534.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,72.0,0.57,1,1,1,1.9,7.416666666666668,8,8,8.0,7.0,15.0,0.0
185,182,9036628A008,5,534.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,100.0,0.58,1,1,1,1.9,5.34,6,5,5.0,6.0,11.0,0.0
186,183,9036630A017,5,945.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,72.0,0.6,1,1,1,1.9,13.125,14,12,12.0,13.0,20.0,0.0
187,184,9036630A018,5,945.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,38.0,0.34,3,1,1,1.9,24.86842105263158,25,24,23.0,24.0,33.0,0.0
188,185,9036652A003,5,534.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,60.0,0.57,1,1,1,1.9,8.9,9,9,9.0,10.0,16.0,0.0
189,186,9036652A004,5,534.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,63.0,0.57,1,1,1,1.9,8.476190476190476,9,8,8.0,9.0,14.0,0.0
190,187,9036658A001,5,411.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,45.0,0.57,1,1,1,1.9,9.133333333333333,10,8,8.0,9.0,12.0,0.0
191,188,9036658A002,5,411.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,36.0,0.59,1,1,1,1.9,11.416666666666664,12,10,10.0,11.0,14.0,0.0
192,189,9036659A009,5,945.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,36.0,0.59,1,1,1,1.9,26.25,27,25,23.0,25.0,37.0,0.0
193,190,9036659A010,5,945.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,36.0,0.59,1,1,1,1.9,26.25,27,25,25.0,26.0,38.0,0.0
194,191,G9201ECB030,5,411.0,佐藤工業（株）,ｻﾝﾎﾞｯｸｽ#20B,8.0,0.78,2,1,2,5.82,51.375,52,79,49.0,50.0,8.0,0.05
195,192,G9201ECE010,5,534.0,佐藤工業（株）,ｻﾝﾎﾞｯｸｽ#20B,8.0,0.86,2,1,2,5.82,66.75,67,108,104.0,66.0,61.0,0.05
196,193,35198ECE010,5,534.0,サトープレス工業（株）,AW-331 ｾﾝﾖｳ,200.0,0.58,1,1,1,1.78,2.67,3,2,2.0,3.0,7.0,0.0
197,194,3548255A010,5,534.0,サトープレス工業（株）,AW-131 ｾﾝﾖｳ,300.0,0.57,1,1,1,1.78,1.78,2,1,1.0,2.0,7.0,0.0
198,195,35595ECB010,5,411.0,サトープレス工業（株）,TP-131 ｾﾝﾖｳ,40.0,0.57,1,1,1,1.78,10.275,11,7,7.0,10.0,13.0,0.0
199,196,5040056001E,5,,サトープレス工業（株）,AW-131 ｾﾝﾖｳ,300.0,0.58,3,1,1,1.78,0.0,0,8,8.0,5.0,7.0,0.0
200,197,9033904A002,5,945.0,サトープレス工業（株）,AW-131 ｾﾝﾖｳ,,0.61,1,1,1,1.78,0.0,0,1,1.0,0.0,4.0,0.0
201,198,9033904A003,5,822.0,サトープレス工業（株）,AW-131 ｾﾝﾖｳ,,0.6,3,1,1,1.78,0.0,0,1,1.0,0.0,4.0,0.0
202,199,35145ECB010,5,411.0,三共鋼業（株）,AW-131 ｾﾝﾖｳ,100.0,0.62,3,1,1,1.74,4.11,5,3,3.0,4.0,8.0,0.0
203,200,35145ECE010,5,534.0,三共鋼業（株）,AW-131 ｾﾝﾖｳ,100.0,0.65,1,1,1,1.74,5.34,6,5,5.0,6.0,10.0,0.0
204,201,35195ECE010,5,,三共鋼業（株）,TP-131 ﾊﾝﾖｳ,400.0,0.62,3,1,1,1.74,0.0,0,2,2.0,2.0,8.0,0.0
205,202,35195TFG010,5,,三共鋼業（株）,TP-131 ﾊﾝﾖｳ,400.0,0.62,1,1,1,1.74,0.0,0,3,3.0,2.0,8.0,0.0
206,203,35771ECB010,5,411.0,アイシン機工（株）,TP-341 ﾊﾝﾖｳ,4.0,0.78,3,1,6,4.92,102.75,103,96,94.0,103.0,21.0,0.12
207,204,35771ECE010,5,534.0,アイシン機工（株）,TP-341 ﾊﾝﾖｳ,6.0,0.78,2,1,6,4.92,89.0,89,80,77.0,89.0,44.0,0.12
208,205,01912ECB060,5,411.0,新光ゴム工業（株）,TP-331 ﾊﾝﾖｳ,400.0,0.78,1,1,1,3.25,1.0275,2,1,1.0,1.0,3.0,0.0
209,206,2030052002N,5,945.0,（株）杉浦製作所,TP-331 ﾊﾝﾖｳ,300.0,0.5,3,1,2,1.06,3.15,4,2,4.0,3.0,4.0,0.12
210,207,9034108A006,5,,（株）杉浦製作所,TP-331 ﾊﾝﾖｳ,,0.53,3,1,2,1.06,0.0,0,2,4.0,4.0,4.0,0.12
211,208,9034118090,5,945.0,（株）杉浦製作所,TP-331 ﾊﾝﾖｳ,300.0,0.54,3,1,2,1.06,3.15,4,3,5.0,4.0,7.0,0.12
212,209,3559850A010,5,411.0,アイコー（株）,AW-131 ｾﾝﾖｳ,100.0,0.9,1,1,2,3.92,4.11,5,3,1.0,4.0,1.0,0.32
213,210,9034118060,5,534.0,住友商事（株）鉄鋼部輸送機材,TP-331 ﾊﾝﾖｳ,300.0,0.74,1,1,1,3.0,1.78,2,2,1.0,2.0,6.0,0.0
214,211,G1174ECB010,5,411.0,住友電装（株）,TP-362 ﾊﾝﾖｳ,50.0,0.85,1,1,1,2.28,8.22,9,6,7.0,8.0,9.0,0.0
215,211,G1174ECB010,5,411.0,住友電装（株）,TP-362 ﾊﾝﾖｳ,50.0,0.85,1,1,1,2.28,8.22,9,6,7.0,8.0,9.0,0.0
216,212,G1174ECE010,5,534.0,住友電装（株）,TP-362 ﾊﾝﾖｳ,50.0,0.87,1,1,1,2.28,10.68,11,10,11.0,11.0,17.0,0.0
217,212,G1174ECE010,5,534.0,住友電装（株）,TP-362 ﾊﾝﾖｳ,50.0,0.87,1,1,1,2.28,10.68,11,10,11.0,11.0,17.0,0.0
218,213,82824ECE010,5,534.0,住友電装（株）,TP-332 ﾊﾝﾖｳ,45.0,0.36,1,1,1,3.25,11.866666666666667,12,12,12.0,12.0,24.0,0.0
219,213,82824ECE010,5,534.0,住友電装（株）,TP-332 ﾊﾝﾖｳ,45.0,0.36,1,1,1,3.25,11.866666666666667,12,12,12.0,12.0,24.0,0.0
220,214,G1144ECB010,5,411.0,住友電気工業（株）,TP-331 ﾊﾝﾖｳ,6.0,0.63,2,1,1,2.28,68.5,69,59,61.0,67.0,34.0,0.0
221,215,G117362010,5,945.0,多摩川精機販売（株）,TP-331-5 ﾊﾝﾖｳ,18.0,0.85,1,1,1,3.05,52.5,53,52,53.0,52.0,60.0,0.0
222,216,35505ECB010,5,411.0,中庸スプリング（株）,AW-131 ｾﾝﾖｳ,24.0,0.81,1,1,2,2.34,17.125,18,16,17.0,17.0,12.0,0.1
223,217,9094906A012,5,,中庸スプリング（株）,TP-131 ﾊﾝﾖｳ,500.0,0.59,3,1,2,2.34,0.0,0,6,5.0,6.0,6.0,0.1
224,218,34989ECB010,5,255.0,（株）槌屋,TP-131 ﾊﾝﾖｳ,500.0,0.81,1,1,1,2.33,0.51,1,1,0.0,0.0,3.0,0.0
225,219,34989ECB020,5,945.0,（株）槌屋,TP-131 ﾊﾝﾖｳ,500.0,0.81,1,1,1,2.33,1.89,2,3,1.0,2.0,7.0,0.0
226,220,34989ECB030,5,945.0,（株）槌屋,TP-131 ﾊﾝﾖｳ,,0.8,1,1,1,2.33,0.0,0,1,1.0,1.0,4.0,0.0
227,221,9050827A011,5,411.0,（株）東郷製作所,TP-331 ﾊﾝﾖｳ,200.0,0.78,1,1,8,11.12,2.055,3,2,2.0,2.0,4.0,0.08
228,222,9030106A018,5,,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,,0.56,3,1,2,3.52,0.0,0,3,3.0,2.0,3.0,0.03
229,223,9030111A014,5,,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,,0.56,3,1,2,3.52,0.0,0,4,5.0,5.0,6.0,0.03
230,224,9030115A011,5,,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,,0.56,1,1,2,3.52,0.0,0,1,2.0,1.0,3.0,0.03
231,225,9030117A010,5,,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,,0.54,3,1,2,3.52,0.0,0,1,2.0,1.0,4.0,0.03
232,226,9030119A011,5,822.0,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,200.0,0.54,1,1,2,3.52,4.11,5,2,5.0,4.0,5.0,0.03
233,227,9031150A014,5,945.0,ＮＯＫ（株）,B-24,84.0,0.54,1,1,2,3.52,11.25,12,9,14.0,11.0,8.0,0.03
234,228,9031150A015,5,945.0,ＮＯＫ（株）,B-24,84.0,0.53,1,1,2,3.52,11.25,12,8,16.0,11.0,8.0,0.03
235,229,G1250ECB010,5,255.0,（株）バルカー,TP-332.5ｾﾝﾖｳ,60.0,0.87,1,1,2,6.2,4.25,5,3,2.0,5.0,6.0,0.24
236,230,G1250ECC010,5,156.0,（株）バルカー,TP-332.5ｾﾝﾖｳ,60.0,0.87,1,1,2,6.2,2.6,3,2,1.0,3.0,5.0,0.24
237,231,G1250ECE010,5,534.0,（株）バルカー,TP-332.5ｾﾝﾖｳ,60.0,0.88,1,1,2,6.2,8.9,9,10,5.0,9.0,16.0,0.24
238,232,9036324A003,5,411.0,日本精工（株）,T-10 ﾊﾝﾖｳ,22.0,0.73,1,1,8,9.0,18.681818181818183,19,18,19.0,19.0,8.0,0.09
239,233,9036324A004,5,945.0,日本精工（株）,T-10 ﾊﾝﾖｳ,30.0,0.73,1,1,8,9.0,31.5,32,29,32.0,33.0,19.0,0.09
240,234,9036324A005,5,534.0,日本精工（株）,T-10 ｾﾝﾖｳ,22.0,0.68,1,1,8,9.0,24.272727272727273,25,23,21.0,26.0,17.0,0.09
241,235,9036340A010,5,,日本精工（株）,T-10 ｾﾝﾖｳ,80.0,0.73,3,1,8,9.0,0.0,0,22,24.0,24.0,16.0,0.09
242,236,35165ECE010,5,534.0,（株）松尾製作所,TP-131 ﾊﾝﾖｳ,200.0,0.63,1,1,1,1.21,2.67,3,1,1.0,3.0,8.0,0.0
243,237,9020150A002,5,411.0,（株）ムロコーポレーション,TP-131 ﾊﾝﾖｳ,100.0,0.73,1,1,1,0.73,4.11,5,4,4.0,5.0,5.0,0.0
244,238,9020156A001,5,411.0,（株）ムロコーポレーション,TP-131 ﾊﾝﾖｳ,100.0,0.75,1,1,1,0.73,4.11,5,2,2.0,5.0,5.0,0.0
245,239,9020156A002,5,534.0,（株）ムロコーポレーション,TP-131 ﾊﾝﾖｳ,100.0,0.73,1,1,1,0.73,5.34,6,3,3.0,5.0,3.0,0.0
246,240,9056439A004,5,76.0,（株）ムロコーポレーション,TP-131 ﾊﾝﾖｳ,100.0,0.93,3,1,1,0.73,0.76,1,1,1.0,0.0,13.0,0.0
247,241,9056439A005,5,335.0,（株）ムロコーポレーション,TP-131 ﾊﾝﾖｳ,100.0,0.93,3,1,1,0.73,3.35,4,5,5.0,4.0,11.0,0.0
248,242,9056450A001,5,0.0,（株）ムロコーポレーション,TP-131 ﾊﾝﾖｳ,100.0,0.93,3,1,1,0.73,0.0,0,1,1.0,0.0,4.0,0.0
249,243,9056450A002,5,91.0,（株）ムロコーポレーション,TP-131 ﾊﾝﾖｳ,100.0,0.93,3,1,1,0.73,0.91,1,3,3.0,3.0,6.0,0.0
250,244,9056450A003,5,258.0,（株）ムロコーポレーション,TP-131 ﾊﾝﾖｳ,100.0,0.93,3,1,1,0.73,2.58,3,1,1.0,0.0,11.0,0.0
251,245,9056451A083,5,88.0,（株）ムロコーポレーション,TP-131 ﾊﾝﾖｳ,100.0,0.93,3,1,1,0.73,0.88,1,2,2.0,0.0,7.0,0.0
252,246,9056451A084,5,93.0,（株）ムロコーポレーション,TP-131 ﾊﾝﾖｳ,100.0,0.93,3,1,1,0.73,0.93,1,1,1.0,1.0,8.0,0.0
253,247,9056451A085,5,77.0,（株）ムロコーポレーション,TP-131 ﾊﾝﾖｳ,100.0,0.93,3,1,1,0.73,0.77,1,1,1.0,1.0,8.0,0.0
254,248,9056451A086,5,52.0,（株）ムロコーポレーション,TP-131 ﾊﾝﾖｳ,100.0,0.93,3,1,1,0.73,0.52,1,1,1.0,0.0,10.0,0.0
255,249,9056455A041,5,52.0,（株）ムロコーポレーション,TP-131 ﾊﾝﾖｳ,100.0,0.93,3,1,1,0.73,0.52,1,1,1.0,1.0,9.0,0.0
256,250,9056455A042,5,57.0,（株）ムロコーポレーション,TP-131 ﾊﾝﾖｳ,100.0,0.93,3,1,1,0.73,0.57,1,1,1.0,1.0,10.0,0.0
257,251,9056455A043,5,54.0,（株）ムロコーポレーション,TP-131 ﾊﾝﾖｳ,100.0,0.93,3,1,1,0.73,0.54,1,1,1.0,1.0,9.0,0.0
258,252,9056455A044,5,49.0,（株）ムロコーポレーション,TP-131 ﾊﾝﾖｳ,100.0,0.93,3,1,1,0.73,0.49,1,1,1.0,1.0,6.0,0.0
259,253,9056457A134,5,122.0,（株）ムロコーポレーション,TP-131 ﾊﾝﾖｳ,100.0,0.93,3,1,1,0.73,1.22,2,1,1.0,0.0,8.0,0.0
260,254,9056457A135,5,190.0,（株）ムロコーポレーション,TP-131 ﾊﾝﾖｳ,100.0,0.93,3,1,1,0.73,1.9,2,1,1.0,1.0,11.0,0.0
261,255,9056457A136,5,101.0,（株）ムロコーポレーション,TP-131 ﾊﾝﾖｳ,100.0,0.93,3,1,1,0.73,1.01,2,2,2.0,1.0,6.0,0.0
262,256,9056457A137,5,52.0,（株）ムロコーポレーション,TP-131 ﾊﾝﾖｳ,100.0,0.93,3,1,1,0.73,0.52,1,1,1.0,1.0,2.0,0.0
263,257,9056463A032,5,41.0,（株）ムロコーポレーション,TP-131 ﾊﾝﾖｳ,100.0,0.93,3,1,1,0.73,0.41,1,1,1.0,1.0,5.0,0.0
264,258,9056463A033,5,14.0,（株）ムロコーポレーション,TP-131 ﾊﾝﾖｳ,100.0,0.93,3,1,1,0.73,0.14,1,1,1.0,2.0,1.0,0.0
265,259,9056463A034,5,6.0,（株）ムロコーポレーション,TP-131 ﾊﾝﾖｳ,100.0,0.93,3,1,1,0.73,0.06,1,1,1.0,1.0,2.0,0.0
266,260,9056463A035,5,0.0,（株）ムロコーポレーション,TP-131 ﾊﾝﾖｳ,100.0,0.93,3,1,1,0.73,0.0,0,2,2.0,1.0,2.0,0.0
267,261,82125ECB010,5,411.0,矢崎総業（株）,TP-332 ﾊﾝﾖｳ,100.0,0.58,1,1,1,1.79,4.11,5,3,3.0,4.0,7.0,0.0
268,262,82125ECE010,5,534.0,矢崎総業（株）,TP-332 ﾊﾝﾖｳ,100.0,0.58,1,1,1,1.79,5.34,6,4,4.0,5.0,10.0,0.0
269,263,82824ECB010,5,411.0,矢崎総業（株）,TP-331 ﾊﾝﾖｳ,32.0,0.57,1,1,1,1.79,12.84375,13,10,10.0,12.0,14.0,0.0
270,264,82824ECB020,5,945.0,矢崎総業（株）,TP-331 ｾﾝﾖｳ,40.0,0.58,1,1,1,1.79,23.625,24,20,20.0,26.0,30.0,0.0
271,265,G1144ECE010,5,534.0,矢崎総業（株）,TP-331 ﾊﾝﾖｳ,8.0,0.58,2,1,1,1.79,66.75,67,57,57.0,67.0,101.0,0.0
272,266,35847ECB010,5,411.0,（株）メタルテック,TP-332 ﾊﾝﾖｳ,80.0,0.51,1,1,1,1.9,5.1375,6,5,6.0,5.0,9.0,0.0
273,267,35847ECB020,5,411.0,（株）メタルテック,TP-332 ﾊﾝﾖｳ,70.0,0.5,1,1,1,1.9,5.871428571428571,6,5,5.0,5.0,10.0,0.0
274,268,35847ECE010,5,534.0,（株）メタルテック,TP-332 ﾊﾝﾖｳ,40.0,0.5,1,1,1,1.9,13.35,14,13,12.0,13.0,24.0,0.0
275,269,35847ECE020,5,534.0,（株）メタルテック,TP-332 ﾊﾝﾖｳ,60.0,0.49,1,1,1,1.9,8.9,9,9,9.0,9.0,17.0,0.0
276,270,35882ECB010,5,411.0,（株）メタルテック,TP-332 ﾊﾝﾖｳ,50.0,0.5,1,1,1,1.9,8.22,9,9,9.0,9.0,12.0,0.0
277,271,35441ECB010,5,945.0,（株）ニフコ,TP-331 ﾊﾝﾖｳ,48.0,0.67,3,1,1,2.14,19.6875,20,18,19.0,20.0,23.0,0.0
278,272,35441TFA010,5,411.0,（株）ニフコ,TP-331 ﾊﾝﾖｳ,100.0,0.67,1,1,1,2.14,4.11,5,3,3.0,4.0,6.0,0.0
279,273,35409ECB010,5,411.0,サンコール（株）,AW-131 ｾﾝﾖｳ,200.0,0.66,1,1,1,2.26,2.055,3,2,1.0,2.0,5.0,0.0
280,274,35300ECB010,6,946.0,アイシン精機（株）,TP-341 ﾊﾝﾖｳ,12.0,0.91,3,1,4,8.04,78.83333333333333,79,79,72.0,77.0,89.0,0.14
281,275,35580ECB011,6,417.0,アイシン精機（株）,TP-342 ｾﾝﾖｳ,6.0,0.9,3,1,4,8.04,69.5,70,67,42.0,66.0,28.0,0.14
282,276,1040052001Z,6,529.0,（株）青山製作所,TP-131 ﾊﾝﾖｳ,200.0,0.53,3,1,6,5.76,2.645,3,3,6.0,4.0,3.0,0.08
283,277,1040183011P,6,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,500.0,0.54,1,1,6,5.76,0.0,0,2,2.0,1.0,1.0,0.08
284,278,3040052001B,6,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,500.0,0.52,3,1,6,5.76,0.0,0,8,7.0,9.0,2.0,0.08
285,279,9010506A003,6,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.52,1,1,6,5.76,0.0,0,1,1.0,1.0,2.0,0.08
286,280,9010506A089,6,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.5,3,1,6,5.76,0.0,0,1,1.0,1.0,3.0,0.08
287,281,9010508A014,6,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,500.0,0.54,3,1,6,5.76,0.0,0,72,94.0,86.0,40.0,0.08
288,282,9010508A042,6,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,300.0,0.53,1,1,6,5.76,0.0,0,6,7.0,3.0,2.0,0.08
289,283,9010512A018,6,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,200.0,0.74,3,1,6,5.76,0.0,0,62,65.0,67.0,29.0,0.08
290,284,9011906A065,6,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.53,1,1,6,5.76,0.0,0,3,3.0,2.0,3.0,0.08
291,285,9014908A008,6,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,800.0,0.52,1,1,6,5.76,0.0,0,4,2.0,4.0,5.0,0.08
292,286,9015905A007,6,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.53,3,1,6,5.76,0.0,0,3,2.0,2.0,5.0,0.08
293,287,9015906A021,6,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.52,3,1,6,5.76,0.0,0,8,7.0,7.0,4.0,0.08
294,288,9015906A022,6,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.51,3,1,6,5.76,0.0,0,8,8.0,9.0,5.0,0.08
295,289,9015906A023,6,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.52,3,1,6,5.76,0.0,0,2,2.0,2.0,5.0,0.08
296,290,9034118A024,6,529.0,（株）青山製作所,TP-131 ﾊﾝﾖｳ,200.0,0.52,3,1,6,5.76,2.645,3,2,3.0,3.0,4.0,0.08
297,291,9093003179,6,946.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,500.0,0.5,1,1,6,5.76,1.892,2,2,1.0,2.0,4.0,0.08
298,292,9155180614,6,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.54,3,1,6,5.76,0.0,0,3,4.0,3.0,2.0,0.08
299,293,9155180640,6,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.54,3,1,6,5.76,0.0,0,3,1.0,2.0,4.0,0.08
300,294,9161140614,6,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.52,3,1,6,5.76,0.0,0,6,7.0,6.0,3.0,0.08
301,295,9167180618,6,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.53,3,1,6,5.76,0.0,0,3,3.0,3.0,3.0,0.08
302,296,G1163ECB010,6,783.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,80.0,0.54,1,1,6,5.76,9.7875,10,10,12.0,10.0,2.0,0.08
303,297,G1163ECE010,6,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,100.0,0.53,1,1,6,5.76,0.0,0,20,21.0,21.0,8.0,0.08
304,298,35145ECE020,6,529.0,（株）浅賀井製作所,TP-131 ﾊﾝﾖｳ,100.0,0.65,1,1,4,6.88,5.29,6,6,6.0,5.0,7.0,0.13
305,299,35174ECB010,6,417.0,（株）浅賀井製作所,TP-332 ﾊﾝﾖｳ,20.0,0.87,1,1,4,6.88,20.85,21,21,28.0,20.0,16.0,0.13
306,300,35174ECE010,6,529.0,（株）浅賀井製作所,TP-332 ﾊﾝﾖｳ,40.0,0.87,1,1,4,6.88,13.225,14,13,14.0,13.0,15.0,0.13
307,301,35174ECE020,6,529.0,（株）浅賀井製作所,TP-331 ﾊﾝﾖｳ,90.0,0.63,3,1,4,6.88,5.877777777777778,6,6,5.0,6.0,8.0,0.13
308,302,35312ECB010,6,417.0,（株）旭工業所,TP-331 ﾊﾝﾖｳ,63.0,0.59,1,1,1,1.9,6.6190476190476195,7,5,5.0,6.0,9.0,0.0
309,303,01912ECB040,6,946.0,愛産樹脂工業（株）,TP-342 ﾊﾝﾖｳ,50.0,0.25,1,1,1,2.12,18.92,19,14,14.0,19.0,32.0,0.0
310,304,019128GA010,6,946.0,石黒ゴム工業（株）,TP-342 ﾊﾝﾖｳ,50.0,1.07,1,1,2,3.64,18.92,19,15,12.0,18.0,36.0,0.29
311,305,01912ECB010,6,,石黒ゴム工業（株）,TP-332 ﾊﾝﾖｳ,300.0,0.85,1,1,2,3.64,0.0,0,5,5.0,6.0,12.0,0.29
312,306,82821CWA030,6,946.0,石黒ゴム工業（株）,TP-332 ﾊﾝﾖｳ,200.0,0.83,1,1,2,3.64,4.73,5,4,3.0,4.0,10.0,0.29
313,307,82821ECB010,6,946.0,石黒ゴム工業（株）,TP-332 ｾﾝﾖｳ,400.0,0.83,1,1,2,3.64,2.365,3,2,3.0,2.0,6.0,0.29
314,308,82821ECB020,6,946.0,石黒ゴム工業（株）,TP-131 ﾊﾝﾖｳ,200.0,0.87,1,1,2,3.64,4.73,5,4,5.0,4.0,11.0,0.29
315,309,82821ECB040,6,417.0,石黒ゴム工業（株）,TP-342 ｾﾝﾖｳ,100.0,0.83,1,1,2,3.64,4.17,5,3,2.0,4.0,3.0,0.29
