,品番,Year,Week_Number,在庫数（箱）,入庫数（箱）,出庫数（箱）,基準在庫日数,基準在庫枚数,箱種類,A,B,C,収容数,納入便,社内LT（検収～回収LT）,日量数（箱数）,仕入先名,かんばん数,実績LT/設計値LT,順立装置在庫量/設計値MIN,不等ピッチ,順立装置在庫量/設計値MAX,OPERATION_RATE,KAKO_CNT
315,2030052002N    ,2023,38,5.0,0.0,0.0,0.5,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,300,1.0,1.7000000000000002,2.9233333333333333,（株）杉浦製作所,13,3.4000000000000004,16.60559497846808,0.12,0.27452272655117016,97.085,450.0
316,3040052001B    ,2023,38,3.0,0.0,0.0,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,2.5,0.8099999999999998,8.014,（株）青山製作所,40,1.5576923076923073,3.322587838147148,0.08,0.5930079025508868,97.085,450.0
317,33490ECB010    ,2023,38,46.0,0.0,3.0,0.82,3.0,ＴＰ３３１．５フタアリ,1.0,2.0,3.92,4,2.0,0.96,94.5,マレリ（株）,464,1.170731707317073,1.978749946229621,0.23,0.8525820734581685,97.085,450.0
318,33490ECE010    ,2023,38,92.0,0.0,5.0,0.81,3.0,ＴＰ３３１．５フタアリ,1.0,2.0,3.92,4,2.0,1.19,124.75,マレリ（株）,610,1.4691358024691357,2.997865649999185,0.23,1.2847302086077401,97.085,450.0
319,34989ECB010    ,2023,38,2.0,0.0,0.0,0.81,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500,1.0,7.23,0.486,（株）槌屋,2,8.925925925925926,12.358037049395074,0.0,0.1554202374652611,97.085,450.0
320,34989ECB020    ,2023,38,6.0,0.0,0.0,0.81,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500,1.0,6.055,1.814,（株）槌屋,10,7.475308641975308,9.932755246977958,0.0,0.5068656966227407,97.085,450.0
321,34989ECB030    ,2023,38,3.0,0.0,0.0,0.8,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,1000,1.0,5.965,0.8775,（株）槌屋,4,7.45625,10.2666769333436,0.0,0.26814319578363244,97.085,450.0
322,34989ECE020    ,2023,38,2.0,0.0,0.0,0.82,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500,1.0,5.9,0.47,（株）槌屋,1,7.195121951219513,12.778736182991501,0.0,0.1506905070422887,97.085,450.0
323,35145ECB010    ,2023,38,7.0,0.0,0.0,0.62,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,100,1.0,2.9299999999999997,3.78,三共鋼業（株）,20,4.725806451612903,6.758583400919166,0.0,0.6525234750820229,97.085,450.0
324,35145ECE010    ,2023,38,6.0,0.0,0.0,0.65,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,100,1.0,2.5349999999999997,4.99,三共鋼業（株）,24,3.8999999999999995,4.388338721238096,0.0,0.623192823822918,97.085,450.0
325,35145ECE020    ,2023,38,5.0,0.0,0.0,0.65,1.0,ＴＰ３３１フタナシ,1.0,4.0,6.88,100,3.0,1.7799999999999998,4.99,（株）浅賀井製作所,26,2.738461538461538,5.0863147615027,0.13,0.7594958134522959,97.085,450.0
326,35165ECE010    ,2023,38,5.0,0.0,0.0,0.63,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.21,200,1.0,3.3699999999999997,2.495,（株）松尾製作所,13,5.349206349206349,9.067909574805718,0.0,0.42780164565865303,97.085,450.0
327,35174ECB010    ,2023,38,13.0,0.0,1.0,0.87,1.0,ＴＰ３３２フタナシ,1.0,4.0,6.88,20,3.0,1.2349999999999999,18.9,（株）浅賀井製作所,92,1.4195402298850572,3.491526334165928,0.13,1.418977529052044,97.085,450.0
328,35174ECE010    ,2023,38,15.0,0.0,0.0,0.87,1.0,ＴＰ３３２フタナシ,1.0,4.0,6.88,40,3.0,1.79,12.475,（株）浅賀井製作所,60,2.057471264367816,6.10357771380324,0.13,1.5234492796021164,97.085,450.0
329,35174ECE020    ,2023,38,8.0,0.0,0.0,0.63,3.0,ＴＰ３３１フタナシ,1.0,4.0,6.88,90,3.0,2.3049999999999997,5.544444444444444,（株）浅賀井製作所,28,3.658730158730158,7.324293256563889,0.13,0.8901126365210377,97.085,450.0
330,3519510A010    ,2023,38,2.0,0.0,0.0,0.63,1.0,ＡＷ１３１フタナシ,1.0,2.0,2.34,600,1.5,6.015000000000001,0.6425000000000001,中庸スプリング（株）,2,9.54761904761905,18.639763275006406,0.1,0.1053011867255163,97.085,450.0
331,35195ECE010    ,2023,38,6.0,0.0,0.0,0.62,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400,1.0,4.15,2.455,三共鋼業（株）,13,6.693548387096775,8.91967829693609,0.0,0.5218558311512949,97.085,450.0
332,35195TFG010    ,2023,38,5.0,0.0,0.0,0.62,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400,1.0,2.9899999999999998,2.495,三共鋼業（株）,13,4.82258064516129,7.313897868730161,0.0,0.5033397666268555,97.085,450.0
333,35198ECE010    ,2023,38,6.0,0.0,0.0,0.58,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,200,1.0,3.9800000000000004,2.495,サトープレス工業（株）,13,6.862068965517243,8.650394313807471,0.0,0.5323800505951976,97.085,450.0
334,35300ECB010    ,2023,38,126.5,0.0,3.0,0.91,3.0,TP341ﾌﾀﾅｼ,1.0,4.0,8.04,12,3.0,2.6100000000000003,73.08333333333333,アイシン精機（株）,349,2.8681318681318686,7.6588530892725615,0.14,4.275981212395567,97.085,450.0
335,35312ECB010    ,2023,38,5.0,0.0,0.0,0.59,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.9,63,1.0,1.33,6.0,（株）旭工業所,31,2.2542372881355934,2.8735632183908044,0.0,0.5450444806415236,97.085,450.0
336,35352ECB010    ,2023,38,2.0,0.0,0.0,0.64,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.97,504,1.0,5.050000000000001,0.7678571428571429,五興商事（株）,3,7.890625000000001,8.769869234985515,0.0,0.20885287149445408,97.085,450.0
337,3539450A010    ,2023,38,3.0,0.0,0.0,0.71,3.0,サンボックスＣ３フタナシ,1.0,1.0,1.88,2000,1.0,7.129999999999999,0.878,ミズショー（株）,5,10.04225352112676,11.86408504176158,0.0,0.23463190283747407,97.085,450.0
338,35409ECB010    ,2023,38,3.0,0.0,0.0,0.66,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.26,200,1.0,2.725,1.8925,サンコール（株）,10,4.128787878787879,4.862591274890389,0.0,0.43797434515607103,97.085,450.0
339,35441ECB010    ,2023,38,25.0,0.0,1.0,0.67,3.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,48,1.0,2.1100000000000003,18.270833333333332,（株）ニフコ,88,3.149253731343284,4.357646580336846,0.0,1.0619308930071203,97.085,450.0
340,35441TFA010    ,2023,38,3.0,0.0,0.0,0.67,1.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,100,1.0,1.9600000000000004,3.78,（株）ニフコ,19,2.9253731343283587,2.5275502982509352,0.0,0.4617835408443908,97.085,450.0
341,3548255A010    ,2023,38,4.0,0.0,0.0,0.57,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,300,1.0,2.26,1.6633333333333333,サトープレス工業（株）,7,3.9649122807017543,8.650394313807471,0.0,0.38473027418272854,97.085,450.0
342,35482TFA010    ,2023,38,1.0,0.0,0.0,0.66,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,1000,1.0,7.510000000000001,0.42,サトープレス工業（株）,1,11.378787878787879,8.564576909900651,0.0,0.11104230300899533,97.085,450.0
343,35501ECB010    ,2023,38,4.0,0.0,0.0,0.6,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.38,100,1.0,2.07,3.79,大橋鉄工（株）,21,3.4499999999999997,4.43449147469014,0.0,0.4753986276349664,97.085,450.0
344,35505ECB010    ,2023,38,11.0,0.0,1.0,0.81,1.0,ＴＰ１３１フタナシ,1.0,2.0,2.34,24,1.0,1.19,15.75,中庸スプリング（株）,77,1.4691358024691357,4.182111966543104,0.1,0.8563902147182149,97.085,450.0
345,35556ECB010    ,2023,38,3.0,0.0,0.0,0.75,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,100,2.0,1.48,3.78,（株）ギフ加藤製作所,19,1.9733333333333334,3.306878306878307,0.12,0.5570122139909287,97.085,450.0
346,35557ECB010    ,2023,38,8.0,0.0,0.0,0.89,1.0,ＴＰ１３１フタナシ,1.0,2.0,4.94,46,1.0,1.46,8.217391304347826,小川工業（株）,42,1.6404494382022472,3.2779292038551295,0.05,1.0259705961701984,97.085,450.0
347,35580ECB011    ,2023,38,78.0,0.0,2.5,0.9,3.0,ＴＰ３４２フタアリ,1.0,4.0,8.04,6,3.0,2.26,63.166666666666664,アイシン精機（株）,309,2.5111111111111106,5.463842902841666,0.14,3.1949087372443583,97.085,450.0
348,35595ECB010    ,2023,38,8.0,0.0,0.0,0.57,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,40,1.0,1.2100000000000002,9.45,サトープレス工業（株）,47,2.12280701754386,3.0451829012980087,0.0,0.6169182313363967,97.085,450.0
349,3559850A010    ,2023,38,1.0,0.0,0.0,0.9,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.92,100,2.0,1.67,3.78,アイコー（株）,19,1.8555555555555554,1.0754075794726201,0.32,0.3170167376300777,97.085,450.0
350,35771ECB010    ,2023,38,26.5,0.0,3.0,0.79,3.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,4,4.0,0.54,94.5,アイシン機工（株）,474,0.6835443037974683,2.842127842127842,0.12,1.1365036113976934,97.085,450.0
351,35771ECE010    ,2023,38,52.0,0.0,3.5,0.79,2.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,6,4.0,0.5899999999999999,83.16666666666667,アイシン機工（株）,396,0.7468354430379744,6.336998320966256,0.12,2.1349587253294118,97.085,450.0
352,35847ECB010    ,2023,38,4.0,0.0,0.0,0.51,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,80,1.0,2.0,4.725,（株）メタルテック,29,3.9215686274509802,2.9191753329684365,0.0,0.5075868155574873,97.085,450.0
353,35847ECB020    ,2023,38,7.0,0.0,0.0,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,70,1.0,1.3099999999999996,5.4,（株）メタルテック,27,2.619999999999999,4.469987228607918,0.0,0.6903361752025603,97.085,450.0
354,35847ECE010    ,2023,38,19.0,0.0,0.0,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,40,1.0,1.8900000000000006,12.475,（株）メタルテック,61,3.780000000000001,5.2518830764978235,0.0,1.035386622401264,97.085,450.0
355,35847ECE020    ,2023,38,14.0,0.0,0.0,0.49,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,60,1.0,2.33,8.316666666666666,（株）メタルテック,40,4.755102040816327,5.80471287402391,0.0,0.9630456760398798,97.085,450.0
356,35882ECB010    ,2023,38,7.0,0.0,0.0,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,50,1.0,1.4300000000000006,7.56,（株）メタルテック,41,2.860000000000001,3.1928480204342273,0.0,0.628882901567721,97.085,450.0
357,36108ECB010    ,2023,38,3.0,0.0,0.0,0.64,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,1.97,150,1.0,2.6000000000000005,2.52,（株）オーハシテクニカ,13,4.062500000000001,4.008337341670675,0.0,0.450833771413038,97.085,450.0
358,41310ECB010    ,2023,38,57.5,0.0,9.0,0.69,2.0,サンボックス＃２４Ａフタアリ,1.0,4.0,4.0,2,3.0,0.76,189.0,（株）オンド,912,1.1014492753623188,2.433862433862434,0.05,0.9723701045963332,97.085,450.0
359,41310ECE010    ,2023,38,145.0,0.0,12.0,0.7,3.0,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1.0,4.0,4.0,2,3.0,1.2000000000000002,249.5,（株）オンド,1180,1.7142857142857146,4.649298597194389,0.05,1.8239154628858223,97.085,450.0
360,5040056001E    ,2023,38,5.0,0.0,0.0,0.58,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,300,1.0,1.715,6.3,サトープレス工業（株）,32,2.9568965517241383,2.8548589699668834,0.0,0.5279909675378709,97.085,450.0
361,82125ECB010    ,2023,38,3.0,0.0,0.0,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100,1.0,1.595,3.78,矢崎総業（株）,20,2.75,2.844626500540479,0.0,0.44029416636823726,97.085,450.0
362,82125ECE010    ,2023,38,6.0,0.0,0.0,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100,1.0,1.935,4.99,矢崎総業（株）,24,3.3362068965517246,4.309694658133471,0.0,0.6283252373423486,97.085,450.0
363,82821CWA030    ,2023,38,10.0,0.0,0.0,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,200,1.5,4.255,4.387499999999999,石黒ゴム工業（株）,22,5.126506024096385,9.824147755182238,0.29,0.817175542300894,97.085,450.0
364,82821ECB010    ,2023,38,5.0,0.0,0.0,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400,1.5,4.59,2.1937499999999996,石黒ゴム工業（株）,10,5.530120481927711,9.824147755182238,0.29,0.45327996877182003,97.085,450.0
365,82821ECB020    ,2023,38,10.0,0.0,0.0,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,200,2.0,4.300000000000001,4.385,石黒ゴム工業（株）,23,4.942528735632185,9.829748751621906,0.29,0.816893437878681,97.085,450.0
366,82821ECB040    ,2023,38,4.0,0.0,0.0,0.83,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,100,1.0,2.0,3.78,石黒ゴム工業（株）,19,2.4096385542168677,4.561211457763181,0.29,0.6023904547984739,97.085,450.0
367,82821ECB050    ,2023,38,18.0,0.0,0.0,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,100,2.0,3.44,8.77,石黒ゴム工業（株）,45,4.144578313253012,8.846773876459716,0.29,1.3167256312981481,97.085,450.0
368,82821ECE010    ,2023,38,32.0,0.0,0.0,1.07,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,50,2.0,5.6,9.86,石黒ゴム工業（株）,51,5.233644859813084,13.988948730502901,0.29,1.648469220903974,97.085,450.0
369,82821XAE010    ,2023,38,20.0,0.0,0.0,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,100,2.0,3.51,8.77,石黒ゴム工業（株）,43,4.0344827586206895,9.829748751621906,0.29,1.3648850394207828,97.085,450.0
370,82821XAE020    ,2023,38,1.0,0.0,0.0,0.81,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400,1.0,2.8699999999999997,0.945,石黒ゴム工業（株）,5,3.543209876543209,4.561211457763181,0.29,0.19681314418791818,97.085,450.0
371,82824ECB010    ,2023,38,8.0,0.0,0.0,0.57,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,32,1.0,1.1900000000000002,11.8125,矢崎総業（株）,59,2.0877192982456143,2.4274146137945416,0.0,0.5394274388073409,97.085,450.0
372,82824ECB020    ,2023,38,22.0,0.0,1.0,0.58,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,40,1.0,1.5799999999999996,21.925,矢崎総業（株）,103,2.724137931034482,3.596490152564747,0.0,0.8265164463212401,97.085,450.0
373,82824ECE010    ,2023,38,14.0,0.0,0.0,0.36,1.0,ＴＰ３３２,1.0,1.0,3.25,45,1.0,1.5599999999999996,11.088888888888889,住友電装（株）,55,4.333333333333332,2.9706471767063536,0.0,0.9579867709815346,97.085,450.0
374,9010506A003    ,2023,38,1.0,0.0,0.0,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,3.0,2.5500000000000003,0.756,（株）青山製作所,3,4.903846153846154,11.740396355780971,0.08,0.08400399070319227,97.085,450.0
375,9010506A089    ,2023,38,3.0,0.0,0.0,0.5,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500,4.0,5.760000000000001,1.17,（株）青山製作所,4,11.520000000000001,22.75830678197542,0.08,0.13036785978708226,97.085,450.0
376,9010508A014    ,2023,38,21.0,0.0,1.0,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,3.0,1.0100000000000002,66.38,（株）青山製作所,315,1.8703703703703707,2.807932096179251,0.08,1.221621625687454,97.085,450.0
377,9010508A042    ,2023,38,3.0,0.0,0.0,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,300,3.0,0.9099999999999999,6.3,（株）青山製作所,31,1.7169811320754715,4.22654268808115,0.08,0.5365245634974326,97.085,450.0
378,9010512A018    ,2023,38,24.5,0.0,3.0,0.74,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,200,3.0,0.74,60.18,（株）青山製作所,295,1.0,3.613420094745349,0.08,1.471257622652154,97.085,450.0
379,9011906A065    ,2023,38,2.0,0.0,0.0,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000,4.0,1.565,2.631,（株）青山製作所,14,2.952830188679245,6.747046480403204,0.08,0.27333246259037863,97.085,450.0
380,9014908A008    ,2023,38,1.0,0.0,0.0,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,800,4.0,1.2349999999999999,3.290625,（株）青山製作所,19,2.3749999999999996,2.69728080378968,0.08,0.2932336722656377,97.085,450.0
381,9015905A007    ,2023,38,4.0,0.0,0.0,0.53,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,3.0,2.625,2.6325,（株）青山製作所,14,4.952830188679245,13.486404018948397,0.08,0.28456021074301874,97.085,450.0
382,9015906A021    ,2023,38,5.0,0.0,0.0,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1200,3.0,1.3599999999999999,6.161666666666667,（株）青山製作所,29,2.615384615384615,7.202385430054433,0.08,0.5856574911254155,97.085,450.0
383,9015906A022    ,2023,38,7.0,0.0,0.0,0.51,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500,3.0,1.1800000000000002,8.77,（株）青山製作所,42,2.3137254901960786,7.084398804423364,0.08,0.7791139173646361,97.085,450.0
384,9015906A023    ,2023,38,6.0,0.0,0.0,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1300,3.0,3.7800000000000002,2.023846153846154,（株）青山製作所,9,7.269230769230769,26.313481273572492,0.08,0.22428245364866586,97.085,450.0
385,9020150A002    ,2023,38,5.0,0.0,0.0,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,1.5,3.78,（株）ムロコーポレーション,18,2.0547945205479454,7.6459614031868375,0.0,0.4304792608805512,97.085,450.0
386,9020156A001    ,2023,38,4.0,0.0,0.0,0.75,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,2.16,3.78,（株）ムロコーポレーション,17,2.8800000000000003,6.11676912254947,0.0,0.39659841023496323,97.085,450.0
387,9020156A002    ,2023,38,5.0,0.0,0.0,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,1.4200000000000002,4.99,（株）ムロコーポレーション,23,1.945205479452055,5.791930682173596,0.0,0.4532503665258782,97.085,450.0
388,9025006A007    ,2023,38,2.0,0.0,0.0,0.76,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,200,2.0,1.1500000000000004,3.78,（株）ギフ加藤製作所,15,1.5131578947368425,2.204585537918871,0.12,0.4668985788414246,97.085,450.0
389,9030106A018    ,2023,38,3.0,0.0,0.0,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,2000,1.0,2.8850000000000007,2.32375,ＮＯＫ（株）,10,5.151785714285715,5.712463166513541,0.03,0.42915227596842825,97.085,450.0
390,9030111A014    ,2023,38,6.0,0.0,0.0,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,2.0,2.295,4.385,ＮＯＫ（株）,22,4.098214285714286,6.054429319583052,0.03,0.7087022107034098,97.085,450.0
391,9030115A011    ,2023,38,3.0,0.0,0.0,0.56,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,2.0,5.275,0.993,ＮＯＫ（株）,4,9.419642857142858,13.36791166483972,0.03,0.2156092212513964,97.085,450.0
392,9030117A010    ,2023,38,4.0,0.0,0.0,0.54,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,2.0,3.18,1.261,ＮＯＫ（株）,5,5.888888888888888,14.035777196072791,0.03,0.2715670544046642,97.085,450.0
393,9030119A010    ,2023,38,1.0,0.0,0.0,0.58,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.0,2.375,0.999,ＮＯＫ（株）,6,4.094827586206897,4.429207969030978,0.03,0.2008573407171883,97.085,450.0
394,9030119A011    ,2023,38,3.0,0.0,0.0,0.54,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,200,1.0,1.4,3.78,ＮＯＫ（株）,19,2.592592592592592,3.5117291754459905,0.03,0.5366026337272329,97.085,450.0
395,9031150A014    ,2023,38,6.0,0.0,0.0,0.54,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,2.0,1.08,10.44047619047619,ＮＯＫ（株）,51,2.0,2.542860314224882,0.03,0.7241896789705728,97.085,450.0
396,9031150A015    ,2023,38,6.0,0.0,0.0,0.53,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,2.0,0.9049999999999998,10.44047619047619,ＮＯＫ（株）,53,1.7075471698113203,2.542860314224882,0.03,0.7241896789705728,97.085,450.0
397,9033904A002    ,2023,38,2.0,0.0,0.0,0.61,1.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,1000,1.0,4.680000000000001,0.907,サトープレス工業（株）,4,7.672131147540985,7.9319124634140525,0.0,0.22511716737727241,97.085,450.0
398,9034108A006    ,2023,38,5.0,0.0,0.0,0.53,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000,1.0,2.44,3.886,（株）杉浦製作所,21,4.60377358490566,12.49194269696046,0.12,0.34178119151983566,97.085,450.0
399,9034108A010    ,2023,38,1.0,0.0,0.0,0.47,1.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000,2.0,3.6900000000000004,0.757,（株）杉浦製作所,4,7.851063829787235,12.825281194290183,0.12,0.07551939676670665,97.085,450.0
400,9034114A004    ,2023,38,1.0,0.0,0.0,0.5,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,2.0,4.66,0.84,（株）青山製作所,3,9.32,10.566356720202874,0.08,0.09303747782397057,97.085,450.0
401,9034118A024    ,2023,38,5.0,0.0,0.0,0.52,3.0,ＴＰ１３１フタナシ,1.0,6.0,5.76,200,2.0,3.74,2.495,（株）青山製作所,13,7.1923076923076925,17.787053396734297,0.08,0.27281204192557945,97.085,450.0
402,9036324A003    ,2023,38,7.0,0.0,1.0,0.74,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,22,4.0,0.815,17.181818181818183,日本精工（株）,83,1.1013513513513513,3.259259259259259,0.09,1.11712631479964,97.085,450.0
403,9036324A004    ,2023,38,17.5,0.0,1.0,0.74,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,30,5.0,1.0299999999999998,29.233333333333334,日本精工（株）,142,1.3918918918918917,4.789053591790193,0.09,1.7668046220307307,97.085,450.0
404,9036324A005    ,2023,38,16.5,0.0,1.0,0.69,1.0,サンボックス＃Ｋ１０Ｂフタナシ,1.0,8.0,9.0,22,5.0,1.08,22.681818181818183,日本精工（株）,112,1.5652173913043481,5.819639278557113,0.09,1.6855727555043858,97.085,450.0
405,9036340A010    ,2023,38,15.0,0.0,1.0,0.74,3.0,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,1.0,8.0,9.0,80,5.0,1.2349999999999999,21.925,日本精工（株）,106,1.6689189189189189,5.473204104903078,0.09,1.6111570944762834,97.085,450.0
406,9036345A004    ,2023,38,12.0,0.0,0.0,0.64,1.0,サンボックス＃９Ｂフタナシ,1.0,1.0,2.29,90,1.0,2.1499999999999995,9.744444444444444,岡谷鋼機（株）,48,3.359374999999999,3.743072716119127,0.0,0.8586922211073007,97.085,450.0
407,9036628A005    ,2023,38,5.0,0.0,0.0,0.62,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60,1.0,1.6150000000000004,6.3,（株）ジェイテクト,30,2.60483870967742,2.736726874657909,0.0,0.5346606104963799,97.085,450.0
408,9036628A006    ,2023,38,4.0,0.0,0.0,0.62,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,80,1.0,1.8599999999999999,4.725,（株）ジェイテクト,23,3.0,2.9191753329684365,0.0,0.5075868155574873,97.085,450.0
409,9036628A007    ,2023,38,9.0,0.0,0.0,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,72,1.0,2.3150000000000004,6.930555555555555,（株）ジェイテクト,32,4.061403508771931,4.477921359961301,0.0,0.7656313404225042,97.085,450.0
410,9036628A008    ,2023,38,7.0,0.0,0.0,0.58,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,100,1.0,2.2800000000000002,4.99,（株）ジェイテクト,22,3.9310344827586214,4.837260728353258,0.0,0.694667680289749,97.085,450.0
411,9036630A017    ,2023,38,13.5,0.0,0.0,0.6,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,72,1.0,1.8599999999999999,12.180555555555555,（株）ジェイテクト,59,3.1,3.821806314630598,0.0,0.8126954027386085,97.085,450.0
412,9036630A018    ,2023,38,19.0,0.0,1.0,0.34,3.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,38,1.0,1.3399999999999999,23.07894736842105,（株）ジェイテクト,111,3.9411764705882346,2.8388314394684073,0.0,0.7018392501556185,97.085,450.0
413,9036652A003    ,2023,38,10.0,0.0,0.0,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60,1.0,2.2100000000000004,8.316666666666666,（株）ジェイテクト,39,3.8771929824561413,4.14622348144565,0.0,0.7764744708128084,97.085,450.0
414,9036652A004    ,2023,38,9.0,0.0,0.0,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,63,1.0,1.9000000000000006,7.920634920634921,（株）ジェイテクト,38,3.333333333333335,3.9181811899661385,0.0,0.7356037529408986,97.085,450.0
415,9036658A001    ,2023,38,5.0,0.0,0.0,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,45,1.0,1.35,8.4,（株）ジェイテクト,40,2.368421052631579,2.052545155993432,0.0,0.45987392356276185,97.085,450.0
416,9036658A002    ,2023,38,8.0,0.0,0.0,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36,1.0,1.4100000000000001,10.5,（株）ジェイテクト,51,2.3898305084745766,2.6272577996715927,0.0,0.5859836605336035,97.085,450.0
417,9036659A009    ,2023,38,22.0,0.0,1.0,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36,1.0,1.6400000000000001,24.36111111111111,（株）ジェイテクト,117,2.7796610169491527,3.1140644045138206,0.0,0.7667313571421667,97.085,450.0
418,9036659A010    ,2023,38,22.0,0.0,1.0,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36,1.0,1.6000000000000005,24.36111111111111,（株）ジェイテクト,116,2.7118644067796622,3.1140644045138206,0.0,0.7667313571421667,97.085,450.0
419,9050827A011    ,2023,38,2.5,0.0,0.0,0.78,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,200,6.0,2.795,1.89,（株）東郷製作所,9,3.583333333333333,8.731031833342065,0.08,0.27588393165695735,97.085,450.0
