,品番,Year,Week_Number,在庫数（箱）,入庫数（箱）,出庫数（箱）,基準在庫日数,基準在庫枚数,箱種類,A,B,C,収容数,納入便,社内LT（検収～回収LT）,日量数（箱数）,仕入先名,かんばん数,実績LT/設計値LT,順立装置在庫量/設計値MIN,不等ピッチ,順立装置在庫量/設計値MAX,OPERATION_RATE,KAKO_CNT,先週からの順立装置在庫量増加率,先週からの社内LT増加率,先週からのかんばん増加率,使用工程
512,82821XAE010    ,2023,39,23.0,0.0,0.0,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,100,1.0,2.6700000000000004,8.5,石黒ゴム工業（株）,24,3.06896551724138,11.663286004056793,0.29,1.407736404803362,99.44999999999999,464.0,0.1499999999999999,-0.23931623931623913,-0.4418604651162791,8.ファイナル後半
216,82821XAE020    ,2023,37,1.0,0.0,0.0,0.81,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400,1.0,2.8900000000000006,0.93,石黒ゴム工業（株）,5,3.5679012345679015,4.634779384501297,0.29,0.19431514017906465,93.505,462.0,-0.5,-0.24739583333333304,0.25,8.ファイナル後半
370,82821XAE020    ,2023,38,1.0,0.0,0.0,0.81,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400,1.0,2.8699999999999997,0.945,石黒ゴム工業（株）,5,3.543209876543209,4.561211457763181,0.29,0.19681314418791818,97.085,450.0,0.0,-0.006920415224913823,0.0,8.ファイナル後半
513,82821XAE020    ,2023,39,2.0,0.0,0.0,0.81,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400,1.0,2.2250000000000005,1.01,石黒ゴム工業（株）,2,2.7469135802469142,8.535336292249912,0.29,0.2200017617416599,99.44999999999999,464.0,1.0,-0.22473867595818786,-0.6,8.ファイナル後半
217,82824ECB010    ,2023,37,7.0,0.0,0.0,0.57,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,32,1.0,1.0299999999999998,11.8125,矢崎総業（株）,62,1.807017543859649,2.123987787070224,0.0,0.4818576204784692,93.505,462.0,-0.36363636363636365,-0.16260162601626027,0.08771929824561409,2.MGケース
371,82824ECB010    ,2023,38,8.0,0.0,0.0,0.57,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,32,1.0,1.1900000000000002,11.8125,矢崎総業（株）,59,2.0877192982456143,2.4274146137945416,0.0,0.5394274388073409,97.085,450.0,0.1428571428571428,0.1553398058252431,-0.048387096774193505,2.MGケース
514,82824ECB010    ,2023,39,8.0,0.0,0.0,0.57,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,32,1.0,1.0500000000000003,12.09375,矢崎総業（株）,54,1.8421052631578954,2.370963111148157,0.0,0.5308771202274427,99.44999999999999,464.0,0.0,-0.11764705882352933,-0.0847457627118644,2.MGケース
218,82824ECB020    ,2023,37,20.0,0.0,1.0,0.58,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,40,1.0,1.5700000000000003,21.925,矢崎総業（株）,116,2.706896551724139,3.269536502331588,0.0,0.7607227725281748,93.505,462.0,-0.16666666666666663,-0.0063291139240502226,0.05454545454545445,3.ギヤサブ・共通部品
372,82824ECB020    ,2023,38,22.0,0.0,1.0,0.58,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,40,1.0,1.5799999999999996,21.925,矢崎総業（株）,103,2.724137931034482,3.596490152564747,0.0,0.8265164463212401,97.085,450.0,0.10000000000000009,0.006369426751591911,-0.11206896551724133,3.ギヤサブ・共通部品
515,82824ECB020    ,2023,39,17.0,0.0,1.0,0.58,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,40,1.0,1.1600000000000001,21.95,矢崎総業（株）,95,2.0000000000000004,2.775940758158408,0.0,0.6583166108346419,99.44999999999999,464.0,-0.2272727272727273,-0.26582278481012633,-0.07766990291262132,3.ギヤサブ・共通部品
219,82824ECE010    ,2023,37,15.0,0.0,0.0,0.36,1.0,ＴＰ３３２,1.0,1.0,3.25,45,1.0,1.7999999999999998,11.088888888888889,住友電装（株）,83,5.0,3.1828362607568073,0.0,1.011724566133329,93.505,462.0,-0.1428571428571429,0.19999999999999996,0.5660377358490567,2.MGケース
373,82824ECE010    ,2023,38,14.0,0.0,0.0,0.36,1.0,ＴＰ３３２,1.0,1.0,3.25,45,1.0,1.5599999999999996,11.088888888888889,住友電装（株）,55,4.333333333333332,2.9706471767063536,0.0,0.9579867709815346,97.085,450.0,-0.06666666666666665,-0.13333333333333341,-0.3373493975903614,2.MGケース
516,82824ECE010    ,2023,39,14.0,0.0,0.0,0.36,1.0,ＴＰ３３２,1.0,1.0,3.25,45,1.0,0.8199999999999998,10.911111111111111,住友電装（株）,42,2.2777777777777772,3.0190487600335447,0.0,0.9671370006471139,99.44999999999999,464.0,0.0,-0.47435897435897434,-0.23636363636363633,2.MGケース
220,9010506A003    ,2023,37,2.0,0.0,0.0,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,3.0,8.92,0.763,（株）青山製作所,3,17.153846153846153,23.26537259494211,0.08,0.08535813768300035,93.505,462.0,0.0,0.42038216560509545,-0.25,2.MGケース
374,9010506A003    ,2023,38,1.0,0.0,0.0,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,3.0,2.5500000000000003,0.756,（株）青山製作所,3,4.903846153846154,11.740396355780971,0.08,0.08400399070319227,97.085,450.0,-0.5,-0.7141255605381165,0.0,2.MGケース
517,9010506A003    ,2023,39,1.0,0.0,0.0,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,6.0,2.3300000000000005,0.842,（株）青山製作所,1,4.480769230769232,10.541258485713081,0.08,0.0932514675798398,99.44999999999999,464.0,0.0,-0.08627450980392148,-0.6666666666666667,2.MGケース
221,9010506A089    ,2023,37,3.0,0.0,0.0,0.5,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500,3.0,5.495,1.1713333333333333,（株）青山製作所,7,10.99,22.73240091199025,0.08,0.13051314837247452,93.505,462.0,0.0,0.12602459016393452,0.3999999999999999,2.MGケース
375,9010506A089    ,2023,38,3.0,0.0,0.0,0.5,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500,4.0,5.760000000000001,1.17,（株）青山製作所,4,11.520000000000001,22.75830678197542,0.08,0.13036785978708226,97.085,450.0,0.0,0.048225659690627865,-0.4285714285714286,2.MGケース
518,9010506A089    ,2023,39,3.0,0.0,0.0,0.5,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500,3.0,2.13,1.2506666666666666,（株）青山製作所,3,4.26,21.2904202571252,0.08,0.13913754549420615,99.44999999999999,464.0,0.0,-0.6302083333333334,-0.25,2.MGケース
222,9010508A014    ,2023,37,19.0,0.0,1.0,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,4.0,0.9600000000000004,66.38,（株）青山製作所,361,1.7777777777777783,2.540509991781227,0.08,1.1227427705250221,93.505,462.0,-0.17391304347826086,0.021276595744681437,0.02556818181818188,4.TA・カバー・メイン
376,9010508A014    ,2023,38,21.0,0.0,1.0,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,3.0,1.0100000000000002,66.38,（株）青山製作所,315,1.8703703703703707,2.807932096179251,0.08,1.221621625687454,97.085,450.0,0.10526315789473695,0.05208333333333304,-0.12742382271468145,4.TA・カバー・メイン
519,9010508A014    ,2023,39,21.0,0.0,1.0,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,3.0,0.9500000000000002,66.37,（株）青山製作所,277,1.7592592592592595,2.808355168666245,0.08,1.2217455463117353,99.44999999999999,464.0,0.0,-0.05940594059405946,-0.12063492063492065,4.TA・カバー・メイン
223,9010508A042    ,2023,37,2.0,0.0,0.0,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,300,4.0,0.7100000000000001,6.3,（株）青山製作所,36,1.339622641509434,2.817695125387433,0.08,0.47816059742454803,93.505,462.0,0.0,0.02898550724637694,0.09090909090909083,4.TA・カバー・メイン
377,9010508A042    ,2023,38,3.0,0.0,0.0,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,300,3.0,0.9099999999999999,6.3,（株）青山製作所,31,1.7169811320754715,4.22654268808115,0.08,0.5365245634974326,97.085,450.0,0.5,0.28169014084507027,-0.13888888888888884,4.TA・カバー・メイン
520,9010508A042    ,2023,39,3.0,0.0,0.0,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,300,2.0,0.8199999999999998,6.45,（株）青山製作所,23,1.5471698113207544,4.128250997660658,0.08,0.542912628757622,99.44999999999999,464.0,0.0,-0.098901098901099,-0.25806451612903225,4.TA・カバー・メイン
224,9010512A018    ,2023,37,21.0,0.0,3.0,0.74,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,200,4.0,0.72,60.18,（株）青山製作所,318,0.9729729729729729,3.097217224067442,0.08,1.301420259060354,93.505,462.0,-0.38235294117647056,-0.23404255319148948,-0.009345794392523366,3.ギヤサブ・共通部品
378,9010512A018    ,2023,38,24.5,0.0,3.0,0.74,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,200,3.0,0.74,60.18,（株）青山製作所,295,1.0,3.613420094745349,0.08,1.471257622652154,97.085,450.0,0.16666666666666674,0.0277777777777779,-0.07232704402515722,3.ギヤサブ・共通部品
521,9010512A018    ,2023,39,30.0,0.0,3.0,0.74,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,200,3.0,0.8399999999999999,60.42,（株）青山製作所,272,1.1351351351351349,4.40702067774102,0.08,1.7144796290109867,99.44999999999999,464.0,0.22448979591836737,0.13513513513513487,-0.07796610169491525,3.ギヤサブ・共通部品
225,9011906A065    ,2023,37,2.0,0.0,0.0,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000,3.0,1.8599999999999999,2.631,（株）青山製作所,14,3.5094339622641506,6.747046480403204,0.08,0.27333246259037863,93.505,462.0,-0.33333333333333337,-0.05583756345177682,0.16666666666666674,2.MGケース
379,9011906A065    ,2023,38,2.0,0.0,0.0,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000,4.0,1.565,2.631,（株）青山製作所,14,2.952830188679245,6.747046480403204,0.08,0.27333246259037863,97.085,450.0,0.0,-0.15860215053763438,0.0,2.MGケース
522,9011906A065    ,2023,39,3.0,0.0,0.0,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000,2.5,1.565,2.634,（株）青山製作所,8,2.952830188679245,10.109042875820519,0.08,0.2809056392913871,99.44999999999999,464.0,0.5,0.0,-0.4285714285714286,2.MGケース
226,9014908A008    ,2023,37,4.0,0.0,0.0,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,800,4.0,1.76,3.230625,（株）青山製作所,13,3.3846153846153846,10.98950159176062,0.08,0.34218830135613626,93.505,462.0,-0.19999999999999996,0.014409221902017322,-0.4347826086956522,7.ファイナル前半
380,9014908A008    ,2023,38,1.0,0.0,0.0,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,800,4.0,1.2349999999999999,3.290625,（株）青山製作所,19,2.3749999999999996,2.69728080378968,0.08,0.2932336722656377,97.085,450.0,-0.75,-0.2982954545454546,0.46153846153846145,7.ファイナル前半
523,9014908A008    ,2023,39,8.0,0.0,0.0,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,800,1.5,2.155,3.40125,（株）青山製作所,8,4.144230769230768,20.87641812855959,0.08,0.3701415059042896,99.44999999999999,464.0,7.0,0.7449392712550607,-0.5789473684210527,7.ファイナル前半
227,9015905A007    ,2023,37,5.0,0.0,0.0,0.53,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,4.0,2.3649999999999998,2.583,（株）青山製作所,15,4.462264150943396,17.18106783772825,0.08,0.2818375245993014,93.505,462.0,0.25,0.11032863849765251,0.15384615384615374,7.ファイナル前半
381,9015905A007    ,2023,38,4.0,0.0,0.0,0.53,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,3.0,2.625,2.6325,（株）青山製作所,14,4.952830188679245,13.486404018948397,0.08,0.28456021074301874,97.085,450.0,-0.19999999999999996,0.10993657505285426,-0.06666666666666665,7.ファイナル前半
524,9015905A007    ,2023,39,5.0,0.0,0.0,0.53,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,1.0,1.7799999999999998,2.55,（株）青山製作所,6,3.358490566037735,17.40341106856944,0.08,0.2784598331383,99.44999999999999,464.0,0.25,-0.321904761904762,-0.5714285714285714,7.ファイナル前半
228,9015906A021    ,2023,37,5.0,0.0,0.0,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1200,4.0,1.03,6.161666666666667,（株）青山製作所,34,1.9807692307692308,7.202385430054433,0.08,0.5856574911254155,93.505,462.0,0.25,-0.20463320463320456,0.030303030303030276,7.ファイナル前半
382,9015906A021    ,2023,38,5.0,0.0,0.0,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1200,3.0,1.3599999999999999,6.161666666666667,（株）青山製作所,29,2.615384615384615,7.202385430054433,0.08,0.5856574911254155,97.085,450.0,0.0,0.32038834951456296,-0.1470588235294118,7.ファイナル前半
525,9015906A021    ,2023,39,6.0,0.0,0.0,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1200,3.0,1.285,6.175833333333333,（株）青山製作所,24,2.471153846153846,8.623036762081632,0.08,0.6023410597081048,99.44999999999999,464.0,0.19999999999999996,-0.05514705882352944,-0.1724137931034483,7.ファイナル前半
229,9015906A022    ,2023,37,6.0,0.0,0.0,0.51,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500,4.0,1.185,8.77,（株）青山製作所,50,2.323529411764706,6.072341832362883,0.08,0.7525862155845111,93.505,462.0,0.0,0.058035714285714635,0.13636363636363646,8.ファイナル後半
383,9015906A022    ,2023,38,7.0,0.0,0.0,0.51,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500,3.0,1.1800000000000002,8.77,（株）青山製作所,42,2.3137254901960786,7.084398804423364,0.08,0.7791139173646361,97.085,450.0,0.16666666666666674,-0.00421940928270037,-0.16000000000000003,8.ファイナル後半
526,9015906A022    ,2023,39,8.0,0.0,0.0,0.51,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500,4.0,1.1749999999999998,8.78,（株）青山製作所,36,2.303921568627451,8.087234300656414,0.08,0.8008354608641725,99.44999999999999,464.0,0.1428571428571428,-0.004237288135593542,-0.1428571428571429,8.ファイナル後半
230,9015906A023    ,2023,37,4.0,0.0,0.0,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1300,4.0,4.13,2.023846153846154,（株）青山製作所,13,7.942307692307692,17.542320849048327,0.08,0.22245925442339903,93.505,462.0,-0.19999999999999996,0.2255192878338279,0.18181818181818188,7.ファイナル前半
384,9015906A023    ,2023,38,6.0,0.0,0.0,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1300,3.0,3.7800000000000002,2.023846153846154,（株）青山製作所,9,7.269230769230769,26.313481273572492,0.08,0.22428245364866586,97.085,450.0,0.5,-0.08474576271186429,-0.3076923076923077,7.ファイナル前半
527,9015906A023    ,2023,39,6.0,0.0,0.0,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1300,2.5,2.62,1.9615384615384615,（株）青山製作所,4,5.038461538461538,27.149321266968325,0.08,0.21759375115381302,99.44999999999999,464.0,0.0,-0.30687830687830686,-0.5555555555555556,7.ファイナル前半
231,9020150A002    ,2023,37,5.5,0.0,0.0,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,1.37,3.78,（株）ムロコーポレーション,20,1.8767123287671235,8.41055754350552,0.0,0.44428082188489626,93.505,462.0,0.10000000000000009,-0.3476190476190475,-0.04761904761904767,3.ギヤサブ・共通部品
385,9020150A002    ,2023,38,5.0,0.0,0.0,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,1.5,3.78,（株）ムロコーポレーション,18,2.0547945205479454,7.6459614031868375,0.0,0.4304792608805512,97.085,450.0,-0.09090909090909094,0.0948905109489051,-0.09999999999999998,3.ギヤサブ・共通部品
528,9020150A002    ,2023,39,5.0,0.0,0.0,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,2.04,3.87,（株）ムロコーポレーション,11,2.7945205479452055,7.46814834729877,0.0,0.43358935768893997,99.44999999999999,464.0,0.0,0.3600000000000001,-0.38888888888888884,3.ギヤサブ・共通部品
232,9020156A001    ,2023,37,5.5,0.0,0.0,0.75,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,3.4,3.78,（株）ムロコーポレーション,20,4.533333333333333,8.41055754350552,0.0,0.44428082188489626,93.505,462.0,0.10000000000000009,0.6666666666666665,0.05263157894736836,3.ギヤサブ・共通部品
386,9020156A001    ,2023,38,4.0,0.0,0.0,0.75,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,2.16,3.78,（株）ムロコーポレーション,17,2.8800000000000003,6.11676912254947,0.0,0.39659841023496323,97.085,450.0,-0.2727272727272727,-0.3647058823529411,-0.15000000000000002,3.ギヤサブ・共通部品
529,9020156A001    ,2023,39,4.0,0.0,0.0,0.75,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,1.445,3.87,（株）ムロコーポレーション,12,1.9266666666666667,5.974518677839016,0.0,0.39848501266797004,99.44999999999999,464.0,0.0,-0.3310185185185185,-0.2941176470588235,3.ギヤサブ・共通部品
233,9020156A002    ,2023,37,5.0,0.0,0.0,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,2.7399999999999998,4.99,（株）ムロコーポレーション,28,3.7534246575342465,5.791930682173596,0.0,0.4532503665258782,93.505,462.0,0.25,0.47311827956989205,0.1200000000000001,3.ギヤサブ・共通部品
387,9020156A002    ,2023,38,5.0,0.0,0.0,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,1.4200000000000002,4.99,（株）ムロコーポレーション,23,1.945205479452055,5.791930682173596,0.0,0.4532503665258782,97.085,450.0,0.0,-0.4817518248175181,-0.1785714285714286,3.ギヤサブ・共通部品
530,9020156A002    ,2023,39,4.0,0.0,0.0,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,1.345,4.91,（株）ムロコーポレーション,14,1.8424657534246576,4.709040179885334,0.0,0.4054927981495125,99.44999999999999,464.0,-0.19999999999999996,-0.052816901408450856,-0.3913043478260869,3.ギヤサブ・共通部品
234,9025006A007    ,2023,37,3.0,0.0,0.0,0.76,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,200,2.0,1.9600000000000002,3.75,（株）ギフ加藤製作所,17,2.5789473684210527,3.333333333333333,0.12,0.555984555984556,93.505,462.0,0.5,-0.02970297029702962,-0.26086956521739135,2.MGケース
388,9025006A007    ,2023,38,2.0,0.0,0.0,0.76,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,200,2.0,1.1500000000000004,3.78,（株）ギフ加藤製作所,15,1.5131578947368425,2.204585537918871,0.12,0.4668985788414246,97.085,450.0,-0.33333333333333337,-0.41326530612244883,-0.11764705882352944,2.MGケース
531,9025006A007    ,2023,39,3.0,0.0,0.0,0.76,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,200,1.0,1.72,3.87,（株）ギフ加藤製作所,14,2.263157894736842,3.229974160206718,0.12,0.5598608690284823,99.44999999999999,464.0,0.5,0.49565217391304306,-0.06666666666666665,2.MGケース
235,9030106A018    ,2023,37,2.0,0.0,0.0,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,2000,1.5,2.135,2.321,ＮＯＫ（株）,12,3.812499999999999,3.812820991867253,0.03,0.39297587132004586,93.505,462.0,-0.33333333333333337,-0.4483204134366926,0.09090909090909083,4.TA・カバー・メイン
389,9030106A018    ,2023,38,3.0,0.0,0.0,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,2000,1.0,2.8850000000000007,2.32375,ＮＯＫ（株）,10,5.151785714285715,5.712463166513541,0.03,0.42915227596842825,97.085,450.0,0.5,0.3512880562060894,-0.16666666666666663,4.TA・カバー・メイン
532,9030106A018    ,2023,39,3.0,0.0,0.0,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,2000,1.0,2.5799999999999996,2.175,ＮＯＫ（株）,7,4.607142857142856,6.103143118706135,0.03,0.4109930717818045,99.44999999999999,464.0,0.0,-0.105719237435009,-0.30000000000000004,4.TA・カバー・メイン
236,9030111A014    ,2023,37,6.0,0.0,0.0,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,2.0,2.15,4.385,ＮＯＫ（株）,23,3.839285714285714,6.054429319583052,0.03,0.7087022107034098,93.505,462.0,0.0,-0.22242314647377948,0.045454545454545414,2.MGケース
390,9030111A014    ,2023,38,6.0,0.0,0.0,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,2.0,2.295,4.385,ＮＯＫ（株）,22,4.098214285714286,6.054429319583052,0.03,0.7087022107034098,97.085,450.0,0.0,0.06744186046511635,-0.04347826086956519,2.MGケース
533,9030111A014    ,2023,39,6.0,0.0,0.0,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.0,1.8200000000000003,4.39,ＮＯＫ（株）,15,3.25,6.047533614207673,0.03,0.7090494169068364,99.44999999999999,464.0,0.0,-0.20697167755991275,-0.31818181818181823,2.MGケース
237,9030115A011    ,2023,37,3.0,0.0,0.0,0.56,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,2.0,4.550000000000001,0.95,ＮＯＫ（株）,5,8.125,13.972985561248253,0.03,0.2069609870827715,93.505,462.0,0.0,0.716981132075472,-0.16666666666666663,2.MGケース
391,9030115A011    ,2023,38,3.0,0.0,0.0,0.56,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,2.0,5.275,0.993,ＮＯＫ（株）,4,9.419642857142858,13.36791166483972,0.03,0.2156092212513964,97.085,450.0,0.0,0.15934065934065922,-0.19999999999999996,2.MGケース
534,9030115A011    ,2023,39,3.0,0.0,0.0,0.56,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,2.0,1.9000000000000001,0.517,ＮＯＫ（株）,2,3.392857142857143,25.675698806935863,0.03,0.11556218643157853,99.44999999999999,464.0,0.0,-0.6398104265402844,-0.5,2.MGケース
238,9030117A010    ,2023,37,4.0,0.0,0.0,0.54,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.0,5.3,1.2570000000000001,ＮＯＫ（株）,6,9.814814814814813,14.080441562647405,0.03,0.2707863824801437,93.505,462.0,0.0,-0.031078610603290868,-0.1428571428571429,3.ギヤサブ・共通部品
392,9030117A010    ,2023,38,4.0,0.0,0.0,0.54,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,2.0,3.18,1.261,ＮＯＫ（株）,5,5.888888888888888,14.035777196072791,0.03,0.2715670544046642,97.085,450.0,0.0,-0.3999999999999999,-0.16666666666666663,3.ギヤサブ・共通部品
535,9030117A010    ,2023,39,5.0,0.0,0.0,0.54,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.0,2.24,1.359,ＮＯＫ（株）,3,4.148148148148148,16.279539223921805,0.03,0.29365144561055617,99.44999999999999,464.0,0.25,-0.2955974842767295,-0.4,3.ギヤサブ・共通部品
239,9030119A010    ,2023,37,2.0,0.0,0.0,0.58,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.0,3.915,0.999,ＮＯＫ（株）,4,6.750000000000001,8.858415938061956,0.03,0.2125880633469151,93.505,462.0,0.0,-0.2894736842105263,0.0,7.ファイナル前半
393,9030119A010    ,2023,38,1.0,0.0,0.0,0.58,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.0,2.375,0.999,ＮＯＫ（株）,6,4.094827586206897,4.429207969030978,0.03,0.2008573407171883,97.085,450.0,-0.5,-0.39335887611749676,0.5,7.ファイナル前半
536,9030119A010    ,2023,39,1.0,0.0,0.0,0.58,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.0,1.81,0.9590000000000001,ＮＯＫ（株）,2,3.120689655172414,4.613950741461885,0.03,0.19449952460147352,99.44999999999999,464.0,0.0,-0.23789473684210527,-0.6666666666666667,7.ファイナル前半
240,9030119A011    ,2023,37,4.0,0.0,0.0,0.54,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,200,2.0,1.37,3.78,ＮＯＫ（株）,20,2.537037037037037,4.68230556726132,0.03,0.5916017195507713,93.505,462.0,0.0,0.0538461538461541,0.11111111111111116,7.ファイナル前半
394,9030119A011    ,2023,38,3.0,0.0,0.0,0.54,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,200,1.0,1.4,3.78,ＮＯＫ（株）,19,2.592592592592592,3.5117291754459905,0.03,0.5366026337272329,97.085,450.0,-0.25,0.021897810218977964,-0.050000000000000044,7.ファイナル前半
537,9030119A011    ,2023,39,3.0,0.0,0.0,0.54,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,200,2.0,1.21,3.87,ＮＯＫ（株）,15,2.2407407407407405,3.4300610550867803,0.03,0.5397080234019601,99.44999999999999,464.0,0.0,-0.13571428571428568,-0.21052631578947367,7.ファイナル前半
241,9031150A014    ,2023,37,7.0,0.0,0.0,0.54,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,2.0,1.12,10.44047619047619,ＮＯＫ（株）,55,2.074074074074074,2.9666703665956953,0.03,0.8037724696771352,93.505,462.0,0.16666666666666674,0.03703703703703698,0.0185185185185186,8.ファイナル後半
395,9031150A014    ,2023,38,6.0,0.0,0.0,0.54,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,2.0,1.08,10.44047619047619,ＮＯＫ（株）,51,2.0,2.542860314224882,0.03,0.7241896789705728,97.085,450.0,-0.1428571428571429,-0.0357142857142857,-0.07272727272727275,8.ファイナル後半
538,9031150A014    ,2023,39,7.0,0.0,0.0,0.54,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,2.0,1.14,10.452380952380953,ＮＯＫ（株）,45,2.1111111111111107,2.9632914709617593,0.03,0.8034801254256776,99.44999999999999,464.0,0.16666666666666674,0.05555555555555536,-0.11764705882352944,8.ファイナル後半
242,9031150A015    ,2023,37,5.0,0.0,0.0,0.53,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,2.0,1.065,10.452380952380953,ＮＯＫ（株）,54,2.0094339622641506,2.1166367649726854,0.03,0.6356918369820995,93.505,462.0,0.0,0.2312138728323696,0.0,8.ファイナル後半
396,9031150A015    ,2023,38,6.0,0.0,0.0,0.53,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,2.0,0.9049999999999998,10.44047619047619,ＮＯＫ（株）,53,1.7075471698113203,2.542860314224882,0.03,0.7241896789705728,97.085,450.0,0.19999999999999996,-0.15023474178403773,-0.01851851851851849,8.ファイナル後半
539,9031150A015    ,2023,39,6.0,0.0,0.0,0.53,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,2.0,1.0799999999999998,10.452380952380953,ＮＯＫ（株）,45,2.0377358490566033,2.5399641179672225,0.03,0.7238706543702725,99.44999999999999,464.0,0.0,0.19337016574585641,-0.15094339622641506,8.ファイナル後半
