,品番,Year,Week_Number,基準在庫日数,基準在庫枚数,箱種類,A,B,C,収容数,納入便,社内LT（検収～回収LT）,日量数（箱数）,仕入先名,かんばん数
341,82821XAE020    ,2023,36,0.81,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400,1.5,3.8399999999999994,0.9775,石黒ゴム工業（株）,4
342,82821XAE020    ,2023,37,0.81,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400,1.0,2.8900000000000006,0.93,石黒ゴム工業（株）,5
343,82821XAE020    ,2023,38,0.81,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400,1.0,2.8699999999999997,0.945,石黒ゴム工業（株）,5
344,82821XAE020    ,2023,39,0.81,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400,1.0,2.2250000000000005,1.01,石黒ゴム工業（株）,2
345,82824ECB010    ,2023,35,0.57,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,32,1.0,1.7899999999999996,12.84375,矢崎総業（株）,60
346,82824ECB010    ,2023,36,0.57,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,32,1.0,1.23,12.84375,矢崎総業（株）,57
347,82824ECB010    ,2023,37,0.57,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,32,1.0,1.0299999999999998,11.8125,矢崎総業（株）,62
348,82824ECB010    ,2023,38,0.57,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,32,1.0,1.1900000000000002,11.8125,矢崎総業（株）,59
349,82824ECB010    ,2023,39,0.57,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,32,1.0,1.0500000000000003,12.09375,矢崎総業（株）,54
350,82824ECB020    ,2023,35,0.58,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,40,1.0,1.6,23.625,矢崎総業（株）,117
351,82824ECB020    ,2023,36,0.58,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,40,1.0,1.5799999999999996,23.625,矢崎総業（株）,110
352,82824ECB020    ,2023,37,0.58,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,40,1.0,1.5700000000000003,21.925,矢崎総業（株）,116
353,82824ECB020    ,2023,38,0.58,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,40,1.0,1.5799999999999996,21.925,矢崎総業（株）,103
354,82824ECB020    ,2023,39,0.58,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,40,1.0,1.1600000000000001,21.95,矢崎総業（株）,95
355,82824ECE010    ,2023,35,0.36,1.0,ＴＰ３３２,1.0,1.0,3.25,45,1.0,1.7849999999999997,11.866666666666667,住友電装（株）,60
356,82824ECE010    ,2023,36,0.36,1.0,ＴＰ３３２,1.0,1.0,3.25,45,1.0,1.5,11.755555555555556,住友電装（株）,53
357,82824ECE010    ,2023,37,0.36,1.0,ＴＰ３３２,1.0,1.0,3.25,45,1.0,1.7999999999999998,11.088888888888889,住友電装（株）,83
358,82824ECE010    ,2023,38,0.36,1.0,ＴＰ３３２,1.0,1.0,3.25,45,1.0,1.5599999999999996,11.088888888888889,住友電装（株）,55
359,82824ECE010    ,2023,39,0.36,1.0,ＴＰ３３２,1.0,1.0,3.25,45,1.0,0.8199999999999998,10.911111111111111,住友電装（株）,42
360,9010506A003    ,2023,35,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,2.0,7.02,,（株）青山製作所,3
361,9010506A003    ,2023,36,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,6.0,6.28,0.756,（株）青山製作所,4
362,9010506A003    ,2023,37,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,3.0,8.92,0.763,（株）青山製作所,3
363,9010506A003    ,2023,38,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,3.0,2.5500000000000003,0.756,（株）青山製作所,3
364,9010506A003    ,2023,39,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,6.0,2.3300000000000005,0.842,（株）青山製作所,1
365,9010506A089    ,2023,35,0.5,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500,4.0,4.66,1.26,（株）青山製作所,7
366,9010506A089    ,2023,36,0.5,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500,4.0,4.88,1.128,（株）青山製作所,5
367,9010506A089    ,2023,37,0.5,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500,3.0,5.495,1.1713333333333333,（株）青山製作所,7
368,9010506A089    ,2023,38,0.5,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500,4.0,5.760000000000001,1.17,（株）青山製作所,4
369,9010506A089    ,2023,39,0.5,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500,3.0,2.13,1.2506666666666666,（株）青山製作所,3
370,9010508A014    ,2023,35,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,4.0,0.9200000000000002,71.57,（株）青山製作所,350
371,9010508A014    ,2023,36,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,4.0,0.94,71.49,（株）青山製作所,352
372,9010508A014    ,2023,37,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,4.0,0.9600000000000004,66.38,（株）青山製作所,361
373,9010508A014    ,2023,38,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,3.0,1.0100000000000002,66.38,（株）青山製作所,315
374,9010508A014    ,2023,39,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,3.0,0.9500000000000002,66.37,（株）青山製作所,277
375,9010508A042    ,2023,35,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,300,3.5,0.6950000000000001,6.85,（株）青山製作所,28
376,9010508A042    ,2023,36,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,300,3.0,0.69,6.85,（株）青山製作所,33
377,9010508A042    ,2023,37,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,300,4.0,0.7100000000000001,6.3,（株）青山製作所,36
378,9010508A042    ,2023,38,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,300,3.0,0.9099999999999999,6.3,（株）青山製作所,31
379,9010508A042    ,2023,39,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,300,2.0,0.8199999999999998,6.45,（株）青山製作所,23
380,9010512A018    ,2023,35,0.74,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,200,4.0,0.9800000000000001,64.98,（株）青山製作所,346
381,9010512A018    ,2023,36,0.74,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,200,4.0,0.9400000000000002,64.92,（株）青山製作所,321
382,9010512A018    ,2023,37,0.74,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,200,4.0,0.72,60.18,（株）青山製作所,318
383,9010512A018    ,2023,38,0.74,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,200,3.0,0.74,60.18,（株）青山製作所,295
384,9010512A018    ,2023,39,0.74,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,200,3.0,0.8399999999999999,60.42,（株）青山製作所,272
385,9011606048,2023,35,0.61,1.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,3000,1.0,22.65,,（株）杉浦製作所,1
386,9011906908,2023,35,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,4.0,14.219999999999999,0.6785,（株）青山製作所,4
387,9011906908,2023,36,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,5.0,1.76,0.678,（株）青山製作所,3
388,9011906908,2023,37,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,2.0,1.9299999999999997,0.6275,（株）青山製作所,3
389,9011906908,2023,38,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,4.0,10.55,0.588,（株）青山製作所,1
390,9011906908,2023,39,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,2.0,1.98,0.6325,（株）青山製作所,1
391,9011906A065    ,2023,35,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000,3.0,2.895,2.835,（株）青山製作所,13
392,9011906A065    ,2023,36,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000,3.5,1.9700000000000002,2.835,（株）青山製作所,12
393,9011906A065    ,2023,37,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000,3.0,1.8599999999999999,2.631,（株）青山製作所,14
394,9011906A065    ,2023,38,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000,4.0,1.565,2.631,（株）青山製作所,14
395,9011906A065    ,2023,39,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000,2.5,1.565,2.634,（株）青山製作所,8
396,9014908A008    ,2023,35,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,800,4.0,1.055,3.5475,（株）青山製作所,12
397,9014908A008    ,2023,36,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,800,2.0,1.7349999999999999,3.54375,（株）青山製作所,23
398,9014908A008    ,2023,37,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,800,4.0,1.76,3.230625,（株）青山製作所,13
399,9014908A008    ,2023,38,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,800,4.0,1.2349999999999999,3.290625,（株）青山製作所,19
400,9014908A008    ,2023,39,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,800,1.5,2.155,3.40125,（株）青山製作所,8
401,9015905A007    ,2023,35,0.53,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,2.0,2.64,2.835,（株）青山製作所,14
402,9015905A007    ,2023,36,0.53,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,3.0,2.13,2.835,（株）青山製作所,13
403,9015905A007    ,2023,37,0.53,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,4.0,2.3649999999999998,2.583,（株）青山製作所,15
404,9015905A007    ,2023,38,0.53,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,3.0,2.625,2.6325,（株）青山製作所,14
405,9015905A007    ,2023,39,0.53,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,1.0,1.7799999999999998,2.55,（株）青山製作所,6
406,9015906A021    ,2023,35,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1200,4.0,1.2999999999999998,6.6425,（株）青山製作所,32
407,9015906A021    ,2023,36,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1200,3.0,1.295,6.6425,（株）青山製作所,33
408,9015906A021    ,2023,37,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1200,4.0,1.03,6.161666666666667,（株）青山製作所,34
409,9015906A021    ,2023,38,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1200,3.0,1.3599999999999999,6.161666666666667,（株）青山製作所,29
410,9015906A021    ,2023,39,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1200,3.0,1.285,6.175833333333333,（株）青山製作所,24
411,9015906A022    ,2023,35,0.51,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500,4.0,1.3200000000000003,9.46,（株）青山製作所,46
412,9015906A022    ,2023,36,0.51,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500,4.0,1.1199999999999997,9.45,（株）青山製作所,44
413,9015906A022    ,2023,37,0.51,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500,4.0,1.185,8.77,（株）青山製作所,50
414,9015906A022    ,2023,38,0.51,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500,3.0,1.1800000000000002,8.77,（株）青山製作所,42
415,9015906A022    ,2023,39,0.51,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500,4.0,1.1749999999999998,8.78,（株）青山製作所,36
416,9015906A023    ,2023,35,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1300,3.0,4.415,2.1807692307692306,（株）青山製作所,11
417,9015906A023    ,2023,36,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1300,2.0,3.37,2.1807692307692306,（株）青山製作所,11
418,9015906A023    ,2023,37,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1300,4.0,4.13,2.023846153846154,（株）青山製作所,13
419,9015906A023    ,2023,38,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1300,3.0,3.7800000000000002,2.023846153846154,（株）青山製作所,9
420,9015906A023    ,2023,39,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1300,2.5,2.62,1.9615384615384615,（株）青山製作所,4
421,9020150A002    ,2023,35,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,2.52,,（株）ムロコーポレーション,18
422,9020150A002    ,2023,36,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,2.0999999999999996,4.11,（株）ムロコーポレーション,21
423,9020150A002    ,2023,37,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,1.37,3.78,（株）ムロコーポレーション,20
424,9020150A002    ,2023,38,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,1.5,3.78,（株）ムロコーポレーション,18
425,9020150A002    ,2023,39,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,2.04,3.87,（株）ムロコーポレーション,11
426,9020156A001    ,2023,35,0.75,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,3.225,,（株）ムロコーポレーション,19
427,9020156A001    ,2023,36,0.75,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,2.04,4.11,（株）ムロコーポレーション,19
428,9020156A001    ,2023,37,0.75,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,3.4,3.78,（株）ムロコーポレーション,20
429,9020156A001    ,2023,38,0.75,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,2.16,3.78,（株）ムロコーポレーション,17
430,9020156A001    ,2023,39,0.75,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,1.445,3.87,（株）ムロコーポレーション,12
431,9020156A002    ,2023,35,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,2.015,,（株）ムロコーポレーション,26
432,9020156A002    ,2023,36,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,1.8600000000000003,5.34,（株）ムロコーポレーション,25
433,9020156A002    ,2023,37,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,2.7399999999999998,4.99,（株）ムロコーポレーション,28
434,9020156A002    ,2023,38,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,1.4200000000000002,4.99,（株）ムロコーポレーション,23
435,9020156A002    ,2023,39,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,1.345,4.91,（株）ムロコーポレーション,14
436,9025006027,2023,35,0.62,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.81,2000,1.0,6.75,0.4725,（株）水野鉄工所,3
437,9025006027,2023,36,0.62,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.81,2000,1.0,12.4,0.43925000000000003,（株）水野鉄工所,4
438,9025006027,2023,37,0.62,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.81,2000,1.0,14.305,0.42474999999999996,（株）水野鉄工所,4
439,9025006A007    ,2023,35,0.76,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,200,2.0,2.23,,（株）ギフ加藤製作所,18
440,9025006A007    ,2023,36,0.76,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,200,1.0,2.02,3.91,（株）ギフ加藤製作所,23
441,9025006A007    ,2023,37,0.76,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,200,2.0,1.9600000000000002,3.75,（株）ギフ加藤製作所,17
442,9025006A007    ,2023,38,0.76,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,200,2.0,1.1500000000000004,3.78,（株）ギフ加藤製作所,15
443,9025006A007    ,2023,39,0.76,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,200,1.0,1.72,3.87,（株）ギフ加藤製作所,14
444,9030106A018    ,2023,35,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,2000,2.0,3.6699999999999995,1.25325,ＮＯＫ（株）,11
445,9030106A018    ,2023,36,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,2000,2.0,3.87,2.512,ＮＯＫ（株）,11
446,9030106A018    ,2023,37,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,2000,1.5,2.135,2.321,ＮＯＫ（株）,12
447,9030106A018    ,2023,38,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,2000,1.0,2.8850000000000007,2.32375,ＮＯＫ（株）,10
448,9030106A018    ,2023,39,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,2000,1.0,2.5799999999999996,2.175,ＮＯＫ（株）,7
449,9030111A014    ,2023,35,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.0,3.14,4.725,ＮＯＫ（株）,24
450,9030111A014    ,2023,36,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,2.0,2.765,4.725,ＮＯＫ（株）,22
451,9030111A014    ,2023,37,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,2.0,2.15,4.385,ＮＯＫ（株）,23
452,9030111A014    ,2023,38,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,2.0,2.295,4.385,ＮＯＫ（株）,22
453,9030111A014    ,2023,39,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.0,1.8200000000000003,4.39,ＮＯＫ（株）,15
454,9030115A011    ,2023,35,0.56,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,2.0,4.26,1.058,ＮＯＫ（株）,5
455,9030115A011    ,2023,36,0.56,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.0,2.65,1.062,ＮＯＫ（株）,6
456,9030115A011    ,2023,37,0.56,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,2.0,4.550000000000001,0.95,ＮＯＫ（株）,5
457,9030115A011    ,2023,38,0.56,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,2.0,5.275,0.993,ＮＯＫ（株）,4
458,9030115A011    ,2023,39,0.56,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,2.0,1.9000000000000001,0.517,ＮＯＫ（株）,2
459,9030117A010    ,2023,35,0.54,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.0,6.28,1.356,ＮＯＫ（株）,6
460,9030117A010    ,2023,36,0.54,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,2.0,5.470000000000001,1.256,ＮＯＫ（株）,7
461,9030117A010    ,2023,37,0.54,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.0,5.3,1.2570000000000001,ＮＯＫ（株）,6
462,9030117A010    ,2023,38,0.54,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,2.0,3.18,1.261,ＮＯＫ（株）,5
463,9030117A010    ,2023,39,0.54,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.0,2.24,1.359,ＮＯＫ（株）,3
464,9030119A010    ,2023,35,0.58,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.0,6.465,1.068,ＮＯＫ（株）,6
465,9030119A010    ,2023,36,0.58,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,2.0,5.51,0.95,ＮＯＫ（株）,4
466,9030119A010    ,2023,37,0.58,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.0,3.915,0.999,ＮＯＫ（株）,4
467,9030119A010    ,2023,38,0.58,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.0,2.375,0.999,ＮＯＫ（株）,6
468,9030119A010    ,2023,39,0.58,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.0,1.81,0.9590000000000001,ＮＯＫ（株）,2
469,9030119A011    ,2023,35,0.54,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,200,2.0,2.8050000000000006,4.17,ＮＯＫ（株）,18
470,9030119A011    ,2023,36,0.54,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,200,2.0,1.2999999999999998,4.11,ＮＯＫ（株）,18
471,9030119A011    ,2023,37,0.54,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,200,2.0,1.37,3.78,ＮＯＫ（株）,20
472,9030119A011    ,2023,38,0.54,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,200,1.0,1.4,3.78,ＮＯＫ（株）,19
473,9030119A011    ,2023,39,0.54,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,200,2.0,1.21,3.87,ＮＯＫ（株）,15
474,9031150A014    ,2023,35,0.54,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,2.0,1.5450000000000002,11.261904761904763,ＮＯＫ（株）,56
475,9031150A014    ,2023,36,0.54,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,2.0,1.08,11.25,ＮＯＫ（株）,54
476,9031150A014    ,2023,37,0.54,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,2.0,1.12,10.44047619047619,ＮＯＫ（株）,55
477,9031150A014    ,2023,38,0.54,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,2.0,1.08,10.44047619047619,ＮＯＫ（株）,51
478,9031150A014    ,2023,39,0.54,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,2.0,1.14,10.452380952380953,ＮＯＫ（株）,45
479,9031150A015    ,2023,35,0.53,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,2.0,1.2950000000000002,11.25,ＮＯＫ（株）,54
480,9031150A015    ,2023,36,0.53,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,2.0,0.8650000000000002,11.25,ＮＯＫ（株）,54
481,9031150A015    ,2023,37,0.53,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,2.0,1.065,10.452380952380953,ＮＯＫ（株）,54
482,9031150A015    ,2023,38,0.53,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,2.0,0.9049999999999998,10.44047619047619,ＮＯＫ（株）,53
483,9031150A015    ,2023,39,0.53,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,2.0,1.0799999999999998,10.452380952380953,ＮＯＫ（株）,45
484,9033106A003    ,2023,37,0.67,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,5000,1.0,13.270000000000001,0.1034,サトープレス工業（株）,1
485,9033904A002    ,2023,35,0.61,1.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,1000,1.0,2.83,0.946,サトープレス工業（株）,5
486,9033904A002    ,2023,36,0.61,1.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,1000,1.0,4.53,0.945,サトープレス工業（株）,5
487,9033904A002    ,2023,37,0.61,1.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,1000,1.0,5.09,0.879,サトープレス工業（株）,5
488,9033904A002    ,2023,38,0.61,1.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,1000,1.0,4.680000000000001,0.907,サトープレス工業（株）,4
489,9033904A002    ,2023,39,0.61,1.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,1000,1.0,2.425,0.85,サトープレス工業（株）,2
490,9033904A003    ,2023,35,0.6,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,2000,1.0,26.83,,サトープレス工業（株）,3
491,9033904A003    ,2023,36,0.6,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,2000,1.0,11.540000000000001,0.378,サトープレス工業（株）,3
492,9033904A003    ,2023,37,0.6,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,2000,1.0,17.02,0.421,サトープレス工業（株）,2
493,9034108A006    ,2023,35,0.53,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000,2.0,2.235,4.191,（株）杉浦製作所,22
494,9034108A006    ,2023,36,0.53,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000,1.0,1.75,4.191,（株）杉浦製作所,17
495,9034108A006    ,2023,37,0.53,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000,1.0,2.08,3.886,（株）杉浦製作所,23
496,9034108A006    ,2023,38,0.53,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000,1.0,2.44,3.886,（株）杉浦製作所,21
497,9034108A006    ,2023,39,0.53,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000,1.0,1.0299999999999998,4.036,（株）杉浦製作所,8
498,9034108A010    ,2023,35,0.47,1.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000,1.0,5.75,,（株）杉浦製作所,3
499,9034108A010    ,2023,36,0.47,1.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000,1.5,4.6000000000000005,0.822,（株）杉浦製作所,4
500,9034108A010    ,2023,37,0.47,1.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000,1.5,5.43,0.756,（株）杉浦製作所,2
501,9034108A010    ,2023,38,0.47,1.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000,2.0,3.6900000000000004,0.757,（株）杉浦製作所,4
502,9034108A010    ,2023,39,0.47,1.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000,1.0,1.2500000000000004,0.7749999999999999,（株）杉浦製作所,2
503,9034114A004    ,2023,35,0.5,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,1.0,6.91,,（株）青山製作所,3
504,9034114A004    ,2023,36,0.5,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,3.5,3.7250000000000005,0.823,（株）青山製作所,4
505,9034114A004    ,2023,37,0.5,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,5.0,2.515,0.412,（株）青山製作所,3
506,9034114A004    ,2023,38,0.5,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,2.0,4.66,0.84,（株）青山製作所,3
507,9034114A004    ,2023,39,0.5,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,2.5,1.9849999999999999,0.387,（株）青山製作所,2
508,9034118060,2023,35,0.74,1.0,ＴＰ３３１フタナシ,1.0,1.0,3.0,300,1.0,6.955,1.67,住友商事（株）鉄鋼部輸送機材,8
509,9034118060,2023,36,0.74,1.0,ＴＰ３３１フタナシ,1.0,1.0,3.0,300,1.0,8.959999999999999,1.6633333333333333,住友商事（株）鉄鋼部輸送機材,7
510,9034118060,2023,37,0.74,1.0,ＴＰ３３１フタナシ,1.0,1.0,3.0,300,1.0,5.409999999999999,1.6666666666666667,住友商事（株）鉄鋼部輸送機材,8
511,9034118060,2023,38,0.74,1.0,ＴＰ３３１フタナシ,1.0,1.0,3.0,300,1.0,4.049999999999999,1.5383333333333333,住友商事（株）鉄鋼部輸送機材,6
512,9034118060,2023,39,0.74,1.0,ＴＰ３３１フタナシ,1.0,1.0,3.0,300,1.0,1.7750000000000004,1.5983333333333334,住友商事（株）鉄鋼部輸送機材,2
513,9034118090,2023,35,0.54,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,300,2.0,2.52,3.1533333333333333,（株）杉浦製作所,15
