,品番,年,週番号,在庫数（箱）,入庫数（箱）,出庫数（箱）,日量数（箱数）,発注～印刷LT,発注～検収LT,発注～順立装置入庫LT,発注～順立装置出庫LT,発注～回収LT,基準在庫日数,基準在庫日数（基準在庫枚数込み）,基準在庫枚数,納入回数（間隔）,納入回数（回数）,納入回数（遅れ）,収容数,納入かんばん数,合計日量数（箱数）,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収～回収LT）,不等ピッチ係数,社内LT/設計値LT,社内LT/設計値LT（基準在庫枚数込み）,順立装置在庫量/設計値MIN,順立装置在庫量/設計値MAX,時間稼働率,加工数,回収かんばん数,先週からの順立装置在庫量増加率,先週からの社内LT増加率,先週からの回収かんばん増加率,納入数/日量数（箱数）,入庫数/納入数（箱数）,出庫数/入庫数（箱数）,回収数/出庫数（箱数）,回収数/納入数（箱数）,出庫数/納入数（箱数）,便Ave,仕入先名_アイコー（株）,仕入先名_アイシン機工（株）,仕入先名_アイシン精機（株）,仕入先名_サトープレス工業（株）,仕入先名_サンコール（株）,仕入先名_マレリ（株）,仕入先名_三共鋼業（株）,仕入先名_中庸スプリング（株）,仕入先名_住友商事（株）鉄鋼部輸送機材,仕入先名_住友電気工業（株）,仕入先名_住友電装（株）,仕入先名_佐藤工業（株）,仕入先名_多摩川精機販売（株）,仕入先名_大橋鉄工（株）,仕入先名_小川工業（株）,仕入先名_岡谷鋼機（株）,仕入先名_愛産樹脂工業（株）,仕入先名_日本精工（株）,仕入先名_矢崎総業（株）,仕入先名_石黒ゴム工業（株）,仕入先名_（株）オンド,仕入先名_（株）オーハシテクニカ,仕入先名_（株）ギフ加藤製作所,仕入先名_（株）ジェイテクト,仕入先名_（株）ニフコ,仕入先名_（株）バルカー,仕入先名_（株）ムロコーポレーション,仕入先名_（株）メタルテック,仕入先名_（株）旭工業所,仕入先名_（株）杉浦製作所,仕入先名_（株）東郷製作所,仕入先名_（株）松尾製作所,仕入先名_（株）槌屋,仕入先名_（株）浅賀井製作所,仕入先名_（株）青山製作所,仕入先名_ＮＯＫ（株）,箱種類_アイコー（株）,箱種類_アイシン機工（株）,箱種類_アイシン精機（株）,箱種類_サトープレス工業（株）,箱種類_サンコール（株）,箱種類_マレリ（株）,箱種類_三共鋼業（株）,箱種類_中庸スプリング（株）,箱種類_住友商事（株）鉄鋼部輸送機材,箱種類_住友電気工業（株）,箱種類_住友電装（株）,箱種類_佐藤工業（株）,箱種類_多摩川精機販売（株）,箱種類_大橋鉄工（株）,箱種類_小川工業（株）,箱種類_岡谷鋼機（株）,箱種類_愛産樹脂工業（株）,箱種類_日本精工（株）,箱種類_矢崎総業（株）,箱種類_石黒ゴム工業（株）,箱種類_（株）オンド,箱種類_（株）オーハシテクニカ,箱種類_（株）ギフ加藤製作所,箱種類_（株）ジェイテクト,箱種類_（株）ニフコ,箱種類_（株）バルカー,箱種類_（株）ムロコーポレーション,箱種類_（株）メタルテック,箱種類_（株）旭工業所,箱種類_（株）杉浦製作所,箱種類_（株）東郷製作所,箱種類_（株）松尾製作所,箱種類_（株）槌屋,箱種類_（株）浅賀井製作所,箱種類_（株）青山製作所,箱種類_ＮＯＫ（株）,使用工程_1.デフ・大物ギヤ・Brg,使用工程_2.MGケース,使用工程_3.ギヤサブ・共通部品,使用工程_4.TA・カバー・メイン,使用工程_7.ファイナル前半,使用工程_8.ファイナル後半
227,2030052002N    ,2023,48,3.0,2.0,4.0,2.493333333333333,0.4,0.92,1.41,4.54,5.125,0.54,1.7392005329780147,3.0,1.0,6.0,4.92,300.0,2.0,2.493333333333333,0.52,0.4899999999999999,3.13,0.585,4.205,0.12,7.787037037037036,2.4177775479402728,12.19468131232837,0.23557304473181226,94.615,369.5,12,0.0,0.0,-0.1428571428571429,0.8021390374331552,1.0,2.0,3.0,6.0,2.0,0.4155555555555555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
228,2030052002N    ,2023,49,3.0,12.0,12.0,2.486666666666667,0.13,0.68,0.92,2.705,4.02,0.54,1.7392005329780147,3.0,1.0,6.0,4.92,300.0,10.0,12.44,0.55,0.24,1.785,1.3149999999999995,3.3399999999999994,0.12,6.1851851851851825,1.92042259455898,12.227374827911019,0.2349964075051988,98.915,386.0,13,0.0,-0.20570749108204534,0.08333333333333326,0.8038585209003216,1.2,1.0,1.0833333333333333,1.3,1.2,0.4144444444444445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
229,2030052002N    ,2023,50,3.0,12.0,12.0,2.49,0.14,0.8,1.01,3.035,3.945,0.54,1.7392005329780147,3.0,1.0,6.0,4.92,300.0,14.0,12.46,0.66,0.21,2.0250000000000004,0.91,3.1450000000000005,0.12,5.824074074074074,1.80830211373892,12.211006186909804,0.23528477662164696,99.77,390.0,13,0.0,-0.058383233532933836,0.0,1.1235955056179774,0.8571428571428571,1.0,1.0833333333333333,0.9285714285714286,0.8571428571428571,0.415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
230,2030052002N    ,2023,51,4.0,12.0,11.0,2.49,0.4,0.91,1.11,3.33,4.07,0.54,1.7392005329780147,3.0,1.0,6.0,4.92,300.0,11.0,12.473333333333334,0.51,0.20000000000000007,2.22,0.7400000000000002,3.16,0.12,5.851851851851853,1.8169267661096933,16.2813415825464,0.237800230171032,100.0,371.5,11,0.3333333333333333,0.004769475357710551,-0.15384615384615385,0.8818813468733296,1.0909090909090908,0.9166666666666666,1.0,1.0,1.0,0.415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
252,3040052001B    ,2023,48,4.0,11.0,10.0,6.806,0.31,1.21,1.49,1.97,4.44,1.02,1.4601473026306138,3.0,1.0,6.0,4.92,500.0,7.0,6.806,0.8999999999999999,0.28,0.48,2.4700000000000006,3.2300000000000004,0.08,3.166666666666667,2.2121055828961937,5.95658838385844,0.5382695002554146,94.615,369.5,32,0.0,0.0,-0.08571428571428574,1.0285042609462238,1.5714285714285714,0.9090909090909092,3.2,4.571428571428571,1.4285714285714286,1.1343333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
253,3040052001B    ,2023,49,3.0,32.0,33.0,6.81,0.32,1.25,1.535,1.935,4.0600000000000005,1.02,1.4601473026306138,3.0,1.0,6.0,4.92,500.0,30.0,34.048,0.93,0.2850000000000001,0.3999999999999999,2.1250000000000004,2.8100000000000005,0.08,2.7549019607843137,1.924463370878733,4.464817240147637,0.5050235330403735,98.915,386.0,32,-0.25,-0.13003095975232193,0.0,0.8811090225563909,1.0666666666666669,1.03125,0.9696969696969696,1.0666666666666669,1.1,1.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
254,3040052001B    ,2023,50,2.0,27.0,23.0,6.757999999999999,0.31,1.24,1.56,1.795,3.78,1.02,1.4601473026306138,3.0,1.0,6.0,4.92,500.0,30.0,33.826,0.93,0.3200000000000001,0.2349999999999999,1.9850000000000003,2.54,0.08,2.4901960784313726,1.7395505202960786,2.9994481015493166,0.4480606488559998,99.77,390.0,34,-0.33333333333333337,-0.09608540925266916,0.0625,0.8868917400815941,0.9,0.8518518518518519,1.4782608695652173,1.1333333333333333,0.7666666666666667,1.1263333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
255,3040052001B    ,2023,51,4.0,31.0,31.0,6.772,0.31,1.22,1.59,2.64,3.99,1.02,1.4601473026306138,3.0,1.0,6.0,4.92,500.0,31.0,33.994,0.91,0.3700000000000001,1.05,1.35,2.7700000000000005,0.08,2.7156862745098045,1.8970688744961173,5.986494468479111,0.5366418278604751,100.0,371.5,31,1.0,0.09055118110236228,-0.08823529411764708,0.9119256339354004,1.0,1.0,1.0,1.0,1.0,1.1286666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
276,33490ECB010    ,2023,48,7.0,84.0,120.0,84.25,0.32,2.32,2.38,2.69,3.04,0.82,0.8548280365694384,3.0,1.0,2.0,3.64,4.0,85.0,84.25,2.0,0.06000000000000005,0.31000000000000005,0.3500000000000001,0.7200000000000002,0.23,0.8780487804878052,0.8422746671827416,0.3581295405709607,0.14990696279012858,94.615,369.5,417,0.0,0.0,-0.13485477178423233,1.0089020771513353,0.9882352941176472,1.4285714285714286,3.475,4.905882352941177,1.4117647058823528,42.125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
277,33490ECB010    ,2023,49,33.0,430.0,407.0,81.5,0.31,4.11,4.37,4.51,4.78,0.82,0.8548280365694384,3.0,1.0,2.0,3.64,4.0,431.0,409.0,3.8,0.2599999999999998,0.13999999999999968,0.2700000000000005,0.6699999999999999,0.23,0.8170731707317073,0.7837833708506065,1.7452929976729423,0.7086062353451151,98.915,386.0,411,3.7142857142857135,-0.06944444444444475,-0.014388489208633115,1.0537897310513449,0.9976798143851509,0.9465116279069768,1.0098280098280101,0.9535962877030162,0.9443155452436196,40.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
278,33490ECB010    ,2023,50,33.0,398.0,411.0,89.0,0.32,2.32,2.57,4.49,4.93,0.82,0.8548280365694384,3.0,1.0,2.0,3.64,4.0,438.0,444.25,2.0,0.25,1.9200000000000004,0.4399999999999995,2.61,0.23,3.182926829268293,3.0532456685374374,1.598217745060054,0.6528420085241284,99.77,390.0,450,0.0,2.895522388059702,0.0948905109489051,0.9859313449634216,0.9086757990867579,1.0326633165829149,1.094890510948905,1.0273972602739727,0.9383561643835616,44.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
279,33490ECB010    ,2023,51,48.0,453.0,384.0,86.0,0.32,4.09,4.39,4.81,5.06,0.82,0.8548280365694384,3.0,1.0,2.0,3.64,4.0,451.0,428.25,3.77,0.2999999999999998,0.4199999999999999,0.25,0.9699999999999998,0.23,1.1829268292682924,1.134731148843415,2.405773857257417,0.9656825812197196,100.0,371.5,390,0.4545454545454546,-0.628352490421456,-0.1333333333333333,1.0531231757151196,1.0044345898004434,0.847682119205298,1.015625,0.8647450110864745,0.8514412416851441,43.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
300,33490ECE010    ,2023,48,54.0,106.0,151.0,102.75,0.13,2.1,1.98,4.92,5.24,0.81,0.8395602906761918,3.0,1.0,4.0,6.88,4.0,105.0,102.75,1.97,-0.1200000000000001,2.94,0.3200000000000003,3.14,0.23,3.8765432098765427,3.740053019266796,2.6677535292156063,1.612289056881991,94.615,369.5,594,0.0,0.0,0.0067796610169490465,1.0218978102189782,1.0095238095238095,1.4245283018867925,3.9337748344370866,5.6571428571428575,1.4380952380952379,25.6875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
301,33490ECE010    ,2023,49,65.0,548.0,535.0,105.0,0.31,4.11,4.39,4.98,5.17,0.81,0.8395602906761918,3.0,1.0,4.0,6.88,4.0,547.0,524.0,3.8,0.27999999999999936,0.5900000000000007,0.1899999999999995,1.0599999999999996,0.23,1.3086419753086411,1.2625656689244589,3.142373700749334,1.876314843823592,98.915,386.0,540,0.20370370370370366,-0.6624203821656052,-0.09090909090909094,1.0438931297709924,1.0018281535648994,0.9762773722627736,1.0093457943925233,0.9872029250457038,0.9780621572212066,26.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
302,33490ECE010    ,2023,50,65.0,453.0,456.0,97.75,0.32,2.32,2.62,5.03,5.225,0.81,0.8395602906761918,3.0,1.0,4.0,6.88,4.0,500.0,490.25,2.0,0.3000000000000003,2.41,0.1949999999999994,2.905,0.23,3.5864197530864192,3.4601445926656185,3.3754397808560634,1.987740851058926,99.77,390.0,504,0.0,1.7405660377358498,-0.06666666666666665,1.0198878123406423,0.9059999999999999,1.0066225165562914,1.1052631578947372,1.008,0.912,24.4375,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
303,33490ECE010    ,2023,51,104.0,543.0,458.0,100.5,0.32,4.09,4.39,5.44,5.63,0.81,0.8395602906761918,3.0,1.0,4.0,6.88,4.0,538.0,507.25,3.77,0.2999999999999998,1.0500000000000007,0.1899999999999995,1.54,0.23,1.9012345679012344,1.8342935190034608,5.25292320125262,2.9376105303168947,100.0,371.5,463,0.6000000000000001,-0.4698795180722891,-0.0813492063492064,1.060620995564317,1.0092936802973975,0.8434622467771639,1.0109170305676856,0.8605947955390335,0.8513011152416357,25.125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
347,34989ECB020    ,2023,48,7.0,3.0,3.0,1.496,0.27,2.5,2.85,12.965,14.07,0.81,1.5132348804500704,1.0,1.0,2.0,3.92,500.0,2.0,1.496,2.23,0.3500000000000001,10.115,1.1050000000000004,11.57,0.0,14.28395061728395,7.645871866605942,19.02091213425503,0.3527565786401584,94.615,369.5,8,0.0,0.0,-0.11111111111111116,1.3368983957219251,1.5,1.0,2.6666666666666665,4.0,1.5,0.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
348,34989ECB020    ,2023,49,7.0,8.0,9.0,1.594,0.27,2.5,2.91,8.67,9.99,0.81,1.5132348804500704,1.0,1.0,2.0,3.92,500.0,5.0,4.678,2.23,0.41000000000000014,5.76,1.3200000000000005,7.49,0.0,9.246913580246913,4.949661217016293,17.85149595536106,0.3737679815335448,98.915,386.0,7,0.0,-0.3526361279170268,-0.125,1.0688328345446771,1.6,1.125,0.7777777777777778,1.4,1.8,0.797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
349,34989ECB020    ,2023,50,6.0,7.0,8.0,1.594,0.26,4.5,4.875,7.68,9.71,0.81,1.5132348804500704,1.0,1.0,2.0,3.92,500.0,4.0,4.686,4.24,0.375,2.805,2.0300000000000007,5.210000000000001,0.0,6.432098765432099,3.4429552657750184,15.301282247452335,0.37087443342601417,99.77,390.0,8,-0.1428571428571429,-0.3044058744993323,0.1428571428571428,0.8536064874093043,1.75,1.1428571428571428,1.0,2.0,2.0,0.797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
350,34989ECB020    ,2023,51,6.0,7.0,8.0,1.594,0.27,4.49,4.8,5.99,9.35,0.81,1.5132348804500704,1.0,1.0,2.0,3.92,500.0,9.0,7.784000000000002,4.2200000000000015,0.3099999999999996,1.1900000000000004,3.3599999999999994,4.8599999999999985,0.0,5.999999999999999,3.211662685540612,15.301282247452335,0.37087443342601417,100.0,371.5,7,0.0,-0.067178502879079,-0.125,1.1562178828365874,0.7777777777777778,1.1428571428571428,0.875,0.7777777777777778,0.8888888888888888,0.797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
527,35145ECB010    ,2023,48,7.0,3.0,5.0,3.37,0.1,1.86,2.14,7.54,7.74,0.62,1.49070091423596,3.0,1.0,8.0,9.0,100.0,3.0,3.37,1.76,0.28,5.4,0.20000000000000007,5.88,0.0,9.483870967741936,3.944453205768456,16.61721068249258,0.40681211105004905,94.615,369.5,16,0.0,0.0,-0.2,0.8902077151335311,1.0,1.6666666666666667,3.2,5.333333333333333,1.6666666666666667,0.42125,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
528,35145ECB010    ,2023,49,7.0,15.0,16.0,3.25,0.11,1.87,1.96,6.1999999999999975,6.5950000000000015,0.62,1.49070091423596,3.0,1.0,8.0,9.0,100.0,12.0,13.06,1.76,0.08999999999999986,4.239999999999998,0.39500000000000135,4.7250000000000005,0.0,7.620967741935487,3.1696498974925094,17.23076923076923,0.3932690489695593,98.915,386.0,16,0.0,-0.19642857142857129,0.0,0.9188361408882082,1.25,1.0666666666666669,1.0,1.3333333333333333,1.3333333333333333,0.40625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
529,35145ECB010    ,2023,50,6.0,18.0,17.0,3.56,0.1,1.86,2.23,5.3,5.65,0.62,1.49070091423596,3.0,1.0,8.0,9.0,100.0,18.0,17.77,1.76,0.3699999999999999,3.07,0.3500000000000005,3.79,0.0,6.112903225806452,2.542428171745314,13.483146067415724,0.4253465100478157,99.77,390.0,19,-0.1428571428571429,-0.19788359788359802,0.1875,1.0129431626336522,1.0,0.9444444444444444,1.1176470588235294,1.0555555555555556,0.9444444444444444,0.445,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
530,35145ECB010    ,2023,51,8.0,18.0,15.0,3.44,0.1,1.87,1.99,5.28,5.64,0.62,1.49070091423596,3.0,1.0,8.0,9.0,100.0,15.0,17.130000000000006,1.77,0.11999999999999987,3.29,0.35999999999999943,3.77,0.0,6.080645161290323,2.5290116642427005,18.6046511627907,0.4165223771803857,100.0,371.5,15,0.3333333333333333,-0.00527704485488123,-0.21052631578947367,0.8756567425569174,1.2,0.8333333333333334,1.0,1.0,1.0,0.43,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
550,35145ECE010    ,2023,48,6.0,4.0,6.0,4.11,0.1,1.86,2.14,5.865,6.32,0.65,0.8963357556349304,1.0,1.0,1.0,2.28,100.0,4.0,4.11,1.76,0.28,3.725,0.4550000000000001,4.46,0.0,6.861538461538461,4.975813998227377,4.450774434751646,0.6844412691684096,94.615,369.5,22,0.0,0.0,-0.08333333333333337,0.9732360097323599,1.0,1.5,3.6666666666666665,5.5,1.5,4.11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
551,35145ECE010    ,2023,49,7.0,19.0,20.0,4.2,0.11,1.87,1.96,4.38,5.1850000000000005,0.65,0.8963357556349304,1.0,1.0,1.0,2.28,100.0,14.0,16.79,1.76,0.08999999999999986,2.42,0.8050000000000006,3.3150000000000004,0.0,5.1000000000000005,3.698390897785597,5.08130081300813,0.7375174528665529,98.915,386.0,21,0.16666666666666674,-0.25672645739910305,-0.04545454545454541,0.8338296605122096,1.3571428571428572,1.0526315789473684,1.05,1.5,1.4285714285714286,4.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
552,35145ECE010    ,2023,50,6.0,21.0,18.0,3.91,0.1,1.86,2.23,5.18,5.56,0.65,0.8963357556349304,1.0,1.0,1.0,2.28,100.0,21.0,19.61,1.76,0.3699999999999999,2.95,0.3799999999999999,3.6999999999999993,0.0,5.6923076923076925,4.127917442475627,4.678435531158381,0.6830651225429418,99.77,390.0,20,-0.1428571428571429,0.11613876319758633,-0.04761904761904767,1.0708822029576748,1.0,0.8571428571428571,1.1111111111111112,0.9523809523809524,0.8571428571428571,3.91,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
553,35145ECE010    ,2023,51,9.0,21.0,18.0,4.02,0.1,1.87,2.0,4.94,5.16,0.65,0.8963357556349304,1.0,1.0,1.0,2.28,100.0,19.0,20.290000000000006,1.77,0.1299999999999999,2.9400000000000004,0.21999999999999967,3.29,0.0,5.06153846153846,3.6704995637148143,6.825627957772117,0.8147282622719123,100.0,371.5,19,0.5,-0.11081081081081068,-0.05000000000000005,0.9364218827008376,1.1052631578947372,0.8571428571428571,1.0555555555555556,1.0,0.9473684210526316,4.02,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
573,35145ECE020    ,2023,48,5.0,9.0,6.0,4.11,0.29,1.74,1.98,4.86,5.29,0.65,0.8963357556349304,1.0,1.0,2.0,3.92,100.0,5.0,4.11,1.45,0.24,2.8800000000000003,0.4299999999999997,3.55,0.13,5.461538461538462,3.960569438050938,4.945304927501829,0.6938850066446973,94.615,369.5,23,0.0,0.0,0.0,1.21654501216545,1.8,0.6666666666666666,3.8333333333333335,4.6,1.2,2.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
574,35145ECE020    ,2023,49,4.0,19.0,20.0,4.22,0.58,1.83,2.01,4.07,4.61,0.65,0.8963357556349304,1.0,1.0,2.0,3.92,100.0,15.0,16.79,1.25,0.17999999999999972,2.0600000000000005,0.54,2.78,0.13,4.276923076923077,3.1015163486708763,3.8531190999113782,0.647865701207062,98.915,386.0,21,-0.2,-0.21690140845070427,-0.08695652173913049,0.8933889219773675,1.2666666666666666,1.0526315789473684,1.05,1.4,1.3333333333333333,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
