,品番,年,週番号,在庫数（箱）,入庫数（箱）,出庫数（箱）,仕入先名,日量数（箱数）,発注～印刷LT,発注～検収LT,発注～順立装置入庫LT,発注～順立装置出庫LT,発注～回収LT,基準在庫日数,基準在庫日数（基準在庫枚数込み）,基準在庫枚数,箱種類,納入回数（間隔）,納入回数（回数）,納入回数（遅れ）,収容数,納入かんばん数,合計日量数（箱数）,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収～回収LT）,不等ピッチ係数,社内LT/設計値LT,社内LT/設計値LT（基準在庫枚数込み）,設計値MIN,順立装置在庫量/設計値MIN,順立装置在庫量/設計値MAX,時間稼働率,加工数
212,9036628A008    ,2023,49,5.0,20.0,22.0,（株）ジェイテクト,4.17,0.08,2.01,2.28,5.15,6.0950000000000015,0.58,0.8263357556349303,1.0,（株）ジェイテクト,1.0,1.0,1.9,100,16,16.76,1.93,0.27,2.870000000000001,0.9450000000000004,4.085000000000001,0.0,7.043103448275863,4.943511123830309,1.2093,4.134623335814108,0.8948065428254411,98.91499999999999,386.0
213,9036630A017    ,2023,49,9.0,51.0,52.0,（株）ジェイテクト,10.375,0.08,2.01,2.27,3.87,5.24,0.6,0.6959360426382412,1.0,（株）ジェイテクト,1.0,1.0,1.9,72,41,41.47222222222221,1.93,0.26000000000000023,1.6,1.37,3.2300000000000004,0.0,5.383333333333335,4.641231093241434,3.00875,2.9912754466140425,0.6473655817299047,98.91499999999999,386.0
214,9036630A018    ,2023,49,12.0,98.0,96.0,（株）ジェイテクト,19.63157894736842,0.08,2.01,2.275,3.18,3.625,0.34,0.4918987341772152,3.0,（株）ジェイテクト,1.0,1.0,1.9,38,78,78.57894736842105,1.93,0.2650000000000001,0.9049999999999998,0.4450000000000003,1.6150000000000002,0.0,4.75,3.2831960885229035,5.693157894736843,2.107793288342424,0.4561642191188828,98.91499999999999,386.0
215,9036652A003    ,2023,49,9.0,34.0,35.0,（株）ジェイテクト,6.95,0.08,2.01,2.29,5.27,5.85,0.57,0.7178014533809582,1.0,（株）ジェイテクト,1.0,1.0,1.9,60,27,27.93333333333333,1.93,0.28000000000000025,2.9799999999999995,0.5800000000000001,3.84,0.0,6.736842105263157,5.349668744627074,2.0155000000000003,4.465393202679235,0.9663910662514764,98.91499999999999,386.0
216,9036652A004    ,2023,49,7.5,29.0,34.0,（株）ジェイテクト,6.61904761904762,0.08,2.01,2.28,5.245,5.68,0.57,0.7251915260500061,1.0,（株）ジェイテクト,1.0,1.0,1.9,63,24,26.6031746031746,1.93,0.27,2.9650000000000003,0.4349999999999996,3.67,0.0,6.43859649122807,5.060732052386023,1.9195238095238096,3.907219052344331,0.8455921829700418,98.91499999999999,386.0
217,9036658A001    ,2023,49,4.0,37.0,33.0,（株）ジェイテクト,7.2,0.08,2.01,2.28,3.02,3.64,0.57,0.7006051371353941,1.0,（株）ジェイテクト,1.0,1.0,1.9,45,31,29.11111111111111,1.93,0.27,0.7400000000000002,0.6200000000000001,1.6300000000000003,0.0,2.8596491228070184,2.3265601600705903,2.088,1.9157088122605364,0.4145936981757877,98.91499999999999,386.0
218,9036658A002    ,2023,49,7.0,45.0,46.0,（株）ジェイテクト,9.0,0.08,2.01,2.28,3.56,3.81,0.59,0.6944841097083152,1.0,（株）ジェイテクト,1.0,1.0,1.9,36,37,36.388888888888886,1.93,0.27,1.2800000000000002,0.25,1.8000000000000005,0.0,3.0508474576271194,2.591851958651731,2.61,2.681992337164751,0.5804311774461028,98.91499999999999,386.0
219,9036659A009    ,2023,49,17.0,106.0,104.0,（株）ジェイテクト,20.722222222222214,0.08,2.01,2.29,3.84,4.07,0.59,0.6379680213191206,1.0,（株）ジェイテクト,1.0,1.0,1.9,36,85,82.94444444444444,1.93,0.28000000000000025,1.5499999999999998,0.23000000000000045,2.0600000000000005,0.0,3.4915254237288145,3.2290019737048223,6.0094444444444415,2.8288804659332536,0.6122203993437638,98.91499999999999,386.0
220,9036659A010    ,2023,49,16.0,105.0,104.0,（株）ジェイテクト,20.722222222222214,0.08,2.01,2.29,3.65,3.85,0.59,0.6379680213191206,1.0,（株）ジェイテクト,1.0,1.0,1.9,36,85,82.94444444444444,1.93,0.28000000000000025,1.36,0.20000000000000015,1.8400000000000003,0.0,3.1186440677966107,2.8841571027266366,6.0094444444444415,2.6624757326430624,0.5762074346764836,98.91499999999999,386.0
221,9050827A011    ,2023,49,3.0,9.0,8.0,（株）東郷製作所,1.63,0.1,1.51,1.65,4.22,5.55,0.82,1.4004672761573067,1.0,（株）東郷製作所,1.0,8.0,11.12,200,7,6.53,1.41,0.1399999999999999,2.57,1.33,4.04,0.08,4.926829268292684,2.884751446021085,0.246945,12.148454109214606,5.637031539191463,98.91499999999999,386.0
222,9056439A005    ,2023,49,13.0,15.0,15.0,（株）ムロコーポレーション,2.65,0.11,0.86,0.99,8.99,9.52,0.93,2.1078563015312133,3.0,（株）ムロコーポレーション,1.0,1.0,0.73,100,10,7.9,0.75,0.13,8.0,0.5299999999999994,8.66,0.0,9.311827956989246,4.108439457523316,0.45845,28.35641836623405,4.011169564479552,98.91499999999999,386.0
223,9093003179     ,2023,49,2.0,8.0,3.0,（株）青山製作所,1.492,0.3,1.26,1.55,3.06,4.47,1.0,1.7032348804500703,1.0,（株）青山製作所,1.0,6.0,5.76,500,9,6.17,0.96,0.29000000000000004,1.51,1.4099999999999997,3.21,0.08,3.21,1.8846490503715936,0.16809866666666667,11.897774323016641,4.070291215768851,98.91499999999999,386.0
224,9094906A012    ,2023,49,3.0,26.0,26.0,中庸スプリング（株）,5.13,0.33,1.335,1.57,2.13,4.09,0.63,1.2078008898133703,3.0,中庸スプリング（株）,1.0,2.0,2.34,500,20,20.522,1.005,0.2350000000000001,0.5599999999999998,1.96,2.755,0.1,4.373015873015873,2.2810051087358474,0.8567100000000001,3.5017683930384838,0.8156141166491311,98.91499999999999,386.0
225,9155180614     ,2023,49,3.0,11.0,13.0,（株）青山製作所,2.424,0.32,1.24,1.54,3.9,4.36,1.08,2.2991487632413103,3.0,（株）青山製作所,1.0,6.0,5.76,1500,11,12.133333333333333,0.92,0.30000000000000004,2.36,0.4600000000000004,3.12,0.08,2.888888888888889,1.357023977692276,0.273104,10.984826293280218,3.7579668898063905,98.91499999999999,386.0
226,9155180640     ,2023,49,4.0,8.0,7.0,（株）青山製作所,1.492,0.29,1.1949999999999998,1.405,5.93,6.66,1.08,3.0786675549633578,3.0,（株）青山製作所,1.0,6.0,5.76,1000,6,4.476,0.9049999999999998,0.2100000000000002,4.525,0.7300000000000004,5.465,0.08,5.060185185185184,1.7751185869969792,0.16809866666666667,23.795548646033282,8.140582431537702,98.91499999999999,386.0
227,9161140614     ,2023,49,7.0,23.0,24.0,（株）青山製作所,4.7744,0.32,1.23,1.54,3.555,4.4,1.06,1.6845836109260492,3.0,（株）青山製作所,1.0,6.0,5.76,2500,22,23.8848,0.91,0.31000000000000005,2.015,0.8450000000000006,3.1700000000000004,0.08,2.9905660377358494,1.881770652070744,0.5379157333333333,13.013190665799453,4.451881017247182,98.91499999999999,386.0
228,9167180618     ,2023,49,5.0,12.0,11.0,（株）青山製作所,2.238,0.33,1.25,1.54,4.48,5.21,1.07,2.4024450366422387,3.0,（株）青山製作所,1.0,6.0,5.76,1000,9,11.196,0.92,0.29000000000000004,2.9400000000000004,0.7299999999999995,3.96,0.08,3.700934579439252,1.6483207480720006,0.252148,19.829623871694398,6.783818692948085,98.91499999999999,386.0
229,G1144ECB010    ,2023,49,40.0,280.0,274.0,住友電気工業（株）,54.33333333333334,1.14,4.32,4.8,5.25,5.41,0.63,0.6648280365694385,2.0,住友電気工業（株）,1.0,1.0,2.28,6,278,272.6666666666667,3.1800000000000006,0.4799999999999995,0.4500000000000002,0.16000000000000014,1.09,0.0,1.7301587301587298,1.6395217109442015,17.82133333333334,2.2445009726170877,0.5342498686635738,98.91499999999999,386.0
230,G1144ECE010    ,2023,49,56.0,257.0,267.0,矢崎総業（株）,52.125,0.14,1.98,2.19,3.98,4.97,0.58,0.6194137209015889,2.0,矢崎総業（株）,1.0,1.0,1.79,8,203,209.5,1.84,0.21,1.79,0.9899999999999998,2.99,0.0,5.155172413793104,4.827145248974949,14.542875000000002,3.850682894544579,0.8083826392610515,98.91499999999999,386.0
231,G1163ECB010    ,2023,49,5.0,21.0,22.0,（株）青山製作所,4.35,0.32,1.205,1.54,2.425,3.955,1.04,1.2303402331667856,1.0,（株）青山製作所,1.0,6.0,5.76,80,20,21.75,0.885,0.335,0.8849999999999998,1.5300000000000002,2.75,0.08,2.644230769230769,2.23515408654218,0.4900999999999999,10.201999591920018,3.4901577551305323,98.91499999999999,386.0
232,G1163ECE010    ,2023,49,18.0,94.0,96.0,（株）青山製作所,18.9,0.32,1.25,1.54,3.36,3.54,1.03,1.0846089995631278,1.0,（株）青山製作所,1.0,6.0,5.76,100,87,94.56,0.93,0.29000000000000004,1.82,0.18000000000000016,2.29,0.08,2.2233009708737863,2.111359947153669,2.1294,8.4530853761623,2.891844997108155,98.91499999999999,386.0
233,G117362010     ,2023,49,51.0,183.0,208.0,多摩川精機販売（株）,41.444444444444436,0.09,5.1,5.47,6.79,7.01,0.89,0.9139840106595604,1.0,多摩川精機販売（株）,1.0,1.0,3.05,18,142,165.83333333333331,5.01,0.3700000000000001,1.3200000000000005,0.21999999999999972,1.91,0.0,2.1460674157303368,2.0897520938267644,16.784999999999997,3.0384271671134946,0.8457477681656119,98.91499999999999,386.0
234,G1174ECB010    ,2023,49,7.0,32.0,33.0,住友電装（株）,6.52,1.15,4.32,4.77,5.8100000000000005,6.04,0.89,1.0351168190393267,1.0,住友電装（株）,1.0,1.0,2.28,50,32,32.72,3.1700000000000004,0.4499999999999993,1.0400000000000011,0.22999999999999954,1.7199999999999998,0.0,1.9325842696629207,1.6616482008246187,2.13856,3.2732305850665875,0.7791143918010454,98.91499999999999,386.0
235,G1174ECE010    ,2023,49,14.0,39.0,43.0,住友電装（株）,8.4,1.15,4.32,4.77,6.49,6.83,0.91,1.0331678778174649,1.0,住友電装（株）,1.0,1.0,2.28,50,39,41.92,3.1700000000000004,0.4499999999999993,1.7200000000000006,0.33999999999999986,2.51,0.0,2.7582417582417578,2.429421252722545,2.7552000000000003,5.08130081300813,1.209482341557813,98.91499999999999,386.0
236,G1250ECB010    ,2023,49,4.0,8.0,10.0,（株）バルカー,1.933333333333333,0.1,5.05,5.465,7.79,8.945,0.87,1.2982655246252677,1.0,（株）バルカー,1.0,2.0,6.2,60,8,5.833333333333332,4.95,0.415,2.325,1.1550000000000002,3.895000000000001,0.24,4.477011494252874,3.0001566906925734,0.696,5.747126436781611,2.2735884804850324,98.91499999999999,386.0
237,G1250ECC010    ,2023,49,4.0,16.0,18.0,（株）バルカー,3.5,0.235,5.04,5.2799999999999985,6.105,6.77,0.87,1.163470286133529,1.0,（株）バルカー,1.0,2.0,6.2,60,16,17.6,4.805,0.2399999999999993,0.8250000000000011,0.6649999999999991,1.7299999999999995,0.24,1.988505747126436,1.4869309690315984,1.26,3.1746031746031744,1.2558869701726847,98.91499999999999,386.0
238,G1250ECE010    ,2023,49,11.0,35.0,36.0,（株）バルカー,7.0,0.37,5.05,5.43,6.08,6.5,0.88,1.0278014533809583,1.0,（株）バルカー,1.0,2.0,6.2,60,35,34.93333333333333,4.68,0.3799999999999999,0.6500000000000004,0.4199999999999999,1.4500000000000002,0.24,1.6477272727272732,1.4107783125137812,2.52,4.365079365079366,1.7268445839874411,98.91499999999999,386.0
239,G9201ECB030    ,2023,49,26.0,200.0,202.0,佐藤工業（株）,40.5,1.62,5.015,5.12,5.75,6.0,0.78,0.8264373820925845,2.0,佐藤工業（株）,1.0,2.0,5.82,8,162,163.25,3.395,0.10500000000000044,0.6299999999999999,0.25,0.9850000000000004,0.05,1.2628205128205132,1.1918628335832615,13.810500000000005,1.8826255385395168,0.7205110085768521,98.91499999999999,386.0
240,G9201ECE010    ,2023,49,57.0,260.0,263.0,佐藤工業（株）,52.5,1.09,5.01,5.11,6.31,6.54,0.86,0.8994137209015889,2.0,佐藤工業（株）,1.0,2.0,5.82,8,208,209.875,3.92,0.10000000000000052,1.1999999999999993,0.23000000000000045,1.5300000000000002,0.05,1.7790697674418607,1.7011081379393458,17.9025,3.183912861332216,1.2185345518678852,98.91499999999999,386.0
241,019128GA010    ,2023,50,26.0,78.0,80.0,石黒ゴム工業（株）,15.94,0.13,1.93,2.56,5.15,5.84,1.07,1.140323488045007,1.0,石黒ゴム工業（株）,1.0,2.0,3.64,50,87,77.75999999999998,1.7999999999999998,0.6300000000000001,2.5900000000000003,0.6899999999999995,3.91,0.29,3.6542056074766354,3.4288515855298054,3.698080000000001,7.030675377493185,2.085826966212812,99.77000000000001,390.0
242,01912ECB010    ,2023,50,7.0,26.0,27.0,石黒ゴム工業（株）,5.3133333333333335,0.13,1.93,2.55,5.18,5.87,0.85,1.0609828283420266,1.0,石黒ゴム工業（株）,1.0,2.0,3.64,300,29,25.91333333333333,1.7999999999999998,0.6199999999999999,2.63,0.6900000000000004,3.94,0.29,4.635294117647058,3.713537952501029,1.2326933333333336,5.678622420282957,1.6847063957872712,99.77000000000001,390.0
243,01912ECB040    ,2023,50,30.0,105.0,98.0,愛産樹脂工業（株）,19.925,0.26,4.4,4.4,5.785,6.13,0.25,0.3062587904360056,1.0,愛産樹脂工業（株）,1.0,1.0,2.12,40,96,97.2,4.1400000000000015,0.0,1.3849999999999998,0.3449999999999997,1.7299999999999995,0.0,6.919999999999997,5.64881745120551,6.2166000000000015,4.825789016504198,1.105467087481138,99.77000000000001,390.0
244,1040043104R    ,2023,50,1.0,8.0,3.0,（株）ギフ加藤製作所,1.494,0.21,3.97,4.33,4.45,6.48,0.75,2.7486675549633577,3.0,（株）ギフ加藤製作所,1.0,2.0,3.8,1000,7,7.476000000000001,3.76,0.3599999999999999,0.1200000000000001,2.03,2.51,0.12,3.3466666666666667,0.9131697267163548,0.35856,2.788933511825078,0.8472709403012895,99.77000000000001,390.0
245,1040052001Z    ,2023,50,2.0,9.0,10.0,（株）青山製作所,1.95,0.31,1.23,1.56,5.09,5.7,1.07,2.5480145338095825,3.0,（株）青山製作所,1.0,6.0,5.76,200,9,7.800000000000002,0.92,0.3300000000000001,3.53,0.6100000000000003,4.4700000000000015,0.08,4.177570093457945,1.7543071048801369,0.2197,9.103322712790169,3.1142946122703212,99.77000000000001,390.0
246,1040183011P    ,2023,50,1.0,8.0,2.0,（株）青山製作所,2.136,0.305,1.18,1.6,1.7,2.51,1.04,1.5237227301310887,1.0,（株）青山製作所,1.0,6.0,5.76,500,10,10.662,0.875,0.42000000000000015,0.09999999999999988,0.8099999999999998,1.3299999999999998,0.08,1.2788461538461535,0.8728622167929315,0.24065600000000004,4.155308822551691,1.4215530182413685,99.77000000000001,390.0
247,2030052002N    ,2023,50,3.0,12.0,12.0,（株）杉浦製作所,2.49,0.14,0.8,1.01,3.035,3.945,0.54,1.7392005329780147,3.0,（株）杉浦製作所,1.0,2.0,1.06,300,14,12.46,0.66,0.21,2.0250000000000004,0.91,3.1450000000000005,0.12,5.824074074074074,1.80830211373892,0.25647000000000003,11.697274535033335,1.84505249174339,99.77000000000001,390.0
248,3040052001B    ,2023,50,2.0,27.0,23.0,（株）青山製作所,6.757999999999999,0.31,1.24,1.56,1.795,3.78,1.02,1.4601473026306138,3.0,（株）青山製作所,1.0,6.0,5.76,500,30,33.826,0.93,0.3200000000000001,0.2349999999999999,1.9850000000000003,2.54,0.08,2.4901960784313726,1.7395505202960786,0.7614013333333333,2.6267356155579797,0.8986200790066775,99.77000000000001,390.0
249,33490ECB010    ,2023,50,33.0,398.0,411.0,マレリ（株）,89.0,0.32,2.32,2.57,4.49,4.93,0.82,0.8548280365694384,3.0,マレリ（株）,1.0,2.0,3.92,4,438,444.25,2.0,0.25,1.9200000000000004,0.4399999999999995,2.61,0.23,3.182926829268293,3.0532456685374374,21.894,1.5072622636338722,0.4658122071029303,99.77000000000001,390.0
250,33490ECE010    ,2023,50,65.0,453.0,456.0,マレリ（株）,97.75,0.32,2.32,2.62,5.03,5.225,0.81,0.8395602906761918,3.0,マレリ（株）,1.0,2.0,3.92,4,500,490.25,2.0,0.3000000000000003,2.41,0.1949999999999994,2.905,0.23,3.5864197530864192,3.4601445926656185,24.0465,2.703096084669286,0.8353789407395029,99.77000000000001,390.0
251,34989ECB020    ,2023,50,6.0,7.0,8.0,（株）槌屋,1.594,0.26,4.5,4.875,7.68,9.71,0.81,1.5132348804500704,1.0,（株）槌屋,1.0,1.0,2.33,500,4,4.686,4.24,0.375,2.805,2.0300000000000007,5.210000000000001,0.0,6.432098765432099,3.4429552657750184,0.530802,11.303649948568394,2.7217031329524772,99.77000000000001,390.0
252,35141ECB010    ,2023,50,12.0,95.0,104.0,（株）アイシン福井,22.25,0.21,1.0,0.99,1.51,1.69,0.62,0.7593121462777536,3.0,（株）アイシン福井,1.0,24.0,19.68,16,97,111.0625,0.79,-0.010000000000000007,0.52,0.17999999999999994,0.69,,1.1129032258064515,0.9087171901338196,1.9172083333333332,6.259100688935735,3.0327601276286558,99.77000000000001,390.0
253,35141ECE010    ,2023,50,23.0,80.0,90.0,（株）アイシン福井,19.55,0.21,1.01,0.98,2.27,2.54,0.63,0.7778014533809583,3.0,（株）アイシン福井,1.0,24.0,19.68,20,81,98.05,0.8,-0.030000000000000027,1.29,0.27,1.53,,2.4285714285714284,1.9670829790165276,1.6845583333333334,13.653430424394125,6.615579690170351,99.77000000000001,390.0
254,35145ECB010    ,2023,50,6.0,18.0,17.0,三共鋼業（株）,3.56,0.1,1.86,2.23,5.3,5.65,0.62,1.49070091423596,3.0,三共鋼業（株）,1.0,1.0,1.74,100,18,17.77,1.76,0.3699999999999999,3.07,0.3500000000000005,3.79,0.0,6.112903225806452,2.542428171745314,0.97544,6.151070286229802,1.2729556332529957,99.77000000000001,390.0
255,35145ECE010    ,2023,50,6.0,21.0,18.0,三共鋼業（株）,3.91,0.1,1.86,2.23,5.18,5.56,0.65,0.8963357556349304,1.0,三共鋼業（株）,1.0,1.0,1.74,100,21,19.61,1.76,0.3699999999999999,2.95,0.3799999999999999,3.6999999999999993,0.0,5.692307692307692,4.127917442475627,1.0713400000000002,5.600462971605652,1.1590081980513207,99.77000000000001,390.0
256,35145ECE020    ,2023,50,4.0,18.0,18.0,（株）浅賀井製作所,3.91,0.29,1.73,2.01,4.36,4.9,0.65,0.8963357556349304,1.0,（株）浅賀井製作所,1.0,4.0,6.88,100,21,19.61,1.44,0.2799999999999998,2.3500000000000005,0.54,3.1700000000000004,0.13,4.876923076923077,3.536621160175064,0.77027,5.192984278240098,2.0583861223607633,99.77000000000001,390.0
257,35165ECE010    ,2023,50,4.0,9.0,9.0,（株）松尾製作所,1.955,0.06,1.3,1.66,5.41,6.44,0.63,1.1226715112698609,1.0,（株）松尾製作所,1.0,1.0,1.21,200,11,9.805,1.24,0.3599999999999999,3.75,1.0300000000000002,5.1400000000000015,0.0,8.15873015873016,4.578365041245337,0.432055,9.258080568446148,1.6097842687856792,99.77000000000001,390.0
258,35174ECB010    ,2023,50,10.0,70.0,81.0,（株）浅賀井製作所,17.8,0.29,1.83,2.05,3.0,3.3,0.91,0.9680467276157309,1.0,（株）浅賀井製作所,1.0,4.0,6.88,20,85,88.85000000000002,1.54,0.21999999999999972,0.9500000000000002,0.2999999999999998,1.4699999999999998,0.13,1.615384615384615,1.518521738739373,3.5066000000000006,2.8517652426852216,1.1303777722514865,99.77000000000001,390.0
259,35174ECE010    ,2023,50,12.0,41.0,45.0,（株）浅賀井製作所,9.775,0.29,1.83,2.05,4.56,5.0,0.87,0.9685343022539722,1.0,（株）浅賀井製作所,1.0,4.0,6.88,40,49,49.02500000000001,1.54,0.21999999999999972,2.51,0.4400000000000004,3.17,0.13,3.64367816091954,3.2729868138100824,1.925675,6.231581133888117,2.4700633468329163,99.77000000000001,390.0
260,35174ECE020    ,2023,50,7.0,20.0,21.0,（株）浅賀井製作所,4.344444444444443,0.29,1.82,2.025,4.315,4.914999999999999,0.63,1.295106540214312,3.0,（株）浅賀井製作所,1.0,4.0,6.88,90,22,21.788888888888888,1.53,0.20499999999999985,2.29,0.5999999999999996,3.094999999999999,0.13,4.912698412698411,2.389764782971325,0.8558555555555554,8.178950238228156,3.241958142718203,99.77000000000001,390.0
261,35195ECE010    ,2023,50,5.0,13.0,9.0,三共鋼業（株）,1.955,0.1,1.86,2.23,7.28,8.03,0.66,2.1380145338095824,3.0,三共鋼業（株）,1.0,1.0,1.74,400,13,9.805,1.76,0.3699999999999999,5.050000000000002,0.7499999999999991,6.169999999999999,0.0,9.348484848484846,2.885855031586757,0.5356700000000001,9.334104952676087,1.9316803300855347,99.77000000000001,390.0
262,35195TFG010    ,2023,50,4.0,11.0,9.0,三共鋼業（株）,1.955,0.1,1.86,2.23,5.54,7.52,0.62,1.1126715112698609,1.0,三共鋼業（株）,1.0,1.0,1.74,400,11,9.805,1.76,0.3699999999999999,3.31,1.9799999999999995,5.659999999999998,0.0,9.129032258064512,5.086856221869471,0.5356700000000001,7.467283962140869,1.5453442640684278,99.77000000000001,390.0
263,35198ECE010    ,2023,50,5.0,11.0,9.0,サトープレス工業（株）,1.955,0.12,1.94,2.25,6.53,6.68,0.58,1.0726715112698608,1.0,サトープレス工業（株）,1.0,1.0,1.78,200,11,9.805,1.82,0.31000000000000005,4.28,0.14999999999999947,4.74,0.0,8.172413793103447,4.418873765360512,0.5434900000000001,9.199801284292256,1.9258620158382889,99.77000000000001,390.0
264,35300ECB010    ,2023,50,86.0,259.0,290.0,アイシン精機（株）,62.25,0.19,1.18,1.59,4.7,4.97,0.91,0.9579680213191206,3.0,アイシン精機（株）,1.0,4.0,8.04,12,311,311.5,0.99,0.41000000000000014,3.1100000000000003,0.2699999999999996,3.79,0.14,4.164835164835165,3.956290727514239,14.068499999999998,6.112947364679959,2.6264754836837847,99.77000000000001,390.0
265,35312ECB010    ,2023,50,5.0,22.0,26.0,（株）旭工業所,5.650793650793651,0.66,2.03,2.34,4.7,5.04,0.59,0.7728471919895515,1.0,（株）旭工業所,1.0,1.0,1.9,63,27,28.20634920634921,1.3699999999999997,0.31000000000000005,2.3600000000000003,0.33999999999999986,3.01,0.0,5.101694915254238,3.894689702179437,1.638730158730159,3.0511429678419213,0.6603219855777293,99.77000000000001,390.0
266,35409ECB010    ,2023,50,3.0,6.0,8.0,サンコール（株）,1.78,0.12,4.38,4.63,6.105,6.555,0.7,1.2804672761573066,1.0,サンコール（株）,1.0,1.0,2.26,200,8,8.885,4.26,0.25,1.4750000000000003,0.4499999999999993,2.175,0.0,3.1071428571428568,1.6985986604258982,0.58028,5.169917970634867,1.2248497517637835,99.77000000000001,390.0
267,35441ECB010    ,2023,50,15.0,58.0,72.0,（株）ニフコ,15.5625,0.09,2.23,2.72,4.965,5.09,0.71,0.9018720852764824,3.0,（株）ニフコ,1.0,1.0,2.14,48,76,77.875,2.14,0.4900000000000002,2.245,0.125,2.86,0.0,4.028169014084507,3.1711814199496198,4.886625,3.069603253779449,0.70663887220436,99.77000000000001,390.0
268,35441TFA010    ,2023,50,4.0,14.0,16.0,（株）ニフコ,3.56,0.09,2.23,2.72,5.3,5.66,0.71,1.0002336380786532,1.0,（株）ニフコ,1.0,1.0,2.14,100,17,17.77,2.14,0.4900000000000002,2.58,0.3600000000000003,3.43,0.0,4.830985915492958,3.4291988085790437,1.11784,3.5783296357260435,0.8237503706876669,99.77000000000001,390.0
269,3548255A010    ,2023,50,1.0,8.0,4.0,サトープレス工業（株）,1.3,0.12,1.935,2.21,4.895,6.645,0.61,1.3490072669047912,1.0,サトープレス工業（株）,1.0,1.0,1.78,300,8,6.536666666666667,1.815,0.2749999999999999,2.685,1.75,4.709999999999999,0.0,7.721311475409834,3.4914563587242826,0.3614000000000001,2.7670171555063643,0.5792400370713624,99.77000000000001,390.0
270,35501ECB010    ,2023,50,4.0,15.0,17.0,大橋鉄工（株）,3.56,0.13,1.46,1.75,4.81,4.93,0.64,0.9302336380786532,1.0,大橋鉄工（株）,1.0,1.0,1.38,100,17,17.77,1.33,0.29000000000000004,3.06,0.1200000000000001,3.47,0.0,5.421874999999999,3.7302456694289137,0.8472799999999999,4.7209895194032665,0.8723567590201688,99.77000000000001,390.0
271,35505ECB010    ,2023,50,10.0,69.0,71.0,中庸スプリング（株）,14.833333333333336,0.32,1.35,1.64,2.88,3.09,0.85,0.9196560731388768,1.0,中庸スプリング（株）,1.0,2.0,2.34,24,73,74.04166666666666,1.03,0.2899999999999998,1.24,0.21,1.7399999999999998,0.1,2.047058823529412,1.8920116452460407,2.4771666666666667,4.036870080064589,0.9402472850359642,99.77000000000001,390.0
272,35556ECB010    ,2023,50,3.0,17.0,18.0,（株）ギフ加藤製作所,3.56,0.15,2.07,2.46,3.98,4.96,0.79,1.0802336380786532,1.0,（株）ギフ加藤製作所,1.0,2.0,3.8,100,15,17.77,1.92,0.3900000000000001,1.52,0.98,2.89,0.12,3.6582278481012658,2.675347163915641,0.8544,3.51123595505618,1.0667045939411175,99.77000000000001,390.0
273,35557ECB010    ,2023,50,7.0,31.0,37.0,小川工業（株）,7.739130434782607,0.33,4.53,4.69,5.26,5.5950000000000015,0.93,1.0635074735161805,1.0,小川工業（株）,1.0,2.0,4.94,46,34,38.630434782608695,4.2,0.16000000000000014,0.5699999999999994,0.33500000000000085,1.0650000000000004,0.05,1.1451612903225812,1.0014034000897851,2.2985217391304347,3.0454356297052927,1.0678800260005572,99.77000000000001,390.0
274,35580ECB011    ,2023,50,78.0,240.0,272.0,アイシン精機（株）,59.33333333333334,0.2,1.18,1.72,4.63,4.9,0.9,0.9522420548541576,3.0,アイシン精機（株）,1.0,4.0,8.04,6,280,296.16666666666663,0.98,0.54,2.91,0.2700000000000005,3.7200000000000006,0.14,4.133333333333334,3.906569743519408,13.409333333333334,5.81684398926121,2.4992523604050065,99.77000000000001,390.0
275,35595ECB010    ,2023,50,7.0,45.0,40.0,サトープレス工業（株）,8.9,0.12,1.94,2.25,4.47,4.71,0.61,0.7260934552314613,1.0,サトープレス工業（株）,1.0,1.0,1.78,40,45,44.425,1.82,0.31000000000000005,2.22,0.2400000000000002,2.77,0.0,4.5409836065573765,3.814935914987679,2.4742000000000006,2.8291973163042594,0.5922566671179097,99.77000000000001,390.0
276,3559850A010    ,2023,50,3.0,15.0,17.0,アイコー（株）,3.56,0.48,2.36,2.62,4.94,5.305,0.94,1.2302336380786532,1.0,アイコー（株）,1.0,2.0,3.92,100,18,17.77,1.88,0.26000000000000023,2.3199999999999994,0.3650000000000002,2.945,0.32,3.1329787234042548,2.3938542312982305,0.8757600000000001,3.4255960537133463,1.0586641070521146,99.77000000000001,390.0
277,35771ECB010    ,2023,50,17.0,401.0,408.0,アイシン機工（株）,89.0,0.39,1.2,1.435,1.64,1.8,0.79,0.8248280365694385,3.0,アイシン機工（株）,1.0,6.0,4.92,4,422,444.25,0.8099999999999999,0.2350000000000001,0.20499999999999985,0.16000000000000014,0.6000000000000001,0.07,0.7594936708860759,0.7274243519842924,8.781333333333334,1.9359246887336767,0.6057438772359075,99.77000000000001,390.0
278,35771ECE010    ,2023,50,35.0,296.0,301.0,アイシン機工（株）,65.16666666666667,0.39,1.2,1.44,2.09,2.36,0.79,0.8195602906761917,2.0,アイシン機工（株）,1.0,6.0,4.92,6,313,326.8333333333333,0.8099999999999999,0.24,0.6499999999999999,0.27,1.16,0.07,1.4683544303797469,1.4153931238456208,6.429777777777778,5.443422962604546,1.7032274808995205,99.77000000000001,390.0
