,仕入先名,品番,検収日,納入便,かんばん数
2053,石黒ゴム工業（株）,82821ECB040    ,27,2,2
2054,石黒ゴム工業（株）,82821ECB040    ,28,1,2
2055,石黒ゴム工業（株）,82821ECB040    ,28,2,2
2056,石黒ゴム工業（株）,82821ECB050    ,1,1,4
2057,石黒ゴム工業（株）,82821ECB050    ,1,2,4
2058,石黒ゴム工業（株）,82821ECB050    ,4,1,2
2059,石黒ゴム工業（株）,82821ECB050    ,5,2,5
2060,石黒ゴム工業（株）,82821ECB050    ,6,1,5
2061,石黒ゴム工業（株）,82821ECB050    ,6,2,5
2062,石黒ゴム工業（株）,82821ECB050    ,7,1,9
2063,石黒ゴム工業（株）,82821ECB050    ,7,2,4
2064,石黒ゴム工業（株）,82821ECB050    ,8,1,4
2065,石黒ゴム工業（株）,82821ECB050    ,8,2,4
2066,石黒ゴム工業（株）,82821ECB050    ,11,1,4
2067,石黒ゴム工業（株）,82821ECB050    ,11,2,3
2068,石黒ゴム工業（株）,82821ECB050    ,12,1,4
2069,石黒ゴム工業（株）,82821ECB050    ,12,2,4
2070,石黒ゴム工業（株）,82821ECB050    ,13,1,4
2071,石黒ゴム工業（株）,82821ECB050    ,13,2,4
2072,石黒ゴム工業（株）,82821ECB050    ,14,1,8
2073,石黒ゴム工業（株）,82821ECB050    ,14,2,4
2074,石黒ゴム工業（株）,82821ECB050    ,15,1,4
2075,石黒ゴム工業（株）,82821ECB050    ,15,2,5
2076,石黒ゴム工業（株）,82821ECB050    ,18,1,4
2077,石黒ゴム工業（株）,82821ECB050    ,18,2,1
2078,石黒ゴム工業（株）,82821ECB050    ,19,1,3
2079,石黒ゴム工業（株）,82821ECB050    ,19,2,5
2080,石黒ゴム工業（株）,82821ECB050    ,20,1,5
2081,石黒ゴム工業（株）,82821ECB050    ,20,2,5
2082,石黒ゴム工業（株）,82821ECB050    ,21,1,9
2083,石黒ゴム工業（株）,82821ECB050    ,21,2,4
2084,石黒ゴム工業（株）,82821ECB050    ,22,1,4
2085,石黒ゴム工業（株）,82821ECB050    ,22,2,3
2086,石黒ゴム工業（株）,82821ECB050    ,25,1,2
2087,石黒ゴム工業（株）,82821ECB050    ,25,2,3
2088,石黒ゴム工業（株）,82821ECB050    ,26,1,2
2089,石黒ゴム工業（株）,82821ECB050    ,26,2,3
2090,石黒ゴム工業（株）,82821ECB050    ,27,1,4
2091,石黒ゴム工業（株）,82821ECB050    ,27,2,4
2092,石黒ゴム工業（株）,82821ECB050    ,28,1,4
2093,石黒ゴム工業（株）,82821ECB050    ,28,2,6
2094,石黒ゴム工業（株）,82821ECE010    ,1,1,4
2095,石黒ゴム工業（株）,82821ECE010    ,1,2,4
2096,石黒ゴム工業（株）,82821ECE010    ,4,1,4
2097,石黒ゴム工業（株）,82821ECE010    ,5,2,6
2098,石黒ゴム工業（株）,82821ECE010    ,6,1,6
2099,石黒ゴム工業（株）,82821ECE010    ,6,2,6
2100,石黒ゴム工業（株）,82821ECE010    ,7,1,14
2101,石黒ゴム工業（株）,82821ECE010    ,7,2,6
2102,石黒ゴム工業（株）,82821ECE010    ,8,1,5
2103,石黒ゴム工業（株）,82821ECE010    ,8,2,5
2104,石黒ゴム工業（株）,82821ECE010    ,11,1,4
2105,石黒ゴム工業（株）,82821ECE010    ,11,2,5
2106,石黒ゴム工業（株）,82821ECE010    ,12,1,4
2107,石黒ゴム工業（株）,82821ECE010    ,12,2,5
2108,石黒ゴム工業（株）,82821ECE010    ,13,1,4
2109,石黒ゴム工業（株）,82821ECE010    ,13,2,2
2110,石黒ゴム工業（株）,82821ECE010    ,14,1,12
2111,石黒ゴム工業（株）,82821ECE010    ,14,2,5
2112,石黒ゴム工業（株）,82821ECE010    ,15,1,4
2113,石黒ゴム工業（株）,82821ECE010    ,15,2,5
2114,石黒ゴム工業（株）,82821ECE010    ,18,1,4
2115,石黒ゴム工業（株）,82821ECE010    ,18,2,1
2116,石黒ゴム工業（株）,82821ECE010    ,19,1,2
2117,石黒ゴム工業（株）,82821ECE010    ,19,2,4
2118,石黒ゴム工業（株）,82821ECE010    ,20,1,6
2119,石黒ゴム工業（株）,82821ECE010    ,20,2,6
2120,石黒ゴム工業（株）,82821ECE010    ,21,1,14
2121,石黒ゴム工業（株）,82821ECE010    ,21,2,6
2122,石黒ゴム工業（株）,82821ECE010    ,22,1,5
2123,石黒ゴム工業（株）,82821ECE010    ,22,2,4
2124,石黒ゴム工業（株）,82821ECE010    ,25,1,2
2125,石黒ゴム工業（株）,82821ECE010    ,26,1,2
2126,石黒ゴム工業（株）,82821ECE010    ,26,2,4
2127,石黒ゴム工業（株）,82821ECE010    ,27,1,5
2128,石黒ゴム工業（株）,82821ECE010    ,27,2,5
2129,石黒ゴム工業（株）,82821ECE010    ,28,1,5
2130,石黒ゴム工業（株）,82821ECE010    ,28,2,6
2131,石黒ゴム工業（株）,82821XAE010    ,1,1,4
2132,石黒ゴム工業（株）,82821XAE010    ,1,2,4
2133,石黒ゴム工業（株）,82821XAE010    ,4,1,2
2134,石黒ゴム工業（株）,82821XAE010    ,5,2,5
2135,石黒ゴム工業（株）,82821XAE010    ,6,1,5
2136,石黒ゴム工業（株）,82821XAE010    ,6,2,5
2137,石黒ゴム工業（株）,82821XAE010    ,7,1,9
2138,石黒ゴム工業（株）,82821XAE010    ,7,2,4
2139,石黒ゴム工業（株）,82821XAE010    ,8,1,4
2140,石黒ゴム工業（株）,82821XAE010    ,8,2,4
2141,石黒ゴム工業（株）,82821XAE010    ,11,1,4
2142,石黒ゴム工業（株）,82821XAE010    ,11,2,4
2143,石黒ゴム工業（株）,82821XAE010    ,12,1,3
2144,石黒ゴム工業（株）,82821XAE010    ,12,2,5
2145,石黒ゴム工業（株）,82821XAE010    ,13,1,3
2146,石黒ゴム工業（株）,82821XAE010    ,13,2,4
2147,石黒ゴム工業（株）,82821XAE010    ,14,1,8
2148,石黒ゴム工業（株）,82821XAE010    ,14,2,4
2149,石黒ゴム工業（株）,82821XAE010    ,15,1,4
2150,石黒ゴム工業（株）,82821XAE010    ,15,2,5
2151,石黒ゴム工業（株）,82821XAE010    ,18,1,3
2152,石黒ゴム工業（株）,82821XAE010    ,18,2,1
2153,石黒ゴム工業（株）,82821XAE010    ,19,1,4
2154,石黒ゴム工業（株）,82821XAE010    ,19,2,4
2155,石黒ゴム工業（株）,82821XAE010    ,20,1,5
2156,石黒ゴム工業（株）,82821XAE010    ,20,2,5
2157,石黒ゴム工業（株）,82821XAE010    ,21,1,9
2158,石黒ゴム工業（株）,82821XAE010    ,21,2,5
2159,石黒ゴム工業（株）,82821XAE010    ,22,1,3
2160,石黒ゴム工業（株）,82821XAE010    ,22,2,4
2161,石黒ゴム工業（株）,82821XAE010    ,25,1,2
2162,石黒ゴム工業（株）,82821XAE010    ,25,2,2
2163,石黒ゴム工業（株）,82821XAE010    ,26,1,2
2164,石黒ゴム工業（株）,82821XAE010    ,26,2,5
2165,石黒ゴム工業（株）,82821XAE010    ,27,1,3
2166,石黒ゴム工業（株）,82821XAE010    ,27,2,5
2167,石黒ゴム工業（株）,82821XAE010    ,28,1,3
2168,石黒ゴム工業（株）,82821XAE010    ,28,2,6
2169,石黒ゴム工業（株）,82821XAE020    ,1,2,1
2170,石黒ゴム工業（株）,82821XAE020    ,7,1,1
2171,石黒ゴム工業（株）,82821XAE020    ,8,1,2
2172,石黒ゴム工業（株）,82821XAE020    ,11,2,1
2173,石黒ゴム工業（株）,82821XAE020    ,12,2,1
2174,石黒ゴム工業（株）,82821XAE020    ,14,1,1
2175,石黒ゴム工業（株）,82821XAE020    ,15,1,1
2176,石黒ゴム工業（株）,82821XAE020    ,18,1,1
2177,石黒ゴム工業（株）,82821XAE020    ,19,1,1
2178,石黒ゴム工業（株）,82821XAE020    ,20,2,1
2179,石黒ゴム工業（株）,82821XAE020    ,21,2,1
2180,石黒ゴム工業（株）,82821XAE020    ,22,2,1
2181,石黒ゴム工業（株）,82821XAE020    ,26,1,1
2182,石黒ゴム工業（株）,82821XAE020    ,27,2,1
2183,石黒ゴム工業（株）,82821XAE020    ,28,2,1
2184,（株）アイシン福井,35141ECB010    ,1,1,2
2185,（株）アイシン福井,35141ECB010    ,1,2,2
2186,（株）アイシン福井,35141ECB010    ,1,3,2
2187,（株）アイシン福井,35141ECB010    ,1,4,1
2188,（株）アイシン福井,35141ECB010    ,1,5,1
2189,（株）アイシン福井,35141ECB010    ,1,6,1
2190,（株）アイシン福井,35141ECB010    ,1,7,1
2191,（株）アイシン福井,35141ECB010    ,1,8,1
2192,（株）アイシン福井,35141ECB010    ,1,9,1
2193,（株）アイシン福井,35141ECB010    ,1,10,1
2194,（株）アイシン福井,35141ECB010    ,1,11,1
2195,（株）アイシン福井,35141ECB010    ,1,12,1
2196,（株）アイシン福井,35141ECB010    ,1,13,1
2197,（株）アイシン福井,35141ECB010    ,1,14,1
2198,（株）アイシン福井,35141ECB010    ,1,15,1
2199,（株）アイシン福井,35141ECB010    ,1,16,1
2200,（株）アイシン福井,35141ECB010    ,1,17,1
2201,（株）アイシン福井,35141ECB010    ,1,18,1
2202,（株）アイシン福井,35141ECB010    ,1,19,1
2203,（株）アイシン福井,35141ECB010    ,1,20,1
2204,（株）アイシン福井,35141ECB010    ,1,21,1
2205,（株）アイシン福井,35141ECB010    ,1,22,1
2206,（株）アイシン福井,35141ECB010    ,1,23,1
2207,（株）アイシン福井,35141ECB010    ,1,24,2
2208,（株）アイシン福井,35141ECB010    ,2,16,1
2209,（株）アイシン福井,35141ECB010    ,2,17,1
2210,（株）アイシン福井,35141ECB010    ,2,18,1
2211,（株）アイシン福井,35141ECB010    ,2,19,1
2212,（株）アイシン福井,35141ECB010    ,2,20,1
2213,（株）アイシン福井,35141ECB010    ,2,21,1
2214,（株）アイシン福井,35141ECB010    ,2,24,2
2215,（株）アイシン福井,35141ECB010    ,4,4,1
2216,（株）アイシン福井,35141ECB010    ,4,5,1
2217,（株）アイシン福井,35141ECB010    ,4,6,1
2218,（株）アイシン福井,35141ECB010    ,4,7,1
2219,（株）アイシン福井,35141ECB010    ,4,8,2
2220,（株）アイシン福井,35141ECB010    ,4,12,2
2221,（株）アイシン福井,35141ECB010    ,4,13,2
2222,（株）アイシン福井,35141ECB010    ,4,15,1
2223,（株）アイシン福井,35141ECB010    ,5,1,1
2224,（株）アイシン福井,35141ECB010    ,5,3,1
2225,（株）アイシン福井,35141ECB010    ,5,4,1
2226,（株）アイシン福井,35141ECB010    ,5,5,1
2227,（株）アイシン福井,35141ECB010    ,5,6,2
2228,（株）アイシン福井,35141ECB010    ,5,7,1
2229,（株）アイシン福井,35141ECB010    ,5,8,2
2230,（株）アイシン福井,35141ECB010    ,5,9,1
2231,（株）アイシン福井,35141ECB010    ,5,13,2
2232,（株）アイシン福井,35141ECB010    ,5,14,2
2233,（株）アイシン福井,35141ECB010    ,5,17,2
2234,（株）アイシン福井,35141ECB010    ,5,18,2
2235,（株）アイシン福井,35141ECB010    ,5,19,1
2236,（株）アイシン福井,35141ECB010    ,5,20,1
2237,（株）アイシン福井,35141ECB010    ,5,24,1
2238,（株）アイシン福井,35141ECB010    ,6,1,2
2239,（株）アイシン福井,35141ECB010    ,6,2,1
2240,（株）アイシン福井,35141ECB010    ,6,3,1
2241,（株）アイシン福井,35141ECB010    ,6,4,1
2242,（株）アイシン福井,35141ECB010    ,6,5,1
2243,（株）アイシン福井,35141ECB010    ,6,6,1
2244,（株）アイシン福井,35141ECB010    ,6,7,1
2245,（株）アイシン福井,35141ECB010    ,6,8,1
2246,（株）アイシン福井,35141ECB010    ,6,11,2
2247,（株）アイシン福井,35141ECB010    ,6,12,1
2248,（株）アイシン福井,35141ECB010    ,6,13,1
2249,（株）アイシン福井,35141ECB010    ,6,14,1
2250,（株）アイシン福井,35141ECB010    ,6,15,1
2251,（株）アイシン福井,35141ECB010    ,6,16,2
2252,（株）アイシン福井,35141ECB010    ,6,18,2
2253,（株）アイシン福井,35141ECB010    ,6,19,2
2254,（株）アイシン福井,35141ECB010    ,6,23,1
2255,（株）アイシン福井,35141ECB010    ,7,1,2
2256,（株）アイシン福井,35141ECB010    ,7,2,1
2257,（株）アイシン福井,35141ECB010    ,7,3,1
2258,（株）アイシン福井,35141ECB010    ,7,6,1
2259,（株）アイシン福井,35141ECB010    ,7,7,2
2260,（株）アイシン福井,35141ECB010    ,7,9,2
2261,（株）アイシン福井,35141ECB010    ,7,11,2
2262,（株）アイシン福井,35141ECB010    ,7,12,1
2263,（株）アイシン福井,35141ECB010    ,7,14,2
2264,（株）アイシン福井,35141ECB010    ,7,15,1
2265,（株）アイシン福井,35141ECB010    ,7,16,1
2266,（株）アイシン福井,35141ECB010    ,7,17,1
2267,（株）アイシン福井,35141ECB010    ,7,19,2
2268,（株）アイシン福井,35141ECB010    ,7,20,1
2269,（株）アイシン福井,35141ECB010    ,7,23,1
2270,（株）アイシン福井,35141ECB010    ,8,2,2
2271,（株）アイシン福井,35141ECB010    ,8,4,2
2272,（株）アイシン福井,35141ECB010    ,8,7,1
2273,（株）アイシン福井,35141ECB010    ,8,11,1
2274,（株）アイシン福井,35141ECB010    ,8,12,1
2275,（株）アイシン福井,35141ECB010    ,8,13,1
2276,（株）アイシン福井,35141ECB010    ,8,14,2
2277,（株）アイシン福井,35141ECB010    ,8,16,1
2278,（株）アイシン福井,35141ECB010    ,8,17,1
2279,（株）アイシン福井,35141ECB010    ,8,18,1
2280,（株）アイシン福井,35141ECB010    ,8,19,1
2281,（株）アイシン福井,35141ECB010    ,8,20,1
2282,（株）アイシン福井,35141ECB010    ,8,24,2
2283,（株）アイシン福井,35141ECB010    ,9,16,1
2284,（株）アイシン福井,35141ECB010    ,9,17,2
2285,（株）アイシン福井,35141ECB010    ,9,18,1
2286,（株）アイシン福井,35141ECB010    ,9,19,1
2287,（株）アイシン福井,35141ECB010    ,9,20,1
2288,（株）アイシン福井,35141ECB010    ,11,1,1
2289,（株）アイシン福井,35141ECB010    ,11,2,1
2290,（株）アイシン福井,35141ECB010    ,11,4,1
2291,（株）アイシン福井,35141ECB010    ,11,5,1
2292,（株）アイシン福井,35141ECB010    ,11,6,1
2293,（株）アイシン福井,35141ECB010    ,11,7,1
2294,（株）アイシン福井,35141ECB010    ,11,11,1
2295,（株）アイシン福井,35141ECB010    ,11,12,1
2296,（株）アイシン福井,35141ECB010    ,11,13,1
2297,（株）アイシン福井,35141ECB010    ,11,14,1
2298,（株）アイシン福井,35141ECB010    ,11,15,1
2299,（株）アイシン福井,35141ECB010    ,12,4,2
2300,（株）アイシン福井,35141ECB010    ,12,5,1
2301,（株）アイシン福井,35141ECB010    ,12,6,1
2302,（株）アイシン福井,35141ECB010    ,12,7,2
2303,（株）アイシン福井,35141ECB010    ,12,8,1
2304,（株）アイシン福井,35141ECB010    ,12,11,1
2305,（株）アイシン福井,35141ECB010    ,12,12,1
2306,（株）アイシン福井,35141ECB010    ,12,13,2
2307,（株）アイシン福井,35141ECB010    ,12,14,1
2308,（株）アイシン福井,35141ECB010    ,12,15,1
2309,（株）アイシン福井,35141ECB010    ,12,16,1
2310,（株）アイシン福井,35141ECB010    ,12,17,1
2311,（株）アイシン福井,35141ECB010    ,12,18,1
2312,（株）アイシン福井,35141ECB010    ,12,19,1
2313,（株）アイシン福井,35141ECB010    ,12,20,1
2314,（株）アイシン福井,35141ECB010    ,13,1,1
2315,（株）アイシン福井,35141ECB010    ,13,2,1
2316,（株）アイシン福井,35141ECB010    ,13,3,1
2317,（株）アイシン福井,35141ECB010    ,13,4,2
2318,（株）アイシン福井,35141ECB010    ,13,5,1
2319,（株）アイシン福井,35141ECB010    ,13,6,1
2320,（株）アイシン福井,35141ECB010    ,13,7,1
2321,（株）アイシン福井,35141ECB010    ,13,8,1
2322,（株）アイシン福井,35141ECB010    ,13,11,1
2323,（株）アイシン福井,35141ECB010    ,13,12,1
2324,（株）アイシン福井,35141ECB010    ,13,13,2
2325,（株）アイシン福井,35141ECB010    ,13,14,2
2326,（株）アイシン福井,35141ECB010    ,13,17,2
2327,（株）アイシン福井,35141ECB010    ,13,18,2
2328,（株）アイシン福井,35141ECB010    ,13,20,2
2329,（株）アイシン福井,35141ECB010    ,13,24,2
2330,（株）アイシン福井,35141ECB010    ,14,1,1
2331,（株）アイシン福井,35141ECB010    ,14,2,2
2332,（株）アイシン福井,35141ECB010    ,14,3,1
2333,（株）アイシン福井,35141ECB010    ,14,6,2
2334,（株）アイシン福井,35141ECB010    ,14,7,1
2335,（株）アイシン福井,35141ECB010    ,14,11,2
2336,（株）アイシン福井,35141ECB010    ,14,12,1
2337,（株）アイシン福井,35141ECB010    ,14,13,2
2338,（株）アイシン福井,35141ECB010    ,14,14,1
2339,（株）アイシン福井,35141ECB010    ,14,15,1
2340,（株）アイシン福井,35141ECB010    ,14,16,1
2341,（株）アイシン福井,35141ECB010    ,14,17,2
2342,（株）アイシン福井,35141ECB010    ,14,18,1
2343,（株）アイシン福井,35141ECB010    ,14,19,2
2344,（株）アイシン福井,35141ECB010    ,14,20,1
2345,（株）アイシン福井,35141ECB010    ,14,24,1
2346,（株）アイシン福井,35141ECB010    ,15,1,1
2347,（株）アイシン福井,35141ECB010    ,15,2,1
2348,（株）アイシン福井,35141ECB010    ,15,3,1
2349,（株）アイシン福井,35141ECB010    ,15,4,1
2350,（株）アイシン福井,35141ECB010    ,15,6,2
2351,（株）アイシン福井,35141ECB010    ,15,7,2
2352,（株）アイシン福井,35141ECB010    ,15,11,2
2353,（株）アイシン福井,35141ECB010    ,15,12,1
2354,（株）アイシン福井,35141ECB010    ,15,13,2
2355,（株）アイシン福井,35141ECB010    ,15,14,1
2356,（株）アイシン福井,35141ECB010    ,15,15,1
2357,（株）アイシン福井,35141ECB010    ,15,16,2
2358,（株）アイシン福井,35141ECB010    ,15,18,1
2359,（株）アイシン福井,35141ECB010    ,15,19,2
2360,（株）アイシン福井,35141ECB010    ,15,20,1
2361,（株）アイシン福井,35141ECB010    ,15,24,2
2362,（株）アイシン福井,35141ECB010    ,16,16,1
2363,（株）アイシン福井,35141ECB010    ,16,18,2
2364,（株）アイシン福井,35141ECB010    ,16,19,1
2365,（株）アイシン福井,35141ECB010    ,16,20,2
2366,（株）アイシン福井,35141ECB010    ,18,1,1
2367,（株）アイシン福井,35141ECB010    ,18,2,1
2368,（株）アイシン福井,35141ECB010    ,18,3,1
2369,（株）アイシン福井,35141ECB010    ,18,4,1
2370,（株）アイシン福井,35141ECB010    ,18,5,1
2371,（株）アイシン福井,35141ECB010    ,18,6,2
2372,（株）アイシン福井,35141ECB010    ,18,7,1
2373,（株）アイシン福井,35141ECB010    ,18,11,2
2374,（株）アイシン福井,35141ECB010    ,18,12,1
2375,（株）アイシン福井,35141ECB010    ,18,13,1
2376,（株）アイシン福井,35141ECB010    ,18,14,1
2377,（株）アイシン福井,35141ECB010    ,18,15,2
2378,（株）アイシン福井,35141ECB010    ,18,24,3
2379,（株）アイシン福井,35141ECB010    ,19,1,1
2380,（株）アイシン福井,35141ECB010    ,19,2,1
2381,（株）アイシン福井,35141ECB010    ,19,3,1
2382,（株）アイシン福井,35141ECB010    ,19,4,1
2383,（株）アイシン福井,35141ECB010    ,19,5,1
2384,（株）アイシン福井,35141ECB010    ,19,6,1
2385,（株）アイシン福井,35141ECB010    ,19,7,1
2386,（株）アイシン福井,35141ECB010    ,19,8,1
2387,（株）アイシン福井,35141ECB010    ,19,11,2
2388,（株）アイシン福井,35141ECB010    ,19,12,1
2389,（株）アイシン福井,35141ECB010    ,19,13,2
2390,（株）アイシン福井,35141ECB010    ,19,14,1
2391,（株）アイシン福井,35141ECB010    ,19,16,1
