,品番,年月日,年,月,週番号,日,曜日_番号,曜日_名前,手配）品名,手配）仕入先名,手配）手配区分,手配）仕入先発送場所名,手配）受入場所,手配）受入場所名,納入回数（間隔）,納入回数（回数）,納入回数（遅れ）,箱重量,箱種類,基準在庫日数,基準在庫枚数,収容数,日量数,日量計算数,日量数（箱数）,日量計算数（箱数）,月平均日量数,月平均日量数（箱数）,基準在庫枚数（日数）,基準在庫日数（基準在庫枚数込み）,印刷～検収LT,検収～入庫LT,入庫～出庫LT,出庫～回収LT,社内LT（検収～回収LT）,納入かんばん数,回収かんばん数,仕入先名,実績納入回数,在庫数（箱）_1日の平均値,入庫数（箱）_1日の合計値,出庫数（箱）_1日の合計値,時間稼働率,加工数,発送場所名,不等ピッチ係数【日】,使用工程,週最大日量数（箱数）,実績最小納入回数,社内LT/設計値LT,社内LT/設計値LT（基準在庫枚数込み）,社内LT-設計値LT,社内LT-設計値LT（基準在庫枚数込み）,便Ave,便Ave_実績便数使用,不等ピッチ在庫,日量数（箱数）_繰り上げ,週最大日量数（箱数）_繰り上げ,便Ave_繰り上げ,便Ave_実績便数使用_繰り上げ,不等ピッチ在庫_繰り上げ,設計納入回数-実績納入回数,納入数-日量数（箱数）,納入数-週最大日量数（箱数）,入庫数-日量数（箱数）,入庫数-週最大日量数（箱数）,納入数/日量数（箱数）,回収数/日量数（箱数）,設計値MIN,設計値MIN_実績便数使用,設計値MIN_繰り上げ,設計値MIN_実績便数使用_繰り上げ,設計値MAX,設計値MAX_実績便数使用,設計値MAX_繰り上げ,設計値MAX_実績便数使用_繰り上げ,順立装置在庫量/設計値MIN_繰り上げ,順立装置在庫量/設計値MIN_実績便数使用_繰り上げ,順立装置在庫量-設計値MIN_繰り上げ,順立装置在庫量-設計値MIN_実績便数使用_繰り上げ,順立装置在庫量/設計値MAX_繰り上げ,順立装置在庫量/設計値MAX_実績便数使用_繰り上げ,順立装置在庫量-設計値MAX_繰り上げ,順立装置在庫量-設計値MAX_実績便数使用_繰り上げ,便数ズレ
957,35312ECB010,2023-12-28,2023,12,52,28,3,木曜日,"COVER, TRANSMISSION, OIL PUMP",（株）旭工業所,手配,本社工場,1Y,安城第１工場,1.0,1.0,1.9,4.718,TP-331 ﾊﾝﾖｳ,0.59,1.0,63.0,350.0,350.0,5.5555555555555545,5.5555555555555545,344.55,5.469047619047619,0.1828471919895516,0.7728471919895515,1.37,0.21,0.21,10.35,11.615000000000002,5.0,0.0,（株）旭工業所,1.0,4.916666666666667,5.0,6.0,100.0,384.5,本社工場,0.0,2.MGケース,5.984126984126984,1.0,19.686440677966107,15.028844149772146,11.025000000000002,10.84215280801045,5.984126984126984,5.984126984126984,0.0,6.0,6.0,6.0,6.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.8333333333333334,0.0,1.74,1.74,2.0,2.0,8.0,8.0,8.0,8.0,2.4583333333333335,2.4583333333333335,2.916666666666667,2.916666666666667,0.6145833333333334,0.6145833333333334,-3.083333333333333,-3.083333333333333,0
960,01912ECB040,2023-12-01,2023,12,48,1,4,金曜日,"CAP, SHIPPING",愛産樹脂工業（株）,手配,本社工場,1Y,安城第１工場,1.0,1.0,2.12,3.44,TP-342 ﾊﾝﾖｳ,0.25,1.0,40.0,748.0,748.0,18.7,18.7,711.0,17.775,0.056258790436005617,0.3062587904360056,2.96,-0.009999999999999787,2.72,0.4099999999999997,3.06,33.0,35.0,愛産樹脂工業（株）,1.0,16.5,25.0,28.0,94.615,369.5,本社工場,0.0,8.ファイナル後半,18.7,1.0,12.24,9.99154994259472,2.81,2.7537412095639944,18.7,18.7,0.0,19.0,19.0,19.0,19.0,0.0,0.0,14.0,14.0,8.0,14.0,1.736842105263158,1.8421052631578947,5.928000000000001,5.928000000000001,6.0,6.0,25.0,25.0,25.0,25.0,2.75,2.75,10.5,10.5,0.66,0.66,-8.5,-8.5,0
963,01912ECB040,2023-12-04,2023,12,49,4,0,月曜日,"CAP, SHIPPING",愛産樹脂工業（株）,手配,本社工場,1Y,安城第１工場,1.0,1.0,2.12,3.44,TP-342 ﾊﾝﾖｳ,0.25,1.0,40.0,797.0,797.0,19.925,19.925,711.0,17.775,0.056258790436005617,0.3062587904360056,,,1.015,0.3099999999999996,,22.0,21.0,愛産樹脂工業（株）,1.0,19.95833333333333,24.0,19.0,96.84,378.5,本社工場,0.0,8.ファイナル後半,19.925,1.0,,,,,19.925,19.925,0.0,20.0,20.0,20.0,20.0,0.0,0.0,2.0,2.0,-2.0,2.0,1.1,1.05,6.240000000000001,6.240000000000001,7.0,7.0,27.0,27.0,27.0,27.0,2.8511904761904754,2.8511904761904754,12.958333333333329,12.958333333333329,0.7391975308641974,0.7391975308641974,-7.041666666666671,-7.041666666666671,0
964,01912ECB040,2023-12-05,2023,12,49,5,1,火曜日,"CAP, SHIPPING",愛産樹脂工業（株）,手配,本社工場,1Y,安城第１工場,1.0,1.0,2.12,3.44,TP-342 ﾊﾝﾖｳ,0.25,1.0,40.0,746.0,746.0,18.65,18.65,711.0,17.775,0.056258790436005617,0.3062587904360056,6.96,0.0,1.38,0.3300000000000001,1.7299999999999995,19.0,21.0,愛産樹脂工業（株）,1.0,21.58333333333333,19.0,19.0,99.01,386.0,本社工場,0.0,8.ファイナル後半,19.925,1.0,6.919999999999998,5.64881745120551,1.4799999999999995,1.4237412095639939,19.925,19.925,0.0,19.0,20.0,20.0,20.0,0.0,0.0,0.0,-1.0,0.0,-1.0,1.0,1.105263157894737,6.240000000000001,6.240000000000001,7.0,7.0,27.0,27.0,27.0,27.0,3.0833333333333326,3.0833333333333326,14.583333333333329,14.583333333333329,0.7993827160493825,0.7993827160493825,-5.416666666666671,-5.416666666666671,0
965,01912ECB040,2023-12-06,2023,12,49,6,2,水曜日,"CAP, SHIPPING",愛産樹脂工業（株）,手配,本社工場,1Y,安城第１工場,1.0,1.0,2.12,3.44,TP-342 ﾊﾝﾖｳ,0.25,1.0,40.0,796.0,796.0,19.9,19.9,711.0,17.775,0.056258790436005617,0.3062587904360056,7.96,-0.01999999999999957,1.59,0.33999999999999986,1.8199999999999996,25.0,18.0,愛産樹脂工業（株）,1.0,25.54166666666667,25.0,20.0,99.455,388.5,本社工場,0.0,8.ファイナル後半,19.925,1.0,7.2799999999999985,5.942686567164178,1.5699999999999996,1.513741209563994,19.925,19.925,0.0,20.0,20.0,20.0,20.0,0.0,0.0,5.0,5.0,0.0,5.0,1.25,0.9,6.240000000000001,6.240000000000001,7.0,7.0,27.0,27.0,27.0,27.0,3.6488095238095246,3.6488095238095246,18.54166666666667,18.54166666666667,0.9459876543209879,0.9459876543209879,-1.4583333333333286,-1.4583333333333286,0
966,01912ECB040,2023-12-07,2023,12,49,7,3,木曜日,"CAP, SHIPPING",愛産樹脂工業（株）,手配,本社工場,1Y,安城第１工場,1.0,1.0,2.12,3.44,TP-342 ﾊﾝﾖｳ,0.25,1.0,40.0,797.0,797.0,19.925,19.925,711.0,17.775,0.056258790436005617,0.3062587904360056,2.1500000000000004,-0.01999999999999957,1.4099999999999997,0.20000000000000015,1.62,31.0,18.0,愛産樹脂工業（株）,1.0,37.5,31.0,16.0,43.725,130.0,本社工場,0.0,8.ファイナル後半,19.925,1.0,6.48,5.289644087256028,1.37,1.3137412095639944,19.925,19.925,0.0,20.0,20.0,20.0,20.0,0.0,0.0,11.0,11.0,0.0,11.0,1.55,0.9,6.240000000000001,6.240000000000001,7.0,7.0,27.0,27.0,27.0,27.0,5.357142857142857,5.357142857142857,30.5,30.5,1.3888888888888888,1.3888888888888888,10.5,10.5,0
967,01912ECB040,2023-12-08,2023,12,49,8,4,金曜日,"CAP, SHIPPING",愛産樹脂工業（株）,手配,本社工場,1Y,安城第１工場,1.0,1.0,2.12,3.44,TP-342 ﾊﾝﾖｳ,0.25,1.0,40.0,746.0,746.0,18.65,18.65,711.0,17.775,0.056258790436005617,0.3062587904360056,2.16,-0.010000000000000231,3.63,0.22000000000000064,3.84,21.0,22.0,愛産樹脂工業（株）,1.0,34.083333333333336,21.0,29.0,99.77,390.0,本社工場,0.0,8.ファイナル後半,19.925,1.0,15.36,12.53841561423651,3.59,3.533741209563994,19.925,19.925,0.0,19.0,20.0,20.0,20.0,0.0,0.0,2.0,1.0,0.0,1.0,1.105263157894737,1.1578947368421053,6.240000000000001,6.240000000000001,7.0,7.0,27.0,27.0,27.0,27.0,4.8690476190476195,4.8690476190476195,27.083333333333336,27.083333333333336,1.2623456790123457,1.2623456790123457,7.083333333333336,7.083333333333336,0
970,01912ECB040,2023-12-11,2023,12,50,11,0,月曜日,"CAP, SHIPPING",愛産樹脂工業（株）,手配,本社工場,1Y,安城第１工場,1.0,1.0,2.12,3.44,TP-342 ﾊﾝﾖｳ,0.25,1.0,40.0,797.0,797.0,19.925,19.925,711.0,17.775,0.056258790436005617,0.3062587904360056,4.15,0.0,1.6149999999999998,0.31000000000000005,1.905,18.0,29.0,愛産樹脂工業（株）,1.0,32.291666666666664,18.0,20.0,99.22,388.0,本社工場,0.0,8.ファイナル後半,19.975,1.0,7.62,6.220229621125144,1.655,1.5987412095639943,19.975,19.975,0.0,20.0,20.0,20.0,20.0,0.0,0.0,-2.0,-2.0,0.0,-2.0,0.9,1.45,6.240000000000001,6.240000000000001,7.0,7.0,27.0,27.0,27.0,27.0,4.613095238095238,4.613095238095238,25.291666666666664,25.291666666666664,1.1959876543209875,1.1959876543209875,5.291666666666664,5.291666666666664,0
971,01912ECB040,2023-12-12,2023,12,50,12,1,火曜日,"CAP, SHIPPING",愛産樹脂工業（株）,手配,本社工場,1Y,安城第１工場,1.0,1.0,2.12,3.44,TP-342 ﾊﾝﾖｳ,0.25,1.0,40.0,747.0,747.0,18.675,18.675,711.0,17.775,0.056258790436005617,0.3062587904360056,4.15,-0.009999999999999787,1.54,0.3199999999999994,1.93,15.0,20.0,愛産樹脂工業（株）,1.0,27.33333333333333,15.0,22.0,99.85,390.0,本社工場,0.0,8.ファイナル後半,19.975,1.0,7.72,6.301859931113662,1.68,1.6237412095639943,19.975,19.975,0.0,19.0,20.0,20.0,20.0,0.0,0.0,-4.0,-5.0,0.0,-5.0,0.7894736842105263,1.0526315789473684,6.240000000000001,6.240000000000001,7.0,7.0,27.0,27.0,27.0,27.0,3.904761904761904,3.904761904761904,20.33333333333333,20.33333333333333,1.0123456790123455,1.0123456790123455,0.3333333333333286,0.3333333333333286,0
972,01912ECB040,2023-12-13,2023,12,50,13,2,水曜日,"CAP, SHIPPING",愛産樹脂工業（株）,手配,本社工場,1Y,安城第１工場,1.0,1.0,2.12,3.44,TP-342 ﾊﾝﾖｳ,0.25,1.0,40.0,797.0,797.0,19.925,19.925,711.0,17.775,0.056258790436005617,0.3062587904360056,2.1500000000000004,0.05999999999999961,1.4399999999999995,0.3200000000000003,1.6399999999999997,21.0,18.0,愛産樹脂工業（株）,1.0,24.375,20.0,18.0,99.92,361.5,本社工場,0.0,8.ファイナル後半,19.975,1.0,6.559999999999999,5.354948335246842,1.3899999999999997,1.333741209563994,19.975,19.975,0.0,20.0,20.0,20.0,20.0,0.0,0.0,1.0,1.0,1.0,1.0,1.05,0.9,6.240000000000001,6.240000000000001,7.0,7.0,27.0,27.0,27.0,27.0,3.482142857142857,3.482142857142857,17.375,17.375,0.9027777777777778,0.9027777777777778,-2.625,-2.625,0
973,01912ECB040,2023-12-14,2023,12,50,14,3,木曜日,"CAP, SHIPPING",愛産樹脂工業（株）,手配,本社工場,1Y,安城第１工場,1.0,1.0,2.12,3.44,TP-342 ﾊﾝﾖｳ,0.25,1.0,40.0,799.0,799.0,19.975,19.975,711.0,17.775,0.056258790436005617,0.3062587904360056,2.16,0.010000000000000231,1.09,0.33999999999999986,1.58,29.0,21.0,愛産樹脂工業（株）,1.0,31.58333333333333,29.0,21.0,99.605,389.0,本社工場,0.0,8.ファイナル後半,19.975,1.0,6.32,5.159035591274398,1.33,1.2737412095639944,19.975,19.975,0.0,20.0,20.0,20.0,20.0,0.0,0.0,9.0,9.0,0.0,9.0,1.45,1.05,6.240000000000001,6.240000000000001,7.0,7.0,27.0,27.0,27.0,27.0,4.511904761904761,4.511904761904761,24.58333333333333,24.58333333333333,1.169753086419753,1.169753086419753,4.583333333333329,4.583333333333329,0
974,01912ECB040,2023-12-15,2023,12,50,15,4,金曜日,"CAP, SHIPPING",愛産樹脂工業（株）,手配,本社工場,1Y,安城第１工場,1.0,1.0,2.12,3.44,TP-342 ﾊﾝﾖｳ,0.25,1.0,40.0,748.0,748.0,18.7,18.7,711.0,17.775,0.056258790436005617,0.3062587904360056,2.16,0.020000000000000014,3.39,0.3200000000000003,3.65,23.0,19.0,愛産樹脂工業（株）,1.0,31.7,23.0,17.0,99.85,390.0,本社工場,0.0,8.ファイナル後半,19.975,1.0,14.6,11.918025258323766,3.4,3.3437412095639942,19.975,19.975,0.0,19.0,20.0,20.0,20.0,0.0,0.0,4.0,3.0,0.0,3.0,1.2105263157894737,1.0,6.240000000000001,6.240000000000001,7.0,7.0,27.0,27.0,27.0,27.0,4.5285714285714285,4.5285714285714285,24.7,24.7,1.174074074074074,1.174074074074074,4.699999999999999,4.699999999999999,0
977,01912ECB040,2023-12-18,2023,12,51,18,0,月曜日,"CAP, SHIPPING",愛産樹脂工業（株）,手配,本社工場,1Y,安城第１工場,1.0,1.0,2.12,3.44,TP-342 ﾊﾝﾖｳ,0.25,1.0,40.0,797.0,797.0,19.925,19.925,711.0,17.775,0.056258790436005617,0.3062587904360056,4.15,-0.03000000000000025,1.35,0.2650000000000001,1.5899999999999994,20.0,29.0,愛産樹脂工業（株）,1.0,29.608695652173914,20.0,18.0,100.0,364.5,本社工場,0.0,8.ファイナル後半,21.475,1.0,6.359999999999998,5.191687715269803,1.3399999999999994,1.2837412095639937,21.475,21.475,0.0,20.0,22.0,22.0,22.0,0.0,0.0,0.0,-2.0,0.0,-2.0,1.0,1.45,6.864000000000001,6.864000000000001,7.0,7.0,29.0,29.0,29.0,29.0,4.229813664596273,4.229813664596273,22.608695652173914,22.608695652173914,1.0209895052473763,1.0209895052473763,0.608695652173914,0.608695652173914,0
978,01912ECB040,2023-12-19,2023,12,51,19,1,火曜日,"CAP, SHIPPING",愛産樹脂工業（株）,手配,本社工場,1Y,安城第１工場,1.0,1.0,2.12,3.44,TP-342 ﾊﾝﾖｳ,0.25,1.0,40.0,746.0,746.0,18.65,18.65,711.0,17.775,0.056258790436005617,0.3062587904360056,4.15,-0.029999999999999364,1.4399999999999995,0.25,1.66,13.0,20.0,愛産樹脂工業（株）,1.0,25.58333333333333,13.0,19.0,100.0,390.0,本社工場,0.0,8.ファイナル後半,21.475,1.0,6.64,5.420252583237658,1.41,1.3537412095639942,21.475,21.475,0.0,19.0,22.0,22.0,22.0,0.0,0.0,-6.0,-9.0,0.0,-9.0,0.6842105263157895,1.0526315789473684,6.864000000000001,6.864000000000001,7.0,7.0,29.0,29.0,29.0,29.0,3.654761904761904,3.654761904761904,18.58333333333333,18.58333333333333,0.8821839080459768,0.8821839080459768,-3.4166666666666714,-3.4166666666666714,0
979,01912ECB040,2023-12-20,2023,12,51,20,2,水曜日,"CAP, SHIPPING",愛産樹脂工業（株）,手配,本社工場,1Y,安城第１工場,1.0,1.0,2.12,3.44,TP-342 ﾊﾝﾖｳ,0.25,1.0,40.0,797.0,797.0,19.925,19.925,711.0,17.775,0.056258790436005617,0.3062587904360056,2.140000000000001,0.01999999999999957,1.5200000000000005,0.28000000000000025,1.7199999999999993,20.0,18.0,愛産樹脂工業（株）,1.0,24.41666666666667,20.0,18.0,100.0,362.5,本社工場,0.0,8.ファイナル後半,21.475,1.0,6.879999999999997,5.616165327210101,1.4699999999999993,1.4137412095639936,21.475,21.475,0.0,20.0,22.0,22.0,22.0,0.0,0.0,0.0,-2.0,0.0,-2.0,1.0,0.9,6.864000000000001,6.864000000000001,7.0,7.0,29.0,29.0,29.0,29.0,3.4880952380952386,3.4880952380952386,17.41666666666667,17.41666666666667,0.8419540229885059,0.8419540229885059,-4.583333333333329,-4.583333333333329,0
980,01912ECB040,2023-12-21,2023,12,51,21,3,木曜日,"CAP, SHIPPING",愛産樹脂工業（株）,手配,本社工場,1Y,安城第１工場,1.0,1.0,2.12,3.44,TP-342 ﾊﾝﾖｳ,0.25,1.0,40.0,859.0,859.0,21.475,21.475,711.0,17.775,0.056258790436005617,0.3062587904360056,2.14,0.27,1.175,0.42500000000000027,3.92,34.0,18.0,愛産樹脂工業（株）,1.0,30.5,34.0,17.0,100.0,327.5,本社工場,0.0,8.ファイナル後半,21.475,1.0,15.68,12.79963260619977,3.67,3.6137412095639942,21.475,21.475,0.0,22.0,22.0,22.0,22.0,0.0,0.0,12.0,12.0,0.0,12.0,1.5454545454545454,0.8181818181818182,6.864000000000001,6.864000000000001,7.0,7.0,29.0,29.0,29.0,29.0,4.357142857142857,4.357142857142857,23.5,23.5,1.0517241379310345,1.0517241379310345,1.5,1.5,0
981,01912ECB040,2023-12-22,2023,12,51,22,4,金曜日,"CAP, SHIPPING",愛産樹脂工業（株）,手配,本社工場,1Y,安城第１工場,1.0,1.0,2.12,3.44,TP-342 ﾊﾝﾖｳ,0.25,1.0,40.0,693.0,693.0,17.325,17.325,711.0,17.775,0.056258790436005617,0.3062587904360056,2.14,-0.009999999999999787,3.83,0.2400000000000002,3.955,23.0,13.0,愛産樹脂工業（株）,1.0,38.833333333333336,23.0,23.0,100.0,230.5,本社工場,0.0,8.ファイナル後半,21.475,1.0,15.82,12.913915040183698,3.705,3.6487412095639944,21.475,21.475,0.0,18.0,22.0,22.0,22.0,0.0,0.0,5.0,1.0,0.0,1.0,1.2777777777777777,0.7222222222222222,6.864000000000001,6.864000000000001,7.0,7.0,29.0,29.0,29.0,29.0,5.547619047619048,5.547619047619048,31.833333333333336,31.833333333333336,1.339080459770115,1.339080459770115,9.833333333333336,9.833333333333336,0
984,01912ECB040,2023-12-25,2023,12,52,25,0,月曜日,"CAP, SHIPPING",愛産樹脂工業（株）,手配,本社工場,1Y,安城第１工場,1.0,1.0,2.12,3.44,TP-342 ﾊﾝﾖｳ,0.25,1.0,40.0,797.0,797.0,19.925,19.925,711.0,17.775,0.056258790436005617,0.3062587904360056,4.16,-0.03000000000000025,1.98,0.2949999999999995,1.5750000000000002,18.0,30.0,愛産樹脂工業（株）,1.0,41.458333333333336,18.0,20.0,100.0,421.0,本社工場,0.0,8.ファイナル後半,20.225,1.0,6.300000000000001,5.1427095292766944,1.3250000000000002,1.2687412095639945,20.225,20.225,0.0,20.0,21.0,21.0,21.0,0.0,0.0,-2.0,-3.0,0.0,-3.0,0.9,1.5,6.552,6.552,7.0,7.0,28.0,28.0,28.0,28.0,5.922619047619048,5.922619047619048,34.458333333333336,34.458333333333336,1.480654761904762,1.480654761904762,13.458333333333336,13.458333333333336,0
985,01912ECB040,2023-12-26,2023,12,52,26,1,火曜日,"CAP, SHIPPING",愛産樹脂工業（株）,手配,本社工場,1Y,安城第１工場,1.0,1.0,2.12,3.44,TP-342 ﾊﾝﾖｳ,0.25,1.0,40.0,809.0,809.0,20.225,20.225,711.0,17.775,0.056258790436005617,0.3062587904360056,4.1400000000000015,-0.03000000000000025,1.66,0.16999999999999993,0.8599999999999994,9.0,21.0,愛産樹脂工業（株）,1.0,31.5,9.0,22.0,100.0,423.0,本社工場,0.0,8.ファイナル後半,20.225,1.0,3.4399999999999977,2.8080826636050498,0.6099999999999994,0.5537412095639938,20.225,20.225,0.0,21.0,21.0,21.0,21.0,0.0,0.0,-12.0,-12.0,0.0,-12.0,0.42857142857142855,1.0,6.552,6.552,7.0,7.0,28.0,28.0,28.0,28.0,4.5,4.5,24.5,24.5,1.125,1.125,3.5,3.5,0
986,01912ECB040,2023-12-27,2023,12,52,27,2,水曜日,"CAP, SHIPPING",愛産樹脂工業（株）,手配,本社工場,1Y,安城第１工場,1.0,1.0,2.12,3.44,TP-342 ﾊﾝﾖｳ,0.25,1.0,40.0,797.0,797.0,19.925,19.925,711.0,17.775,0.056258790436005617,0.3062587904360056,2.16,-0.049999999999999815,1.5599999999999996,10.29,11.93,14.0,6.0,愛産樹脂工業（株）,1.0,23.625,14.0,21.0,100.0,415.0,本社工場,0.0,8.ファイナル後半,20.225,1.0,47.72,38.95398392652124,11.68,11.623741209563994,20.225,20.225,0.0,20.0,21.0,21.0,21.0,0.0,0.0,-6.0,-7.0,0.0,-7.0,0.7,0.3,6.552,6.552,7.0,7.0,28.0,28.0,28.0,28.0,3.375,3.375,16.625,16.625,0.84375,0.84375,-4.375,-4.375,0
987,01912ECB040,2023-12-28,2023,12,52,28,3,木曜日,"CAP, SHIPPING",愛産樹脂工業（株）,手配,本社工場,1Y,安城第１工場,1.0,1.0,2.12,3.44,TP-342 ﾊﾝﾖｳ,0.25,1.0,40.0,747.0,747.0,18.675,18.675,711.0,17.775,0.056258790436005617,0.3062587904360056,2.16,-0.040000000000000036,0.5100000000000002,10.26,11.580000000000002,24.0,0.0,愛産樹脂工業（株）,1.0,23.20833333333333,24.0,20.0,100.0,384.5,本社工場,0.0,8.ファイナル後半,20.225,1.0,46.32000000000001,37.81115958668198,11.330000000000002,11.273741209563996,20.225,20.225,0.0,19.0,21.0,21.0,21.0,0.0,0.0,5.0,3.0,0.0,3.0,1.263157894736842,0.0,6.552,6.552,7.0,7.0,28.0,28.0,28.0,28.0,3.31547619047619,3.31547619047619,16.20833333333333,16.20833333333333,0.8288690476190474,0.8288690476190474,-4.791666666666671,-4.791666666666671,0
990,019128GA010,2023-12-01,2023,12,48,1,4,金曜日,"CAP, SHIPPING",石黒ゴム工業（株）,手配,,1Y,安城第１工場,1.0,2.0,3.64,2.11,TP-342 ﾊﾝﾖｳ,1.07,1.0,50.0,748.0,748.0,14.96,14.96,711.0,14.22,0.07032348804500703,1.140323488045007,1.56,0.31999999999999995,2.665,0.31999999999999984,3.34,16.0,15.0,石黒ゴム工業（株）,2.0,24.83333333333333,15.0,23.0,94.615,369.5,,0.29,8.ファイナル後半,14.96,2.0,3.1214953271028034,2.928993426002442,2.2699999999999996,2.199676511954993,7.48,7.48,4.3384,15.0,15.0,8.0,8.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0666666666666667,1.0,3.4800000000000004,3.4800000000000004,4.0,4.0,17.0,17.0,17.0,17.0,6.208333333333332,6.208333333333332,20.83333333333333,20.83333333333333,1.46078431372549,1.46078431372549,7.833333333333329,7.833333333333329,0
993,019128GA010,2023-12-04,2023,12,49,4,0,月曜日,"CAP, SHIPPING",石黒ゴム工業（株）,手配,,1Y,安城第１工場,1.0,2.0,3.64,2.11,TP-342 ﾊﾝﾖｳ,1.07,1.0,50.0,797.0,797.0,15.94,15.94,711.0,14.22,0.07032348804500703,1.140323488045007,3.85,0.26000000000000023,1.08,0.2850000000000001,1.0900000000000003,10.0,23.0,石黒ゴム工業（株）,2.0,19.0,10.0,15.0,96.84,378.5,,0.29,8.ファイナル後半,15.94,2.0,1.018691588785047,0.9558691120786416,0.02000000000000024,-0.05032348804500675,7.97,7.97,4.622599999999999,16.0,16.0,8.0,8.0,5.0,0.0,-6.0,-6.0,0.0,-6.0,0.625,1.4375,3.7120000000000006,3.7120000000000006,4.0,4.0,17.0,17.0,17.0,17.0,4.75,4.75,15.0,15.0,1.1176470588235294,1.1176470588235294,2.0,2.0,0
994,019128GA010,2023-12-05,2023,12,49,5,1,火曜日,"CAP, SHIPPING",石黒ゴム工業（株）,手配,,1Y,安城第１工場,1.0,2.0,3.64,2.11,TP-342 ﾊﾝﾖｳ,1.07,1.0,50.0,746.0,746.0,14.92,14.92,711.0,14.22,0.07032348804500703,1.140323488045007,1.29,0.2999999999999998,0.3899999999999997,0.2399999999999993,0.8700000000000001,15.0,16.0,石黒ゴム工業（株）,2.0,17.041666666666668,15.0,16.0,99.01,386.0,,0.29,8.ファイナル後半,15.94,2.0,0.8130841121495328,0.7629414013838698,-0.19999999999999996,-0.27032348804500694,7.97,7.97,4.622599999999999,15.0,16.0,8.0,8.0,5.0,0.0,0.0,-1.0,0.0,-1.0,1.0,1.0666666666666667,3.7120000000000006,3.7120000000000006,4.0,4.0,17.0,17.0,17.0,17.0,4.260416666666667,4.260416666666667,13.041666666666668,13.041666666666668,1.0024509803921569,1.0024509803921569,0.04166666666666785,0.04166666666666785,0
995,019128GA010,2023-12-06,2023,12,49,6,2,水曜日,"CAP, SHIPPING",石黒ゴム工業（株）,手配,,1Y,安城第１工場,1.0,2.0,3.64,2.11,TP-342 ﾊﾝﾖｳ,1.07,1.0,50.0,796.0,796.0,15.92,15.92,711.0,14.22,0.07032348804500703,1.140323488045007,1.54,0.34,1.0,0.2650000000000001,1.735,18.0,16.0,石黒ゴム工業（株）,2.0,18.041666666666668,18.0,15.0,99.455,388.5,,0.29,8.ファイナル後半,15.94,2.0,1.6214953271028036,1.521498082070131,0.665,0.594676511954993,7.97,7.97,4.622599999999999,16.0,16.0,8.0,8.0,5.0,0.0,2.0,2.0,0.0,2.0,1.125,1.0,3.7120000000000006,3.7120000000000006,4.0,4.0,17.0,17.0,17.0,17.0,4.510416666666667,4.510416666666667,14.041666666666668,14.041666666666668,1.0612745098039216,1.0612745098039216,1.0416666666666679,1.0416666666666679,0
996,019128GA010,2023-12-07,2023,12,49,7,3,木曜日,"CAP, SHIPPING",石黒ゴム工業（株）,手配,,1Y,安城第１工場,1.0,2.0,3.64,2.11,TP-342 ﾊﾝﾖｳ,1.07,1.0,50.0,797.0,797.0,15.94,15.94,711.0,14.22,0.07032348804500703,1.140323488045007,1.84,0.31000000000000005,0.975,0.3099999999999996,3.975000000000001,26.0,15.0,石黒ゴム工業（株）,2.0,25.58333333333333,26.0,15.0,43.725,130.0,,0.29,8.ファイナル後半,15.94,2.0,3.714953271028038,3.4858529545987156,2.905000000000001,2.834676511954994,7.97,7.97,4.622599999999999,16.0,16.0,8.0,8.0,5.0,0.0,10.0,10.0,0.0,10.0,1.625,0.9375,3.7120000000000006,3.7120000000000006,4.0,4.0,17.0,17.0,17.0,17.0,6.395833333333332,6.395833333333332,21.58333333333333,21.58333333333333,1.5049019607843135,1.5049019607843135,8.583333333333329,8.583333333333329,0
997,019128GA010,2023-12-08,2023,12,49,8,4,金曜日,"CAP, SHIPPING",石黒ゴム工業（株）,手配,,1Y,安城第１工場,1.0,2.0,3.64,2.11,TP-342 ﾊﾝﾖｳ,1.07,1.0,50.0,746.0,746.0,14.92,14.92,711.0,14.22,0.07032348804500703,1.140323488045007,1.85,0.2500000000000002,3.03,0.2999999999999998,3.59,19.0,17.0,石黒ゴム工業（株）,2.0,25.66666666666667,19.0,23.0,99.77,390.0,,0.29,8.ファイナル後半,15.94,2.0,3.3551401869158877,3.1482294608828645,2.5199999999999996,2.449676511954993,7.97,7.97,4.622599999999999,15.0,16.0,8.0,8.0,5.0,0.0,4.0,3.0,0.0,3.0,1.2666666666666666,1.1333333333333333,3.7120000000000006,3.7120000000000006,4.0,4.0,17.0,17.0,17.0,17.0,6.416666666666668,6.416666666666668,21.66666666666667,21.66666666666667,1.5098039215686276,1.5098039215686276,8.666666666666671,8.666666666666671,0
