="タイトル：かんばん手配品番一覧"

="ダウンロード日時：2023/07/12 13:19:02"

="手配担当工場：＜第１＞；手配担当整備室：＜第１工場＞；発注区分：＜かんばん＞；手配区分：＜仕入先手配：指定あり；仕入先直送：指定あり；仕入先支給：指定なし；他工場手配：指定なし；受給手配：指定なし；＞;品番上位桁：＜＞；仕入先ｺｰﾄﾞ：＜＞；"

="検索件数：＜  557＞；"
="IX000 処理が正常に完了しました；"

="品番",="加工図符号",="類別",="品名",="整備室",="整備室名",="手配区分",="工程内外製",="工程ｺｰﾄﾞ",="仕入先名/工場名",="発送場所",="発送場所名",="受給区分",="資材区分",="後工程内外製",="後工程ｺｰﾄﾞ",="後工程仕入先名/工場名",="受入場所",="受入場所名",="中継区分",="中継工場",="中継場所",="中継場所名","納入ｻｲｸﾙ.間隔","納入ｻｲｸﾙ.回数","納入ｻｲｸﾙ.情報","基準在庫.日数","基準在庫.枚数","MIN在庫日数","MAX在庫日数","便平均上限振れ率","便平均下限振れ率",="かんばん情報.仕入先",="かんばん情報.仕入先名",="かんばん情報.背番号",="かんばん情報.工場置場所",="かんばん情報.拠点置場所",="かんばん情報.品名略ｺｰﾄﾞ",="かんばん情報.品名略名",="かんばん情報.通箱ｺｰﾄﾞ",="かんばん情報.通箱名","かんばん情報.収容数",="かんばん情報.ｺﾝﾍﾞｱ区分",="かんばん情報.ﾌﾞﾛｯｸ区分",="かんばん情報.専用品区分",="かんばん情報.不良率","かんばん情報.保証率",="かんばん情報.設変符号",="かんばん情報.部品大別区分",="かんばん情報.部品大別名称",="かんばん情報.発注形態区分",="かんばん情報.発注形態名称",="かんばん情報.PLコード",="登録箱種",="縦(mm)",="横(mm)",="高(mm)",="容積(m3)",="総重量(Kg)",="パレタイズ発注",="箱数",="設定計画NO",="設定日",="設定担当部署コード",="担当部署名",="設定担当者コード",="担当者名"
="90254-05021",="",="","PIN, SLOTTED SPRING",="1Y",="第１工場",="手配",="Ｐ",="3874",="トピー実業（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 1.95","  0.42"," 0.0","  0.42","  0.42","1.10","0.50",="074",="トピー実業（株）名古屋支店",="001",="",="",="0026",="ﾋﾟﾝ",="012",="TP-131 ﾊﾝﾖｳ","   2000",="",="",="",="00"," 0.8",="",="",="",="",="",="",="TP131",=" 168.000",=" 335.000",=" 103.000",="   0.006",="   5.800",="しない",="",="MASTER01",="2023/04/25",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="82125-ECA020",="",="","WIRE, TRANSMISSION",="1Y",="第１工場",="手配",="Ｐ",="3880",="（株）ＢｌｕＥ　Ｎｅｘｕｓ",="01",="デンソー　安城製作所",="受代",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","06"," 3.30","  1.00"," 3.0","  0.80","  0.80","1.10","0.50",="922",="ＢｌｕＥ　Ｎｅｘｕｓ",="013",="",="",="6402",="ﾜｲﾔ- T/M",="016",="TP-332 ﾊﾝﾖｳ","      6",="",="",="",="00"," 0.5",="",="",="",="",="",="",="TP342ﾌﾀｱﾘ",=" 335.000",=" 335.000",=" 195.000",="   0.022",="   2.420",="しない",="",="MASTER01",="2023/06/27",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="82125-ECB020",="",="","WIRE, TRANSMISSION",="1Y",="第１工場",="手配",="Ｐ",="3880",="（株）ＢｌｕＥ　Ｎｅｘｕｓ",="01",="デンソー　安城製作所",="受代",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","06"," 3.30","  1.15"," 3.0","  0.80","  0.80","1.10","0.50",="922",="ＢｌｕＥ　Ｎｅｘｕｓ",="001",="I1-3",="50408",="6402",="ﾜｲﾔ- T/M",="018",="TP-342 ﾊﾝﾖｳ","      8",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP342ﾌﾀｱﾘ",=" 503.000",=" 335.000",=" 216.000",="   0.036",="   4.270",="しない",="",="MASTER01",="2023/06/27",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="82125-ECC020",="",="","WIRE, TRANSMISSION",="1Y",="第１工場",="手配",="Ｐ",="3880",="（株）ＢｌｕＥ　Ｎｅｘｕｓ",="01",="デンソー　安城製作所",="受代",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","06"," 3.30","  1.20"," 3.0","  0.80","  0.80","1.10","0.50",="922",="ＢｌｕＥ　Ｎｅｘｕｓ",="004",="I1-5",="50411",="6402",="ﾜｲﾔ- T/M",="018",="TP-342 ﾊﾝﾖｳ","      8",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP342ﾌﾀｱﾘ",=" 503.000",=" 335.000",=" 216.000",="   0.036",="   4.310",="しない",="",="MASTER01",="2023/06/27",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="82125-ECE020",="",="","WIRE, TRANSMISSION",="1Y",="第１工場",="手配",="Ｐ",="3880",="（株）ＢｌｕＥ　Ｎｅｘｕｓ",="01",="デンソー　安城製作所",="受代",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","06"," 3.30","  1.00"," 3.0","  0.80","  0.80","1.10","0.50",="922",="ＢｌｕＥ　Ｎｅｘｕｓ",="006",="I1-4",="30404",="6402",="ﾜｲﾔ- T/M",="016",="TP-332 ﾊﾝﾖｳ","      6",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP332ﾌﾀｱﾘ",=" 335.000",=" 335.000",=" 216.000",="   0.024",="   4.310",="しない",="",="MASTER01",="2023/06/27",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="82125-ECE030",="",="","WIRE, TRANSMISSION",="1Y",="第１工場",="手配",="Ｐ",="3880",="（株）ＢｌｕＥ　Ｎｅｘｕｓ",="01",="デンソー　安城製作所",="受代",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","06"," 3.30","  1.00"," 3.0","  0.80","  0.80","1.10","0.50",="922",="ＢｌｕＥ　Ｎｅｘｕｓ",="009",="I1-6",="30405",="6402",="ﾜｲﾔ- T/M",="016",="TP-332 ﾊﾝﾖｳ","      6",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP332ﾌﾀｱﾘ",=" 335.000",=" 335.000",=" 216.000",="   0.024",="   4.310",="しない",="",="MASTER01",="2023/06/27",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="82125-ECE040",="",="","WIRE, TRANSMISSION",="1Y",="第１工場",="手配",="Ｐ",="3880",="（株）ＢｌｕＥ　Ｎｅｘｕｓ",="01",="デンソー　安城製作所",="受代",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","06"," 3.30","  1.00"," 3.0","  0.80","  0.80","1.10","0.50",="922",="ＢｌｕＥ　Ｎｅｘｕｓ",="012",="KARI",="KARI",="6402",="ﾜｲﾔ- T/M",="016",="TP-332 ﾊﾝﾖｳ","      6",="",="",="",="00"," 0.5",="",="08",="専用",="",="",="",="TP332ﾌﾀｱﾘ",=" 335.000",=" 335.000",=" 216.000",="   0.024",="   4.310",="しない",="",="MASTER01",="2023/06/27",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="G9210-ECA010",="",="","INVERTER ASSY, EV MOTOR CONTROL",="1Y",="第１工場",="手配",="Ｐ",="3880",="（株）ＢｌｕＥ　Ｎｅｘｕｓ",="01",="デンソー　安城製作所",="受代",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","06"," 3.30","  1.00"," 3.0","  0.80","  0.80","1.10","0.50",="922",="ＢｌｕＥ　Ｎｅｘｕｓ",="014",="",="",="9204","INVERTER ASSY, EV MOTOR CONTRO",="057",="TP-341-5 ﾊﾝﾖｳ","      1",="",="",="",="00"," 0.5",="",="",="",="",="",="",="TP341.5",=" 503.000",=" 335.000",=" 149.000",="   0.025",="   6.760",="しない",="",="MASTER01",="2023/06/27",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="G9210-ECB010",="",="","INVERTER ASSY, EV MOTOR CONTROL",="1Y",="第１工場",="手配",="Ｐ",="3880",="（株）ＢｌｕＥ　Ｎｅｘｕｓ",="01",="デンソー　安城製作所",="受代",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","06"," 3.30","  1.00"," 3.0","  0.80","  0.80","1.10","0.50",="922",="ＢｌｕＥ　Ｎｅｘｕｓ",="002",="C-1",="00407",="9204",="EVﾓｰﾀｺﾝﾄﾛｰﾙｲﾝﾊﾞｰﾀASSY",="057",="TP-341-5 ﾊﾝﾖｳ","      1",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP341.5ﾌﾀｱﾘ",=" 503.000",=" 335.000",=" 170.000",="   0.029",="   7.020",="する",="  30",="MASTER01",="2023/06/27",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="G9210-ECB020",="",="","INVERTER ASSY, EV MOTOR CONTROL",="1Y",="第１工場",="手配",="Ｐ",="3880",="（株）ＢｌｕＥ　Ｎｅｘｕｓ",="01",="デンソー　安城製作所",="受代",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","06"," 3.30","  1.00"," 3.0","  0.80","  0.80","1.10","0.50",="922",="ＢｌｕＥ　Ｎｅｘｕｓ",="015",=" FUYOU",="00509",="9204",="EVﾓｰﾀｺﾝﾄﾛｰﾙｲﾝﾊﾞｰﾀASSY",="057",="TP-341-5 ﾊﾝﾖｳ","      1",="",="",="",="00"," 0.5",="",="",="",="",="",="",="TP341.5",=" 503.000",=" 335.000",=" 149.000",="   0.025",="   6.760",="しない",="",="MASTER01",="2023/06/27",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="G9210-ECC010",="",="","INVERTER ASSY, EV MOTOR CONTROL",="1Y",="第１工場",="手配",="Ｐ",="3880",="（株）ＢｌｕＥ　Ｎｅｘｕｓ",="01",="デンソー　安城製作所",="受代",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","06"," 3.30","  1.00"," 3.0","  0.80","  0.80","1.10","0.50",="922",="ＢｌｕＥ　Ｎｅｘｕｓ",="005",="D-1",="00410",="9204",="EVﾓｰﾀｺﾝﾄﾛｰﾙｲﾝﾊﾞｰﾀASSY",="057",="TP-341-5 ﾊﾝﾖｳ","      1",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP341.5ﾌﾀｱﾘ",=" 503.000",=" 335.000",=" 170.000",="   0.029",="   6.700",="する",="  30",="MASTER01",="2023/06/27",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="G9210-ECE010",="",="","INVERTER ASSY, EV MOTOR CONTROL",="1Y",="第１工場",="手配",="Ｐ",="3880",="（株）ＢｌｕＥ　Ｎｅｘｕｓ",="01",="デンソー　安城製作所",="受代",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","06"," 3.30","  1.00"," 3.0","  0.80","  0.80","1.10","0.50",="922",="ＢｌｕＥ　Ｎｅｘｕｓ",="007",="A-1",="00402",="9204",="EVﾓｰﾀｺﾝﾄﾛｰﾙｲﾝﾊﾞｰﾀASSY",="057",="TP-341-5 ﾊﾝﾖｳ","      1",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP341.5ﾌﾀｱﾘ",=" 503.000",=" 335.000",=" 170.000",="   0.029",="   6.410",="する",="  30",="MASTER01",="2023/06/27",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="G9210-ECE020",="",="","INVERTER ASSY, EV MOTOR CONTROL",="1Y",="第１工場",="手配",="Ｐ",="3880",="（株）ＢｌｕＥ　Ｎｅｘｕｓ",="01",="デンソー　安城製作所",="受代",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","06"," 3.30","  1.00"," 3.0","  0.80","  0.80","1.10","0.50",="922",="ＢｌｕＥ　Ｎｅｘｕｓ",="010",="B-1",="00403",="9204",="EVﾓｰﾀｺﾝﾄﾛｰﾙｲﾝﾊﾞｰﾀASSY",="057",="TP-341-5 ﾊﾝﾖｳ","      1",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP341.5ﾌﾀｱﾘ",=" 503.000",=" 335.000",=" 170.000",="   0.029",="   6.410",="する",="  30",="MASTER01",="2023/06/27",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="G9210-ECE030",="",="","INVERTER ASSY, EV MOTOR CONTROL",="1Y",="第１工場",="手配",="Ｐ",="3880",="（株）ＢｌｕＥ　Ｎｅｘｕｓ",="01",="デンソー　安城製作所",="受代",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","06"," 3.30","  1.00"," 3.0","  0.80","  0.80","1.10","0.50",="922",="ＢｌｕＥ　Ｎｅｘｕｓ",="011",="E-1",="00502",="9204",="EVﾓｰﾀｺﾝﾄﾛｰﾙｲﾝﾊﾞｰﾀASSY",="057",="TP-341-5 ﾊﾝﾖｳ","      1",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP341.5",=" 503.000",=" 335.000",=" 170.000",="   0.029",="   6.410",="する",="  30",="MASTER01",="2023/06/27",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="G9351-ECB010",="",="","PIPE, INVERTER COOLANT",="1Y",="第１工場",="手配",="Ｐ",="3880",="（株）ＢｌｕＥ　Ｎｅｘｕｓ",="01",="デンソー　安城製作所",="受代",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","06"," 3.30","  1.20"," 3.0","  0.80","  0.80","1.10","0.50",="922",="ＢｌｕＥ　Ｎｅｘｕｓ",="003",="I1-2",="20409",="9205",="ｲﾝﾊﾞｰﾀｸｰﾗﾝﾄﾊﾟｲﾌﾟ",="014",="TP-331 ﾊﾝﾖｳ","     12",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP331ﾌﾀｱﾘ",=" 335.000",=" 335.000",=" 124.000",="   0.014",="   3.450",="しない",="",="MASTER01",="2023/06/27",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="G9351-ECE010",="",="","PIPE, INVERTER COOLANT",="1Y",="第１工場",="手配",="Ｐ",="3880",="（株）ＢｌｕＥ　Ｎｅｘｕｓ",="01",="デンソー　安城製作所",="受代",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","06"," 3.30","  1.20"," 3.0","  0.80","  0.80","1.10","0.50",="922",="ＢｌｕＥ　Ｎｅｘｕｓ",="008",="I1-2",="20406",="9205",="ｲﾝﾊﾞｰﾀｸｰﾗﾝﾄﾊﾟｲﾌﾟ",="014",="TP-331 ﾊﾝﾖｳ","     12",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP331ﾌﾀｱﾘ",=" 335.000",=" 335.000",=" 124.000",="   0.014",="   3.430",="しない",="",="MASTER01",="2023/06/27",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90331-14006",="",="","PLUG, TIGHT",="1Y",="第１工場",="手配",="Ｐ",="4125",="ナミコー（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 3.25","  0.94"," 3.0","  1.10","  1.10","1.10","0.50",="811",="ナミコー（株）",="001",="S-G-31",="20438",="0525",="ﾌﾟﾗｸﾞﾀｲﾄ",="014",="TP-331 ﾊﾝﾖｳ","   2000",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP331ﾌﾀﾅｼ",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   4.700",="しない",="",="MASTER01",="2023/04/25",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="2030 044 001J",="",="","SEAL, TYPE T OIL",="1Y",="第１工場",="手配",="Ｐ",="4241",="ＮＯＫ（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","02"," 3.52","  0.54"," 3.0","  1.01","  1.01","1.10","0.50",="047",="ＮＯＫ（株）",="001",="S-SM-1-1",="10412",="9080",="ｼｰﾙﾀｲﾌﾟTｵｲﾙ",="012",="TP-131 ﾊﾝﾖｳ","    400",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ１３１フタナシ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   1.680",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="90301-06A018",="",="","RING, O",="1Y",="第１工場",="手配",="Ｐ",="4241",="ＮＯＫ（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","02"," 3.52","  0.56"," 3.0","  1.01","  1.01","1.10","0.50",="047",="ＮＯＫ（株）",="002",="R-5-3",="10416",="1410",="ﾘﾝｸﾞO",="012",="TP-131 ﾊﾝﾖｳ","   2000",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ１３１フタナシ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   0.600",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="90301-11A014",="",="","RING, O",="1Y",="第１工場",="手配",="Ｐ",="4241",="ＮＯＫ（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","02"," 3.52","  0.56"," 3.0","  1.01","  1.01","1.10","0.50",="047",="ＮＯＫ（株）",="003",="R-6-3",="10417",="1410",="ﾘﾝｸﾞO",="012",="TP-131 ﾊﾝﾖｳ","   1000",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ１３１フタナシ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   0.600",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="90301-15A011",="",="","RING, O",="1Y",="第１工場",="手配",="Ｐ",="4241",="ＮＯＫ（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","02"," 3.52","  0.56"," 3.0","  1.01","  1.01","1.10","0.50",="047",="ＮＯＫ（株）",="008",="R-2-2",="10414",="1410",="ﾘﾝｸﾞO",="012",="TP-131 ﾊﾝﾖｳ","   1000",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ１３１フタナシ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   0.700",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="90301-17A005",="",="","RING, O",="1Y",="第１工場",="手配",="Ｐ",="4241",="ＮＯＫ（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","02"," 3.52","  0.80"," 3.0","  1.01","  1.01","1.10","0.50",="047",="ＮＯＫ（株）",="011",="",="",="1410",="ﾘﾝｸﾞ O",="012",="TP-131 ﾊﾝﾖｳ","   1000",="",="",="",="00"," 0.5",="",="",="",="",="",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   0.800",="しない",="",="MASTER01",="2023/04/25",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="90301-17A010",="",="","RING, O",="1Y",="第１工場",="手配",="Ｐ",="4241",="ＮＯＫ（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","02"," 3.52","  0.54"," 3.0","  1.01","  1.01","1.10","0.50",="047",="ＮＯＫ（株）",="004",="R-1-2",="10418",="1410",="ﾘﾝｸﾞO",="012",="TP-131 ﾊﾝﾖｳ","   1000",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ１３１フタナシ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   0.800",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="90301-19A010",="",="","RING, O",="1Y",="第１工場",="手配",="Ｐ",="4241",="ＮＯＫ（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","02"," 3.52","  0.58"," 3.0","  1.01","  1.01","1.10","0.50",="047",="ＮＯＫ（株）",="009",="C1-2",="10415",="1410",="ﾘﾝｸﾞO",="012",="TP-131 ﾊﾝﾖｳ","   1000",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ１３１フタナシ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   0.800",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="90301-19A011",="",="","RING, O",="1Y",="第１工場",="手配",="Ｐ",="4241",="ＮＯＫ（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","02"," 3.52","  0.54"," 3.0","  1.01","  1.01","1.10","0.50",="047",="ＮＯＫ（株）",="005",="C1-1",="10413",="1410",="ﾘﾝｸﾞO",="012",="TP-131 ﾊﾝﾖｳ","    200",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ１３１フタナシ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   0.580",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="90301-31A001",="",="","RING, O",="1Y",="第１工場",="手配",="Ｐ",="4241",="ＮＯＫ（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","02"," 3.52","  0.80"," 3.0","  1.01","  1.01","1.10","0.50",="047",="ＮＯＫ（株）",="012",="",="",="1410",="ﾘﾝｸﾞ O",="012",="TP-131 ﾊﾝﾖｳ","    900",="",="",="",="00"," 0.5",="",="",="",="",="",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   1.100",="しない",="",="MASTER01",="2023/04/25",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="90311-40A056",="",="","SEAL, TYPE T OIL",="1Y",="第１工場",="手配",="Ｐ",="4241",="ＮＯＫ（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","02"," 3.52","  0.80"," 3.0","  1.01","  1.01","1.10","0.50",="047",="ＮＯＫ（株）",="013",="",="",="9080",="ｼ-ﾙ ｵｲﾙ",="139",="B-24","    120",="",="",="",="00"," 0.5",="",="",="",="",="",="",="ｻﾝﾎﾞｯｸｽ＃24Bﾌﾀﾅｼ",=" 430.000",=" 290.000",=" 170.000",="   0.021",="   7.400",="しない",="",="MASTER01",="2023/04/25",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="90311-50A014",="",="","SEAL, TYPE T OIL",="1Y",="第１工場",="手配",="Ｐ",="4241",="ＮＯＫ（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","02"," 3.52","  0.54"," 3.0","  1.01","  1.01","1.10","0.50",="047",="ＮＯＫ（株）",="006",="F1-1",="50419",="9080",="ｼｰﾙﾀｲﾌﾟTｵｲﾙ",="139",="B-24","     84",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="サンボックス＃２４Ｂフタナシ",=" 430.000",=" 290.000",=" 170.000",="   0.021",="   5.258",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="90311-50A015",="",="","SEAL, TYPE T OIL",="1Y",="第１工場",="手配",="Ｐ",="4241",="ＮＯＫ（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","02"," 3.52","  0.53"," 3.0","  1.01","  1.01","1.10","0.50",="047",="ＮＯＫ（株）",="007",="F1-2",="50420",="9080",="ｼｰﾙﾀｲﾌﾟTｵｲﾙ",="139",="B-24","     84",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="サンボックス＃２４Ｂフタナシ",=" 430.000",=" 290.000",=" 170.000",="   0.021",="   5.560",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="G1250-ECB010",="",="","PIPE ASSY, MOTOR COOLING, NO.1",="1Y",="第１工場",="手配",="Ｐ",="4267",="（株）バルカー",="01",="豊田営業所",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","02"," 6.20","  0.87"," 3.0","  1.35","  1.35","1.10","0.50",="048",="（株）バルカー",="001",="M-ST-13",="30142",="0036","ﾊﾟｲﾌﾟASSY,ﾓｰﾀｰｸﾘｰﾆﾝｸﾞNO.1",="088",="TP-332.5ｾﾝﾖｳ","     60",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ３３２フタナシ",=" 335.000",=" 335.000",=" 196.000",="   0.022",="   1.940",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="G1250-ECC010",="",="","PIPE ASSY, MOTOR COOLING, NO.1",="1Y",="第１工場",="手配",="Ｐ",="4267",="（株）バルカー",="01",="豊田営業所",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","02"," 6.20","  0.87"," 3.0","  1.35","  1.35","1.10","0.50",="048",="（株）バルカー",="002",="M-ST-11",="30144",="0036","ﾊﾟｲﾌﾟASSY,ﾓｰﾀｰｸﾘｰﾆﾝｸﾞNO.1",="088",="TP-332.5ｾﾝﾖｳ","     60",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ３３２フタナシ",=" 335.000",=" 335.000",=" 196.000",="   0.022",="   2.036",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="G1250-ECE010",="",="","PIPE ASSY, MOTOR COOLING, NO.1",="1Y",="第１工場",="手配",="Ｐ",="4267",="（株）バルカー",="01",="豊田営業所",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","02"," 6.20","  0.88"," 3.0","  1.35","  1.35","1.10","0.50",="048",="（株）バルカー",="003",="M-ST-12",="30143",="0021","ﾊﾟｲﾌﾟASSY,ﾓｰﾀｰｸｰﾘﾝｸﾞ",="088",="TP-332.5ｾﾝﾖｳ","     60",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ３３２フタナシ",=" 335.000",=" 335.000",=" 196.000",="   0.022",="   1.640",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
