,品番,Year,Week_Number,在庫数（箱）,入庫数（箱）,出庫数（箱）,基準在庫日数,基準在庫日数（基準在庫枚数込み）,基準在庫枚数,箱種類,A,B,C,収容数,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収回収LT）,仕入先名,回収かんばん数,日量数（箱数）,社内LT/設計値LT,社内LT/設計値LT（基準在庫枚数込み）,順立装置在庫量/設計値MIN,不等ピッチ係数,順立装置在庫量/設計値MAX,時間稼働率,加工数,先週からの順立装置在庫量増加率,先週からの社内LT増加率,先週からの回収かんばん増加率,使用工程,納入かんばん数,納入数/日量数,入庫数/納入数,出庫数/入庫数,回収数/出庫数,回収数/納入数,便Ave
69,33490ECB010    ,2023,37,39.0,444.0,436.0,0.82,0.8505973773676542,3.0,ＴＰ３３１．５フタアリ,1.0,2.0,3.92,4.0,2.0,0.3799999999999999,0.4299999999999997,0.16000000000000014,0.91,マレリ（株）,495.0,484.25,1.1097560975609757,1.069836357615138,0.32738582419381246,0.23,0.14625097668731618,99.44,462.0,-0.2777777777777778,-0.080808080808081,-0.03883495145631066,7.ファイナル前半,504.0,1.0407847186370676,0.8809523809523809,0.9819819819819819,1.135321100917431,0.9821428571428571,242.125
70,33490ECB010    ,2023,38,46.0,410.0,432.0,0.82,0.8505973773676542,3.0,ＴＰ３３１．５フタアリ,1.0,2.0,3.92,4.0,1.99,0.4000000000000004,0.5499999999999998,0.16999999999999993,0.9699999999999998,マレリ（株）,473.0,468.25,1.1829268292682924,1.140375018556795,0.3993419539107297,0.23,0.1783382305976262,99.905,450.0,0.17948717948717952,0.0659340659340657,-0.0444444444444444,7.ファイナル前半,464.0,0.990923651895355,0.8836206896551724,1.053658536585366,1.0949074074074074,1.019396551724138,234.125
71,33490ECB010    ,2023,39,77.5,507.0,464.0,0.82,0.8505973773676542,3.0,ＴＰ３３１．５フタアリ,1.0,2.0,3.92,4.0,2.7299999999999995,0.15000000000000036,0.7199999999999998,0.18000000000000016,1.1399999999999997,マレリ（株）,511.0,491.5,1.390243902439024,1.340234557891491,0.6409779255473125,0.23,0.28601376672201445,99.955,464.0,0.6847826086956521,0.17525773195876293,0.08033826638477803,7.ファイナル前半,508.0,1.0335707019328586,0.9980314960629921,0.9151873767258383,1.1012931034482758,1.0059055118110236,245.75
74,33490ECE010    ,2023,36,98.0,605.0,620.0,0.81,0.8338230289279638,3.0,ＴＰ３３１．５フタアリ,1.0,2.0,3.92,4.0,1.97,0.2599999999999998,0.7600000000000005,0.1200000000000001,1.1900000000000004,マレリ（株）,680.0,665.0,1.469135802469136,1.4271613504486307,0.599058622165169,0.23,0.267504440624406,99.89500000000001,480.0,-0.1009174311926605,-0.09160305343511421,2.4343434343434343,7.ファイナル前半,655.0,0.9849624060150376,0.9236641221374046,1.024793388429752,1.096774193548387,1.0381679389312977,332.5
75,33490ECE010    ,2023,37,74.5,592.0,588.0,0.81,0.8338230289279638,3.0,ＴＰ３３１．５フタアリ,1.0,2.0,3.92,4.0,2.0,0.2599999999999998,0.6399999999999997,0.14000000000000012,1.1399999999999997,マレリ（株）,651.0,623.0,1.407407407407407,1.3671965878247379,0.4861083923840843,0.23,0.21711501115122378,99.44,462.0,-0.23979591836734693,-0.042016806722689704,-0.04264705882352937,7.ファイナル前半,668.0,1.07223113964687,0.8862275449101796,0.9932432432432432,1.1071428571428572,0.9745508982035929,311.5
76,33490ECE010    ,2023,38,92.0,546.0,574.0,0.81,0.8338230289279638,3.0,ＴＰ３３１．５フタアリ,1.0,2.0,3.92,4.0,1.99,0.25,0.7699999999999996,0.14999999999999947,1.2299999999999995,マレリ（株）,628.0,613.25,1.518518518518518,1.4751331605477431,0.6098389561147955,0.23,0.2722720465459147,99.905,450.0,0.2348993288590604,0.07894736842105243,-0.03533026113671278,7.ファイナル前半,610.0,0.9947003668976763,0.8950819672131147,1.0512820512820513,1.0940766550522647,1.0295081967213116,306.625
77,33490ECE010    ,2023,39,122.5,639.0,581.0,0.81,0.8338230289279638,3.0,ＴＰ３３１．５フタアリ,1.0,2.0,3.92,4.0,2.7299999999999995,0.14000000000000012,0.9500000000000002,0.14000000000000054,1.35,マレリ（株）,640.0,621.5,1.6666666666666667,1.6190485908450847,0.8012348828234864,0.23,0.3575324581957199,99.955,464.0,0.3315217391304348,0.09756097560975663,0.019108280254777066,7.ファイナル前半,639.0,1.0281576830249397,1.0,0.9092331768388107,1.1015490533562822,1.001564945226917,310.75
79,34989ECB010    ,2023,36,3.0,1.0,3.0,0.81,2.886740506329114,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,2.24,0.3300000000000001,11.33,2.0200000000000014,13.73,（株）槌屋,3.0,1.554,16.950617283950617,4.756229377007488,5.797303094600391,0.0,0.40382268815858813,99.89500000000001,480.0,-0.25,-0.33462563605524587,0.5,7.ファイナル前半,1.0,0.6435006435006435,1.0,3.0,1.0,3.0,1.554
80,34989ECB010    ,2023,37,2.0,2.0,2.0,0.81,2.886740506329114,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,3.2199999999999998,0.39500000000000024,10.45,2.9750000000000005,13.82,（株）槌屋,2.0,0.9840000000000001,17.061728395061728,4.7874064086120525,6.103664640250004,0.0,0.2802351033422346,99.44,462.0,-0.33333333333333337,0.00655498907501828,-0.33333333333333337,7.ファイナル前半,2.0,2.0325203252032518,1.0,1.0,1.0,1.0,0.9840000000000001
81,34989ECB010    ,2023,38,2.0,2.0,2.0,0.81,2.886740506329114,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,4.23,0.33999999999999986,8.790000000000001,2.1399999999999992,11.23,（株）槌屋,3.0,0.9359999999999999,13.864197530864198,3.890200721325134,6.41667308333975,0.0,0.27028951622286335,99.905,450.0,0.0,-0.18740955137481907,0.5,7.ファイナル前半,2.0,2.1367521367521367,1.0,1.0,1.5,1.5,0.9359999999999999
82,34989ECB010    ,2023,39,1.0,2.0,2.0,0.81,2.886740506329114,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,3.24,0.33999999999999986,3.8899999999999992,3.0,7.23,（株）槌屋,2.0,0.972,8.925925925925926,2.5045548722333675,3.0895092623487685,0.0,0.24330253435368251,99.955,464.0,-0.5,-0.35618878005342836,-0.33333333333333337,7.ファイナル前半,3.0,3.0864197530864197,0.6666666666666666,1.0,1.0,0.6666666666666666,0.972
85,34989ECB020    ,2023,36,7.0,6.0,9.0,0.81,1.5010482670635763,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,2.24,0.395,7.13,0.6350000000000007,8.08,（株）槌屋,10.0,9.453999999999999,9.975308641975309,5.382904852091459,2.2235055025408315,0.0,0.5761219428376065,99.89500000000001,480.0,-0.125,2.591111111111111,1.5,8.ファイナル後半,8.0,0.8462026655383965,0.75,1.5,1.1111111111111112,1.25,9.453999999999999
86,34989ECB020    ,2023,37,6.0,8.0,9.0,0.81,1.5010482670635763,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,2.29,0.35999999999999943,5.9300000000000015,0.5099999999999998,6.8100000000000005,（株）槌屋,9.0,8.856,8.407407407407408,4.5368294607354995,2.034554880083335,0.0,0.5294107581987127,99.44,462.0,-0.1428571428571429,-0.1571782178217821,-0.09999999999999998,8.ファイナル後半,10.0,1.1291779584462511,0.8,1.125,1.0,0.9,8.856
87,34989ECB020    ,2023,38,6.0,7.0,9.0,0.81,1.5010482670635763,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,3.225,0.33999999999999986,4.095000000000001,0.6499999999999995,6.74,（株）槌屋,10.0,8.649999999999999,8.320987654320987,4.490195384046588,2.0830078633546845,0.0,0.5373691974811164,99.905,450.0,0.0,-0.010279001468428861,0.11111111111111116,8.ファイナル後半,10.0,1.1560693641618498,0.7,1.2857142857142858,1.1111111111111112,1.0,8.649999999999999
88,34989ECB020    ,2023,39,6.0,8.0,9.0,0.81,1.5010482670635763,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,2.245,0.345,4.6850000000000005,0.6200000000000001,6.26,（株）槌屋,10.0,8.904,7.728395061728394,4.170418858179768,2.0235869292473065,0.0,0.5275751702135426,99.955,464.0,0.0,-0.07121661721068251,0.0,8.ファイナル後半,10.0,1.1230907457322552,0.8,1.125,1.1111111111111112,1.0,8.904
91,34989ECB030    ,2023,36,4.0,3.0,4.0,0.8,2.1820965341271528,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,1000.0,2.24,0.3700000000000001,8.09,0.9200000000000008,9.38,（株）槌屋,5.0,3.7809999999999997,11.725,4.2986182569379485,3.1769404951102915,0.0,0.5596761325954824,99.89500000000001,480.0,-0.19999999999999996,0.35158501440922185,4.0,8.ファイナル後半,4.0,1.0579211848717271,0.75,1.3333333333333333,1.25,1.25,3.7809999999999997
92,34989ECB030    ,2023,37,4.0,4.0,4.0,0.8,2.1820965341271528,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,1000.0,3.2350000000000003,0.33499999999999996,7.8100000000000005,1.7999999999999998,9.99,（株）槌屋,4.0,3.4829999999999997,12.487499999999999,4.5781659260991585,3.4487545254125793,0.0,0.5629121508310378,99.44,462.0,0.0,0.06503198294243062,-0.19999999999999996,8.ファイナル後半,5.0,1.435544071202986,0.8,1.0,1.0,0.8,3.4829999999999997
93,34989ECB030    ,2023,38,3.0,2.0,4.0,0.8,2.1820965341271528,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,1000.0,2.24,0.2999999999999998,6.000000000000001,0.9600000000000009,7.0299999999999985,（株）槌屋,5.0,3.51,8.787499999999998,3.221672318366074,2.5666692333359,0.0,0.47983346068182536,99.905,450.0,-0.25,-0.2962962962962965,0.25,8.ファイナル後半,4.0,1.1396011396011396,0.5,2.0,1.25,1.25,3.51
94,34989ECB030    ,2023,39,3.0,4.0,5.0,0.8,2.1820965341271528,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,1000.0,2.24,0.3599999999999999,5.43,0.79,6.54,（株）槌屋,4.0,3.575,8.174999999999999,2.997117633302152,2.5200025200025196,0.0,0.4781827128875646,99.955,464.0,0.0,-0.06970128022759581,-0.19999999999999996,8.ファイナル後半,5.0,1.3986013986013985,0.8,1.25,0.8,0.8,3.575
96,34989ECC010    ,2023,36,3.0,1.0,2.0,0.78,4.082925448254168,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,3.245,0.355,29.55,5.149999999999999,35.055,（株）槌屋,2.0,0.624,44.94230769230769,8.58575559222843,14.437514437514436,0.0,0.19877140142154964,99.89500000000001,480.0,-0.25,0.24176408076514333,1.0,7.ファイナル前半,1.0,1.6025641025641026,1.0,2.0,1.0,2.0,0.624
97,34989ECC010    ,2023,37,3.0,1.0,1.0,0.78,4.082925448254168,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,2.24,0.3799999999999999,12.43,6.029999999999998,18.84,（株）槌屋,1.0,0.306,24.153846153846153,4.6143384783221695,29.441205911794146,0.0,0.10079796401858669,99.44,462.0,0.0,-0.46255883611467696,-0.5,7.ファイナル前半,1.0,3.2679738562091503,1.0,1.0,1.0,1.0,0.306
98,34989ECC010    ,2023,38,2.0,1.0,1.0,0.78,4.082925448254168,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,6.735,0.36999999999999966,18.225,5.619999999999997,24.215,（株）槌屋,2.0,0.5760000000000001,31.044871794871792,5.930796510221408,10.427093760427091,0.0,0.18129253629818962,99.905,450.0,-0.33333333333333337,0.2852972399150744,1.0,7.ファイナル前半,1.0,1.736111111111111,1.0,1.0,2.0,2.0,0.5760000000000001
99,34989ECC010    ,2023,39,2.0,1.0,1.0,0.78,4.082925448254168,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,3.2350000000000003,0.34999999999999964,14.274999999999999,4.865000000000002,19.490000000000002,（株）槌屋,2.0,0.3,24.98717948717949,4.773538054272775,20.02002002002002,0.0,0.09835249722060667,99.955,464.0,0.0,-0.1951269874045013,0.0,7.ファイナル前半,1.0,3.3333333333333335,1.0,1.0,2.0,2.0,0.3
101,34989ECE010    ,2023,36,2.0,0.0,2.0,0.72,4.768582995951417,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,2.24,0.3900000000000001,25.06,7.800000000000002,33.25,（株）槌屋,1.0,0.336,46.18055555555556,6.972721252462135,17.87501787501787,0.0,0.1097224041689104,99.89500000000001,480.0,-0.5,0.4313387860525182,0.0,7.ファイナル前半,,,,inf,0.5,,0.336
102,34989ECE010    ,2023,37,2.0,1.0,1.0,0.72,4.768582995951417,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,3.25,1.4600000000000002,42.905,7.245000000000001,51.61,（株）槌屋,2.0,0.552,71.68055555555556,10.82292161923521,10.880445663054356,0.0,0.17451937442515877,99.44,462.0,0.0,0.5521804511278194,1.0,7.ファイナル前半,1.0,1.8115942028985506,1.0,1.0,2.0,2.0,0.552
103,34989ECE010    ,2023,38,2.0,1.0,1.0,0.72,4.768582995951417,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,2.22,0.4700000000000002,10.5,7.449999999999998,18.42,（株）槌屋,1.0,0.3,25.583333333333336,3.862782720912858,20.02002002002002,0.0,0.09835249722060667,99.905,450.0,0.0,-0.6430924239488471,-0.5,7.ファイナル前半,2.0,6.666666666666667,0.5,1.0,1.0,0.5,0.3
104,34989ECE010    ,2023,39,2.5,1.0,1.0,0.72,4.768582995951417,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,3.235,0.40500000000000025,33.105,8.86,42.37,（株）槌屋,2.0,0.5880000000000001,58.84722222222222,8.88523908170889,12.767869910727052,0.0,0.18677247576430878,99.955,464.0,0.25,1.3002171552660147,1.0,7.ファイナル前半,1.0,1.7006802721088432,1.0,1.0,2.0,2.0,0.5880000000000001
107,34989ECE020    ,2023,36,2.0,1.0,3.0,0.82,3.01435736677116,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,4.24,0.41500000000000004,28.15,5.270000000000003,33.83500000000001,（株）槌屋,2.0,0.9239999999999999,41.26219512195123,11.224614696645107,6.500006500006499,0.0,0.2677302160252545,99.89500000000001,480.0,-0.5,2.9070438799076213,1.0,7.ファイナル前半,1.0,1.0822510822510822,1.0,3.0,0.6666666666666666,2.0,0.9239999999999999
108,34989ECE020    ,2023,37,2.0,3.0,2.0,0.82,3.01435736677116,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,4.23,0.35999999999999943,3.59,5.450000000000001,9.4,（株）槌屋,3.0,0.986,11.463414634146343,3.1184092847189,6.091283981750513,0.0,0.2806393645428896,99.44,462.0,0.0,-0.7221811733412148,0.5,7.ファイナル前半,3.0,3.0425963488843815,1.0,0.6666666666666666,1.5,1.0,0.986
109,34989ECE020    ,2023,38,2.0,2.0,2.0,0.82,3.01435736677116,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,3.24,0.33499999999999996,13.015,4.180000000000001,17.53,（株）槌屋,2.0,0.89,21.37804878048781,5.815501570332161,6.748321355062927,0.0,0.26032103410578633,99.905,450.0,0.0,0.8648936170212767,-0.33333333333333337,7.ファイナル前半,2.0,2.247191011235955,1.0,1.0,1.0,1.0,0.89
110,34989ECE020    ,2023,39,2.0,2.0,2.0,0.82,3.01435736677116,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,2.24,0.365,5.305,4.385,10.055,（株）槌屋,2.0,0.94,12.262195121951219,3.3357026976434616,6.389368091495751,0.0,0.27113614385727436,99.955,464.0,0.0,-0.4264118653736453,0.0,7.ファイナル前半,3.0,3.191489361702128,0.6666666666666666,1.0,1.0,0.6666666666666666,0.94
112,34989ECE030    ,2023,36,2.0,1.0,1.0,0.8,13.004571871367688,3.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,2.24,0.5700000000000003,35.7,13.689999999999998,49.96,（株）槌屋,1.0,0.276,62.449999999999996,3.8417258556583085,21.760891326108712,0.0,0.09070010415645959,99.89500000000001,480.0,1.0,0.6970108695652171,0.0,,1.0,3.623188405797101,1.0,1.0,1.0,1.0,0.276
113,34989ECE030    ,2023,37,2.0,1.0,1.0,0.8,13.004571871367688,3.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,3.230000000000001,0.3250000000000002,24.58,11.425,36.33,（株）槌屋,2.0,0.456,45.412499999999994,2.793632913051768,13.17106580264475,0.0,0.14652158701900844,99.44,462.0,0.0,-0.27281825460368303,1.0,,1.0,2.1929824561403506,1.0,1.0,2.0,2.0,0.456
114,34989ECE030    ,2023,38,2.0,2.0,1.0,0.8,13.004571871367688,3.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,4.22,0.39000000000000057,12.89,10.19,23.47,（株）槌屋,1.0,0.204,29.3375,1.8047499165792733,29.44120591179415,0.0,0.06744132944761301,99.905,450.0,0.0,-0.35397742912193775,-0.5,,2.0,9.803921568627452,1.0,0.5,1.0,0.5,0.204
115,34989ECE030    ,2023,39,2.0,1.0,1.0,0.8,13.004571871367688,3.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,4.23,0.35999999999999943,16.939999999999998,6.330000000000003,23.630000000000006,（株）槌屋,1.0,0.252,29.537500000000005,1.817053282009725,23.833357166690497,0.0,0.08299458689239056,99.955,464.0,0.0,0.006817213463996996,0.0,,1.0,3.9682539682539684,1.0,1.0,1.0,1.0,0.252
116,35141ECB010    ,2023,39,12.0,28.0,27.0,0.62,0.7423895094706168,3.0,Aﾊﾟﾚﾌﾀﾅｼ,1.0,24.0,19.68,16.0,0.89,0.0199999999999998,0.44000000000000017,0.10000000000000007,0.57,（株）アイシン福井,111.0,98.875,0.9193548387096774,0.7677910217325884,1.408495477409053,,1.1459088460919644,99.955,464.0,0.0,0.0,0.0,,126.0,1.2743362831858407,0.2222222222222222,0.9642857142857143,4.111111111111111,0.8809523809523809,4.119791666666667
117,35141ECE010    ,2023,39,23.0,21.0,27.0,0.63,0.7491151446398185,3.0,Aﾊﾟﾚﾌﾀﾅｼ,1.0,24.0,19.68,20.0,0.8399999999999999,0.0,0.8499999999999999,0.11000000000000032,1.0699999999999998,（株）アイシン福井,111.0,99.65000000000002,1.6984126984126982,1.4283518463833296,2.678620820841999,,1.9469738861552421,99.955,464.0,0.0,0.0,0.0,,126.0,1.2644254892122426,0.16666666666666666,1.2857142857142858,4.111111111111111,0.8809523809523809,4.1520833333333345
120,35145ECB010    ,2023,36,7.0,18.0,19.0,0.62,1.3849344341913552,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,100.0,1.76,0.2899999999999996,2.1500000000000004,0.41000000000000014,2.8249999999999997,三共鋼業（株）,20.0,20.67,4.556451612903225,2.0398077557003482,1.2359673563364513,0.0,0.3051509388279857,99.89500000000001,480.0,-0.125,0.005338078291814652,2.3333333333333335,2.MGケース,18.0,0.8708272859216255,1.0,1.0555555555555556,1.0526315789473684,1.1111111111111112,20.67
121,35145ECB010    ,2023,37,7.0,21.0,17.0,0.62,1.3849344341913552,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,100.0,3.75,0.10000000000000007,1.74,0.2999999999999998,2.41,三共鋼業（株）,17.0,19.37,3.8870967741935485,1.7401545809691468,1.3189181856207768,0.0,0.3232148883123834,99.44,462.0,0.0,-0.1469026548672565,-0.15000000000000002,2.MGケース,18.0,0.9292720702116675,1.1666666666666667,0.8095238095238095,1.0,0.9444444444444444,19.37
122,35145ECB010    ,2023,38,7.0,20.0,20.0,0.62,1.3849344341913552,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,100.0,1.76,0.29500000000000004,1.7950000000000004,0.2799999999999998,2.93,三共鋼業（株）,20.0,18.73,4.725806451612904,2.115623619186556,1.3639853313120367,0.0,0.33285014062789053,99.905,450.0,0.0,0.21576763485477168,0.17647058823529416,2.MGケース,20.0,1.0678056593699947,1.0,1.0,1.0,1.0,18.73
123,35145ECB010    ,2023,39,7.0,20.0,18.0,0.62,1.3849344341913552,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,100.0,1.755,0.10000000000000007,1.9500000000000002,0.38500000000000023,3.02,三共鋼業（株）,20.0,19.66,4.870967741935484,2.1806086450318767,1.299463136087205,0.0,0.31901614493258956,99.955,464.0,0.0,0.030716723549488067,0.0,2.MGケース,20.0,1.017293997965412,1.0,0.9,1.1111111111111112,1.0,19.66
126,35145ECE010    ,2023,36,7.0,24.0,23.0,0.65,0.8485252410663642,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,100.0,1.76,0.2899999999999998,1.59,0.4800000000000004,2.74,三共鋼業（株）,27.0,26.6,4.2153846153846155,3.2291319897055386,0.9604302727621972,0.0,0.24229476452621676,99.89500000000001,480.0,-0.2222222222222222,0.6506024096385545,2.857142857142857,2.MGケース,24.0,0.9022556390977443,1.0,0.9583333333333334,1.173913043478261,1.125,26.6
127,35145ECE010    ,2023,37,7.0,26.0,23.0,0.65,0.8485252410663642,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,100.0,1.76,0.10000000000000007,1.3200000000000005,0.4900000000000002,1.93,三共鋼業（株）,21.0,24.92,2.969230769230769,2.2745345766903973,1.0251783810383004,0.0,0.2574364340488249,99.44,462.0,0.0,-0.2956204379562044,-0.2222222222222222,2.MGケース,21.0,0.8426966292134831,1.2380952380952381,0.8846153846153846,0.9130434782608695,1.0,24.92
128,35145ECE010    ,2023,38,6.0,24.0,22.0,0.65,0.8485252410663642,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,100.0,1.76,0.2899999999999998,1.5700000000000003,0.5349999999999999,2.5349999999999997,三共鋼業（株）,24.0,24.53,3.8999999999999995,2.9875363481399777,0.8926950761915246,0.0,0.22514751319301265,99.905,450.0,-0.1428571428571429,0.31347150259067336,0.1428571428571428,2.MGケース,24.0,0.9783938035059111,1.0,0.9166666666666666,1.0909090909090908,1.0,24.53
129,35145ECE010    ,2023,39,7.0,26.0,23.0,0.65,0.8485252410663642,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,100.0,1.76,0.09999999999999988,1.3,0.5099999999999998,1.95,三共鋼業（株）,25.0,24.86,3.0,2.2981048831845983,1.0276526651437832,0.0,0.2580107484473928,99.955,464.0,0.16666666666666674,-0.23076923076923073,0.04166666666666674,2.MGケース,26.0,1.0458567980691875,1.0,0.8846153846153846,1.0869565217391304,0.9615384615384616,24.86
132,35145ECE020    ,2023,36,6.0,23.0,25.0,0.65,0.8485252410663642,1.0,ＴＰ３３１フタナシ,1.0,4.0,6.88,100.0,1.36,0.31000000000000005,0.8200000000000003,0.17999999999999972,2.06,（株）浅賀井製作所,27.0,26.6,3.169230769230769,2.4277415689027038,1.1449944658600815,0.13,0.6575346453576688,99.89500000000001,480.0,0.09090909090909083,0.34640522875817004,2.857142857142857,2.MGケース,26.0,0.9774436090225563,0.8846153846153846,1.0869565217391304,1.08,1.0384615384615385,6.65
133,35145ECE020    ,2023,37,5.0,24.0,23.0,0.65,0.8485252410663642,1.0,ＴＰ３３１フタナシ,1.0,4.0,6.88,100.0,1.35,0.31000000000000005,1.1900000000000002,0.3700000000000001,1.8150000000000004,（株）浅賀井製作所,26.0,24.92,2.7923076923076926,2.139005314348742,1.0184875866732934,0.13,0.5886170235676518,99.44,462.0,-0.16666666666666663,-0.11893203883495129,-0.03703703703703709,2.MGケース,26.0,1.043338683788122,0.9230769230769231,0.9583333333333334,1.1304347826086956,1.0,6.23
134,35145ECE020    ,2023,38,5.0,22.0,22.0,0.65,0.8485252410663642,1.0,ＴＰ３３１フタナシ,1.0,4.0,6.88,100.0,1.44,0.29000000000000004,0.9499999999999996,0.3700000000000001,1.7799999999999998,（株）浅賀井製作所,25.0,24.53,2.738461538461538,2.0977572779838893,1.0346804182592122,0.13,0.5956862485642459,99.905,450.0,0.0,-0.019283746556474135,-0.038461538461538436,2.MGケース,26.0,1.059926620464737,0.8461538461538461,1.0,1.1363636363636365,0.9615384615384616,6.1325
135,35145ECE020    ,2023,39,7.0,24.0,24.0,0.65,0.8485252410663642,1.0,ＴＰ３３１フタナシ,1.0,4.0,6.88,100.0,1.44,0.33999999999999986,1.19,0.4399999999999995,2.08,（株）浅賀井製作所,25.0,24.86,3.2,2.451311875396905,1.4293240114182568,0.13,0.7876386627748173,99.955,464.0,0.3999999999999999,0.16853932584269682,0.0,2.MGケース,25.0,1.005631536604988,0.96,1.0,1.0416666666666667,1.0,6.215
138,35165ECE010    ,2023,36,7.0,10.0,13.0,0.63,1.0270504821327284,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.21,200.0,1.25,0.33999999999999986,5.23,0.17999999999999972,5.71,（株）松尾製作所,13.0,13.3,9.063492063492063,5.559609872479552,2.3815194093831864,0.0,0.42822571733416703,99.89500000000001,480.0,0.0,0.8844884488448845,3.333333333333333,2.MGケース,10.0,0.7518796992481203,1.0,1.3,1.0,1.3,13.3
139,35165ECE010    ,2023,37,4.0,11.0,11.0,0.63,1.0270504821327284,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.21,200.0,1.24,0.3500000000000001,1.35,0.4900000000000002,2.6,（株）松尾製作所,13.0,12.46,4.126984126984127,2.531521132827817,1.45261215981639,0.0,0.2751862086041326,99.44,462.0,-0.4285714285714286,-0.5446584938704028,0.0,2.MGケース,13.0,1.043338683788122,0.8461538461538461,1.0,1.1818181818181819,1.0,12.46
140,35165ECE010    ,2023,38,5.0,13.0,12.0,0.63,1.0270504821327284,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.21,200.0,1.24,0.3500000000000001,2.49,0.45,3.35,（株）松尾製作所,13.0,12.265,5.317460317460317,3.2617676134512257,1.8446338678467402,0.0,0.33960737888583664,99.905,450.0,0.25,0.28846153846153855,0.0,2.MGケース,13.0,1.059926620464737,1.0,0.9230769230769231,1.0833333333333333,1.0,12.265
141,35165ECE010    ,2023,39,4.0,10.0,11.0,0.63,1.0270504821327284,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.21,200.0,1.24,0.365,2.695,0.4750000000000001,4.01,（株）松尾製作所,12.0,12.43,6.365079365079365,3.904384516399825,1.4561180620524712,0.0,0.2757172116670749,99.955,464.0,-0.19999999999999996,0.19701492537313414,-0.07692307692307687,2.MGケース,12.0,0.9654062751407885,0.8333333333333334,1.1,1.0909090909090908,1.0,12.43
144,35174ECB010    ,2023,36,16.0,88.0,93.0,0.87,0.9209956289460904,1.0,ＴＰ３３２フタナシ,1.0,4.0,6.88,20.0,1.36,0.23,0.8400000000000003,0.13000000000000078,1.2800000000000002,（株）浅賀井製作所,103.0,103.35000000000004,1.4712643678160922,1.3898002984712579,0.785856546798985,0.13,0.5032893648664849,99.89500000000001,480.0,-0.11111111111111116,-0.19999999999999984,2.814814814814815,2.MGケース,98.0,0.9482341557813253,0.8979591836734694,1.0568181818181819,1.10752688172043,1.0510204081632653,25.83750000000001
