,品番,Year,Week_Number,基準在庫日数,基準在庫日数（基準在庫枚数込み）,基準在庫枚数,箱種類,A,B,C,収容数,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収回収LT）,仕入先名,回収かんばん数,日量数（箱数）
372,82821ECB020    ,2023,35,0.87,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,200,1.85,0.3900000000000001,4.29,0.54,5.6,石黒ゴム工業（株）,17,0.0
373,82821ECB020    ,2023,35,0.87,1.146389922398214,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,200,2.565,0.31999999999999973,3.275,0.5200000000000005,4.165000000000001,石黒ゴム工業（株）,6,4.4
374,82821ECB020    ,2023,36,0.87,1.146389922398214,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,200,1.85,0.30999999999999983,3.1450000000000005,0.5249999999999999,4.85,石黒ゴム工業（株）,24,23.634999999999998
375,82821ECB020    ,2023,37,0.87,1.146389922398214,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,200,1.85,0.2400000000000002,2.8649999999999998,0.4950000000000001,4.369999999999999,石黒ゴム工業（株）,22,22.145
376,82821ECB020    ,2023,38,0.87,1.146389922398214,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,200,1.85,0.30999999999999994,3.0949999999999998,0.5449999999999999,4.619999999999999,石黒ゴム工業（株）,22,21.63
377,82821ECB020    ,2023,39,0.87,1.146389922398214,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,200,1.85,0.3799999999999999,3.07,0.5099999999999998,4.300000000000002,石黒ゴム工業（株）,23,22.26
378,82821ECB040    ,2023,35,0.83,0.83,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,100,1.85,0.3000000000000007,2.72,0.5899999999999999,3.64,石黒ゴム工業（株）,13,0.0
379,82821ECB040    ,2023,35,0.83,1.0849781447304516,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,100,1.565,0.35,1.89,0.5250000000000001,2.745,石黒ゴム工業（株）,6,3.93
380,82821ECB040    ,2023,36,0.83,1.0849781447304516,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,100,1.85,0.30500000000000005,0.935,0.5150000000000001,2.3,石黒ゴム工業（株）,20,20.67
381,82821ECB040    ,2023,37,0.83,1.0849781447304516,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,100,1.85,0.26,1.0550000000000002,0.4549999999999996,1.755,石黒ゴム工業（株）,20,19.37
382,82821ECB040    ,2023,38,0.83,1.0849781447304516,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,100,1.85,0.31999999999999984,1.1100000000000003,0.3999999999999999,2.0,石黒ゴム工業（株）,19,18.73
383,82821ECB040    ,2023,39,0.83,1.0849781447304516,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,100,1.85,0.3599999999999999,1.2400000000000002,0.3799999999999999,2.0300000000000002,石黒ゴム工業（株）,20,19.66
384,82821ECB050    ,2023,35,0.83,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,100,1.85,0.3399999999999994,4.3100000000000005,0.21,4.9,石黒ゴム工業（株）,33,0.0
385,82821ECB050    ,2023,35,0.83,0.9682243487506644,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,100,1.85,0.3500000000000001,2.420000000000001,0.25,3.06,石黒ゴム工業（株）,13,8.799999999999999
386,82821ECB050    ,2023,36,0.83,0.9682243487506644,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,100,1.85,0.30999999999999983,2.6,0.1900000000000004,3.34,石黒ゴム工業（株）,47,47.27000000000001
387,82821ECB050    ,2023,37,0.83,0.9682243487506644,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,100,1.85,0.2400000000000002,2.05,0.21,2.56,石黒ゴム工業（株）,45,44.260000000000005
388,82821ECB050    ,2023,38,0.83,0.9682243487506644,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,100,1.85,0.31499999999999984,2.595,0.22000000000000042,3.395,石黒ゴム工業（株）,44,43.24999999999999
389,82821ECB050    ,2023,39,0.83,0.9682243487506644,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,100,1.85,0.3400000000000003,2.5,0.2699999999999996,3.395,石黒ゴム工業（株）,46,44.52
390,82821ECE010    ,2023,35,1.07,1.07,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,50,1.85,0.3000000000000003,5.37,0.19000000000000128,5.97,石黒ゴム工業（株）,39,0.0
391,82821ECE010    ,2023,35,1.07,1.1929081970312945,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,50,3.28,0.3900000000000001,2.99,0.1899999999999995,3.82,石黒ゴム工業（株）,15,9.739999999999998
392,82821ECE010    ,2023,36,1.07,1.1929081970312945,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,50,1.85,0.30999999999999983,5.29,0.16999999999999993,5.8599999999999985,石黒ゴム工業（株）,53,53.2
393,82821ECE010    ,2023,37,1.07,1.1929081970312945,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,50,1.85,0.2400000000000002,5.01,0.14999999999999947,5.57,石黒ゴム工業（株）,50,49.84000000000001
394,82821ECE010    ,2023,38,1.07,1.1929081970312945,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,50,1.85,0.28,5.244999999999999,0.1499999999999999,5.76,石黒ゴム工業（株）,50,49.040000000000006
395,82821ECE010    ,2023,39,1.07,1.1929081970312945,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,50,1.85,0.3799999999999999,4.96,0.1900000000000004,5.6,石黒ゴム工業（株）,51,49.720000000000006
396,82821XAE010    ,2023,35,0.87,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,100,1.85,0.3900000000000001,4.35,0.1299999999999999,4.89,石黒ゴム工業（株）,33,0.0
397,82821XAE010    ,2023,35,0.87,1.008194961199107,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,100,1.29,0.3500000000000001,2.6499999999999995,0.1200000000000001,3.1,石黒ゴム工業（株）,13,8.799999999999999
398,82821XAE010    ,2023,36,0.87,1.008194961199107,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,100,1.85,0.3000000000000003,3.3100000000000005,0.11000000000000032,3.76,石黒ゴム工業（株）,47,47.27000000000001
399,82821XAE010    ,2023,37,0.87,1.008194961199107,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,100,1.85,0.23,2.455,0.15999999999999992,2.865,石黒ゴム工業（株）,46,44.29
400,82821XAE010    ,2023,38,0.87,1.008194961199107,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,100,1.85,0.31499999999999984,2.82,0.18500000000000005,3.7849999999999997,石黒ゴム工業（株）,44,43.25999999999999
401,82821XAE010    ,2023,39,0.87,1.008194961199107,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,100,1.85,0.3400000000000003,2.5,0.16999999999999993,3.06,石黒ゴム工業（株）,45,44.52
402,82821XAE020    ,2023,35,0.81,0.81,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400,6.055,0.26000000000000023,4.465,2.5,7.475000000000001,石黒ゴム工業（株）,4,0.0
403,82821XAE020    ,2023,35,0.81,1.8299125789218067,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400,1.85,0.25500000000000017,3.445,1.335,5.035,石黒ゴム工業（株）,2,0.9825
404,82821XAE020    ,2023,36,0.81,1.8299125789218067,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400,2.565,0.36499999999999977,3.565000000000001,1.4650000000000007,6.470000000000001,石黒ゴム工業（株）,4,4.140000000000001
405,82821XAE020    ,2023,37,0.81,1.8299125789218067,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400,2.565,0.275,1.2449999999999999,1.2500000000000002,3.2700000000000005,石黒ゴム工業（株）,6,4.8425
406,82821XAE020    ,2023,38,0.81,1.8299125789218067,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400,1.85,0.27000000000000024,0.6399999999999997,1.17,2.87,石黒ゴム工業（株）,5,3.7375
407,82821XAE020    ,2023,39,0.81,1.8299125789218067,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400,2.85,0.35499999999999976,0.9949999999999999,1.4650000000000007,3.67,石黒ゴム工業（株）,4,3.955
408,82824ECB010    ,2023,35,0.57,0.57,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,32,3.84,0.2499999999999996,1.04,0.2700000000000005,1.7999999999999994,矢崎総業（株）,41,0.0
409,82824ECB010    ,2023,35,0.57,0.6515930063137445,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,32,1.84,0.26,1.0300000000000002,0.2599999999999998,1.65,矢崎総業（株）,17,12.28125
410,82824ECB010    ,2023,36,0.57,0.6515930063137445,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,32,1.85,0.2200000000000002,0.8199999999999998,0.23,1.2699999999999996,矢崎総業（株）,63,64.59375
411,82824ECB010    ,2023,37,0.57,0.6515930063137445,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,32,1.85,0.2100000000000002,0.5799999999999998,0.21499999999999986,1.0299999999999998,矢崎総業（株）,62,60.53125
412,82824ECB010    ,2023,38,0.57,0.6515930063137445,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,32,1.84,0.23,0.7199999999999998,0.16000000000000014,1.1900000000000002,矢崎総業（株）,59,58.53125
413,82824ECB010    ,2023,39,0.57,0.6515930063137445,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,32,1.85,0.22,0.7699999999999996,0.14000000000000012,1.19,矢崎総業（株）,63,61.4375
414,82824ECB020    ,2023,35,0.58,0.58,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,40,3.84,0.24,0.8299999999999996,0.18999999999999995,1.2999999999999998,矢崎総業（株）,82,0.0
415,82824ECB020    ,2023,35,0.58,0.6246476028489423,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,40,1.84,0.26,1.0499999999999998,0.20000000000000015,1.62,矢崎総業（株）,31,22.0
416,82824ECB020    ,2023,36,0.58,0.6246476028489423,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,40,1.85,0.21,1.02,0.2200000000000002,1.59,矢崎総業（株）,118,118.17499999999998
417,82824ECB020    ,2023,37,0.58,0.6246476028489423,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,40,1.85,0.20000000000000015,0.91,0.2400000000000002,1.5399999999999996,矢崎総業（株）,113,110.72499999999998
418,82824ECB020    ,2023,38,0.58,0.6246476028489423,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,40,1.84,0.20000000000000015,1.0099999999999998,0.2599999999999998,1.59,矢崎総業（株）,107,108.15000000000002
419,82824ECB020    ,2023,39,0.58,0.6246476028489423,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,40,1.85,0.22,0.77,0.22999999999999954,1.23,矢崎総業（株）,115,111.30000000000001
420,82824ECE010    ,2023,35,0.36,0.36,1.0,ＴＰ３３２,1.0,1.0,3.25,45,3.58,-0.3100000000000005,1.435,0.1750000000000007,1.375,住友電装（株）,44,0.0
421,82824ECE010    ,2023,35,0.36,0.4493363584798639,1.0,ＴＰ３３２,1.0,1.0,3.25,45,1.95,-0.020000000000000462,0.9849999999999998,0.20500000000000007,1.2449999999999999,住友電装（株）,16,10.822222222222225
422,82824ECE010    ,2023,36,0.36,0.4493363584798639,1.0,ＴＰ３３２,1.0,1.0,3.25,45,2.16,-0.009999999999999787,1.37,0.16999999999999993,1.5699999999999994,住友電装（株）,59,59.11111111111112
423,82824ECE010    ,2023,37,0.36,0.4493363584798639,1.0,ＴＰ３３２,1.0,1.0,3.25,45,1.97,0.0,0.79,0.2400000000000002,1.5999999999999996,住友電装（株）,73,55.37777777777778
424,82824ECE010    ,2023,38,0.36,0.4493363584798639,1.0,ＴＰ３３２,1.0,1.0,3.25,45,1.99,-0.040000000000000036,1.0700000000000003,0.2999999999999998,1.98,住友電装（株）,64,54.5111111111111
425,82824ECE010    ,2023,39,0.36,0.4493363584798639,1.0,ＴＰ３３２,1.0,1.0,3.25,45,1.99,-0.040000000000000036,0.79,0.2700000000000005,1.04,住友電装（株）,57,55.24444444444444
426,9010506A003    ,2023,35,0.52,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,5.425000000000001,0.2749999999999996,3.06,3.289999999999999,6.624999999999999,（株）青山製作所,2,0.0
427,9010506A003    ,2023,35,0.52,1.7948907236522584,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,0.8999999999999999,0.43,0.14000000000000012,0.4099999999999999,0.98,（株）青山製作所,1,0.7859999999999999
428,9010506A003    ,2023,36,0.52,1.7948907236522584,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,0.8900000000000006,0.1200000000000001,5.86,1.370000000000001,10.47,（株）青山製作所,5,3.3120000000000003
429,9010506A003    ,2023,37,0.52,1.7948907236522584,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,0.96,0.1200000000000001,5.49,0.6699999999999999,6.28,（株）青山製作所,1,0.8240000000000001
430,9010506A003    ,2023,38,0.52,1.7948907236522584,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,1.915,0.30499999999999994,1.915,2.8649999999999998,5.15,（株）青山製作所,4,2.9899999999999993
431,9010506A003    ,2023,39,0.52,1.7948907236522584,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,0.93,0.3400000000000001,2.6900000000000004,1.83,4.86,（株）青山製作所,3,2.3840000000000003
432,9010506A089    ,2023,35,0.5,0.5,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500,0.96,0.13000000000000012,1.87,1.0300000000000002,3.37,（株）青山製作所,5,0.0
433,9010506A089    ,2023,35,0.5,3.0114276602530032,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500,0.92,0.3500000000000001,0.8500000000000001,0.9299999999999996,2.13,（株）青山製作所,1,1.1733333333333331
434,9010506A089    ,2023,36,0.5,3.0114276602530032,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500,0.93,0.1200000000000001,4.08,1.0199999999999996,5.44,（株）青山製作所,7,6.302666666666667
435,9010506A089    ,2023,37,0.5,3.0114276602530032,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500,0.9099999999999999,0.405,4.23,0.6799999999999997,5.24,（株）青山製作所,4,3.6506666666666665
436,9010506A089    ,2023,38,0.5,3.0114276602530032,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500,0.925,0.38000000000000006,4.18,0.9349999999999996,5.495,（株）青山製作所,6,4.5986666666666665
437,9010506A089    ,2023,39,0.5,3.0114276602530032,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500,0.92,0.25,2.205,0.8900000000000001,3.955000000000001,（株）青山製作所,6,5.936
438,9010508A014    ,2023,35,0.54,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,0.92,0.28,0.4099999999999999,0.1649999999999998,0.9200000000000002,（株）青山製作所,250,0.0
439,9010508A014    ,2023,35,0.54,0.5842801315752482,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,0.8999999999999999,0.15999999999999992,0.545,0.15499999999999992,0.9300000000000002,（株）青山製作所,98,66.46999999999997
440,9010508A014    ,2023,36,0.54,0.5842801315752482,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,0.92,0.16999999999999993,0.5399999999999998,0.16000000000000014,0.94,（株）青山製作所,350,357.48999999999984
441,9010508A014    ,2023,37,0.54,0.5842801315752482,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,0.92,0.23,0.47,0.1899999999999995,0.9600000000000002,（株）青山製作所,315,334.9499999999998
442,9010508A014    ,2023,38,0.54,0.5842801315752482,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,0.9,0.21,0.56,0.1899999999999995,1.01,（株）青山製作所,310,327.35000000000014
443,9010508A014    ,2023,39,0.54,0.5842801315752482,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,0.92,0.23,0.4900000000000002,0.22,1.01,（株）青山製作所,339,336.49999999999994
444,9010508A042    ,2023,35,0.53,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,300,0.94,0.28,0.275,0.21500000000000002,0.8100000000000002,（株）青山製作所,22,0.0
445,9010508A042    ,2023,35,0.53,0.682986886838271,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,300,0.9000000000000001,0.33000000000000007,0.18000000000000005,0.21499999999999997,0.73,（株）青山製作所,10,6.549999999999999
446,9010508A042    ,2023,36,0.53,0.682986886838271,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,300,0.9,0.18000000000000016,0.2,0.18999999999999995,0.69,（株）青山製作所,33,34.45
447,9010508A042    ,2023,37,0.53,0.682986886838271,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,300,0.915,0.21000000000000008,0.25,0.14000000000000012,0.6850000000000002,（株）青山製作所,30,32.28333333333334
448,9010508A042    ,2023,38,0.53,0.682986886838271,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,300,0.91,0.18500000000000005,0.45,0.20000000000000007,0.905,（株）青山製作所,30,31.21666666666666
449,9010508A042    ,2023,39,0.53,0.682986886838271,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,300,0.92,0.2200000000000002,0.31000000000000005,0.21,0.9000000000000001,（株）青山製作所,29,32.76666666666667
450,9010512A018    ,2023,35,0.74,0.74,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,200,0.92,0.28,0.4699999999999998,0.16999999999999993,0.9500000000000002,（株）青山製作所,231,0.0
451,9010512A018    ,2023,35,0.74,0.7887028046631003,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,200,0.8999999999999999,0.3500000000000001,0.3400000000000001,0.18000000000000016,1.06,（株）青山製作所,115,60.65999999999992
452,9010512A018    ,2023,36,0.74,0.7887028046631003,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,200,0.92,0.16999999999999993,0.5299999999999998,0.15999999999999992,0.95,（株）青山製作所,320,324.96000000000004
453,9010512A018    ,2023,37,0.74,0.7887028046631003,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,200,0.91,0.24,0.28000000000000014,0.16000000000000014,0.725,（株）青山製作所,290,304.4799999999999
454,9010512A018    ,2023,38,0.74,0.7887028046631003,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,200,0.92,0.22,0.3600000000000001,0.17999999999999994,0.74,（株）青山製作所,284,297.0199999999999
455,9010512A018    ,2023,39,0.74,0.7887028046631003,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,200,0.93,0.2200000000000002,0.43,0.16999999999999993,0.8599999999999999,（株）青山製作所,314,306.43999999999994
456,9011606048,2023,35,0.61,5.390876494023905,1.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,3000,0.5599999999999999,0.6200000000000001,28.87,6.509999999999998,36.0,（株）杉浦製作所,1,0.25066666666666665
457,9011606048,2023,36,0.61,5.390876494023905,1.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,3000,0.52,0.17000000000000004,28.39,6.599999999999998,35.16,（株）杉浦製作所,1,0.278
458,9011606048,2023,37,0.61,5.390876494023905,1.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,3000,0.54,0.4500000000000001,28.43,6.129999999999999,35.01,（株）杉浦製作所,1,0.272
459,9011606048,2023,38,0.61,5.390876494023905,1.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,3000,0.53,0.18,24.08,6.0649999999999995,30.325,（株）杉浦製作所,2,0.488
460,9011606048,2023,39,0.61,5.390876494023905,1.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,3000,0.51,0.21000000000000008,28.37,6.59,35.17,（株）杉浦製作所,1,0.2663333333333333
461,9011906908,2023,35,0.54,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,0.96,0.1100000000000001,1.92,1.3200000000000005,5.2,（株）青山製作所,3,0.0
462,9011906908,2023,36,0.54,5.198040665434381,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,0.89,0.1050000000000001,3.155,1.255,4.405000000000001,（株）青山製作所,4,2.038
463,9011906908,2023,37,0.54,5.198040665434381,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,0.91,0.1399999999999999,0.16000000000000014,1.33,1.93,（株）青山製作所,3,1.9665
464,9011906908,2023,38,0.54,5.198040665434381,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,0.93,0.31000000000000005,19.99,1.389999999999997,21.39,（株）青山製作所,3,1.8439999999999999
465,9011906908,2023,39,0.54,5.198040665434381,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,2.89,0.27,8.8,1.4800000000000004,10.55,（株）青山製作所,3,1.899
466,9011906A065    ,2023,35,0.53,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000,0.915,0.29000000000000004,2.48,0.3849999999999998,3.2700000000000005,（株）青山製作所,10,0.0
467,9011906A065    ,2023,35,0.53,0.9020633570745191,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000,0.92,0.3400000000000001,1.0299999999999998,0.3999999999999999,1.7799999999999998,（株）青山製作所,3,2.64
468,9011906A065    ,2023,36,0.53,0.9020633570745191,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000,0.92,0.18000000000000016,1.5200000000000005,0.3900000000000001,2.0000000000000004,（株）青山製作所,13,14.181
469,9011906A065    ,2023,37,0.53,0.9020633570745191,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000,0.92,0.21499999999999986,0.92,0.5849999999999995,1.8599999999999999,（株）青山製作所,14,13.286999999999999
470,9011906A065    ,2023,38,0.53,0.9020633570745191,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000,0.8999999999999999,0.23,0.4699999999999998,0.8399999999999999,1.5699999999999998,（株）青山製作所,13,12.978000000000002
471,9011906A065    ,2023,39,0.53,0.9020633570745191,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000,0.93,0.23,0.94,0.4399999999999995,2.18,（株）青山製作所,11,13.356
472,9014860027,2023,35,0.56,0.56,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,0.93,0.76,14.779999999999998,4.91,20.45,（株）青山製作所,1,0.0
473,9014860027,2023,36,0.56,5.6595628946090315,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,0.96,0.27,31.07,3.5800000000000054,34.92,（株）青山製作所,1,0.2085
