,品番,加工図符号,設変符号,品名,ステータス,発注区分,整備室,整備室名,手配区分,工程内外製,工程コード,仕入先名/工場名,発送場所,発送場所名,受給区分,後工程内外製,後工程コード,後工程仕入先名/工場名,受入場所,受入場所名,箱種類,収容数,基準在庫日数,基準在庫枚数,サイクル間隔,サイクル回数,サイクル情報,更新,更新者,最終更新日時,マイナス必要数有無,当月必要数,当月稼働日数,翌月必要数,翌月稼働日数,翌々月必要数,翌々月稼働日数,翌々々月必要数,翌々々月稼働日数,1(土),2(日),3(月),4(火),5(水),6(木),7(金),8(土),9(日),10(月),11(火),12(水),13(木),14(金),15(土),16(日),17(月),18(火),19(水),20(木),21(金),22(土),23(日),24(月),25(火),26(水),27(木),28(金),29(土),30(日),Unnamed: 69,当月計算数,翌月計算数,翌々月計算数,翌々々月計算数,1(土).1,2(日).1,3(月).1,4(火).1,5(水).1,6(木).1,7(金).1,8(土).1,9(日).1,10(月).1,11(火).1,12(水).1,13(木).1,14(金).1,15(土).1,16(日).1,17(月).1,18(火).1,19(水).1,20(木).1,21(金).1,22(土).1,23(日).1,24(月).1,25(火).1,26(水).1,27(木).1,28(金).1,29(土).1,30(日).1,納入回数（間隔）,納入回数（回数）,納入回数（遅れ）,箱重量
215,90564-55A030,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタナシ,100,  0.52,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,06, 5.76,   9.710
216,90564-55A031,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP341ﾌﾀﾅｼ,100,  0.91,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,04, 8.04,   6.970
217,90564-55A032,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３４２フタアリ,100,  0.90,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,04, 8.04,  10.680
218,90564-55A033,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３４２フタアリ,100,  0.90,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,04, 8.04,  10.680
219,90564-55A034,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３４２フタアリ,100,  0.90,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,04, 8.04,  10.680
220,90564-55A035,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３４２フタアリ,100,  0.90,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,04, 8.04,  10.680
221,90564-55A036,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP341ﾌﾀﾅｼ,100,  0.91,3,1,1,0.73,,,,,20,20,16,18,20,22,19,21,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,,14,15,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,04, 8.04,   6.970
222,90564-55A037,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３４２フタアリ,100,  0.90,3,1,1,0.73,,,,,104,20,91,18,116,22,114,21,0,0,5,5,5,5,5,0,0,5,5,5,5,5,0,0,5,6,5,6,5,0,0,5,6,5,6,5,0,0,,89,90,115,113,0,0,4,4,4,4,4,0,0,4,4,4,4,4,0,0,4,5,4,5,4,0,0,4,5,4,5,4,0,0,1,04, 8.04,  10.680
223,90564-55A038,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタナシ,100,  0.53,3,1,1,0.73,,,,,288,20,280,18,357,22,350,21,0,0,14,14,13,14,14,0,0,13,13,13,13,13,0,0,15,16,15,16,14,0,0,15,16,15,17,15,0,0,,277,279,356,349,0,0,13,13,12,13,13,0,0,12,12,12,12,12,0,0,14,15,14,15,13,0,0,14,15,14,16,14,0,0,1,06, 5.76,   9.430
224,90564-55A039,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP341ﾌﾀﾅｼ,100,  0.91,3,1,1,0.73,,,,,629,20,626,18,800,22,784,21,0,0,30,30,28,30,30,0,0,28,28,29,28,29,0,0,33,36,32,36,30,0,0,33,36,33,37,33,0,0,,622,625,799,783,0,0,29,29,27,29,29,0,0,27,27,28,27,28,0,0,32,35,31,35,29,0,0,32,35,32,36,32,0,0,1,04, 8.04,   6.970
225,90564-55A040,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP341ﾌﾀﾅｼ,100,  0.91,3,1,1,0.73,,,,,"1,019",20,"1,019",18,"1,301",22,"1,274",21,0,0,48,49,46,49,49,0,0,46,46,47,46,47,0,0,53,57,52,57,49,0,0,54,58,53,59,54,0,0,,"1,011","1,018","1,300","1,273",0,0,47,48,45,48,48,0,0,45,45,46,45,46,0,0,52,56,51,56,48,0,0,53,57,52,58,53,0,0,1,04, 8.04,   6.970
226,90564-55A041,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,100,  0.76,3,1,1,0.73,,,,,941,20,943,18,"1,205",22,"1,180",21,0,0,45,45,42,45,45,0,0,42,42,44,42,43,0,0,49,53,48,53,45,0,0,50,54,49,55,50,0,0,,936,942,"1,204","1,179",0,0,44,45,42,45,45,0,0,42,42,43,42,42,0,0,48,52,48,52,45,0,0,49,53,48,54,49,0,0,1,08, 9.00,   9.301
227,90564-55A042,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ１３１フタナシ,100,  0.71,3,1,1,0.73,,,,,"1,038",20,"1,034",18,"1,321",22,"1,293",21,0,0,49,50,47,50,50,0,0,47,47,48,47,47,0,0,54,58,53,58,50,0,0,55,59,54,60,55,0,0,,"1,026","1,033","1,320","1,292",0,0,48,49,46,49,49,0,0,46,46,47,46,46,0,0,53,57,52,57,49,0,0,54,58,53,59,54,0,0,1,01, 0.73,  10.470
228,90564-55A043,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,100,  0.76,3,1,1,0.73,,,,,981,20,981,18,"1,253",22,"1,227",21,0,0,47,47,44,47,47,0,0,44,44,46,44,45,0,0,51,55,50,55,47,0,0,52,56,51,57,52,0,0,,974,980,"1,252","1,226",0,0,46,46,43,46,46,0,0,43,43,45,43,44,0,0,50,54,49,54,46,0,0,51,55,50,56,51,0,0,1,08, 9.00,   9.301
229,90564-55A044,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３２フタナシ,100,  0.50,3,1,1,0.73,,,,,894,20,890,18,"1,138",22,"1,114",21,0,0,42,43,40,43,43,0,0,40,40,42,40,41,0,0,47,50,46,50,43,0,0,47,51,47,52,47,0,0,,884,889,"1,137","1,113",0,0,41,42,39,42,42,0,0,39,39,41,39,40,0,0,46,49,45,49,42,0,0,46,50,46,51,46,0,0,1,01, 1.90,   2.500
230,90564-55A045,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタアリ,100,  0.58,3,1,1,0.73,,,,,941,20,943,18,"1,205",22,"1,180",21,0,0,45,45,42,45,45,0,0,42,42,44,42,43,0,0,49,53,48,53,45,0,0,50,54,49,55,50,0,0,,936,942,"1,204","1,179",0,0,44,45,42,45,45,0,0,42,42,43,42,42,0,0,48,52,48,52,45,0,0,49,53,48,54,49,0,0,1,01, 1.79,   4.710
231,90564-55A046,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３２フタナシ,100,  0.50,3,1,1,0.73,,,,,338,20,332,18,424,22,416,21,0,0,16,16,15,16,16,0,0,15,15,16,15,16,0,0,18,19,17,19,16,0,0,18,19,18,20,18,0,0,,329,331,423,415,0,0,15,15,14,15,15,0,0,14,14,15,14,15,0,0,17,18,16,18,15,0,0,17,18,17,19,17,0,0,1,01, 1.90,   2.740
232,90564-55A047,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタアリ,100,  0.58,3,1,1,0.73,,,,,248,20,242,18,309,22,302,21,0,0,12,12,11,12,12,0,0,11,11,12,11,11,0,0,13,14,13,14,12,0,0,13,14,13,14,13,0,0,,239,241,308,301,0,0,11,11,10,11,11,0,0,10,10,11,10,10,0,0,12,13,12,13,11,0,0,12,13,12,13,12,0,0,1,01, 1.79,   4.710
233,90564-55A048,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタアリ,100,  0.57,3,1,1,0.73,,,,,138,20,129,18,164,22,161,21,0,0,7,7,6,7,7,0,0,6,6,6,6,6,0,0,7,8,7,8,7,0,0,7,8,7,8,7,0,0,,127,128,163,160,0,0,6,6,5,6,6,0,0,5,5,5,5,5,0,0,6,7,6,7,6,0,0,6,7,6,7,6,0,0,1,01, 1.79,   3.180
234,90564-55A049,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタアリ,100,  0.58,3,1,1,0.73,,,,,20,20,16,18,20,22,19,21,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,,14,15,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01, 1.79,   4.710
235,90564-55A050,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタナシ,100,  0.67,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01, 2.14,   0.750
236,90564-55A051,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP131ﾌﾀﾅｼ,100,  0.93,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01, 0.73,   6.500
237,90564-55A052,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,Aﾊﾟﾚﾌﾀﾅｼ,100,  0.63,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,19.68, 138.900
238,90564-55A053,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,Aﾊﾟﾚﾌﾀﾅｼ,100,  0.62,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,19.68, 164.536
239,90564-55A054,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ﾃﾝﾊﾞｺ10ﾌﾀﾅｼ,100,  0.74,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,08, 9.00,  12.850
240,90564-55A055,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,Aﾊﾟﾚﾌﾀﾅｼ,100,  0.63,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,19.68, 165.780
241,90564-55A056,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,Aﾊﾟﾚﾌﾀﾅｼ,100,  0.62,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,19.68, 137.704
242,90564-55A057,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタナシ,100,  0.63,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01, 2.28,   2.288
243,90564-55A058,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ１３１フタナシ,100,  0.56,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,02, 3.52,   0.600
244,90564-55A059,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタナシ,100,  0.63,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01, 2.28,   2.288
245,90564-55A060,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ１３１フタナシ,100,  0.54,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,02, 3.52,   1.680
246,90564-55A061,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP362ﾌﾀﾅｼ,100,  0.87,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01, 2.28,   5.900
247,90564-55A062,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１．５フタナシ,100,  0.85,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01, 3.05,   4.110
248,90564-55A063,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１．５フタナシ,100,  0.85,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01, 3.05,   4.110
249,90564-55A064,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１．５フタナシ,100,  0.85,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01, 3.05,   4.110
250,90564-55A065,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP341ﾌﾀﾅｼ,100,  0.78,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,06, 4.92,  10.500
251,90564-55A066,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP341ﾌﾀﾅｼ,100,  0.78,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,06, 4.92,  10.500
252,90564-57A114,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP341ﾌﾀﾅｼ,100,  0.78,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,06, 4.92,  10.500
253,90564-57A115,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３４１フタナシ,100,  0.78,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,06, 4.92,   9.600
254,90564-57A116,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３４１フタナシ,100,  0.78,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,06, 4.92,   9.600
255,90564-57A117,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３４１フタナシ,100,  0.78,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,06, 4.92,   9.600
256,90564-57A118,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,サンボックス＃９Ｆフタナシ,100,  0.58,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01, 1.90,   7.000
257,90564-57A119,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,サンボックス＃９Ｆフタナシ,100,  0.58,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01, 1.90,   9.790
258,90564-57A120,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,サンボックス＃９Ｆフタナシ,100,  0.58,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01, 1.90,  11.980
259,90564-57A121,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,サンボックス＃９Ｆフタナシ,100,  0.63,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01, 1.90,  10.940
260,90564-57A122,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,サンボックス＃９Ｆフタナシ,100,  0.58,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01, 1.90,  11.644
