かんばんシリアル,伝票番号,拠点所番地,品番,品名,収容数,仕入先名,仕入先工場名,ステータス,納入日,納入便,発注日時,印刷日時,検収日時,順立装置入庫日時,順立装置出庫日時,回収日時,発注印刷LT,発注検収LT,発注順立装置入庫LT,発注順立装置出庫LT,発注回収LT,更新日時,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT,平均日量数,基準在庫枚数日数,A,B,C,整備室,箱種,箱サイズ,箱重量,基準在庫日数,基準在庫枚数,手配区分,基準在庫日数（基準在庫枚数込み）,実績在庫日数,在庫状態
1Z23J00004328,XCER470,20389,9010512A018    ,ﾎﾞﾙﾄﾌﾗﾝｼﾞ                     ,200,（株）青山製作所,< NULL >,回収済,2023/9/5,1,2023/9/2 3:35,2023/9/4 11:04,2023/9/5 7:48,2023/9/5 9:39,2023/9/6 2:21,2023/9/6 6:33,2.31,3.18,3.25,3.95,4.12,2023/9/9 13:23,0.87,0.07,0.7,0.17,0.94,12211.80952,0.049132768,1,6,5.76,1Y,ＴＰ３３１フタナシ,0.012,9.85,0.74,3,手配,0.789132768,0.94,異常1
1Z23J00004329,XCER470,20389,9010512A018    ,ﾎﾞﾙﾄﾌﾗﾝｼﾞ                     ,200,（株）青山製作所,< NULL >,回収済,2023/9/5,1,2023/9/2 3:35,2023/9/4 11:04,2023/9/5 7:48,2023/9/5 9:43,2023/9/6 4:29,2023/9/6 7:15,2.31,3.18,3.26,4.04,4.15,2023/9/9 13:23,0.87,0.08,0.78,0.11,0.97,12211.80952,0.049132768,1,6,5.76,1Y,ＴＰ３３１フタナシ,0.012,9.85,0.74,3,手配,0.789132768,0.97,異常1
1Z23J00004333,XCER470,20386,9015906A022    ,ｽｸﾘｭｰW/ﾜｯｼｬｰ                  ,1500,（株）青山製作所,< NULL >,回収済,2023/9/5,1,2023/9/2 3:35,2023/9/4 11:04,2023/9/5 7:48,2023/9/5 9:37,2023/9/6 5:45,2023/9/6 10:49,2.31,3.18,3.25,4.09,4.3,2023/9/9 13:23,0.87,0.07,0.84,0.21,1.12,13311.42857,0.338055377,1,6,5.76,1Y,ＴＰ３３１フタナシ,0.012,10.13,0.51,3,手配,0.848055377,1.12,異常2
1Z23J00004343,XCER630,50465,82821ECB040    ,ｶﾊﾞ-ｺﾈｸﾀ-                     ,100,石黒ゴム工業（株）,< NULL >,回収済,2023/9/6,1,2023/9/4 10:49,2023/9/4 13:00,2023/9/6 9:22,2023/9/6 16:44,2023/9/7 11:33,2023/9/8 1:06,0.09,1.94,2.25,3.03,3.6,2023/9/11 13:23,1.85,0.31,0.78,0.57,1.66,315.3076923,0.317150525,1,2,3.64,1Y,ＴＰ３４２フタナシ,0.033,3.3,0.83,1,手配,1.147150525,1.66,異常2
1Z23J00004349,XCER650,60123,41310ECB010    ,ﾃﾞﾌｹｰｽS/A                     ,2,（株）オンド,本社工場,回収済,2023/9/5,1,2023/9/2 7:02,2023/9/4 9:53,2023/9/5 9:28,2023/9/5 17:14,2023/9/6 1:56,2023/9/6 4:32,2.12,3.1,3.42,3.79,3.9,2023/9/9 13:23,0.98,0.32,0.37,0.11,0.8,390.3809524,0.010246402,1,4,4,1Y,サンボックス＃２４Ａフタアリ,0.033,16.99,0.69,2,手配,0.700246402,0.8,異常1
1Z23J00004352,XCER650,60123,41310ECB010    ,ﾃﾞﾌｹｰｽS/A                     ,2,（株）オンド,本社工場,回収済,2023/9/5,1,2023/9/2 7:02,2023/9/4 9:53,2023/9/5 9:28,2023/9/5 17:16,2023/9/6 1:58,2023/9/6 4:32,2.12,3.1,3.43,3.79,3.9,2023/9/9 13:23,0.98,0.33,0.36,0.11,0.8,390.3809524,0.010246402,1,4,4,1Y,サンボックス＃２４Ａフタアリ,0.033,16.99,0.69,2,手配,0.700246402,0.8,異常1
1Z23J00004353,XCER650,60123,41310ECB010    ,ﾃﾞﾌｹｰｽS/A                     ,2,（株）オンド,本社工場,回収済,2023/9/5,1,2023/9/2 7:02,2023/9/4 9:53,2023/9/5 9:28,2023/9/5 17:13,2023/9/6 1:43,2023/9/6 4:32,2.12,3.1,3.42,3.78,3.9,2023/9/9 13:23,0.98,0.32,0.36,0.12,0.8,390.3809524,0.010246402,1,4,4,1Y,サンボックス＃２４Ａフタアリ,0.033,16.99,0.69,2,手配,0.700246402,0.8,異常1
1Z23J00004356,XCER650,60123,41310ECB010    ,ﾃﾞﾌｹｰｽS/A                     ,2,（株）オンド,本社工場,回収済,2023/9/5,1,2023/9/2 7:02,2023/9/4 9:53,2023/9/5 9:28,2023/9/5 17:16,2023/9/6 2:00,2023/9/6 4:32,2.12,3.1,3.43,3.79,3.9,2023/9/9 13:23,0.98,0.33,0.36,0.11,0.8,390.3809524,0.010246402,1,4,4,1Y,サンボックス＃２４Ａフタアリ,0.033,16.99,0.69,2,手配,0.700246402,0.8,異常1
1Z23J00004357,XCER650,60123,41310ECB010    ,ﾃﾞﾌｹｰｽS/A                     ,2,（株）オンド,本社工場,回収済,2023/9/5,1,2023/9/2 7:02,2023/9/4 9:53,2023/9/5 9:28,2023/9/5 17:13,2023/9/6 1:07,2023/9/6 3:41,2.12,3.1,3.42,3.75,3.86,2023/9/9 13:23,0.98,0.32,0.33,0.11,0.76,390.3809524,0.010246402,1,4,4,1Y,サンボックス＃２４Ａフタアリ,0.033,16.99,0.69,2,手配,0.700246402,0.76,異常1
1Z23J00004360,XCER650,60124,41310ECE010    ,ｷﾞﾔﾃﾞﾌﾘﾝｸﾞ                    ,2,（株）オンド,本社工場,回収済,2023/9/5,1,2023/9/2 7:02,2023/9/4 9:53,2023/9/5 9:28,2023/9/6 1:56,2023/9/6 3:48,2023/9/6 5:28,2.12,3.1,3.79,3.87,3.93,2023/9/9 13:23,0.98,0.69,0.08,0.06,0.83,497.1428571,0.012068966,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,14.51,0.7,3,手配,0.712068966,0.83,異常1
1Z23J00004361,XCER650,60124,41310ECE010    ,ｷﾞﾔﾃﾞﾌﾘﾝｸﾞ                    ,2,（株）オンド,本社工場,回収済,2023/9/5,1,2023/9/2 7:02,2023/9/4 9:53,2023/9/5 9:28,2023/9/6 1:56,2023/9/6 3:33,2023/9/6 5:28,2.12,3.1,3.79,3.85,3.93,2023/9/9 13:23,0.98,0.69,0.06,0.08,0.83,497.1428571,0.012068966,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,14.51,0.7,3,手配,0.712068966,0.83,異常1
1Z23J00004363,XCER650,60124,41310ECE010    ,ｷﾞﾔﾃﾞﾌﾘﾝｸﾞ                    ,2,（株）オンド,本社工場,回収済,2023/9/5,1,2023/9/2 7:02,2023/9/4 9:53,2023/9/5 9:28,2023/9/6 1:50,2023/9/6 3:18,2023/9/6 4:32,2.12,3.1,3.78,3.84,3.9,2023/9/9 13:23,0.98,0.68,0.06,0.06,0.8,497.1428571,0.012068966,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,14.51,0.7,3,手配,0.712068966,0.8,異常1
1Z23J00004364,XCER650,60124,41310ECE010    ,ｷﾞﾔﾃﾞﾌﾘﾝｸﾞ                    ,2,（株）オンド,本社工場,回収済,2023/9/5,1,2023/9/2 7:02,2023/9/4 9:53,2023/9/5 9:28,2023/9/6 1:49,2023/9/6 3:17,2023/9/6 4:32,2.12,3.1,3.78,3.84,3.9,2023/9/9 13:23,0.98,0.68,0.06,0.06,0.8,497.1428571,0.012068966,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,14.51,0.7,3,手配,0.712068966,0.8,異常1
1Z23J00004365,XCER650,60124,41310ECE010    ,ｷﾞﾔﾃﾞﾌﾘﾝｸﾞ                    ,2,（株）オンド,本社工場,回収済,2023/9/5,1,2023/9/2 7:02,2023/9/4 9:53,2023/9/5 9:28,2023/9/5 22:34,2023/9/6 4:49,2023/9/6 6:33,2.12,3.1,3.65,3.91,3.98,2023/9/9 13:23,0.98,0.55,0.26,0.07,0.88,497.1428571,0.012068966,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,14.51,0.7,3,手配,0.712068966,0.88,異常1
1Z23J00004366,XCER650,60124,41310ECE010    ,ｷﾞﾔﾃﾞﾌﾘﾝｸﾞ                    ,2,（株）オンド,本社工場,回収済,2023/9/5,1,2023/9/2 7:02,2023/9/4 9:53,2023/9/5 9:28,2023/9/6 1:47,2023/9/6 2:10,2023/9/6 4:32,2.12,3.1,3.78,3.8,3.9,2023/9/9 13:23,0.98,0.68,0.02,0.1,0.8,497.1428571,0.012068966,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,14.51,0.7,3,手配,0.712068966,0.8,異常1
1Z23J00004367,XCER650,60124,41310ECE010    ,ｷﾞﾔﾃﾞﾌﾘﾝｸﾞ                    ,2,（株）オンド,本社工場,回収済,2023/9/5,1,2023/9/2 7:02,2023/9/4 9:53,2023/9/5 9:28,2023/9/6 1:46,2023/9/6 2:10,2023/9/6 4:32,2.12,3.1,3.78,3.8,3.9,2023/9/9 13:23,0.98,0.68,0.02,0.1,0.8,497.1428571,0.012068966,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,14.51,0.7,3,手配,0.712068966,0.8,異常1
1Z23J00004369,XCER650,60124,41310ECE010    ,ｷﾞﾔﾃﾞﾌﾘﾝｸﾞ                    ,2,（株）オンド,本社工場,回収済,2023/9/5,1,2023/9/2 7:02,2023/9/4 9:53,2023/9/5 9:28,2023/9/6 1:47,2023/9/6 2:13,2023/9/6 4:32,2.12,3.1,3.78,3.8,3.9,2023/9/9 13:23,0.98,0.68,0.02,0.1,0.8,497.1428571,0.012068966,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,14.51,0.7,3,手配,0.712068966,0.8,異常1
1Z23J00004370,XCER650,60124,41310ECE010    ,ｷﾞﾔﾃﾞﾌﾘﾝｸﾞ                    ,2,（株）オンド,本社工場,回収済,2023/9/5,1,2023/9/2 7:02,2023/9/4 9:53,2023/9/5 9:28,2023/9/5 23:16,2023/9/6 5:05,2023/9/6 7:15,2.12,3.1,3.68,3.92,4.01,2023/9/9 13:23,0.98,0.58,0.24,0.09,0.91,497.1428571,0.012068966,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,14.51,0.7,3,手配,0.712068966,0.91,異常2
1Z23J00004371,XCER650,60124,41310ECE010    ,ｷﾞﾔﾃﾞﾌﾘﾝｸﾞ                    ,2,（株）オンド,本社工場,回収済,2023/9/5,1,2023/9/2 7:02,2023/9/4 9:53,2023/9/5 9:28,2023/9/5 22:34,2023/9/6 4:48,2023/9/6 6:33,2.12,3.1,3.65,3.91,3.98,2023/9/9 13:23,0.98,0.55,0.26,0.07,0.88,497.1428571,0.012068966,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,14.51,0.7,3,手配,0.712068966,0.88,異常1
1Z23J00004372,XCER660,30439,33490ECB010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/6,2,2023/9/4 10:49,2023/9/4 14:05,2023/9/6 13:09,2023/9/6 23:19,2023/9/7 6:42,2023/9/7 12:18,0.14,2.1,2.52,2.83,3.06,2023/9/10 13:22,1.96,0.42,0.31,0.23,0.96,390.3809524,0.030739205,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.82,3,手配,0.850739205,0.96,異常1
1Z23J00004373,XCER660,30439,33490ECB010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/6,2,2023/9/4 10:49,2023/9/4 14:05,2023/9/6 13:09,2023/9/6 23:16,2023/9/7 12:37,2023/9/7 16:34,0.14,2.1,2.52,3.08,3.24,2023/9/10 13:22,1.96,0.42,0.56,0.16,1.14,390.3809524,0.030739205,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.82,3,手配,0.850739205,1.14,異常2
1Z23J00004374,XCER660,30439,33490ECB010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/6,2,2023/9/4 10:49,2023/9/4 14:05,2023/9/6 13:09,2023/9/6 23:12,2023/9/7 14:12,2023/9/7 18:12,0.14,2.1,2.52,3.14,3.31,2023/9/10 13:22,1.96,0.42,0.62,0.17,1.21,390.3809524,0.030739205,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.82,3,手配,0.850739205,1.21,異常2
1Z23J00004375,XCER660,30439,33490ECB010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/6,2,2023/9/4 10:49,2023/9/4 14:05,2023/9/6 13:09,2023/9/6 23:21,2023/9/7 5:54,2023/9/7 9:55,0.14,2.1,2.52,2.8,2.96,2023/9/10 13:22,1.96,0.42,0.28,0.16,0.86,390.3809524,0.030739205,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.82,3,手配,0.850739205,0.86,異常1
1Z23J00004376,XCER660,30439,33490ECB010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/6,2,2023/9/4 10:49,2023/9/4 14:05,2023/9/6 13:09,2023/9/6 23:17,2023/9/7 6:14,2023/9/7 12:18,0.14,2.1,2.52,2.81,3.06,2023/9/10 13:22,1.96,0.42,0.29,0.25,0.96,390.3809524,0.030739205,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.82,3,手配,0.850739205,0.96,異常1
1Z23J00004377,XCER660,30439,33490ECB010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/6,2,2023/9/4 10:49,2023/9/4 14:05,2023/9/6 13:09,2023/9/6 23:13,2023/9/7 11:00,2023/9/7 14:52,0.14,2.1,2.52,3.01,3.17,2023/9/10 13:22,1.96,0.42,0.49,0.16,1.07,390.3809524,0.030739205,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.82,3,手配,0.850739205,1.07,異常2
1Z23J00004378,XCER660,30439,33490ECB010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/6,2,2023/9/4 10:49,2023/9/4 14:05,2023/9/6 13:09,2023/9/6 23:08,2023/9/7 10:06,2023/9/7 14:11,0.14,2.1,2.51,2.97,3.14,2023/9/10 13:22,1.96,0.41,0.46,0.17,1.04,390.3809524,0.030739205,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.82,3,手配,0.850739205,1.04,異常1
1Z23J00004383,XCER660,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/6,2,2023/9/4 10:49,2023/9/4 14:05,2023/9/6 13:09,2023/9/6 19:31,2023/9/7 6:42,2023/9/7 12:18,0.14,2.1,2.36,2.83,3.06,2023/9/10 13:22,1.96,0.26,0.47,0.23,0.96,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,0.96,異常1
1Z23J00004395,XCER480,40427,35771ECE010    ,ｼｬﾌﾄｱｳﾄﾌﾟｯﾄ                   ,6,アイシン機工（株）,吉良工場,回収済,2023/9/4,6,2023/9/2 3:35,2023/9/4 11:12,2023/9/5 7:22,2023/9/5 10:32,2023/9/6 1:21,2023/9/6 4:32,2.32,3.16,3.29,3.91,4.04,2023/9/9 13:23,0.84,0.13,0.62,0.13,0.88,497.1428571,0.024137931,1,6,4.92,1Y,ＴＰ３４１フタナシ,0.017,9.6,0.79,2,手配,0.814137931,0.88,異常1
1Z23J00004404,XCEP880,20452,G1144ECB010    ,"ﾀｰﾐﾅﾙ,ﾓｰﾀｰｹｰﾌﾞﾙ               ",6,住友電気工業（株）,< NULL >,回収済,2023/9/6,1,2023/9/2 4:51,2023/9/5 6:40,2023/9/6 13:16,2023/9/7 0:12,2023/9/7 4:44,2023/9/7 6:25,3.08,4.35,4.81,5,5.07,2023/9/10 13:22,1.27,0.46,0.19,0.07,0.72,390.3809524,0.030739205,1,1,2.28,1Y,ＴＰ３３１フタナシ,0.012,2.288,0.63,2,手配,0.660739205,0.72,異常1
1Z23J00004410,XCER540,40481,9036324A003    ,ﾍﾞｱﾘﾝｸﾞﾗｼﾞｱﾙﾎﾞｰﾙ              ,22,日本精工（株）,三河分室,回収済,2023/9/5,1,2023/9/2 3:35,2023/9/4 7:46,2023/9/5 9:21,2023/9/5 16:04,2023/9/6 3:45,2023/9/6 7:15,2.17,3.24,3.52,4.01,4.15,2023/9/9 13:23,1.07,0.28,0.49,0.14,0.91,390.3809524,0.056355209,1,8,9,1Y,テンバコ１０フタナシ,0.015,12.85,0.74,1,手配,0.796355209,0.91,異常1
1Z23J00004411,XCER540,40484,9036324A004    ,ﾍﾞｱﾘﾝｸﾞﾗｼﾞｱﾙﾎﾞｰﾙ              ,30,日本精工（株）,三河分室,回収済,2023/9/5,1,2023/9/2 3:35,2023/9/4 7:46,2023/9/5 9:21,2023/9/5 16:08,2023/9/6 1:12,2023/9/6 4:32,2.17,3.24,3.52,3.9,4.04,2023/9/9 13:23,1.07,0.28,0.38,0.14,0.8,887.5238095,0.03380191,1,8,9,1Y,テンバコ１０フタナシ,0.015,9.978,0.74,1,手配,0.77380191,0.8,異常1
1Z23J00004412,XCER540,40482,9036324A005    ,ﾍﾞｱﾘﾝｸﾞﾗｼﾞｱﾙﾎﾞｰﾙ              ,22,日本精工（株）,三河分室,回収済,2023/9/5,1,2023/9/2 3:35,2023/9/4 7:46,2023/9/5 9:21,2023/9/5 16:07,2023/9/6 4:54,2023/9/6 7:15,2.17,3.24,3.52,4.06,4.15,2023/9/9 13:23,1.07,0.28,0.54,0.09,0.91,497.1428571,0.044252874,1,8,9,1Y,サンボックス＃Ｋ１０Ｂフタナシ,0.015,11.86,0.69,1,手配,0.734252874,0.91,異常1
1Z23J00004414,XCEQ030,10252,9020156A002    ,ﾌﾟﾚｰﾄﾜｯｼｬ                     ,100,（株）ムロコーポレーション,< NULL >,回収済,2023/9/4,1,2023/9/2 6:07,2023/9/4 8:32,2023/9/5 3:00,2023/9/5 7:06,2023/9/5 9:38,2023/9/6 10:49,2.1,2.87,3.04,3.15,4.2,2023/9/9 13:23,0.77,0.17,0.11,1.05,1.33,497.1428571,0.201149425,1,1,0.73,1Y,ＴＰ１３１フタナシ,0.006,10.47,0.73,1,手配,0.931149425,1.33,異常2
1Z23J00004465,XCER520,50501,35580ECB011    ,"ｱｷｭｴｰﾀｰASSY,ｼﾌﾄ ｺﾝﾄﾛｰﾙ        ",6,アイシン精機（株）,半田工場,回収済,2023/9/5,1,2023/9/2 6:07,2023/9/4 10:04,2023/9/5 10:40,2023/9/6 9:20,2023/9/6 9:59,2023/9/6 12:22,2.16,3.19,4.13,4.16,4.26,2023/9/9 13:23,1.03,0.94,0.03,0.1,1.07,390.3333333,0.046114432,1,4,8.04,1Y,ＴＰ３４２フタアリ,0.036,10.68,0.9,3,手配,0.946114432,1.07,異常1
1Z23J00004466,XCER520,50501,35580ECB011    ,"ｱｷｭｴｰﾀｰASSY,ｼﾌﾄ ｺﾝﾄﾛｰﾙ        ",6,アイシン精機（株）,半田工場,回収済,2023/9/5,1,2023/9/2 6:07,2023/9/4 10:04,2023/9/5 10:40,2023/9/6 9:20,2023/9/6 10:47,2023/9/6 15:46,2.16,3.19,4.13,4.19,4.4,2023/9/9 13:23,1.03,0.94,0.06,0.21,1.21,390.3333333,0.046114432,1,4,8.04,1Y,ＴＰ３４２フタアリ,0.036,10.68,0.9,3,手配,0.946114432,1.21,異常2
1Z23J00004467,XCER520,50501,35580ECB011    ,"ｱｷｭｴｰﾀｰASSY,ｼﾌﾄ ｺﾝﾄﾛｰﾙ        ",6,アイシン精機（株）,半田工場,回収済,2023/9/5,1,2023/9/2 6:07,2023/9/4 10:04,2023/9/5 10:40,2023/9/6 9:25,2023/9/6 11:52,2023/9/6 16:31,2.16,3.19,4.14,4.24,4.43,2023/9/9 13:23,1.03,0.95,0.1,0.19,1.24,390.3333333,0.046114432,1,4,8.04,1Y,ＴＰ３４２フタアリ,0.036,10.68,0.9,3,手配,0.946114432,1.24,異常2
1Z23J00004468,XCER520,50501,35580ECB011    ,"ｱｷｭｴｰﾀｰASSY,ｼﾌﾄ ｺﾝﾄﾛｰﾙ        ",6,アイシン精機（株）,半田工場,回収済,2023/9/5,1,2023/9/2 6:07,2023/9/4 10:04,2023/9/5 10:40,2023/9/6 9:21,2023/9/6 11:32,2023/9/6 16:31,2.16,3.19,4.13,4.23,4.43,2023/9/9 13:23,1.03,0.94,0.1,0.2,1.24,390.3333333,0.046114432,1,4,8.04,1Y,ＴＰ３４２フタアリ,0.036,10.68,0.9,3,手配,0.946114432,1.24,異常2
1Z23J00004470,XCER520,50501,35580ECB011    ,"ｱｷｭｴｰﾀｰASSY,ｼﾌﾄ ｺﾝﾄﾛｰﾙ        ",6,アイシン精機（株）,半田工場,回収済,2023/9/5,1,2023/9/2 6:07,2023/9/4 10:04,2023/9/5 10:40,2023/9/6 9:25,2023/9/6 12:11,2023/9/6 16:31,2.16,3.19,4.14,4.25,4.43,2023/9/9 13:23,1.03,0.95,0.11,0.18,1.24,390.3333333,0.046114432,1,4,8.04,1Y,ＴＰ３４２フタアリ,0.036,10.68,0.9,3,手配,0.946114432,1.24,異常2
1Z23J00004471,XCER710,20379,3040052001B    ,ﾌﾟﾗｸﾞｳｲｽﾞﾍﾂﾄﾞｽﾄﾚ-ﾄｽｸﾘﾕ-       ,500,（株）青山製作所,< NULL >,回収済,2023/9/5,2,2023/9/2 7:02,2023/9/4 14:37,2023/9/5 12:07,2023/9/5 17:04,2023/9/6 6:56,2023/9/6 11:32,2.32,3.21,3.42,4,4.19,2023/9/9 13:23,0.89,0.21,0.58,0.19,0.98,4047.238095,0.370623117,1,6,5.76,1Y,ＴＰ３３１フタナシ,0.012,11.97,0.52,3,手配,0.890623117,0.98,異常1
1Z23J00004472,XCER710,20389,9010512A018    ,ﾎﾞﾙﾄﾌﾗﾝｼﾞ                     ,200,（株）青山製作所,< NULL >,回収済,2023/9/5,2,2023/9/2 7:02,2023/9/4 14:37,2023/9/5 12:07,2023/9/5 17:08,2023/9/6 4:29,2023/9/6 7:15,2.32,3.21,3.42,3.89,4.01,2023/9/9 13:23,0.89,0.21,0.47,0.12,0.8,12211.80952,0.049132768,1,6,5.76,1Y,ＴＰ３３１フタナシ,0.012,9.85,0.74,3,手配,0.789132768,0.8,異常1
1Z23J00004473,XCER710,20389,9010512A018    ,ﾎﾞﾙﾄﾌﾗﾝｼﾞ                     ,200,（株）青山製作所,< NULL >,回収済,2023/9/5,2,2023/9/2 7:02,2023/9/4 14:37,2023/9/5 12:07,2023/9/5 17:09,2023/9/6 6:56,2023/9/6 11:32,2.32,3.21,3.42,4,4.19,2023/9/9 13:23,0.89,0.21,0.58,0.19,0.98,12211.80952,0.049132768,1,6,5.76,1Y,ＴＰ３３１フタナシ,0.012,9.85,0.74,3,手配,0.789132768,0.98,異常1
1Z23J00004477,XCER710,20386,9015906A022    ,ｽｸﾘｭｰW/ﾜｯｼｬｰ                  ,1500,（株）青山製作所,< NULL >,回収済,2023/9/5,2,2023/9/2 7:02,2023/9/4 14:37,2023/9/5 12:07,2023/9/5 17:05,2023/9/6 12:13,2023/9/6 16:31,2.32,3.21,3.42,4.22,4.4,2023/9/9 13:23,0.89,0.21,0.8,0.18,1.19,13311.42857,0.338055377,1,6,5.76,1Y,ＴＰ３３１フタナシ,0.012,10.13,0.51,3,手配,0.848055377,1.19,異常2
1Z23J00004483,XCER720,10494,35145ECE020    ,ｵｲﾙﾌﾟﾚｰﾄ                      ,100,（株）浅賀井製作所,安城工場,回収済,2023/9/5,4,2023/9/4 8:43,2023/9/4 13:01,2023/9/5 21:57,2023/9/6 6:00,2023/9/6 15:37,2023/9/6 22:54,0.18,1.55,1.89,2.29,2.59,2023/9/9 13:23,1.37,0.34,0.4,0.3,1.04,497.1428571,0.201149425,1,4,6.88,1Y,ＴＰ３３１フタナシ,0.012,1.2,0.65,1,手配,0.851149425,1.04,異常1
1Z23J00004497,XCER650,60123,41310ECB010    ,ﾃﾞﾌｹｰｽS/A                     ,2,（株）オンド,本社工場,回収済,2023/9/5,1,2023/9/2 7:02,2023/9/4 9:53,2023/9/5 9:28,2023/9/5 17:15,2023/9/6 1:27,2023/9/6 3:41,2.12,3.1,3.43,3.77,3.86,2023/9/9 13:23,0.98,0.33,0.34,0.09,0.76,390.3809524,0.010246402,1,4,4,1Y,サンボックス＃２４Ａフタアリ,0.033,16.99,0.69,2,手配,0.700246402,0.76,異常1
1Z23J00004498,XCER650,60123,41310ECB010    ,ﾃﾞﾌｹｰｽS/A                     ,2,（株）オンド,本社工場,回収済,2023/9/5,1,2023/9/2 7:02,2023/9/4 9:53,2023/9/5 9:28,2023/9/5 17:12,2023/9/6 1:06,2023/9/6 3:41,2.12,3.1,3.42,3.75,3.86,2023/9/9 13:23,0.98,0.32,0.33,0.11,0.76,390.3809524,0.010246402,1,4,4,1Y,サンボックス＃２４Ａフタアリ,0.033,16.99,0.69,2,手配,0.700246402,0.76,異常1
1Z23J00004501,XCER650,60123,41310ECB010    ,ﾃﾞﾌｹｰｽS/A                     ,2,（株）オンド,本社工場,回収済,2023/9/5,1,2023/9/2 7:02,2023/9/4 9:53,2023/9/5 9:28,2023/9/5 17:14,2023/9/6 1:26,2023/9/6 3:41,2.12,3.1,3.43,3.77,3.86,2023/9/9 13:23,0.98,0.33,0.34,0.09,0.76,390.3809524,0.010246402,1,4,4,1Y,サンボックス＃２４Ａフタアリ,0.033,16.99,0.69,2,手配,0.700246402,0.76,異常1
1Z23J00004504,XCER650,60123,41310ECB010    ,ﾃﾞﾌｹｰｽS/A                     ,2,（株）オンド,本社工場,回収済,2023/9/5,1,2023/9/2 7:02,2023/9/4 9:53,2023/9/5 9:28,2023/9/5 17:14,2023/9/6 1:16,2023/9/6 3:41,2.12,3.1,3.42,3.76,3.86,2023/9/9 13:23,0.98,0.32,0.34,0.1,0.76,390.3809524,0.010246402,1,4,4,1Y,サンボックス＃２４Ａフタアリ,0.033,16.99,0.69,2,手配,0.700246402,0.76,異常1
1Z23J00004507,XCER650,60123,41310ECB010    ,ﾃﾞﾌｹｰｽS/A                     ,2,（株）オンド,本社工場,回収済,2023/9/5,1,2023/9/2 7:02,2023/9/4 9:53,2023/9/5 9:28,2023/9/5 17:15,2023/9/6 1:42,2023/9/6 4:32,2.12,3.1,3.43,3.78,3.9,2023/9/9 13:23,0.98,0.33,0.35,0.12,0.8,390.3809524,0.010246402,1,4,4,1Y,サンボックス＃２４Ａフタアリ,0.033,16.99,0.69,2,手配,0.700246402,0.8,異常1
