品番,加工図符号,類別,品名,整備室,整備室名,手配区分,工程内外製,工程ｺｰﾄﾞ,仕入先名/工場名,発送場所,発送場所名,受給区分,資材区分,後工程内外製,後工程ｺｰﾄﾞ,後工程仕入先名/工場名,受入場所,受入場所名,中継区分,中継工場,中継場所,中継場所名,納入ｻｲｸﾙ間隔,納入ｻｲｸﾙ回数,納入ｻｲｸﾙ情報,基準在庫日数,基準在庫枚数,MIN在庫日数,MAX在庫日数,便平均上限振れ率,便平均下限振れ率,かんばん情報.仕入先,かんばん情報.仕入先名,かんばん情報.背番号,かんばん情報.工場置場所,かんばん情報.拠点置場所,かんばん情報.品名略ｺｰﾄﾞ,かんばん情報.品名略名,かんばん情報.通箱ｺｰﾄﾞ,かんばん情報.通箱名,かんばん情報収容数,かんばん情報.ｺﾝﾍﾞｱ区分,かんばん情報.ﾌﾞﾛｯｸ区分,かんばん情報.専用品区分,かんばん情報.不良率,かんばん情報.保証率,かんばん情報.設変符号,かんばん情報.部品大別区分,かんばん情報.部品大別名称,かんばん情報.発注形態区分,かんばん情報.発注形態名称,かんばん情報.PLコード,登録箱種,縦(mm),横(mm),高(mm),容積(m3),総重量(Kg),パレタイズ発注,箱数,設定計画NO,設定日,設定担当部署コード,担当部署名,設定担当者コード,担当者名
90149-08A008,9014908A008,,SCREW,1Y,第１工場,手配,Ｐ,24,（株）青山製作所,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,6,5.76,0.74,3,0.95,0.95,1.1,0.5,6,（株）青山製作所,13,C1-3,20382,2394,ｽｸﾘﾕ-,14,TP-331 ﾊﾝﾖｳ,800,,,,0,0.5,,8,専用,1,後補充,,TP331ﾌﾀﾅｼ,335,335,103,0.012,10.59,しない,,MASTER01,2023/4/27,NE00,１工工務Ｇ,42678,藤井　織花
90159-05A007,9015905A007,,"SCREW, W/WASHER",1Y,第１工場,手配,Ｐ,24,（株）青山製作所,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,6,5.76,0.74,3,0.95,0.95,1.1,0.5,6,（株）青山製作所,14,C1-23,20385,2386,ｽｸﾘｭｰW/ﾜｯｼｬｰ,14,TP-331 ﾊﾝﾖｳ,2000,,,,0,0.5,,8,専用,1,後補充,,TP331ﾌﾀﾅｼ,335,335,103,0.012,9.43,しない,,MASTER01,2023/4/27,NE00,１工工務Ｇ,42678,藤井　織花
90159-06A017,9015906A017,,"SCREW, W/WASHER",1Y,第１工場,手配,Ｐ,24,（株）青山製作所,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,6,5.76,0.53,3,0.95,0.95,1.1,0.5,6,（株）青山製作所,29,,,1830,ﾎﾞﾙﾄ,14,TP-331 ﾊﾝﾖｳ,1000,,,,0,0.5,,,,,,,TP331ﾌﾀﾅｼ,335,335,103,0.012,7.83,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
90159-06A021,9015906A021,,"SCREW, W/WASHER",1Y,第１工場,手配,Ｐ,24,（株）青山製作所,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,6,5.76,0.74,3,0.95,0.95,1.1,0.5,6,（株）青山製作所,15,C3-2,20383,2386,ｽｸﾘｭｰW/ﾜｯｼｬｰ,14,TP-331 ﾊﾝﾖｳ,1200,,,,0,0.5,,8,専用,1,後補充,,TP331ﾌﾀﾅｼ,335,335,103,0.012,9.71,しない,,MASTER01,2023/4/27,NE00,１工工務Ｇ,42678,藤井　織花
90159-06A022,9015906A022,,"SCREW, W/WASHER",1Y,第１工場,手配,Ｐ,24,（株）青山製作所,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,6,5.76,0.74,3,0.95,0.95,1.1,0.5,6,（株）青山製作所,16,C4-1,20386,2386,ｽｸﾘｭｰW/ﾜｯｼｬｰ,14,TP-331 ﾊﾝﾖｳ,1500,,,,0,0.5,,8,専用,1,後補充,,TP331ﾌﾀﾅｼ,335,335,103,0.012,10.13,しない,,MASTER01,2023/4/27,NE00,１工工務Ｇ,42678,藤井　織花
90159-06A023,9015906A023,,"SCREW, W/WASHER",1Y,第１工場,手配,Ｐ,24,（株）青山製作所,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,6,5.76,0.74,3,0.95,0.95,1.1,0.5,6,（株）青山製作所,17,C3-1,20384,2386,ｽｸﾘｭｰW/ﾜｯｼｬｰ,14,TP-331 ﾊﾝﾖｳ,1300,,,,0,0.5,,8,専用,1,後補充,,TP331ﾌﾀﾅｼ,335,335,103,0.012,9.67,しない,,MASTER01,2023/4/27,NE00,１工工務Ｇ,42678,藤井　織花
90179-06A005,9017906A005,,NUT,1Y,第１工場,直送,Ｐ,24,（株）青山製作所,1,,――,――,Ｐ,7002,矢崎総業（株）,1,,直接,,,,1,1,1,1,1,1,1,1.1,0.5,6,（株）青山製作所,2,CHOKUSOU,,45,ﾅｯﾄ,14,TP-331 ﾊﾝﾖｳ,2000,,,,0,0,,,,,,,,0,0,0,0,0,しない,,MASTER01,2022/1/27,NE00,１工工務Ｇ,39091,佐竹　良太
90179-06A006,9017906A006,,NUT,1Y,第１工場,直送,Ｐ,265,イワタボルト（株）,1,本社,――,――,Ｐ,2508,住友電気工業（株）,1,,直接,,,,1,1,1,1.25,3,1.25,1.25,1.1,0.5,104,イワタボルト（株）,2,CHOKUSOU,,45,ﾅｯﾄ,11,ﾀﾞﾝﾎﾞ-ﾙ ﾊﾞｺ,2000,,,,0,0.5,,,,,,,,0,0,0,0,0,しない,,MASTER01,2022/1/27,NE00,１工工務Ｇ,39091,佐竹　良太
90201-50A002,9020150A002,,"WASHER, PLATE",1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,100,S-G-22,10146,9203,ﾌﾟﾚｰﾄﾜｯｼｬ,12,TP-131 ﾊﾝﾖｳ,100,,,1,0,0.5,,8,専用,1,後補充,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.9,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90201-56A001,9020156A001,,"WASHER, PLATE",1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,101,M-1,10145,9203,ﾌﾟﾚｰﾄﾜｯｼｬ,12,TP-131 ﾊﾝﾖｳ,100,,,1,0,0.5,,8,専用,1,後補充,,TP131ﾌﾀﾅｼ,335,168,103,0.006,13.86,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90201-56A002,9020156A002,,"WASHER, PLATE",1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,207,S-G-23,10252,9203,ﾌﾟﾚｰﾄﾜｯｼｬ,12,TP-131 ﾊﾝﾖｳ,100,,,1,0,0.5,,8,専用,1,後補充,,TP131ﾌﾀﾅｼ,335,168,103,0.006,10.47,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90208-43A001,9020843A001,,"WASHER, CONICAL SPRING",1Y,第１工場,直送,Ｐ,3236,中庸スプリング（株）,1,,――,――,Ｐ,930,（株）オンド,1,本社工場,直接,,,,1,1,1,1.25,3,1.25,1.25,1.1,0.5,38,中庸スプリング（株）,4,CHOKUSOU,,481,"ﾜｯｼｬ,ｺﾆｶﾙ ｽﾌﾟﾘﾝｸﾞ",12,TP-131 ﾊﾝﾖｳ,400,,,,0,0.5,,,,,,,,0,0,0,0,0,しない,,MASTER01,2022/1/27,NE00,１工工務Ｇ,39091,佐竹　良太
90250-06A007,9025006A007,,"PIN, STRAIGHT",1Y,第１工場,手配,Ｐ,1014,（株）ギフ加藤製作所,1,本社工場（ＡＷ発行拠点）,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,2,3.8,0.9,3,1.11,1.11,1.1,0.5,15,（株）ギフ加藤製作所,3,M-C-1-9,10125,434,ﾋﾟﾝｽﾄﾚ-ﾄ,51,AW-131 ｾﾝﾖｳ,200,,,,0,0.5,,8,専用,1,後補充,,AW131ﾌﾀﾅｼ,165,330,100,0.005,0.84,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
90301-06A018,9030106A018,,"RING, O",1Y,第１工場,手配,Ｐ,4241,ＮＯＫ（株）,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,2,3.52,0.8,3,1.01,1.01,1.1,0.5,47,ＮＯＫ（株）,2,R-5-3,10416,1410,ﾘﾝｸﾞO,12,TP-131 ﾊﾝﾖｳ,2000,,,,0,0.5,,8,専用,1,後補充,,TP131ﾌﾀﾅｼ,335,168,103,0.006,0.6,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
90301-11A014,9030111A014,,"RING, O",1Y,第１工場,手配,Ｐ,4241,ＮＯＫ（株）,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,2,3.52,0.8,3,1.01,1.01,1.1,0.5,47,ＮＯＫ（株）,3,R-6-3,10417,1410,ﾘﾝｸﾞO,12,TP-131 ﾊﾝﾖｳ,1000,,,,0,0.5,,8,専用,1,後補充,,TP131ﾌﾀﾅｼ,335,168,103,0.006,0.6,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
90301-15A011,9030115A011,,"RING, O",1Y,第１工場,手配,Ｐ,4241,ＮＯＫ（株）,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,2,3.52,0.8,3,1.01,1.01,1.1,0.5,47,ＮＯＫ（株）,8,R-2-2,10414,1410,ﾘﾝｸﾞO,12,TP-131 ﾊﾝﾖｳ,1000,,,,0,0.5,,8,専用,1,後補充,,TP131ﾌﾀﾅｼ,335,168,103,0.006,0.7,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
90301-17A005,9030117A005,,"RING, O",1Y,第１工場,手配,Ｐ,4241,ＮＯＫ（株）,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,2,3.52,0.8,3,1.01,1.01,1.1,0.5,47,ＮＯＫ（株）,11,,,1410,ﾘﾝｸﾞ O,12,TP-131 ﾊﾝﾖｳ,1000,,,,0,0.5,,,,,,,TP131ﾌﾀﾅｼ,335,168,103,0.006,0.8,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
90301-17A010,9030117A010,,"RING, O",1Y,第１工場,手配,Ｐ,4241,ＮＯＫ（株）,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,2,3.52,0.8,3,1.01,1.01,1.1,0.5,47,ＮＯＫ（株）,4,R-1-2,10418,1410,ﾘﾝｸﾞO,12,TP-131 ﾊﾝﾖｳ,1000,,,,0,0.5,,8,専用,1,後補充,,TP131ﾌﾀﾅｼ,335,168,103,0.006,0.8,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
90301-19A010,9030119A010,,"RING, O",1Y,第１工場,手配,Ｐ,4241,ＮＯＫ（株）,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,2,3.52,0.8,3,1.01,1.01,1.1,0.5,47,ＮＯＫ（株）,9,C1-2,10415,1410,ﾘﾝｸﾞO,12,TP-131 ﾊﾝﾖｳ,1000,,,,0,0.5,,8,専用,1,後補充,,TP131ﾌﾀﾅｼ,335,168,103,0.006,0.8,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
90301-19A011,9030119A011,,"RING, O",1Y,第１工場,手配,Ｐ,4241,ＮＯＫ（株）,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,2,3.52,0.8,3,1.01,1.01,1.1,0.5,47,ＮＯＫ（株）,5,C1-1,10413,1410,ﾘﾝｸﾞO,12,TP-131 ﾊﾝﾖｳ,200,,,,0,0.5,,8,専用,1,後補充,,TP131ﾌﾀﾅｼ,335,168,103,0.006,0.58,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
90301-31A001,9030131A001,,"RING, O",1Y,第１工場,手配,Ｐ,4241,ＮＯＫ（株）,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,2,3.52,0.8,3,1.01,1.01,1.1,0.5,47,ＮＯＫ（株）,12,,,1410,ﾘﾝｸﾞ O,12,TP-131 ﾊﾝﾖｳ,900,,,,0,0.5,,,,,,,TP131ﾌﾀﾅｼ,335,168,103,0.006,1.1,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
90311-40A056,9031140A056,,"SEAL, TYPE T OIL",1Y,第１工場,手配,Ｐ,4241,ＮＯＫ（株）,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,2,3.52,0.8,3,1.01,1.01,1.1,0.5,47,ＮＯＫ（株）,13,,,9080,ｼ-ﾙ ｵｲﾙ,139,B-24,120,,,,0,0.5,,,,,,,ｻﾝﾎﾞｯｸｽ＃24Bﾌﾀﾅｼ,430,290,170,0.021,7.4,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
90311-50A014,9031150A014,,"SEAL, TYPE T OIL",1Y,第１工場,手配,Ｐ,4241,ＮＯＫ（株）,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,2,3.52,0.8,3,1.01,1.01,1.1,0.5,47,ＮＯＫ（株）,6,F1-1,50419,9080,ｼｰﾙﾀｲﾌﾟTｵｲﾙ,139,B-24,84,,,,0,0.5,,8,専用,1,後補充,,ｻﾝﾎﾞｯｸｽ＃24Bﾌﾀﾅｼ,430,290,170,0.021,5.258,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
90311-50A015,9031150A015,,"SEAL, TYPE T OIL",1Y,第１工場,手配,Ｐ,4241,ＮＯＫ（株）,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,2,3.52,0.8,3,1.01,1.01,1.1,0.5,47,ＮＯＫ（株）,7,F1-2,50420,9080,ｼｰﾙﾀｲﾌﾟTｵｲﾙ,139,B-24,84,,,,0,0.5,,8,専用,1,後補充,,ｻﾝﾎﾞｯｸｽ＃24Bﾌﾀﾅｼ,430,290,170,0.021,5.56,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
90331-06A003,9033106A003,,"PLUG, TIGHT",1Y,第１工場,手配,Ｐ,2020,サトープレス工業（株）,1,本社工場,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,1.78,0.82,3,1.03,1.03,1.1,0.5,25,サトープレス工業（株）,4,M-MG-1,10435,525,ﾌﾟﾗｸﾞﾀｲﾄ,51,AW-131 ｾﾝﾖｳ,5000,,,,0,0.5,,8,専用,1,後補充,,AW131ﾌﾀﾅｼ,165,335,105,0.006,2.42,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
90331-06A006,9033106A006,,"PLUG, TIGHT",1Y,第１工場,手配,Ｐ,2020,サトープレス工業（株）,1,本社工場,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,1.78,0.82,3,1.03,1.03,1.1,0.5,25,サトープレス工業（株）,12,,,525,ﾌﾟﾗｸﾞ ﾀｲﾄ,12,TP-131 ﾊﾝﾖｳ,500,,,,0,0.5,,,,,,,AW131ﾌﾀﾅｼ,165,335,105,0.006,1.4,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
90331-28A001,9033128A001,,"PLUG, TIGHT",1Y,第１工場,手配,Ｐ,2020,サトープレス工業（株）,1,本社工場,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,1.78,0.82,3,1.03,1.03,1.1,0.5,25,サトープレス工業（株）,9,,,525,ﾌﾟﾗｸﾞ ﾀｲﾄ,14,TP-331 ﾊﾝﾖｳ,500,,,,0,0.5,,,,,,,AW131ﾌﾀﾅｼ,165,335,105,0.006,267,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
90339-04A002,9033904A002,,CAP,1Y,第１工場,手配,Ｐ,2020,サトープレス工業（株）,1,本社工場,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,1.78,0.82,3,1.03,1.03,1.1,0.5,25,サトープレス工業（株）,5,M-C-2-7,10436,270,ｷﾔﾂﾌﾟ,51,AW-131 ｾﾝﾖｳ,1000,,,,0,0.5,,8,専用,1,後補充,,AW131ﾌﾀﾅｼ,165,335,105,0.006,0.97,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
90339-04A003,9033904A003,,CAP,1Y,第１工場,手配,Ｐ,2020,サトープレス工業（株）,1,本社工場,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,1.78,0.82,3,1.03,1.03,1.1,0.5,25,サトープレス工業（株）,6,M-C-2-5,10431,270,ｷﾔﾂﾌﾟ,51,AW-131 ｾﾝﾖｳ,2000,,,,0,0.5,,8,専用,1,後補充,,AW131ﾌﾀﾅｼ,165,335,105,0.006,1.2,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
90341-08A006,9034108A006,,"PLUG, W/HEAD STRAIGHT SCREW",1Y,第１工場,手配,Ｐ,2408,（株）杉浦製作所,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,2,1.06,0.77,3,0.98,0.98,1.1,0.5,30,（株）杉浦製作所,2,R-5-1,20362,521,ﾌﾟﾗｸﾞｳｲｽﾞﾍﾂﾄﾞｽﾄﾚ-ﾄｽｸﾘﾕ-,14,TP-331 ﾊﾝﾖｳ,1000,,,,0,0.5,,8,専用,1,後補充,,TP331ﾌﾀﾅｼ,335,335,103,0.012,7.4,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
90341-08A007,9034108A007,,"PLUG, W/HEAD STRAIGHT SCREW",1Y,第１工場,手配,Ｐ,2408,（株）杉浦製作所,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,2,1.06,0.77,3,0.98,0.98,1.1,0.5,30,（株）杉浦製作所,6,,,521,ﾌﾟﾗｸﾞ ｳｲｽﾞﾍﾂﾄﾞｽﾄﾚ-ﾄｽｸﾘﾕ-,14,TP-331 ﾊﾝﾖｳ,1000,,,,0,0.5,,,,,,,TP331ﾌﾀﾅｼ,335,335,103,0.012,7.7,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
90341-08A010,9034108A010,,"PLUG, W/HEAD STRAIGHT SCREW",1Y,第１工場,手配,Ｐ,2408,（株）杉浦製作所,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,2,1.06,0.77,3,0.98,0.98,1.1,0.5,30,（株）杉浦製作所,3,R-5-2,20370,521,ﾌﾟﾗｸﾞｳｲｽﾞﾍﾂﾄﾞｽﾄﾚ-ﾄｽｸﾘﾕ-,14,TP-331 ﾊﾝﾖｳ,1000,,,,0,0.5,,8,専用,1,後補充,,TP331ﾌﾀﾅｼ,335,335,103,0.012,7.4,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
90341-14A004,9034114A004,,"PLUG, W/HEAD STRAIGHT SCREW",1Y,第１工場,手配,Ｐ,24,（株）青山製作所,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,6,5.76,0.74,3,0.95,0.95,1.1,0.5,6,（株）青山製作所,18,R-6-2,20371,521,ﾌﾟﾗｸﾞｳｲｽﾞﾍﾂﾄﾞｽﾄﾚ-ﾄｽｸﾘﾕ-,14,TP-331 ﾊﾝﾖｳ,500,,,,0,0.5,,8,専用,1,後補充,,TP331ﾌﾀﾅｼ,335,335,103,0.012,11.33,しない,,MASTER01,2023/4/27,NE00,１工工務Ｇ,42678,藤井　織花
90341-18A024,9034118A024,,"PLUG, W/HEAD STRAIGHT SCREW",1Y,第１工場,手配,Ｐ,24,（株）青山製作所,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,6,5.76,0.74,3,0.95,0.95,1.1,0.5,6,（株）青山製作所,26,R-2-1,10374,526,ﾌﾟﾗｸﾞS/AW/ﾍｯﾄﾞｽﾄﾚｰﾄｽｸﾘｭｰ,12,TP-131 ﾊﾝﾖｳ,200,,,,0,0.5,,8,専用,1,後補充,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.27,しない,,MASTER01,2023/4/27,NE00,１工工務Ｇ,42678,藤井　織花
90341-20A009,9034120A009,,"PLUG, W/HEAD STRAIGHT SCREW",1Y,第１工場,手配,Ｐ,816,大橋鉄工（株）,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,1.38,0.78,3,0.99,0.99,1.1,0.5,12,大橋鉄工（株）,2,,,521,ﾌﾟﾗｸﾞ ｳｲｽﾞﾍﾂﾄﾞｽﾄﾚ-ﾄｽｸﾘﾕ-,14,TP-331 ﾊﾝﾖｳ,100,,,,0,0.5,,,,,,,TP331ﾌﾀﾅｼ,335,335,100,0.011,6.81,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
90363-24A003,9036324A003,,"BEARING, RADIAL BALL",1Y,第１工場,手配,Ｐ,4287,日本精工（株）,2,三河分室,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,8,9,0.74,3,0.95,0.95,1.1,0.5,59,日本精工（株）,1,S-G-14,40481,9118,ﾍﾞｱﾘﾝｸﾞﾗｼﾞｱﾙﾎﾞｰﾙ,87,T-10 ﾊﾝﾖｳ,22,,,,0,0.5,,8,専用,1,後補充,,ﾃﾝﾊﾞｺ10ﾌﾀﾅｼ,260,390,143,0.015,12.85,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
90363-24A004,9036324A004,,"BEARING, RADIAL BALL",1Y,第１工場,手配,Ｐ,4287,日本精工（株）,2,三河分室,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,8,9,0.74,3,0.95,0.95,1.1,0.5,59,日本精工（株）,2,S-G-20,40484,9118,ﾍﾞｱﾘﾝｸﾞﾗｼﾞｱﾙﾎﾞｰﾙ,87,T-10 ﾊﾝﾖｳ,30,,,,0,0.5,,8,専用,1,後補充,,ﾃﾝﾊﾞｺ10ﾌﾀﾅｼ,260,390,143,0.015,9.978,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
90363-24A005,9036324A005,,"BEARING, RADIAL BALL",1Y,第１工場,手配,Ｐ,4287,日本精工（株）,2,三河分室,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,8,9,0.74,3,0.95,0.95,1.1,0.5,59,日本精工（株）,4,S-G-9,40482,9118,ﾍﾞｱﾘﾝｸﾞﾗｼﾞｱﾙﾎﾞｰﾙ,64,T-10 ｾﾝﾖｳ,22,,,,0,0.5,,8,専用,1,後補充,,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,260,390,143,0.015,11.86,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
90363-35A018,9036335A018,,"BEARING, RADIAL BALL",1Y,第１工場,手配,Ｐ,4287,日本精工（株）,2,三河分室,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,8,9,0.74,3,0.95,0.95,1.1,0.5,59,日本精工（株）,6,,,9118,ﾍﾞｱﾘﾝｸﾞ ﾗｼﾞｱﾙﾎﾞｰﾙ,87,T-10 ﾊﾝﾖｳ,90,,,,0,0.5,,,,,,,ﾃﾝﾊﾞｺ10ﾌﾀﾅｼ,260,390,146,0.015,14.4,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
90363-40A010,9036340A010,,"BEARING, RADIAL BALL",1Y,第１工場,手配,Ｐ,4287,日本精工（株）,2,三河分室,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,8,9,0.76,3,0.97,0.97,1.1,0.5,59,日本精工（株）,5,S-G-18,40503,9118,ﾍﾞｱﾘﾝｸﾞ ﾗｼﾞｱﾙﾎﾞｰﾙ,64,T-10 ｾﾝﾖｳ,80,,,,0,0.5,,8,専用,1,後補充,,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,390,260,143,0.015,9.301,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
90363-45A004,9036345A004,,"BEARING, RADIAL BALL",1Y,第１工場,手配,Ｐ,831,岡谷鋼機（株）,1,刈谷支店,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,2.29,0.87,3,1.08,1.08,1.1,0.5,109,岡谷鋼機（株）,1,S-MG-1,40443,9118,ﾍﾞｱﾘﾝｸﾞﾗｼﾞｱﾙﾎﾞｰﾙ,109,ｻﾝﾎﾞｯｸｽ#9T,90,,,,0,0.5,,8,専用,1,後補充,,ｻﾝﾎﾞｯｸｽ＃9Bﾌﾀﾅｼ,355,270,132,0.013,12,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
90366-28A005,9036628A005,,"RACE, TAPERED ROLLER BEARING, INNER",1Y,第１工場,手配,Ｐ,1814,（株）ジェイテクト,2,香川工場,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,1.9,0.81,3,1.02,1.02,1.1,0.5,21,㈱ジェイテクト,1,S-G-12,40128,9152,ﾚｰｽﾃｰﾊﾟｰﾄﾞﾛｰﾗｰﾍﾞｱﾘﾝｸﾞｲﾝﾅｰ,67,PT- 9 ｾﾝﾖｳ,60,,,,0,0.5,,8,専用,1,後補充,,ｻﾝﾎﾞｯｸｽ＃9Fﾌﾀﾅｼ,370,280,123,0.013,11.26,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
90366-28A006,9036628A006,,"RACE, TAPERED ROLLER BEARING, OUTER",1Y,第１工場,手配,Ｐ,1814,（株）ジェイテクト,2,香川工場,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,1.9,0.81,3,1.02,1.02,1.1,0.5,21,㈱ジェイテクト,2,S-G-13,40130,9153,ﾚｰｽﾃｰﾊﾟｰﾄﾞﾛｰﾗｰﾍﾞｱﾘﾝｸﾞｱｳﾀｰ,67,PT- 9 ｾﾝﾖｳ,80,,,,0,0.5,,8,専用,1,後補充,,ｻﾝﾎﾞｯｸｽ＃9Fﾌﾀﾅｼ,370,280,123,0.013,10.94,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
90366-28A007,9036628A007,,"RACE, TAPERED ROLLER BEARING, INNER",1Y,第１工場,手配,Ｐ,1814,（株）ジェイテクト,2,香川工場,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,1.9,0.81,3,1.02,1.02,1.1,0.5,21,㈱ジェイテクト,9,S-G-7,40134,9152,ﾚｰｽﾃｰﾊﾟｰﾄﾞﾛｰﾗｰﾍﾞｱﾘﾝｸﾞｲﾝﾅｰ,67,PT- 9 ｾﾝﾖｳ,72,,,,0,0.5,,8,専用,1,後補充,,ｻﾝﾎﾞｯｸｽ＃9Fﾌﾀﾅｼ,370,280,123,0.013,11.644,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
