品番,品名,整備室,仕入先名/工場名,間口(vlook),間口,通箱名,かんばん情報.収容数,登録箱種,納入ｻｲｸﾙ.間隔,納入ｻｲｸﾙ.回数,納入ｻｲｸﾙ.情報,基準在庫.日数,基準在庫.枚数,MIN在庫日数,MAX在庫日数,便平均上限振れ率,便平均下限振れ率
9056457A124,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056457A125,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056457A126,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056457A127,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056457A128,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056457A129,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056457A130,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056457A131,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056457A132,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056457A133,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056457A134,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056457A135,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056457A136,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056457A137,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056457A138,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056457A139,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056457A140,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056457A141,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056457A142,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056457A143,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056457A144,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056457A145,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056457A146,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056457A147,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056457A148,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056457A149,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056457A150,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056457A151,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056457A152,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056457A153,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056457A154,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056457A155,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056457A156,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056457A157,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056457A158,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056457A159,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A011,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A012,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A013,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A014,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A015,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A016,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A017,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A018,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A019,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A020,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A021,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A022,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A023,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A024,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A025,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A026,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A027,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A028,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A029,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A030,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A031,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A032,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A033,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A034,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A035,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A036,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A037,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A038,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A039,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A040,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A041,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A042,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A043,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A044,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A045,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A046,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A047,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A048,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A049,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A050,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A051,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A052,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A053,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A054,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A055,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9056463A056,SHIM,1Y,（株）ムロコーポレーション,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5
9010512A019,"BOLT, FLANGE",1Y,（株）メイドー,A1,A1,TP-331,210,TP331ﾌﾀﾅｼ,1,6,4.56,0.48,3,0.55,0.55,1.1,0.5
82125ECA010,"WIRE, TRANSMISSION",1Y,矢崎総業（株）,A2,A2,TP-332,100,TP332ﾌﾀｱﾘ,1,1,1.79,1.03,3,1.03,1.03,1.1,0.5
82125ECB010,"WIRE, TRANSMISSION",1Y,矢崎総業（株）,A2,A2,TP-332,100,TP332ﾌﾀｱﾘ,1,1,1.79,1.03,3,1.03,1.03,1.1,0.5
82125ECE010,"WIRE, TRANSMISSION",1Y,矢崎総業（株）,A2,A2,TP-332,100,TP332ﾌﾀｱﾘ,1,1,1.79,1.03,3,1.03,1.03,1.1,0.5
82824ECA010,"CONNECTOR, WIRING HARNESS",1Y,矢崎総業（株）,A1,A1,TP-331,40,TP331ﾌﾀｱﾘ,1,1,1.79,1.03,3,1.03,1.03,1.1,0.5
82824ECB010,"CONNECTOR, WIRING HARNESS",1Y,矢崎総業（株）,A1,A1,TP-331,32,TP331ﾌﾀｱﾘ,1,1,1.79,1.03,3,1.03,1.03,1.1,0.5
82824ECB020,"CONNECTOR, WIRING HARNESS",1Y,矢崎総業（株）,A1,A1,TP-331,40,TP331ﾌﾀｱﾘ,1,1,1.79,1.03,3,1.03,1.03,1.1,0.5
G1144ECA020,"TERMINAL, MOTOR CABLE",1Y,矢崎総業（株）,A1,A1,TP-331,6,TP331ﾌﾀｱﾘ,1,1,1.79,1.03,3,1.03,1.03,1.1,0.5
G1144ECE010,"TERMINAL, MOTOR CABLE",1Y,矢崎総業（株）,A1,A1,TP-331,8,TP331ﾌﾀｱﾘ,1,1,1.79,1.03,3,1.03,1.03,1.1,0.5
G1174ECA030,"WIRE, MOTOR REVOLUTION SENSOR",1Y,矢崎総業（株）,B2,B2,TP-362,50,TP331ﾌﾀｱﾘ,1,1,1.79,1.03,3,1.03,1.03,1.1,0.5
35847ECB010,"TUBE, TRANSAXLE LUBE APPLY",1Y,（株）メタルテック,A2,A2,TP-332,80,TP332ﾌﾀﾅｼ,1,1,1.9,1.04,3,1.04,1.04,1.1,0.5
35847ECB020,"TUBE, TRANSAXLE LUBE APPLY",1Y,（株）メタルテック,A2,A2,TP-332,70,TP332ﾌﾀﾅｼ,1,1,1.9,1.04,3,1.04,1.04,1.1,0.5
35847ECE010,"TUBE, TRANSAXLE LUBE APPLY",1Y,（株）メタルテック,A2,A2,TP-332,40,TP332ﾌﾀﾅｼ,1,1,1.9,1.04,3,1.04,1.04,1.1,0.5
35847ECE020,"TUBE, TRANSAXLE LUBE APPLY",1Y,（株）メタルテック,A2,A2,TP-332,60,TP332ﾌﾀﾅｼ,1,1,1.9,1.04,3,1.04,1.04,1.1,0.5
35882ECB010,"TUBE, DIFFERENTIAL GEAR LUBE APPLY",1Y,（株）メタルテック,A2,A2,TP-332,50,TP332ﾌﾀﾅｼ,1,1,1.9,1.04,3,1.04,1.04,1.1,0.5
01912ECA020,"CAP, SHIPPING",1Y,日進工業（株）,A2,A2,TP-332,100,TP332ﾌﾀﾅｼ,1,1,0.81,0.52,0,0.52,0.52,1.1,0.5
35125ECA010,"TUBE, TRANSMISSION OIL PAN",1Y,（株）ニフコ,A1,A1,TP-131,350,TP331ﾌﾀﾅｼ,1,1,2.14,1.07,3,1.07,1.07,1.1,0.5
35441ECB010,"STRAINER, OIL",1Y,（株）ニフコ,A1,A1,TP-331,48,TP331ﾌﾀﾅｼ,1,1,2.14,1.07,3,1.07,1.07,1.1,0.5
35441TFA010,"STRAINER, OIL",1Y,（株）ニフコ,A1,A1,TP-331,100,TP331ﾌﾀﾅｼ,1,1,2.14,1.07,3,1.07,1.07,1.1,0.5
35409ECA020,"SPRING SUB-ASSY, MANUAL DETENT",1Y,サンコール（株）,A1,A1,TP-131,150,TP131ﾌﾀﾅｼ,1,1,2.26,1.08,3,1.08,1.08,1.1,0.5
35409ECB010,"SPRING SUB-ASSY, MANUAL DETENT",1Y,サンコール（株）,A1,A1,AW-131,200,TP131ﾌﾀﾅｼ,1,1,2.26,1.08,3,1.08,1.08,1.1,0.5
35599ECA020,"COVER, DETENT SPRING",1Y,サンコール（株）,A1,A1,AW-131,200,TP131ﾌﾀﾅｼ,1,1,2.26,1.08,3,1.08,1.08,1.1,0.5
35312ECF010,"(CA), TRANSMISSION OIL PUMP COVER",1Y,ダイキャスト東和産業（株）,0,0,ﾎﾟﾘﾊﾞｺ,200,,1,1,1,1.25,3,1.25,1.25,1.1,0.5
35312ECF010,"(CA), TRANSMISSION OIL PUMP COVER",1Y,ダイキャスト東和産業（株）,0,0,ﾎﾟﾘﾊﾞｺ,200,,1,1,1,1.25,3,1.25,1.25,1.1,0.5
G1133ECD010,"(CA), MOTOR ROTOR END PLATE",1Y,ダイキャスト東和産業（株）,0,0,Bﾊﾟﾚ,700,,1,1,2,0,0,0,0,1.2,0.5
35351ECB010,"ROTOR, TRANSMISSION OIL PUMP DRIVE",1Y,五興商事（株）,A1,A1,TP-331,704,,1,1,1,1.25,3,1.25,1.25,1.1,0.5
9050113A083,"SPRING, COMPRESSION",1Y,（株）東郷製作所,A1,A1,AW-131,250,,1,1,1,1.25,3,1.25,1.25,1.1,0.5
9050113A086,"SPRING, COMPRESSION",1Y,（株）東郷製作所,A1,A1,AW-131,250,TP131ﾌﾀﾅｼ,1,1,1,1.25,3,1.25,1.25,1.1,0.5
9020843A001,"WASHER, CONICAL SPRING",1Y,中庸スプリング（株）,A1,A1,TP-131,400,,1,1,1,1.25,3,1.25,1.25,1.1,0.5
35288ECB020,"DAMPER, RUBBER",1Y,日昌（株）,B1,B1,TP-341,120,,1,1,1,1.25,3,1.25,1.25,1.1,0.5
35288ECB020,"DAMPER, RUBBER",1Y,日昌（株）,B1,B1,TP-341,120,,1,1,1,1.25,3,1.25,1.25,1.1,0.5
35288ECE010,"DAMPER, RUBBER",1Y,日昌（株）,A1,A1,TP-331,30,,1,1,1,1.25,3,1.25,1.25,1.1,0.5
35288ECE010,"DAMPER, RUBBER",1Y,日昌（株）,A1,A1,TP-331,30,,1,1,1,1.25,3,1.25,1.25,1.1,0.5
35771ECF010,"(FO), OUTPUT SHAFT",1Y,愛知製鋼（株）,0,0,ｼﾞﾕｼﾊﾟﾚ,64,,1,1,1,1.25,3,1.25,1.25,1.1,0.5
35771ECF020,"(FO), OUTPUT SHAFT",1Y,愛知製鋼（株）,0,0,ｼﾞﾕｼﾊﾟﾚ,64,,1,1,1,1.25,3,1.25,1.25,1.1,0.5
G1131ECF010,"(FO), ROTOR SHAFT",1Y,（株）コタニ,0,0,ｼﾞﾕｼﾊﾟﾚ,130,,1,1,1,1.25,3,1.25,1.25,1.1,0.5
G1131ECF020,"(FO), ROTOR SHAFT",1Y,（株）コタニ,0,0,ｼﾞﾕｼﾊﾟﾚ,130,,1,1,1,1.25,3,1.25,1.25,1.1,0.5
G1131ECF030,"(FO), ROTOR SHAFT",1Y,（株）コタニ,0,0,ｼﾞﾕｼﾊﾟﾚ,170,,1,1,1,1.25,3,1.25,1.25,1.1,0.5
35141ECD020,"(CA), TRANSAXLE CASE",1Y,アイシン軽金属（株）,0,0,Aﾊﾟﾚ,20,,1,1,1,1.25,3,1.25,1.25,1.1,0.5
35141ECD020,"(CA), TRANSAXLE CASE",1Y,アイシン軽金属（株）,0,0,Aﾊﾟﾚ,20,,1,1,1,1.25,3,1.25,1.25,1.1,0.5
35141ECD030,"(CA), TRANSAXLE CASE",1Y,アイシン軽金属（株）,0,0,Aﾊﾟﾚ,36,,1,1,1,1.25,3,1.25,1.25,1.1,0.5
35141ECD030,"(CA), TRANSAXLE CASE",1Y,アイシン軽金属（株）,0,0,Aﾊﾟﾚ,36,,1,1,1,1.25,3,1.25,1.25,1.1,0.5
35141ECD040,"(CA), TRANSAXLE CASE",1Y,アイシン軽金属（株）,0,0,Aﾊﾟﾚ,15,,1,1,1,1.25,3,1.25,1.25,1.1,0.5
39171ECD010,"(CA), MOTOR HOUSING COVER",1Y,アイシン軽金属（株）,0,0,Aﾊﾟﾚ,30,,1,1,1,1.25,3,1.25,1.25,1.1,0.5
39171ECD010,"(CA), MOTOR HOUSING COVER",1Y,アイシン軽金属（株）,0,0,Aﾊﾟﾚ,30,,1,1,1,1.25,3,1.25,1.25,1.1,0.5
39171ECD020,"(CA), MOTOR HOUSING COVER",1Y,アイシン軽金属（株）,0,0,Aﾊﾟﾚ,35,,1,1,1,1.25,3,1.25,1.25,1.1,0.5
39171ECD020,"(CA), MOTOR HOUSING COVER",1Y,アイシン軽金属（株）,0,0,Aﾊﾟﾚ,35,,1,1,1,1.25,3,1.25,1.25,1.1,0.5
39171ECD030,"(CA), MOTOR HOUSING COVER",1Y,アイシン軽金属（株）,0,0,Aﾊﾟﾚ,42,,1,1,1,1.25,3,1.25,1.25,1.1,0.5
89429ECB010,"SENSOR, TEMPERATURE",1Y,ＴＤＫ（株）,0,0,ﾀﾞﾝﾎﾞ-ﾙﾊﾞｺ,700,,1,1,1,1.25,3,1.25,1.25,1.1,0.5
36296ECB020,CAP,1Y,イワタボルト（株）,0,0,ﾀﾞﾝﾎﾞ-ﾙﾊﾞｺ,2000,,1,1,1,1.25,3,1.25,1.25,1.1,0.5
9017906A006,NUT,1Y,イワタボルト（株）,0,0,ﾀﾞﾝﾎﾞ-ﾙﾊﾞｺ,2000,,1,1,1,1.25,3,1.25,1.25,1.1,0.5
35561ECB010,"SHAFT, PARKING LOCK, NO.1",1Y,（株）浜名製作所,A1,A1,TP-131,100,,1,1,1,1.25,3,1.25,1.25,1.1,0.5
G1131ECF040,"(FO), ROTOR SHAFT",1Y,（株）ゴーシュー,0,0,Bﾊﾟﾚ,90,,1,1,1,1,1,1,1,1.1,0.5
G1259ECB010,"RUBBER, MOTOR COOLING PIPE",1Y,ＮＯＫ（株）,A1,A1,TP-131,400,,1,1,1,1.25,3,1.25,1.25,1.1,0.5
G1259ECB010,"RUBBER, MOTOR COOLING PIPE",1Y,ＮＯＫ（株）,A1,A1,TP-131,400,,1,1,1,1.25,3,1.25,1.25,1.1,0.5
G1126ECB010,"MAGNET, MOTOR ROTOR",1Y,（株）槌屋,0,0,ﾀﾞﾝﾎﾞ-ﾙﾊﾞｺ,288,,1,1,1,1,1,1,1,1,0.5
G1126ECE010,"MAGNET, MOTOR ROTOR",1Y,（株）槌屋,0,0,ﾀﾞﾝﾎﾞ-ﾙﾊﾞｺ,576,,1,1,1,1,1,1,1,1,0.5
36296ECB010,CAP,1Y,（株）青山製作所,A1,A1,TP-131,1000,,1,1,1,1,1,1,1,1.1,0.5
9017906A005,NUT,1Y,（株）青山製作所,A1,A1,TP-331,2000,,1,1,1,1,1,1,1,1.1,0.5
89429ECB010,"SENSOR, TEMPERATURE",1Y,ＴＤＫ（株）,0,0,ﾀﾞﾝﾎﾞ-ﾙﾊﾞｺ,700,,1,1,1,1,1,0.5,1,1,0.5
354000LC050,"BODY ASSY, TRANSMISSION VALVE W/SOL",1Z,第１,A2,A2,TP-332,24,,1,1,1,1.5,1,1,1,1,0.5
G11040LC010,"STATOR SUB-ASSY, MOTOR",1Z,第１,0,0,Aﾊﾟﾚ,20,,1,1,1,1.5,1,1,1,1,0.5
354110LC030,"BODY, LWR VALVE",1Z,岡崎,A2,A2,TP-331-5,8,TP343ﾌﾀｱﾘ,1,8,8.4,1.77,6,0.77,0.77,1.1,0.5
0355183043P,"BOLT, FLANGE",1Z,（株）青山製作所,A1,A1,TP-331,2000,TP331ﾌﾀﾅｼ,1,6,5.76,1.28,2,0.78,0.78,1.1,0.5
1040052001Z,"PLUG, W/HEAD STRAIGHT SCREW",1Z,（株）青山製作所,A1,A1,TP-131,200,TP131ﾌﾀﾅｼ,1,6,5.76,1.28,2,0.78,0.78,1.1,0.5
1040183004C,"BOLT, FLANGE",1Z,（株）青山製作所,A1,A1,TP-331,2000,TP331ﾌﾀﾅｼ,1,6,5.76,1.28,2,0.78,0.78,1.1,0.5
1040183017V,"BOLT, FLANGE",1Z,（株）青山製作所,A1,A1,TP-331,2000,TP331ﾌﾀﾅｼ,1,6,5.76,1.28,2,0.78,0.78,1.1,0.5
2030183013A,"BOLT, FLANGE",1Z,（株）青山製作所,A1,A1,TP-131,500,TP131ﾌﾀﾅｼ,1,6,5.76,1.28,2,0.78,0.78,1.1,0.5
3040052001B,"PLUG, W/HEAD STRAIGHT SCREW",1Z,（株）青山製作所,A1,A1,TP-331,500,TP331ﾌﾀﾅｼ,1,6,5.76,1.45,3,0.95,0.95,1.1,0.5
9010508A014,"BOLT, FLANGE",1Z,（株）青山製作所,A1,A1,TP-331,500,TP331ﾌﾀﾅｼ,1,6,5.76,1.28,8,0.78,0.78,1.1,0.5
9010512A017,"BOLT, FLANGE",1Z,（株）青山製作所,A1,A1,TP-331,450,TP331ﾌﾀﾅｼ,1,6,5.76,1.28,2,0.78,0.78,1.1,0.5
9011006031,"BOLT, HEXAGON SOCKET HEAD CAP",1Z,（株）青山製作所,A1,A1,TP-331,1000,TP331ﾌﾀﾅｼ,1,6,5.76,1.28,2,0.78,0.78,1.1,0.5
