品番,加工図符号,設変符号,品名,ステータス,発注区分,整備室,整備室名,手配区分,工程内外製,工程コード,仕入先名/工場名,発送場所,発送場所名,受給区分,後工程内外製,後工程コード,後工程仕入先名/工場名,受入場所,受入場所名,箱種類,収容数,基準在庫日数,基準在庫枚数,サイクル間隔,サイクル回数,サイクル情報,更新,更新者,最終更新日時,マイナス必要数有無,当月必要数,当月稼働日数,翌月必要数,翌月稼働日数,翌々月必要数,翌々月稼働日数,翌々々月必要数,翌々々月稼働日数,1(水),2(木),3(金),4(土),5(日),6(月),7(火),8(水),9(木),10(金),11(土),12(日),13(月),14(火),15(水),16(木),17(金),18(土),19(日),20(月),21(火),22(水),23(木),24(金),25(土),26(日),27(月),28(火),29(水),30(木),31(金),当月計算数,翌月計算数,翌々月計算数,翌々々月計算数,1(水),2(木),3(金),4(土),5(日),6(月),7(火),8(水),9(木),10(金),11(土),12(日),13(月),14(火),15(水),16(木),17(金),18(土),19(日),20(月),21(火),22(水),23(木),24(金),25(土),26(日),27(月),28(火),29(水),30(木),31(金)
35174-ECE020,,,"PLATE, OIL RESERVOIR LOCK",使用中,かんばん,1Y,第１工場,手配,Ｐ,0030,（株）浅賀井製作所,01,安城工場,――,Ｍ,01,第１,1Y,安城第１工場,TP-331 ﾊﾝﾖｳ,90,0.63,3,1,04,6.88,,,,,"11,879",23.0,"10,556",20.0,"10,701",18.0,"12,540",22.0,533,527,519,0,0,427,433,427,427,421,0,0,535,529,529,517,529,0,0,528,540,528,574,534,0,0,570,570,558,600,524,"11,879","10,556","10,701","12,540",533,527,519,0,0,427,433,427,427,421,0,0,535,529,529,517,529,0,0,528,540,528,574,534,0,0,570,570,558,600,524
35312-ECB010,,,"COVER, TRANSMISSION, OIL PUMP",使用中,かんばん,1Y,第１工場,手配,Ｐ,0038,（株）旭工業所,01,本社工場,――,Ｍ,01,第１,1Y,安城第１工場,TP-331 ﾊﾝﾖｳ,63,0.59,3,1,01,1.9,,,,,"9,492",23.0,"7,070",20.0,"7,936",18.0,"10,590",22.0,401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342,"9,492","7,070","7,936","10,590",401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342
01912-ECB040,, A,"CAP, SHIPPING",使用中,かんばん,1Y,第１工場,手配,Ｐ,0155,愛産樹脂工業（株）,01,本社工場,――,Ｍ,01,第１,1Y,安城第１工場,TP-342 ﾊﾝﾖｳ,50,0.25,3,1,01,2.12,,,,,"21,371",23.0,"17,626",20.0,"18,637",18.0,"23,130",22.0,934,933,931,0,0,927,926,926,925,925,0,0,925,925,925,925,925,0,0,925,925,925,989,925,0,0,925,925,925,989,866,"21,371","17,626","18,637","23,130",934,933,931,0,0,927,926,926,925,925,0,0,925,925,925,925,925,0,0,925,925,925,989,925,0,0,925,925,925,989,866
01912-8GA010,, C,"CAP, SHIPPING",使用中,かんばん,1Y,第１工場,手配,Ｐ,0208,石黒ゴム工業（株）,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-342 ﾊﾝﾖｳ,50,1.07,3,1,02,3.64,,,,,"21,371",23.0,"17,626",20.0,"18,637",18.0,"23,130",22.0,934,933,931,0,0,927,926,926,925,925,0,0,925,925,925,925,925,0,0,925,925,925,989,925,0,0,925,925,925,989,866,"21,371","17,626","18,637","23,130",934,933,931,0,0,927,926,926,925,925,0,0,925,925,925,925,925,0,0,925,925,925,989,925,0,0,925,925,925,989,866
01912-ECB010,, A,"CAP, SHIPPING",使用中,かんばん,1Y,第１工場,手配,Ｐ,0208,石黒ゴム工業（株）,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-332 ﾊﾝﾖｳ,300,0.85,3,1,02,3.64,,,,,"42,728",23.0,"35,246",20.0,"37,268",18.0,"46,260",22.0,"1,862","1,862","1,858",0,0,"1,854","1,852","1,852","1,850","1,850",0,0,"1,850","1,850","1,850","1,850","1,850",0,0,"1,850","1,850","1,850","1,978","1,850",0,0,"1,850","1,850","1,850","1,978","1,732","42,728","35,246","37,268","46,260","1,862","1,862","1,858",0,0,"1,854","1,852","1,852","1,850","1,850",0,0,"1,850","1,850","1,850","1,850","1,850",0,0,"1,850","1,850","1,850","1,978","1,850",0,0,"1,850","1,850","1,850","1,978","1,732"
82821-CWA030,,,"COVER, CONNECTOR",使用中,かんばん,1Y,第１工場,手配,Ｐ,0208,石黒ゴム工業（株）,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-332 ﾊﾝﾖｳ,200,0.83,3,1,02,3.64,,,,,"21,364",23.0,"17,623",20.0,"18,634",18.0,"23,130",22.0,931,931,929,0,0,927,926,926,925,925,0,0,925,925,925,925,925,0,0,925,925,925,989,925,0,0,925,925,925,989,866,"21,364","17,623","18,634","23,130",931,931,929,0,0,927,926,926,925,925,0,0,925,925,925,925,925,0,0,925,925,925,989,925,0,0,925,925,925,989,866
82821-ECB010,,,"COVER, CONNECTOR",使用中,かんばん,1Y,第１工場,手配,Ｐ,0208,石黒ゴム工業（株）,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-332 ｾﾝﾖｳ,400,0.83,3,1,02,3.64,,,,,"21,371",23.0,"17,626",20.0,"18,637",18.0,"23,130",22.0,934,933,931,0,0,927,926,926,925,925,0,0,925,925,925,925,925,0,0,925,925,925,989,925,0,0,925,925,925,989,866,"21,371","17,626","18,637","23,130",934,933,931,0,0,927,926,926,925,925,0,0,925,925,925,925,925,0,0,925,925,925,989,925,0,0,925,925,925,989,866
82821-ECB020,,,"COVER, CONNECTOR",使用中,かんばん,1Y,第１工場,手配,Ｐ,0208,石黒ゴム工業（株）,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,200,0.87,3,1,02,3.64,,,,,"21,371",23.0,"17,626",20.0,"18,637",18.0,"23,130",22.0,934,933,931,0,0,927,926,926,925,925,0,0,925,925,925,925,925,0,0,925,925,925,989,925,0,0,925,925,925,989,866,"21,371","17,626","18,637","23,130",934,933,931,0,0,927,926,926,925,925,0,0,925,925,925,925,925,0,0,925,925,925,989,925,0,0,925,925,925,989,866
82821-ECB040,, A,"COVER, CONNECTOR",使用中,かんばん,1Y,第１工場,手配,Ｐ,0208,石黒ゴム工業（株）,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-342 ｾﾝﾖｳ,100,0.83,3,1,02,3.64,,,,,"9,492",23.0,"7,070",20.0,"7,936",18.0,"10,590",22.0,401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342,"9,492","7,070","7,936","10,590",401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342
82821-ECB050,,,"COVER, CONNECTOR",使用中,かんばん,1Y,第１工場,手配,Ｐ,0208,石黒ゴム工業（株）,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-332 ﾊﾝﾖｳ,100,0.83,3,1,02,3.64,,,,,"21,364",23.0,"17,623",20.0,"18,634",18.0,"23,130",22.0,931,931,929,0,0,927,926,926,925,925,0,0,925,925,925,925,925,0,0,925,925,925,989,925,0,0,925,925,925,989,866,"21,364","17,623","18,634","23,130",931,931,929,0,0,927,926,926,925,925,0,0,925,925,925,925,925,0,0,925,925,925,989,925,0,0,925,925,925,989,866
82821-ECE010,, A,"COVER, CONNECTOR",使用中,かんばん,1Y,第１工場,手配,Ｐ,0208,石黒ゴム工業（株）,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-332 ﾊﾝﾖｳ,50,1.07,3,1,02,3.64,,,,,"11,876",23.0,"10,555",20.0,"10,700",18.0,"12,540",22.0,532,526,518,0,0,427,433,427,427,421,0,0,535,529,529,517,529,0,0,528,540,528,574,534,0,0,570,570,558,600,524,"11,876","10,555","10,700","12,540",532,526,518,0,0,427,433,427,427,421,0,0,535,529,529,517,529,0,0,528,540,528,574,534,0,0,570,570,558,600,524
82821-XAE010,, A,"COVER, CONNECTOR",使用中,かんばん,1Y,第１工場,手配,Ｐ,0208,石黒ゴム工業（株）,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.87,3,1,02,3.64,,,,,"21,371",23.0,"17,626",20.0,"18,637",18.0,"23,130",22.0,934,933,931,0,0,927,926,926,925,925,0,0,925,925,925,925,925,0,0,925,925,925,989,925,0,0,925,925,925,989,866,"21,371","17,626","18,637","23,130",934,933,931,0,0,927,926,926,925,925,0,0,925,925,925,925,925,0,0,925,925,925,989,925,0,0,925,925,925,989,866
82821-XAE020,, C,"COVER, CONNECTOR",使用中,かんばん,1Y,第１工場,手配,Ｐ,0208,石黒ゴム工業（株）,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-332 ﾊﾝﾖｳ,400,0.81,3,1,02,3.64,,,,,"9,492",23.0,"7,070",20.0,"7,936",18.0,"10,590",22.0,401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342,"9,492","7,070","7,936","10,590",401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342
2030 045 013L,, D,GASKET,使用中,かんばん,1Y,第１工場,手配,Ｐ,0226,伊藤金属工業（株）,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-331 ﾊﾝﾖｳ,"2,000",0.53,3,1,01,1.96,,,,,"54,621",23.0,"45,808",20.0,"47,975",18.0,"58,800",22.0,"2,401","2,393","2,381",0,0,"2,281","2,285","2,279","2,277","2,271",0,0,"2,385","2,379","2,379","2,367","2,379",0,0,"2,378","2,390","2,378","2,552","2,384",0,0,"2,420","2,420","2,408","2,578","2,256","54,621","45,808","47,975","58,800","2,401","2,393","2,381",0,0,"2,281","2,285","2,279","2,277","2,271",0,0,"2,385","2,379","2,379","2,367","2,379",0,0,"2,378","2,390","2,378","2,552","2,384",0,0,"2,420","2,420","2,408","2,578","2,256"
36108-ECB010,,,"SHAFT SUB-ASSY, OIL PUMP DRIVE",使用中,かんばん,1Y,第１工場,手配,Ｐ,0810,（株）オーハシテクニカ,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-331-5 ﾊﾝﾖｳ,150,0.64,3,1,01,1.97,,,,,"9,492",23.0,"7,070",20.0,"7,936",18.0,"10,590",22.0,401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342,"9,492","7,070","7,936","10,590",401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342
35501-ECB010,, A,"ROD SUB-ASSY, PARKING LOCK",使用中,かんばん,1Y,第１工場,手配,Ｐ,0816,大橋鉄工（株）,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-331 ﾊﾝﾖｳ,100,0.6,3,1,01,1.38,,,,,"9,492",23.0,"7,070",20.0,"7,936",18.0,"10,590",22.0,401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342,"9,492","7,070","7,936","10,590",401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342
90363-45A004,,,"BEARING, RADIAL BALL",使用中,かんばん,1Y,第１工場,手配,Ｐ,0831,岡谷鋼機（株）,01,刈谷支店,――,Ｍ,01,第１,1Y,安城第１工場,ｻﾝﾎﾞｯｸｽ#9T,90,0.64,3,1,01,2.29,,,,,"21,371",23.0,"17,626",20.0,"18,637",18.0,"23,130",22.0,934,933,931,0,0,927,926,926,925,925,0,0,925,925,925,925,925,0,0,925,925,925,989,925,0,0,925,925,925,989,866,"21,371","17,626","18,637","23,130",934,933,931,0,0,927,926,926,925,925,0,0,925,925,925,925,925,0,0,925,925,925,989,925,0,0,925,925,925,989,866
35557-ECB010,,,"PAWL, PARKING LOCK",使用中,かんばん,1Y,第１工場,手配,Ｐ,0834,小川工業（株）,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,46,0.89,3,1,02,4.94,,,,,"9,492",23.0,"7,070",20.0,"7,936",18.0,"10,590",22.0,401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342,"9,492","7,070","7,936","10,590",401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342
41310-ECB010,, A,"GEAR ASSY, DIFFERENTIAL",使用中,かんばん,1Y,第１工場,手配,Ｐ,0930,（株）オンド,01,本社工場,――,Ｍ,01,第１,1Y,安城第１工場,ｻﾝﾎﾞｯｸｽ#24-A,2,0.7,3,1,04,4,,,,,"9,492",23.0,"7,070",20.0,"7,936",18.0,"10,590",22.0,401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342,"9,492","7,070","7,936","10,590",401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342
41310-ECE010,,,"GEAR ASSY, DIFFERENTIAL",使用中,かんばん,1Y,第１工場,手配,Ｐ,0930,（株）オンド,01,本社工場,――,Ｍ,01,第１,1Y,安城第１工場,ｻﾝﾎﾞｯｸｽ#24-A,2,0.7,3,1,04,4,,,,,"11,879",23.0,"10,556",20.0,"10,701",18.0,"12,540",22.0,533,527,519,0,0,427,433,427,427,421,0,0,535,529,529,517,529,0,0,528,540,528,574,534,0,0,570,570,558,600,524,"11,879","10,556","10,701","12,540",533,527,519,0,0,427,433,427,427,421,0,0,535,529,529,517,529,0,0,528,540,528,574,534,0,0,570,570,558,600,524
1040 043 104R,, A,"PIN, STRAIGHT",使用中,かんばん,1Y,第１工場,手配,Ｐ,1014,（株）ギフ加藤製作所,01,本社工場（ＡＷ発行拠点）,――,Ｍ,01,第１,1Y,安城第１工場,AW-131 ｾﾝﾖｳ,"1,000",0.75,3,1,02,3.8,,,,,"42,742",23.0,"35,252",20.0,"37,274",18.0,"46,260",22.0,"1,868","1,866","1,862",0,0,"1,854","1,852","1,852","1,850","1,850",0,0,"1,850","1,850","1,850","1,850","1,850",0,0,"1,850","1,850","1,850","1,978","1,850",0,0,"1,850","1,850","1,850","1,978","1,732","42,742","35,252","37,274","46,260","1,868","1,866","1,862",0,0,"1,854","1,852","1,852","1,850","1,850",0,0,"1,850","1,850","1,850","1,850","1,850",0,0,"1,850","1,850","1,850","1,978","1,850",0,0,"1,850","1,850","1,850","1,978","1,732"
35556-ECB010,,,"SHAFT, PARKING LOCK PAWL",使用中,かんばん,1Y,第１工場,手配,Ｐ,1014,（株）ギフ加藤製作所,01,本社工場（ＡＷ発行拠点）,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.75,3,1,02,3.8,,,,,"9,492",23.0,"7,070",20.0,"7,936",18.0,"10,590",22.0,401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342,"9,492","7,070","7,936","10,590",401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342
90250-06A007,, A,"PIN, STRAIGHT",使用中,かんばん,1Y,第１工場,手配,Ｐ,1014,（株）ギフ加藤製作所,01,本社工場（ＡＷ発行拠点）,――,Ｍ,01,第１,1Y,安城第１工場,AW-131 ｾﾝﾖｳ,200,0.76,3,1,02,3.8,,,,,"18,984",23.0,"14,140",20.0,"15,872",18.0,"21,180",22.0,802,812,824,0,0,"1,000",986,998,996,"1,008",0,0,780,792,792,816,792,0,0,794,770,794,830,782,0,0,710,710,734,778,684,"18,984","14,140","15,872","21,180",802,812,824,0,0,"1,000",986,998,996,"1,008",0,0,780,792,792,816,792,0,0,794,770,794,830,782,0,0,710,710,734,778,684
33490-ECB010,, A,"COOLER ASSY, OIL",使用中,かんばん,1Y,第１工場,手配,Ｐ,1042,マレリ（株）,04,澁澤倉庫,――,Ｍ,01,第１,1Y,安城第１工場,TP-332 ﾊﾝﾖｳ,4,0.82,3,1,02,3.92,,,,,"9,492",23.0,"7,070",20.0,"7,936",18.0,"10,590",22.0,401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342,"9,492","7,070","7,936","10,590",401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342
33490-ECE010,, A,"COOLER ASSY, OIL",使用中,かんばん,1Y,第１工場,手配,Ｐ,1042,マレリ（株）,04,澁澤倉庫,――,Ｍ,01,第１,1Y,安城第１工場,TP-332 ﾊﾝﾖｳ,4,0.81,3,1,02,3.92,,,,,"11,879",23.0,"10,556",20.0,"10,701",18.0,"12,540",22.0,533,527,519,0,0,427,433,427,427,421,0,0,535,529,529,517,529,0,0,528,540,528,574,534,0,0,570,570,558,600,524,"11,879","10,556","10,701","12,540",533,527,519,0,0,427,433,427,427,421,0,0,535,529,529,517,529,0,0,528,540,528,574,534,0,0,570,570,558,600,524
90366-28A005,,,"RACE, TAPERED ROLLER BEARING, INNER",使用中,かんばん,1Y,第１工場,手配,Ｐ,1814,（株）ジェイテクト,02,香川工場,――,Ｍ,01,第１,1Y,安城第１工場,PT- 9 ｾﾝﾖｳ,60,0.63,3,1,01,1.9,,,,,"9,492",23.0,"7,070",20.0,"7,936",18.0,"10,590",22.0,401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342,"9,492","7,070","7,936","10,590",401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342
90366-28A006,,,"RACE, TAPERED ROLLER BEARING, OUTER",使用中,かんばん,1Y,第１工場,手配,Ｐ,1814,（株）ジェイテクト,02,香川工場,――,Ｍ,01,第１,1Y,安城第１工場,PT- 9 ｾﾝﾖｳ,80,0.63,3,1,01,1.9,,,,,"9,492",23.0,"7,070",20.0,"7,936",18.0,"10,590",22.0,401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342,"9,492","7,070","7,936","10,590",401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342
90366-28A007,,,"RACE, TAPERED ROLLER BEARING, INNER",使用中,かんばん,1Y,第１工場,手配,Ｐ,1814,（株）ジェイテクト,02,香川工場,――,Ｍ,01,第１,1Y,安城第１工場,PT- 9 ｾﾝﾖｳ,72,0.58,3,1,01,1.9,,,,,"11,879",23.0,"10,556",20.0,"10,701",18.0,"12,540",22.0,533,527,519,0,0,427,433,427,427,421,0,0,535,529,529,517,529,0,0,528,540,528,574,534,0,0,570,570,558,600,524,"11,879","10,556","10,701","12,540",533,527,519,0,0,427,433,427,427,421,0,0,535,529,529,517,529,0,0,528,540,528,574,534,0,0,570,570,558,600,524
90366-28A008,,,"RACE, TAPERED ROLLER BEARING, OUTER",使用中,かんばん,1Y,第１工場,手配,Ｐ,1814,（株）ジェイテクト,02,香川工場,――,Ｍ,01,第１,1Y,安城第１工場,PT- 9 ｾﾝﾖｳ,100,0.59,3,1,01,1.9,,,,,"11,879",23.0,"10,556",20.0,"10,701",18.0,"12,540",22.0,533,527,519,0,0,427,433,427,427,421,0,0,535,529,529,517,529,0,0,528,540,528,574,534,0,0,570,570,558,600,524,"11,879","10,556","10,701","12,540",533,527,519,0,0,427,433,427,427,421,0,0,535,529,529,517,529,0,0,528,540,528,574,534,0,0,570,570,558,600,524
90366-30A017,,,"RACE, TAPERED ROLLER BEARING, OUTER",使用中,かんばん,1Y,第１工場,手配,Ｐ,1814,（株）ジェイテクト,02,香川工場,――,Ｍ,01,第１,1Y,安城第１工場,PT- 9 ｾﾝﾖｳ,72,0.61,3,1,01,1.9,,,,,"21,371",23.0,"17,626",20.0,"18,637",18.0,"23,130",22.0,934,933,931,0,0,927,926,926,925,925,0,0,925,925,925,925,925,0,0,925,925,925,989,925,0,0,925,925,925,989,866,"21,371","17,626","18,637","23,130",934,933,931,0,0,927,926,926,925,925,0,0,925,925,925,925,925,0,0,925,925,925,989,925,0,0,925,925,925,989,866
90366-30A018,, A,"RACE, TAPERED ROLLER BEARING, INNER",使用中,かんばん,1Y,第１工場,手配,Ｐ,1814,（株）ジェイテクト,02,香川工場,――,Ｍ,01,第１,1Y,安城第１工場,PT- 9 ｾﾝﾖｳ,38,0.34,3,1,01,1.9,,,,,"21,371",23.0,"17,626",20.0,"18,637",18.0,"23,130",22.0,934,933,931,0,0,927,926,926,925,925,0,0,925,925,925,925,925,0,0,925,925,925,989,925,0,0,925,925,925,989,866,"21,371","17,626","18,637","23,130",934,933,931,0,0,927,926,926,925,925,0,0,925,925,925,925,925,0,0,925,925,925,989,925,0,0,925,925,925,989,866
90366-52A003,,,"RACE, TAPERED ROLLER BEARING, INNER",使用中,かんばん,1Y,第１工場,手配,Ｐ,1814,（株）ジェイテクト,02,香川工場,――,Ｍ,01,第１,1Y,安城第１工場,PT- 9 ｾﾝﾖｳ,60,0.58,3,1,01,1.9,,,,,"11,879",23.0,"10,556",20.0,"10,701",18.0,"12,540",22.0,533,527,519,0,0,427,433,427,427,421,0,0,535,529,529,517,529,0,0,528,540,528,574,534,0,0,570,570,558,600,524,"11,879","10,556","10,701","12,540",533,527,519,0,0,427,433,427,427,421,0,0,535,529,529,517,529,0,0,528,540,528,574,534,0,0,570,570,558,600,524
90366-52A004,,,"RACE, TAPERED ROLLER BEARING, OUTER",使用中,かんばん,1Y,第１工場,手配,Ｐ,1814,（株）ジェイテクト,02,香川工場,――,Ｍ,01,第１,1Y,安城第１工場,PT- 9 ｾﾝﾖｳ,63,0.58,3,1,01,1.9,,,,,"11,879",23.0,"10,556",20.0,"10,701",18.0,"12,540",22.0,533,527,519,0,0,427,433,427,427,421,0,0,535,529,529,517,529,0,0,528,540,528,574,534,0,0,570,570,558,600,524,"11,879","10,556","10,701","12,540",533,527,519,0,0,427,433,427,427,421,0,0,535,529,529,517,529,0,0,528,540,528,574,534,0,0,570,570,558,600,524
90366-58A001,,,"RACE, TAPERED ROLLER BEARING, INNER",使用中,かんばん,1Y,第１工場,手配,Ｐ,1814,（株）ジェイテクト,02,香川工場,――,Ｍ,01,第１,1Y,安城第１工場,PT- 9 ｾﾝﾖｳ,45,0.58,3,1,01,1.9,,,,,"9,492",23.0,"7,070",20.0,"7,936",18.0,"10,590",22.0,401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342,"9,492","7,070","7,936","10,590",401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342
90366-58A002,,,"RACE, TAPERED ROLLER BEARING, OUTER",使用中,かんばん,1Y,第１工場,手配,Ｐ,1814,（株）ジェイテクト,02,香川工場,――,Ｍ,01,第１,1Y,安城第１工場,PT- 9 ｾﾝﾖｳ,36,0.6,3,1,01,1.9,,,,,"9,492",23.0,"7,070",20.0,"7,936",18.0,"10,590",22.0,401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342,"9,492","7,070","7,936","10,590",401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342
90366-59A009,,,"RACE, TAPERED ROLLER BEARING, INNER",使用中,かんばん,1Y,第１工場,手配,Ｐ,1814,（株）ジェイテクト,02,香川工場,――,Ｍ,01,第１,1Y,安城第１工場,PT- 9 ｾﾝﾖｳ,36,0.6,3,1,01,1.9,,,,,"21,371",23.0,"17,626",20.0,"18,637",18.0,"23,130",22.0,934,933,931,0,0,927,926,926,925,925,0,0,925,925,925,925,925,0,0,925,925,925,989,925,0,0,925,925,925,989,866,"21,371","17,626","18,637","23,130",934,933,931,0,0,927,926,926,925,925,0,0,925,925,925,925,925,0,0,925,925,925,989,925,0,0,925,925,925,989,866
90366-59A010,,,"RACE, TAPERED ROLLER BEARING, OUTER",使用中,かんばん,1Y,第１工場,手配,Ｐ,1814,（株）ジェイテクト,02,香川工場,――,Ｍ,01,第１,1Y,安城第１工場,PT- 9 ｾﾝﾖｳ,36,0.6,3,1,01,1.9,,,,,"21,371",23.0,"17,626",20.0,"18,637",18.0,"23,130",22.0,934,933,931,0,0,927,926,926,925,925,0,0,925,925,925,925,925,0,0,925,925,925,989,925,0,0,925,925,925,989,866,"21,371","17,626","18,637","23,130",934,933,931,0,0,927,926,926,925,925,0,0,925,925,925,925,925,0,0,925,925,925,989,925,0,0,925,925,925,989,866
35352-ECB010,,,"ROTOR, TRANSMISSION OIL PUMP DRIVEN",使用中,かんばん,1Y,第１工場,手配,Ｐ,1821,五興商事（株）,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-331 ﾊﾝﾖｳ,504,0.64,3,1,01,1.97,,,,,"9,492",23.0,"7,070",20.0,"7,936",18.0,"10,590",22.0,401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342,"9,492","7,070","7,936","10,590",401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342
G9201-ECB030,,,"COVER SUB-ASSY, INVERTER",使用中,かんばん,1Y,第１工場,手配,Ｐ,2017,佐藤工業（株）,03,藤塗装,――,Ｍ,01,第１,1Y,安城第１工場,ｻﾝﾎﾞｯｸｽ#20B,8,0.58,3,1,02,1.82,,,,,"9,491",23.0,"7,069",20.0,"7,935",18.0,"10,590",22.0,400,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342,"9,491","7,069","7,935","10,590",400,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342
G9201-ECE010,,,"COVER SUB-ASSY, INVERTER",使用中,かんばん,1Y,第１工場,手配,Ｐ,2017,佐藤工業（株）,03,藤塗装,――,Ｍ,01,第１,1Y,安城第１工場,ｻﾝﾎﾞｯｸｽ#20B,8,0.66,3,1,02,1.82,,,,,"11,876",23.0,"10,555",20.0,"10,700",18.0,"12,540",22.0,532,526,518,0,0,427,433,427,427,421,0,0,535,529,529,517,529,0,0,528,540,528,574,534,0,0,570,570,558,600,524,"11,876","10,555","10,700","12,540",532,526,518,0,0,427,433,427,427,421,0,0,535,529,529,517,529,0,0,528,540,528,574,534,0,0,570,570,558,600,524
35198-ECE010,,,"BRACKET, WIRE HARNESS CLAMP",使用中,かんばん,1Y,第１工場,手配,Ｐ,2020,サトープレス工業（株）,01,本社工場,――,Ｍ,01,第１,1Y,安城第１工場,AW-331 ｾﾝﾖｳ,200,0.58,3,1,01,1.78,,,,,"11,879",23.0,"10,556",20.0,"10,701",18.0,"12,540",22.0,533,527,519,0,0,427,433,427,427,421,0,0,535,529,529,517,529,0,0,528,540,528,574,534,0,0,570,570,558,600,524,"11,879","10,556","10,701","12,540",533,527,519,0,0,427,433,427,427,421,0,0,535,529,529,517,529,0,0,528,540,528,574,534,0,0,570,570,558,600,524
