,JIKANWARI_KBN,KUMI_CD,LINE_DATE,LINE_DATE_修正済,PLAN_PRODUCT_CNT,PRODUCT_CNT,TYOKU_KBN(1),時間割区分_開始時刻,生産台数_加重平均済,計画生産台数_加重平均済,調整日時,計画達成率_加重平均済,日時
2415,6,NH12,2023-11-16,2023-11-17,0.0,0.0,2,2:00,0.0,0.0,02:00:00,,2023-11-17 02:00:00
2419,7,NH12,2023-11-16,2023-11-17,122.0,122.0,2,3:00,122.0,122.0,03:00:00,1.0,2023-11-17 03:00:00
2423,8,NH12,2023-11-16,2023-11-17,130.0,130.0,2,4:00,130.0,130.0,04:00:00,1.0,2023-11-17 04:00:00
2427,9,NH12,2023-11-16,2023-11-17,106.0,106.0,2,5:00,106.0,106.0,05:00:00,1.0,2023-11-17 05:00:00
2431,10,NH12,2023-11-16,2023-11-17,98.0,97.0,2,6:00,97.0,98.0,06:00:00,0.9897959183673469,2023-11-17 06:00:00
2435,11,NH12,2023-11-16,2023-11-17,0.0,0.0,2,7:00,0.0,0.0,07:00:00,,2023-11-17 07:00:00
2444,1,NH11,2023-11-17,2023-11-17,120.0,120.0,1,8:30,60.0,60.0,08:00:00,1.0,2023-11-17 08:00:00
2448,2,NH11,2023-11-17,2023-11-17,130.0,129.0,1,9:30,124.5,125.0,09:00:00,0.996,2023-11-17 09:00:00
2452,3,NH11,2023-11-17,2023-11-17,108.0,108.0,1,10:30,118.5,119.0,10:00:00,0.9957983193277311,2023-11-17 10:00:00
2456,4,NH11,2023-11-17,2023-11-17,130.0,130.0,1,11:30,119.0,119.0,11:00:00,1.0,2023-11-17 11:00:00
2460,5,NH11,2023-11-17,2023-11-17,0.0,0.0,1,12:30,65.0,65.0,12:00:00,1.0,2023-11-17 12:00:00
2464,6,NH11,2023-11-17,2023-11-17,0.0,0.0,1,13:25,0.0,0.0,13:00:00,,2023-11-17 13:00:00
2468,7,NH11,2023-11-17,2023-11-17,128.0,126.0,1,14:20,84.0,85.33333333333333,14:00:00,0.984375,2023-11-17 14:00:00
2472,8,NH11,2023-11-17,2023-11-17,108.0,107.0,1,15:20,113.33333333333333,114.66666666666666,15:00:00,0.9883720930232559,2023-11-17 15:00:00
2476,9,NH11,2023-11-17,2023-11-17,118.0,118.0,1,16:20,114.33333333333331,114.66666666666666,16:00:00,0.9970930232558138,2023-11-17 16:00:00
2480,10,NH11,2023-11-17,2023-11-17,0.0,0.0,1,17:20,39.33333333333333,39.33333333333333,17:00:00,1.0,2023-11-17 17:00:00
2484,11,NH11,2023-11-17,2023-11-17,0.0,0.0,1,18:30,0.0,0.0,18:00:00,,2023-11-17 18:00:00
2488,12,NH11,2023-11-17,2023-11-17,0.0,0.0,1,19:30,0.0,0.0,19:00:00,,2023-11-17 19:00:00
2492,13,NH11,2023-11-17,2023-11-17,0.0,0.0,1,20:30,0.0,0.0,20:00:00,,2023-11-17 20:00:00
2447,1,NH12,2023-11-17,2023-11-17,0.0,0.0,2,21:00,0.0,0.0,21:00:00,,2023-11-17 21:00:00
2451,2,NH12,2023-11-17,2023-11-17,120.0,120.0,2,22:00,120.0,120.0,22:00:00,1.0,2023-11-17 22:00:00
2455,3,NH12,2023-11-17,2023-11-17,130.0,130.0,2,23:00,130.0,130.0,23:00:00,1.0,2023-11-17 23:00:00
2459,4,NH12,2023-11-17,2023-11-18,108.0,108.0,2,0:00,108.0,108.0,00:00:00,1.0,2023-11-18 00:00:00
2463,5,NH12,2023-11-17,2023-11-18,128.0,128.0,2,1:00,128.0,128.0,01:00:00,1.0,2023-11-18 01:00:00
2467,6,NH12,2023-11-17,2023-11-18,0.0,0.0,2,2:00,0.0,0.0,02:00:00,,2023-11-18 02:00:00
2471,7,NH12,2023-11-17,2023-11-18,22.0,22.0,2,3:00,22.0,22.0,03:00:00,1.0,2023-11-18 03:00:00
2475,8,NH12,2023-11-17,2023-11-18,130.0,130.0,2,4:00,130.0,130.0,04:00:00,1.0,2023-11-18 04:00:00
2479,9,NH12,2023-11-17,2023-11-18,108.0,108.0,2,5:00,108.0,108.0,05:00:00,1.0,2023-11-18 05:00:00
2483,10,NH12,2023-11-17,2023-11-18,96.0,96.0,2,6:00,96.0,96.0,06:00:00,1.0,2023-11-18 06:00:00
2487,11,NH12,2023-11-17,2023-11-18,0.0,0.0,2,7:00,0.0,0.0,07:00:00,,2023-11-18 07:00:00
2496,1,NH11,2023-11-18,2023-11-18,120.0,0.0,1,8:30,0.0,60.0,08:00:00,0.0,2023-11-18 08:00:00
2500,2,NH11,2023-11-18,2023-11-18,130.0,0.0,1,9:30,0.0,125.0,09:00:00,0.0,2023-11-18 09:00:00
2504,3,NH11,2023-11-18,2023-11-18,108.0,0.0,1,10:30,0.0,119.0,10:00:00,0.0,2023-11-18 10:00:00
2508,4,NH11,2023-11-18,2023-11-18,130.0,0.0,1,11:30,0.0,119.0,11:00:00,0.0,2023-11-18 11:00:00
2512,5,NH11,2023-11-18,2023-11-18,0.0,0.0,1,12:30,0.0,65.0,12:00:00,0.0,2023-11-18 12:00:00
2516,6,NH11,2023-11-18,2023-11-18,0.0,0.0,1,13:25,0.0,0.0,13:00:00,,2023-11-18 13:00:00
2520,7,NH11,2023-11-18,2023-11-18,128.0,0.0,1,14:20,0.0,85.33333333333333,14:00:00,0.0,2023-11-18 14:00:00
2524,8,NH11,2023-11-18,2023-11-18,108.0,0.0,1,15:20,0.0,114.66666666666666,15:00:00,0.0,2023-11-18 15:00:00
2528,9,NH11,2023-11-18,2023-11-18,118.0,0.0,1,16:20,0.0,114.66666666666666,16:00:00,0.0,2023-11-18 16:00:00
2532,10,NH11,2023-11-18,2023-11-18,0.0,0.0,1,17:20,0.0,39.33333333333333,17:00:00,0.0,2023-11-18 17:00:00
2536,11,NH11,2023-11-18,2023-11-18,0.0,0.0,1,18:30,0.0,0.0,18:00:00,,2023-11-18 18:00:00
2540,12,NH11,2023-11-18,2023-11-18,0.0,0.0,1,19:30,0.0,0.0,19:00:00,,2023-11-18 19:00:00
2544,13,NH11,2023-11-18,2023-11-18,0.0,0.0,1,20:30,0.0,0.0,20:00:00,,2023-11-18 20:00:00
2499,1,NH12,2023-11-18,2023-11-18,0.0,0.0,2,21:00,0.0,0.0,21:00:00,,2023-11-18 21:00:00
2503,2,NH12,2023-11-18,2023-11-18,120.0,0.0,2,22:00,0.0,120.0,22:00:00,0.0,2023-11-18 22:00:00
2507,3,NH12,2023-11-18,2023-11-18,130.0,0.0,2,23:00,0.0,130.0,23:00:00,0.0,2023-11-18 23:00:00
2511,4,NH12,2023-11-18,2023-11-19,108.0,0.0,2,0:00,0.0,108.0,00:00:00,0.0,2023-11-19 00:00:00
2515,5,NH12,2023-11-18,2023-11-19,128.0,0.0,2,1:00,0.0,128.0,01:00:00,0.0,2023-11-19 01:00:00
2519,6,NH12,2023-11-18,2023-11-19,0.0,0.0,2,2:00,0.0,0.0,02:00:00,,2023-11-19 02:00:00
2523,7,NH12,2023-11-18,2023-11-19,22.0,0.0,2,3:00,0.0,22.0,03:00:00,0.0,2023-11-19 03:00:00
2527,8,NH12,2023-11-18,2023-11-19,130.0,0.0,2,4:00,0.0,130.0,04:00:00,0.0,2023-11-19 04:00:00
2531,9,NH12,2023-11-18,2023-11-19,108.0,0.0,2,5:00,0.0,108.0,05:00:00,0.0,2023-11-19 05:00:00
2535,10,NH12,2023-11-18,2023-11-19,96.0,0.0,2,6:00,0.0,96.0,06:00:00,0.0,2023-11-19 06:00:00
2539,11,NH12,2023-11-18,2023-11-19,0.0,0.0,2,7:00,0.0,0.0,07:00:00,,2023-11-19 07:00:00
2550,1,NH12,2023-11-19,2023-11-19,120.0,0.0,1,8:30,0.0,60.0,08:00:00,0.0,2023-11-19 08:00:00
2554,2,NH12,2023-11-19,2023-11-19,130.0,0.0,1,9:30,0.0,65.0,09:00:00,0.0,2023-11-19 09:00:00
2558,3,NH12,2023-11-19,2023-11-19,108.0,0.0,1,10:30,0.0,114.0,10:00:00,0.0,2023-11-19 10:00:00
2562,4,NH12,2023-11-19,2023-11-19,130.0,0.0,1,11:30,0.0,130.0,11:00:00,0.0,2023-11-19 11:00:00
2566,5,NH12,2023-11-19,2023-11-19,0.0,0.0,1,12:30,0.0,54.0,12:00:00,0.0,2023-11-19 12:00:00
2570,6,NH12,2023-11-19,2023-11-19,98.0,0.0,1,13:25,0.0,113.0,13:00:00,0.0,2023-11-19 13:00:00
2574,7,NH12,2023-11-19,2023-11-19,130.0,0.0,1,14:20,0.0,86.66666666666666,14:00:00,0.0,2023-11-19 14:00:00
2578,8,NH12,2023-11-19,2023-11-19,106.0,0.0,1,15:20,0.0,111.33333333333331,15:00:00,0.0,2023-11-19 15:00:00
2582,9,NH12,2023-11-19,2023-11-19,120.0,0.0,1,16:20,0.0,123.33333333333333,16:00:00,0.0,2023-11-19 16:00:00
2586,10,NH12,2023-11-19,2023-11-19,0.0,0.0,1,17:20,0.0,35.33333333333333,17:00:00,0.0,2023-11-19 17:00:00
2590,11,NH12,2023-11-19,2023-11-19,0.0,0.0,1,18:30,0.0,49.0,18:00:00,0.0,2023-11-19 18:00:00
2594,12,NH12,2023-11-19,2023-11-19,0.0,0.0,1,19:30,0.0,0.0,19:00:00,,2023-11-19 19:00:00
2598,13,NH12,2023-11-19,2023-11-19,0.0,0.0,1,20:30,0.0,0.0,20:00:00,,2023-11-19 20:00:00
2549,1,NH11,2023-11-19,2023-11-19,0.0,0.0,2,21:00,0.0,0.0,21:00:00,,2023-11-19 21:00:00
2553,2,NH11,2023-11-19,2023-11-19,120.0,0.0,2,22:00,0.0,120.0,22:00:00,0.0,2023-11-19 22:00:00
2557,3,NH11,2023-11-19,2023-11-19,130.0,0.0,2,23:00,0.0,130.0,23:00:00,0.0,2023-11-19 23:00:00
2561,4,NH11,2023-11-19,2023-11-20,108.0,0.0,2,0:00,0.0,108.0,00:00:00,0.0,2023-11-20 00:00:00
2565,5,NH11,2023-11-19,2023-11-20,128.0,0.0,2,1:00,0.0,128.0,01:00:00,0.0,2023-11-20 01:00:00
2569,6,NH11,2023-11-19,2023-11-20,0.0,0.0,2,2:00,0.0,0.0,02:00:00,,2023-11-20 02:00:00
2573,7,NH11,2023-11-19,2023-11-20,122.0,0.0,2,3:00,0.0,122.0,03:00:00,0.0,2023-11-20 03:00:00
2577,8,NH11,2023-11-19,2023-11-20,130.0,0.0,2,4:00,0.0,130.0,04:00:00,0.0,2023-11-20 04:00:00
2581,9,NH11,2023-11-19,2023-11-20,106.0,0.0,2,5:00,0.0,106.0,05:00:00,0.0,2023-11-20 05:00:00
2585,10,NH11,2023-11-19,2023-11-20,98.0,0.0,2,6:00,0.0,98.0,06:00:00,0.0,2023-11-20 06:00:00
2589,11,NH11,2023-11-19,2023-11-20,0.0,0.0,2,7:00,0.0,0.0,07:00:00,,2023-11-20 07:00:00
2602,1,NH12,2023-11-20,2023-11-20,120.0,44.0,1,8:30,22.0,60.0,08:00:00,0.36666666666666664,2023-11-20 08:00:00
2606,2,NH12,2023-11-20,2023-11-20,130.0,124.0,1,9:30,62.0,65.0,09:00:00,0.9538461538461539,2023-11-20 09:00:00
2610,3,NH12,2023-11-20,2023-11-20,108.0,108.0,1,10:30,112.0,114.0,10:00:00,0.9824561403508771,2023-11-20 10:00:00
2614,4,NH12,2023-11-20,2023-11-20,130.0,130.0,1,11:30,127.0,130.0,11:00:00,0.9769230769230769,2023-11-20 11:00:00
2618,5,NH12,2023-11-20,2023-11-20,0.0,0.0,1,12:30,54.0,54.0,12:00:00,1.0,2023-11-20 12:00:00
2622,6,NH12,2023-11-20,2023-11-20,98.0,52.0,1,13:25,83.0,113.0,13:00:00,0.7345132743362832,2023-11-20 13:00:00
2626,7,NH12,2023-11-20,2023-11-20,130.0,90.0,1,14:20,60.0,86.66666666666666,14:00:00,0.6923076923076924,2023-11-20 14:00:00
2630,8,NH12,2023-11-20,2023-11-20,106.0,106.0,1,15:20,109.99999999999999,111.33333333333331,15:00:00,0.9880239520958084,2023-11-20 15:00:00
2634,9,NH12,2023-11-20,2023-11-20,120.0,120.0,1,16:20,123.33333333333333,123.33333333333333,16:00:00,1.0,2023-11-20 16:00:00
2638,10,NH12,2023-11-20,2023-11-20,0.0,0.0,1,17:20,35.33333333333333,35.33333333333333,17:00:00,1.0,2023-11-20 17:00:00
2642,11,NH12,2023-11-20,2023-11-20,0.0,0.0,1,18:30,46.0,49.0,18:00:00,0.9387755102040817,2023-11-20 18:00:00
2646,12,NH12,2023-11-20,2023-11-20,0.0,0.0,1,19:30,0.0,0.0,19:00:00,,2023-11-20 19:00:00
2650,13,NH12,2023-11-20,2023-11-20,0.0,0.0,1,20:30,0.0,0.0,20:00:00,,2023-11-20 20:00:00
2601,1,NH11,2023-11-20,2023-11-20,0.0,0.0,2,21:00,0.0,0.0,21:00:00,,2023-11-20 21:00:00
2605,2,NH11,2023-11-20,2023-11-20,120.0,116.0,2,22:00,116.0,120.0,22:00:00,0.9666666666666667,2023-11-20 22:00:00
2609,3,NH11,2023-11-20,2023-11-20,130.0,124.0,2,23:00,124.0,130.0,23:00:00,0.9538461538461539,2023-11-20 23:00:00
2613,4,NH11,2023-11-20,2023-11-21,108.0,108.0,2,0:00,108.0,108.0,00:00:00,1.0,2023-11-21 00:00:00
2617,5,NH11,2023-11-20,2023-11-21,128.0,114.0,2,1:00,114.0,128.0,01:00:00,0.890625,2023-11-21 01:00:00
2621,6,NH11,2023-11-20,2023-11-21,0.0,0.0,2,2:00,0.0,0.0,02:00:00,,2023-11-21 02:00:00
2625,7,NH11,2023-11-20,2023-11-21,122.0,118.0,2,3:00,118.0,122.0,03:00:00,0.9672131147540983,2023-11-21 03:00:00
2629,8,NH11,2023-11-20,2023-11-21,130.0,130.0,2,4:00,130.0,130.0,04:00:00,1.0,2023-11-21 04:00:00
2633,9,NH11,2023-11-20,2023-11-21,106.0,106.0,2,5:00,106.0,106.0,05:00:00,1.0,2023-11-21 05:00:00
2637,10,NH11,2023-11-20,2023-11-21,98.0,92.0,2,6:00,92.0,98.0,06:00:00,0.9387755102040817,2023-11-21 06:00:00
2641,11,NH11,2023-11-20,2023-11-21,0.0,0.0,2,7:00,0.0,0.0,07:00:00,,2023-11-21 07:00:00
2654,1,NH12,2023-11-21,2023-11-21,120.0,120.0,1,8:30,60.0,60.0,08:00:00,1.0,2023-11-21 08:00:00
2658,2,NH12,2023-11-21,2023-11-21,130.0,126.0,1,9:30,63.0,65.0,09:00:00,0.9692307692307692,2023-11-21 09:00:00
2662,3,NH12,2023-11-21,2023-11-21,108.0,106.0,1,10:30,113.0,114.0,10:00:00,0.9912280701754386,2023-11-21 10:00:00
2666,4,NH12,2023-11-21,2023-11-21,130.0,120.0,1,11:30,105.5,130.0,11:00:00,0.8115384615384615,2023-11-21 11:00:00
2670,5,NH12,2023-11-21,2023-11-21,0.0,0.0,1,12:30,53.0,54.0,12:00:00,0.9814814814814815,2023-11-21 12:00:00
2674,6,NH12,2023-11-21,2023-11-21,98.0,98.0,1,13:25,113.0,113.0,13:00:00,1.0,2023-11-21 13:00:00
2678,7,NH12,2023-11-21,2023-11-21,130.0,122.0,1,14:20,81.33333333333333,86.66666666666666,14:00:00,0.9384615384615385,2023-11-21 14:00:00
2682,8,NH12,2023-11-21,2023-11-21,106.0,106.0,1,15:20,109.99999999999999,111.33333333333331,15:00:00,0.9880239520958084,2023-11-21 15:00:00
2686,9,NH12,2023-11-21,2023-11-21,120.0,40.0,1,16:20,70.0,123.33333333333333,16:00:00,0.5675675675675675,2023-11-21 16:00:00
2690,10,NH12,2023-11-21,2023-11-21,0.0,0.0,1,17:20,32.0,35.33333333333333,17:00:00,0.9056603773584907,2023-11-21 17:00:00
2694,11,NH12,2023-11-21,2023-11-21,0.0,0.0,1,18:30,46.0,49.0,18:00:00,0.9387755102040817,2023-11-21 18:00:00
2698,12,NH12,2023-11-21,2023-11-21,0.0,0.0,1,19:30,0.0,0.0,19:00:00,,2023-11-21 19:00:00
2702,13,NH12,2023-11-21,2023-11-21,0.0,0.0,1,20:30,0.5,0.0,20:00:00,inf,2023-11-21 20:00:00
2653,1,NH11,2023-11-21,2023-11-21,0.0,0.0,2,21:00,0.0,0.0,21:00:00,,2023-11-21 21:00:00
2657,2,NH11,2023-11-21,2023-11-21,120.0,120.0,2,22:00,120.0,120.0,22:00:00,1.0,2023-11-21 22:00:00
2661,3,NH11,2023-11-21,2023-11-21,130.0,91.0,2,23:00,91.0,130.0,23:00:00,0.7,2023-11-21 23:00:00
2665,4,NH11,2023-11-21,2023-11-22,108.0,106.0,2,0:00,106.0,108.0,00:00:00,0.9814814814814815,2023-11-22 00:00:00
2669,5,NH11,2023-11-21,2023-11-22,128.0,128.0,2,1:00,128.0,128.0,01:00:00,1.0,2023-11-22 01:00:00
2673,6,NH11,2023-11-21,2023-11-22,0.0,0.0,2,2:00,0.0,0.0,02:00:00,,2023-11-22 02:00:00
2677,7,NH11,2023-11-21,2023-11-22,122.0,118.0,2,3:00,118.0,122.0,03:00:00,0.9672131147540983,2023-11-22 03:00:00
2681,8,NH11,2023-11-21,2023-11-22,130.0,130.0,2,4:00,130.0,130.0,04:00:00,1.0,2023-11-22 04:00:00
2685,9,NH11,2023-11-21,2023-11-22,106.0,96.0,2,5:00,96.0,106.0,05:00:00,0.9056603773584906,2023-11-22 05:00:00
2689,10,NH11,2023-11-21,2023-11-22,98.0,92.0,2,6:00,92.0,98.0,06:00:00,0.9387755102040817,2023-11-22 06:00:00
2693,11,NH11,2023-11-21,2023-11-22,0.0,0.0,2,7:00,0.0,0.0,07:00:00,,2023-11-22 07:00:00
2706,1,NH12,2023-11-22,2023-11-22,120.0,120.0,1,8:30,60.0,60.0,08:00:00,1.0,2023-11-22 08:00:00
2710,2,NH12,2023-11-22,2023-11-22,64.0,64.0,1,9:30,32.0,32.0,09:00:00,1.0,2023-11-22 09:00:00
2714,3,NH12,2023-11-22,2023-11-22,108.0,108.0,1,10:30,87.0,87.0,10:00:00,1.0,2023-11-22 10:00:00
2718,4,NH12,2023-11-22,2023-11-22,0.0,0.0,1,11:30,65.0,65.0,11:00:00,1.0,2023-11-22 11:00:00
2722,5,NH12,2023-11-22,2023-11-22,0.0,0.0,1,12:30,53.0,53.0,12:00:00,1.0,2023-11-22 12:00:00
2726,6,NH12,2023-11-22,2023-11-22,98.0,80.0,1,13:25,105.0,114.0,13:00:00,0.9210526315789473,2023-11-22 13:00:00
2730,7,NH12,2023-11-22,2023-11-22,130.0,130.0,1,14:20,86.66666666666666,86.66666666666666,14:00:00,1.0,2023-11-22 14:00:00
2734,8,NH12,2023-11-22,2023-11-22,108.0,108.0,1,15:20,112.0,112.0,15:00:00,1.0,2023-11-22 15:00:00
2738,9,NH12,2023-11-22,2023-11-22,118.0,118.0,1,16:20,121.99999999999999,121.99999999999999,16:00:00,1.0,2023-11-22 16:00:00
2742,10,NH12,2023-11-22,2023-11-22,0.0,0.0,1,17:20,36.0,36.0,17:00:00,1.0,2023-11-22 17:00:00
2746,11,NH12,2023-11-22,2023-11-22,0.0,0.0,1,18:30,48.0,48.0,18:00:00,1.0,2023-11-22 18:00:00
2750,12,NH12,2023-11-22,2023-11-22,0.0,0.0,1,19:30,0.0,0.0,19:00:00,,2023-11-22 19:00:00
2754,13,NH12,2023-11-22,2023-11-22,0.0,0.0,1,20:30,0.0,0.0,20:00:00,,2023-11-22 20:00:00
2705,1,NH11,2023-11-22,2023-11-22,0.0,0.0,2,21:00,0.0,0.0,21:00:00,,2023-11-22 21:00:00
2709,2,NH11,2023-11-22,2023-11-22,66.0,66.0,2,22:00,66.0,66.0,22:00:00,1.0,2023-11-22 22:00:00
2713,3,NH11,2023-11-22,2023-11-22,130.0,130.0,2,23:00,130.0,130.0,23:00:00,1.0,2023-11-22 23:00:00
2717,4,NH11,2023-11-22,2023-11-23,106.0,106.0,2,0:00,106.0,106.0,00:00:00,1.0,2023-11-23 00:00:00
2721,5,NH11,2023-11-22,2023-11-23,130.0,130.0,2,1:00,130.0,130.0,01:00:00,1.0,2023-11-23 01:00:00
2725,6,NH11,2023-11-22,2023-11-23,0.0,0.0,2,2:00,0.0,0.0,02:00:00,,2023-11-23 02:00:00
2729,7,NH11,2023-11-22,2023-11-23,120.0,120.0,2,3:00,120.0,120.0,03:00:00,1.0,2023-11-23 03:00:00
2733,8,NH11,2023-11-22,2023-11-23,130.0,130.0,2,4:00,130.0,130.0,04:00:00,1.0,2023-11-23 04:00:00
2737,9,NH11,2023-11-22,2023-11-23,108.0,108.0,2,5:00,108.0,108.0,05:00:00,1.0,2023-11-23 05:00:00
2741,10,NH11,2023-11-22,2023-11-23,96.0,96.0,2,6:00,96.0,96.0,06:00:00,1.0,2023-11-23 06:00:00
2745,11,NH11,2023-11-22,2023-11-23,0.0,0.0,2,7:00,0.0,0.0,07:00:00,,2023-11-23 07:00:00
2758,1,NH12,2023-11-23,2023-11-23,120.0,116.0,1,8:30,58.0,60.0,08:00:00,0.9666666666666667,2023-11-23 08:00:00
2762,2,NH12,2023-11-23,2023-11-23,130.0,130.0,1,9:30,65.0,65.0,09:00:00,1.0,2023-11-23 09:00:00
2766,3,NH12,2023-11-23,2023-11-23,108.0,106.0,1,10:30,113.0,114.0,10:00:00,0.9912280701754386,2023-11-23 10:00:00
2770,4,NH12,2023-11-23,2023-11-23,130.0,130.0,1,11:30,130.0,130.0,11:00:00,1.0,2023-11-23 11:00:00
2774,5,NH12,2023-11-23,2023-11-23,0.0,0.0,1,12:30,54.0,54.0,12:00:00,1.0,2023-11-23 12:00:00
2778,6,NH12,2023-11-23,2023-11-23,98.0,98.0,1,13:25,113.0,113.0,13:00:00,1.0,2023-11-23 13:00:00
2782,7,NH12,2023-11-23,2023-11-23,130.0,124.0,1,14:20,82.66666666666666,86.66666666666666,14:00:00,0.9538461538461538,2023-11-23 14:00:00
2786,8,NH12,2023-11-23,2023-11-23,106.0,106.0,1,15:20,111.33333333333331,111.33333333333331,15:00:00,1.0,2023-11-23 15:00:00
2790,9,NH12,2023-11-23,2023-11-23,108.0,106.0,1,16:20,113.99999999999999,115.33333333333333,16:00:00,0.9884393063583814,2023-11-23 16:00:00
2794,10,NH12,2023-11-23,2023-11-23,140.0,140.0,1,17:20,128.66666666666666,128.66666666666666,17:00:00,1.0,2023-11-23 17:00:00
2798,11,NH12,2023-11-23,2023-11-23,0.0,0.0,1,18:30,49.0,49.0,18:00:00,1.0,2023-11-23 18:00:00
2802,12,NH12,2023-11-23,2023-11-23,0.0,0.0,1,19:30,0.0,0.0,19:00:00,,2023-11-23 19:00:00
2806,13,NH12,2023-11-23,2023-11-23,0.0,0.0,1,20:30,0.0,0.0,20:00:00,,2023-11-23 20:00:00
2757,1,NH11,2023-11-23,2023-11-23,0.0,0.0,2,21:00,0.0,0.0,21:00:00,,2023-11-23 21:00:00
2761,2,NH11,2023-11-23,2023-11-23,120.0,120.0,2,22:00,120.0,120.0,22:00:00,1.0,2023-11-23 22:00:00
2765,3,NH11,2023-11-23,2023-11-23,130.0,130.0,2,23:00,130.0,130.0,23:00:00,1.0,2023-11-23 23:00:00
2769,4,NH11,2023-11-23,2023-11-24,108.0,108.0,2,0:00,108.0,108.0,00:00:00,1.0,2023-11-24 00:00:00
2773,5,NH11,2023-11-23,2023-11-24,128.0,128.0,2,1:00,128.0,128.0,01:00:00,1.0,2023-11-24 01:00:00
2777,6,NH11,2023-11-23,2023-11-24,0.0,0.0,2,2:00,0.0,0.0,02:00:00,,2023-11-24 02:00:00
2781,7,NH11,2023-11-23,2023-11-24,122.0,122.0,2,3:00,122.0,122.0,03:00:00,1.0,2023-11-24 03:00:00
2785,8,NH11,2023-11-23,2023-11-24,130.0,130.0,2,4:00,130.0,130.0,04:00:00,1.0,2023-11-24 04:00:00
2789,9,NH11,2023-11-23,2023-11-24,106.0,106.0,2,5:00,106.0,106.0,05:00:00,1.0,2023-11-24 05:00:00
2793,10,NH11,2023-11-23,2023-11-24,98.0,98.0,2,6:00,98.0,98.0,06:00:00,1.0,2023-11-24 06:00:00
2797,11,NH11,2023-11-23,2023-11-24,0.0,0.0,2,7:00,0.0,0.0,07:00:00,,2023-11-24 07:00:00
2810,1,NH12,2023-11-24,2023-11-24,120.0,120.0,1,8:30,60.0,60.0,08:00:00,1.0,2023-11-24 08:00:00
2814,2,NH12,2023-11-24,2023-11-24,130.0,130.0,1,9:30,65.0,65.0,09:00:00,1.0,2023-11-24 09:00:00
2818,3,NH12,2023-11-24,2023-11-24,108.0,108.0,1,10:30,114.0,114.0,10:00:00,1.0,2023-11-24 10:00:00
2822,4,NH12,2023-11-24,2023-11-24,130.0,130.0,1,11:30,130.0,130.0,11:00:00,1.0,2023-11-24 11:00:00
2826,5,NH12,2023-11-24,2023-11-24,0.0,0.0,1,12:30,54.0,54.0,12:00:00,1.0,2023-11-24 12:00:00
2830,6,NH12,2023-11-24,2023-11-24,98.0,98.0,1,13:25,113.0,113.0,13:00:00,1.0,2023-11-24 13:00:00
2834,7,NH12,2023-11-24,2023-11-24,130.0,130.0,1,14:20,86.66666666666666,86.66666666666666,14:00:00,1.0,2023-11-24 14:00:00
2838,8,NH12,2023-11-24,2023-11-24,106.0,106.0,1,15:20,111.33333333333331,111.33333333333331,15:00:00,1.0,2023-11-24 15:00:00
2842,9,NH12,2023-11-24,2023-11-24,120.0,114.0,1,16:20,119.33333333333333,123.33333333333333,16:00:00,0.9675675675675676,2023-11-24 16:00:00
2846,10,NH12,2023-11-24,2023-11-24,0.0,0.0,1,17:20,35.33333333333333,35.33333333333333,17:00:00,1.0,2023-11-24 17:00:00
2850,11,NH12,2023-11-24,2023-11-24,0.0,0.0,1,18:30,49.0,49.0,18:00:00,1.0,2023-11-24 18:00:00
2854,12,NH12,2023-11-24,2023-11-24,0.0,0.0,1,19:30,0.0,0.0,19:00:00,,2023-11-24 19:00:00
2858,13,NH12,2023-11-24,2023-11-24,0.0,0.0,1,20:30,0.0,0.0,20:00:00,,2023-11-24 20:00:00
2809,1,NH11,2023-11-24,2023-11-24,0.0,0.0,2,21:00,0.0,0.0,21:00:00,,2023-11-24 21:00:00
2813,2,NH11,2023-11-24,2023-11-24,120.0,120.0,2,22:00,120.0,120.0,22:00:00,1.0,2023-11-24 22:00:00
2817,3,NH11,2023-11-24,2023-11-24,130.0,130.0,2,23:00,130.0,130.0,23:00:00,1.0,2023-11-24 23:00:00
2821,4,NH11,2023-11-24,2023-11-25,108.0,108.0,2,0:00,108.0,108.0,00:00:00,1.0,2023-11-25 00:00:00
2825,5,NH11,2023-11-24,2023-11-25,128.0,128.0,2,1:00,128.0,128.0,01:00:00,1.0,2023-11-25 01:00:00
2829,6,NH11,2023-11-24,2023-11-25,0.0,0.0,2,2:00,0.0,0.0,02:00:00,,2023-11-25 02:00:00
2833,7,NH11,2023-11-24,2023-11-25,122.0,122.0,2,3:00,122.0,122.0,03:00:00,1.0,2023-11-25 03:00:00
2837,8,NH11,2023-11-24,2023-11-25,130.0,130.0,2,4:00,130.0,130.0,04:00:00,1.0,2023-11-25 04:00:00
2841,9,NH11,2023-11-24,2023-11-25,106.0,106.0,2,5:00,106.0,106.0,05:00:00,1.0,2023-11-25 05:00:00
2845,10,NH11,2023-11-24,2023-11-25,98.0,98.0,2,6:00,98.0,98.0,06:00:00,1.0,2023-11-25 06:00:00
2849,11,NH11,2023-11-24,2023-11-25,0.0,0.0,2,7:00,0.0,0.0,07:00:00,,2023-11-25 07:00:00
2862,1,NH12,2023-11-25,2023-11-25,120.0,0.0,1,8:30,0.0,60.0,08:00:00,0.0,2023-11-25 08:00:00
2866,2,NH12,2023-11-25,2023-11-25,130.0,0.0,1,9:30,0.0,65.0,09:00:00,0.0,2023-11-25 09:00:00
